,Area Name,Area Type,Area Code,Year,month,period,Preliminary if value is 1,Labor Force,Employment,Unemployment,Unemployment Rate
6402,Haines Borough,4,100,2017,June,6,0,1254,1178,76,6.1
6401,Haines Borough,4,100,2017,May,5,0,1143,1066,77,6.7
6400,Haines Borough,4,100,2017,April,4,0,1042,954,88,8.4
6258,Haines Borough,4,100,2006,May,5,0,1395,1289,106,7.6
6208,Haines Borough,4,100,2002,July,7,0,1607,1497,110,6.8
6257,Haines Borough,4,100,2006,April,4,0,1125,991,134,11.9
6255,Haines Borough,4,100,2006,February,2,0,1043,880,163,15.6
6229,Haines Borough,4,100,2004,February,2,0,1041,844,197,18.9
6228,Haines Borough,4,100,2004,January,1,0,1074,887,187,17.4
6227,Haines Borough,4,100,2003,Annual,0,0,1361,1204,157,11.5
6226,Haines Borough,4,100,2003,December,12,0,1213,1045,168,13.8
6225,Haines Borough,4,100,2003,November,11,0,1186,1023,163,13.7
6224,Haines Borough,4,100,2003,October,10,0,1294,1152,142,11.0
6223,Haines Borough,4,100,2003,September,9,0,1584,1472,112,7.1
6222,Haines Borough,4,100,2003,August,8,0,2106,1992,114,5.4
6221,Haines Borough,4,100,2003,July,7,0,2104,1979,125,5.9
6230,Haines Borough,4,100,2004,March,3,0,1083,897,186,17.2
6220,Haines Borough,4,100,2003,June,6,0,1425,1284,141,9.9
6218,Haines Borough,4,100,2003,April,4,0,1100,913,187,17.0
6217,Haines Borough,4,100,2003,March,3,0,1021,828,193,18.9
6216,Haines Borough,4,100,2003,February,2,0,990,793,197,19.9
6215,Haines Borough,4,100,2003,January,1,0,976,782,194,19.9
6214,Haines Borough,4,100,2002,Annual,0,0,1279,1134,145,11.3
6213,Haines Borough,4,100,2002,December,12,0,949,779,170,17.9
6212,Haines Borough,4,100,2002,November,11,0,1072,913,159,14.8
6211,Haines Borough,4,100,2002,October,10,0,1219,1077,142,11.6
6210,Haines Borough,4,100,2002,September,9,0,1700,1599,101,5.9
6219,Haines Borough,4,100,2003,May,5,0,1329,1180,149,11.2
6231,Haines Borough,4,100,2004,April,4,0,1158,1005,153,13.2
6232,Haines Borough,4,100,2004,May,5,0,1354,1232,122,9.0
6233,Haines Borough,4,100,2004,June,6,0,1542,1418,124,8.0
6254,Haines Borough,4,100,2006,January,1,0,1064,916,148,13.9
6253,Haines Borough,4,100,2005,Annual,0,0,1471,1338,133,9.0
6252,Haines Borough,4,100,2005,December,12,0,1165,1022,143,12.3
6251,Haines Borough,4,100,2005,November,11,0,1209,1066,143,11.8
6250,Haines Borough,4,100,2005,October,10,0,1288,1158,130,10.1
6249,Haines Borough,4,100,2005,September,9,0,1860,1761,99,5.3
6248,Haines Borough,4,100,2005,August,8,0,2299,2208,91,4.0
6247,Haines Borough,4,100,2005,July,7,0,2282,2184,98,4.3
6246,Haines Borough,4,100,2005,June,6,0,1644,1539,105,6.4
6245,Haines Borough,4,100,2005,May,5,0,1494,1367,127,8.5
6244,Haines Borough,4,100,2005,April,4,0,1207,1066,141,11.7
6243,Haines Borough,4,100,2005,March,3,0,1107,939,168,15.2
6242,Haines Borough,4,100,2005,February,2,0,1081,895,186,17.2
6241,Haines Borough,4,100,2005,January,1,0,1015,849,166,16.4
6240,Haines Borough,4,100,2004,Annual,0,0,1412,1272,140,9.9
6239,Haines Borough,4,100,2004,December,12,0,1081,941,140,13.0
6238,Haines Borough,4,100,2004,November,11,0,1123,983,140,12.5
6237,Haines Borough,4,100,2004,October,10,0,1280,1157,123,9.6
6236,Haines Borough,4,100,2004,September,9,0,1779,1679,100,5.6
6235,Haines Borough,4,100,2004,August,8,0,2219,2122,97,4.4
6234,Haines Borough,4,100,2004,July,7,0,2211,2100,111,5.0
6256,Haines Borough,4,100,2006,March,3,0,1068,909,159,14.9
6173,Haines Borough,4,100,1999,November,11,0,1228,1085,143,11.6
2514,Hoonah-Angoon Census Area,4,105,2013,June,6,0,1321,1172,149,11.3
2612,Hoonah-Angoon Census Area,4,105,2020,Annual,0,1,1056,907,149,14.1
2562,Hoonah-Angoon Census Area,4,105,2017,February,2,0,975,800,175,17.9
2561,Hoonah-Angoon Census Area,4,105,2017,January,1,0,938,759,179,19.1
2560,Hoonah-Angoon Census Area,4,105,2016,Annual,0,1,1200,1064,136,11.3
2559,Hoonah-Angoon Census Area,4,105,2016,December,12,0,958,820,138,14.4
2558,Hoonah-Angoon Census Area,4,105,2016,November,11,0,960,822,138,14.4
2557,Hoonah-Angoon Census Area,4,105,2016,October,10,0,1908,1786,122,6.4
2556,Hoonah-Angoon Census Area,4,105,2016,September,9,0,1259,1162,97,7.7
2563,Hoonah-Angoon Census Area,4,105,2017,March,3,0,976,814,162,16.6
2555,Hoonah-Angoon Census Area,4,105,2016,August,8,0,1368,1273,95,6.9
2553,Hoonah-Angoon Census Area,4,105,2016,June,6,0,1375,1266,109,7.9
2552,Hoonah-Angoon Census Area,4,105,2016,May,5,0,1223,1105,118,9.6
2551,Hoonah-Angoon Census Area,4,105,2016,April,4,0,1016,865,151,14.9
2550,Hoonah-Angoon Census Area,4,105,2016,March,3,0,981,797,184,18.8
2549,Hoonah-Angoon Census Area,4,105,2016,February,2,0,992,790,202,20.4
2548,Hoonah-Angoon Census Area,4,105,2016,January,1,0,967,785,182,18.8
2547,Hoonah-Angoon Census Area,4,105,2015,Annual,0,1,1128,962,166,14.7
2554,Hoonah-Angoon Census Area,4,105,2016,July,7,0,1392,1292,100,7.2
2546,Hoonah-Angoon Census Area,4,105,2015,December,12,0,980,813,167,17.0
2564,Hoonah-Angoon Census Area,4,105,2017,April,4,0,1003,867,136,13.6
2566,Hoonah-Angoon Census Area,4,105,2017,June,6,0,1373,1269,104,7.6
2582,Hoonah-Angoon Census Area,4,105,2018,September,9,0,1265,1187,78,6.2
2581,Hoonah-Angoon Census Area,4,105,2018,August,8,0,1396,1307,89,6.4
2580,Hoonah-Angoon Census Area,4,105,2018,July,7,0,1422,1324,98,6.9
2579,Hoonah-Angoon Census Area,4,105,2018,June,6,0,1412,1291,121,8.6
2578,Hoonah-Angoon Census Area,4,105,2018,May,5,0,1255,1138,117,9.3
2577,Hoonah-Angoon Census Area,4,105,2018,April,4,0,1037,891,146,14.1
2576,Hoonah-Angoon Census Area,4,105,2018,March,3,0,984,806,178,18.1
2565,Hoonah-Angoon Census Area,4,105,2017,May,5,0,1257,1143,114,9.1
2575,Hoonah-Angoon Census Area,4,105,2018,February,2,0,1019,823,196,19.2
2573,Hoonah-Angoon Census Area,4,105,2017,Annual,0,1,1137,1006,131,11.5
2572,Hoonah-Angoon Census Area,4,105,2017,December,12,0,1003,835,168,16.7
2571,Hoonah-Angoon Census Area,4,105,2017,November,11,0,961,816,145,15.1
2570,Hoonah-Angoon Census Area,4,105,2017,October,10,0,1051,945,106,10.1
2569,Hoonah-Angoon Census Area,4,105,2017,September,9,0,1307,1220,87,6.7
2568,Hoonah-Angoon Census Area,4,105,2017,August,8,0,1393,1295,98,7.0
2567,Hoonah-Angoon Census Area,4,105,2017,July,7,0,1403,1307,96,6.8
2574,Hoonah-Angoon Census Area,4,105,2018,January,1,0,989,806,183,18.5
2545,Hoonah-Angoon Census Area,4,105,2015,November,11,0,969,809,160,16.5
2544,Hoonah-Angoon Census Area,4,105,2015,October,10,0,1019,888,131,12.9
2543,Hoonah-Angoon Census Area,4,105,2015,September,9,0,1239,1125,114,9.2
2520,Hoonah-Angoon Census Area,4,105,2013,December,12,0,999,803,196,19.6
2519,Hoonah-Angoon Census Area,4,105,2013,November,11,0,1000,817,183,18.3
2518,Hoonah-Angoon Census Area,4,105,2013,October,10,0,990,848,142,14.3
2517,Hoonah-Angoon Census Area,4,105,2013,September,9,0,1235,1110,125,10.1
2516,Hoonah-Angoon Census Area,4,105,2013,August,8,0,1323,1202,121,9.1
2515,Hoonah-Angoon Census Area,4,105,2013,July,7,0,1347,1213,134,9.9
2513,Hoonah-Angoon Census Area,4,105,2013,May,5,0,1205,1057,148,12.3
2521,Hoonah-Angoon Census Area,4,105,2013,Annual,0,1,1119,954,165,14.7
2512,Hoonah-Angoon Census Area,4,105,2013,April,4,0,1000,833,167,16.7
2510,Hoonah-Angoon Census Area,4,105,2013,February,2,0,1006,796,210,20.9
2509,Hoonah-Angoon Census Area,4,105,2013,January,1,0,1005,794,211,21.0
2508,Hoonah-Angoon Census Area,4,105,2012,Annual,0,1,1106,945,161,14.6
2507,Hoonah-Angoon Census Area,4,105,2012,December,12,0,1052,863,189,18.0
2506,Hoonah-Angoon Census Area,4,105,2012,November,11,0,989,825,164,16.6
2505,Hoonah-Angoon Census Area,4,105,2012,October,10,0,1007,872,135,13.4
2504,Hoonah-Angoon Census Area,4,105,2012,September,9,0,1194,1067,127,10.6
2511,Hoonah-Angoon Census Area,4,105,2013,March,3,0,1000,807,193,19.3
2522,Hoonah-Angoon Census Area,4,105,2014,January,1,0,1013,779,234,23.1
2524,Hoonah-Angoon Census Area,4,105,2014,March,3,0,999,767,232,23.2
2525,Hoonah-Angoon Census Area,4,105,2014,April,4,0,1045,863,182,17.4
2542,Hoonah-Angoon Census Area,4,105,2015,August,8,0,1342,1214,128,9.5
2541,Hoonah-Angoon Census Area,4,105,2015,July,7,0,1335,1195,140,10.5
2540,Hoonah-Angoon Census Area,4,105,2015,June,6,0,1296,1146,150,11.6
2539,Hoonah-Angoon Census Area,4,105,2015,May,5,0,1215,1056,159,13.1
2538,Hoonah-Angoon Census Area,4,105,2015,April,4,0,1067,894,173,16.2
2537,Hoonah-Angoon Census Area,4,105,2015,March,3,0,1012,804,208,20.6
2536,Hoonah-Angoon Census Area,4,105,2015,February,2,0,1040,803,237,22.8
2535,Hoonah-Angoon Census Area,4,105,2015,January,1,0,1015,793,222,21.9
2534,Hoonah-Angoon Census Area,4,105,2014,Annual,0,1,1134,965,169,14.9
2533,Hoonah-Angoon Census Area,4,105,2014,December,12,0,986,804,182,18.5
2532,Hoonah-Angoon Census Area,4,105,2014,November,11,0,994,834,160,16.1
2531,Hoonah-Angoon Census Area,4,105,2014,October,10,0,1024,887,137,13.4
2530,Hoonah-Angoon Census Area,4,105,2014,September,9,0,1232,1106,126,10.2
2529,Hoonah-Angoon Census Area,4,105,2014,August,8,0,1357,1234,123,9.1
2528,Hoonah-Angoon Census Area,4,105,2014,July,7,0,1356,1224,132,9.7
2527,Hoonah-Angoon Census Area,4,105,2014,June,6,0,1334,1191,143,10.7
2526,Hoonah-Angoon Census Area,4,105,2014,May,5,0,1224,1080,144,11.8
2583,Hoonah-Angoon Census Area,4,105,2018,October,10,0,1041,942,99,9.5
2503,Hoonah-Angoon Census Area,4,105,2012,August,8,0,1296,1180,116,9.0
2584,Hoonah-Angoon Census Area,4,105,2018,November,11,0,1009,857,152,15.1
2586,Hoonah-Angoon Census Area,4,105,2018,Annual,0,1,1150,1016,134,11.7
2644,Hoonah-Angoon Census Area,4,105,2023,June,6,0,1622,1562,60,3.7
2643,Hoonah-Angoon Census Area,4,105,2023,May,5,0,1485,1426,59,4.0
2642,Hoonah-Angoon Census Area,4,105,2023,April,4,0,1278,1216,62,4.9
2641,Hoonah-Angoon Census Area,4,105,2023,March,3,0,1011,899,112,11.1
2640,Hoonah-Angoon Census Area,4,105,2023,February,2,0,1029,913,116,11.3
2639,Hoonah-Angoon Census Area,4,105,2023,January,1,0,999,887,112,11.2
2638,Hoonah-Angoon Census Area,4,105,2022,Annual,0,1,1248,1176,72,5.8
2645,Hoonah-Angoon Census Area,4,105,2023,July,7,0,1640,1588,52,3.2
2637,Hoonah-Angoon Census Area,4,105,2022,December,12,0,1071,974,97,9.1
2635,Hoonah-Angoon Census Area,4,105,2022,October,10,0,1166,1121,45,3.9
2634,Hoonah-Angoon Census Area,4,105,2022,September,9,0,1436,1391,45,3.1
2633,Hoonah-Angoon Census Area,4,105,2022,August,8,0,1548,1510,38,2.5
2632,Hoonah-Angoon Census Area,4,105,2022,July,7,0,1562,1516,46,2.9
2631,Hoonah-Angoon Census Area,4,105,2022,June,6,0,1562,1502,60,3.8
2630,Hoonah-Angoon Census Area,4,105,2022,May,5,0,1391,1336,55,4.0
2629,Hoonah-Angoon Census Area,4,105,2022,April,4,0,1191,1123,68,5.7
2636,Hoonah-Angoon Census Area,4,105,2022,November,11,0,1024,951,73,7.1
2628,Hoonah-Angoon Census Area,4,105,2022,March,3,0,992,891,101,10.2
2646,Hoonah-Angoon Census Area,4,105,2023,August,8,0,1624,1578,46,2.8
2648,Hoonah-Angoon Census Area,4,105,2023,October,10,0,1182,1133,49,4.1
2664,Hoonah-Angoon Census Area,4,105,2023,Annual,0,1,1289,1217,72,5.6
2663,Hoonah-Angoon Census Area,4,105,2024,December,12,1,1093,1024,69,6.3
2662,Hoonah-Angoon Census Area,4,105,2024,November,11,0,1115,1030,85,7.6
2661,Hoonah-Angoon Census Area,4,105,2024,October,10,0,1267,1211,56,4.4
2660,Hoonah-Angoon Census Area,4,105,2024,September,9,0,1486,1439,47,3.2
2659,Hoonah-Angoon Census Area,4,105,2024,August,8,0,1599,1554,45,2.8
2658,Hoonah-Angoon Census Area,4,105,2024,July,7,0,1589,1541,48,3.0
2647,Hoonah-Angoon Census Area,4,105,2023,September,9,0,1508,1464,44,2.9
2657,Hoonah-Angoon Census Area,4,105,2024,June,6,0,1563,1506,57,3.6
2655,Hoonah-Angoon Census Area,4,105,2024,April,4,0,1240,1172,68,5.5
2654,Hoonah-Angoon Census Area,4,105,2024,March,3,0,979,884,95,9.7
2653,Hoonah-Angoon Census Area,4,105,2024,February,2,0,1013,893,120,11.8
2652,Hoonah-Angoon Census Area,4,105,2024,January,1,0,991,878,113,11.4
2651,Hoonah-Angoon Census Area,4,105,2023,Annual,0,1,1289,1217,72,5.6
2650,Hoonah-Angoon Census Area,4,105,2023,December,12,0,1058,971,87,8.2
2649,Hoonah-Angoon Census Area,4,105,2023,November,11,0,1033,971,62,6.0
2656,Hoonah-Angoon Census Area,4,105,2024,May,5,0,1447,1393,54,3.7
2627,Hoonah-Angoon Census Area,4,105,2022,February,2,0,1033,913,120,11.6
2626,Hoonah-Angoon Census Area,4,105,2022,January,1,0,1006,886,120,11.9
2625,Hoonah-Angoon Census Area,4,105,2021,Annual,0,1,1147,1041,106,9.2
2602,Hoonah-Angoon Census Area,4,105,2020,March,3,0,1010,840,170,16.8
2601,Hoonah-Angoon Census Area,4,105,2020,February,2,0,999,838,161,16.1
2600,Hoonah-Angoon Census Area,4,105,2020,January,1,0,1002,850,152,15.2
2599,Hoonah-Angoon Census Area,4,105,2019,Annual,0,1,1189,1065,124,10.4
2598,Hoonah-Angoon Census Area,4,105,2019,December,12,0,999,872,127,12.7
2597,Hoonah-Angoon Census Area,4,105,2019,November,11,0,1003,877,126,12.6
2596,Hoonah-Angoon Census Area,4,105,2019,October,10,0,1118,1027,91,8.1
2603,Hoonah-Angoon Census Area,4,105,2020,April,4,0,944,790,154,16.3
2595,Hoonah-Angoon Census Area,4,105,2019,September,9,0,1337,1263,74,5.5
2593,Hoonah-Angoon Census Area,4,105,2019,July,7,0,1461,1368,93,6.4
2592,Hoonah-Angoon Census Area,4,105,2019,June,6,0,1443,1339,104,7.2
2591,Hoonah-Angoon Census Area,4,105,2019,May,5,0,1337,1243,94,7.0
2590,Hoonah-Angoon Census Area,4,105,2019,April,4,0,1066,936,130,12.2
2589,Hoonah-Angoon Census Area,4,105,2019,March,3,0,1029,848,181,17.6
2588,Hoonah-Angoon Census Area,4,105,2019,February,2,0,1014,821,193,19.0
2587,Hoonah-Angoon Census Area,4,105,2019,January,1,0,1043,843,200,19.2
2594,Hoonah-Angoon Census Area,4,105,2019,August,8,0,1426,1348,78,5.5
2604,Hoonah-Angoon Census Area,4,105,2020,May,5,0,1052,865,187,17.8
2605,Hoonah-Angoon Census Area,4,105,2020,June,6,0,1142,949,193,16.9
2606,Hoonah-Angoon Census Area,4,105,2020,July,7,0,1208,1027,181,15.0
2624,Hoonah-Angoon Census Area,4,105,2021,December,12,0,1060,968,92,8.7
2623,Hoonah-Angoon Census Area,4,105,2021,November,11,0,1021,929,92,9.0
2622,Hoonah-Angoon Census Area,4,105,2021,October,10,0,1136,1063,73,6.4
2621,Hoonah-Angoon Census Area,4,105,2021,September,9,0,1329,1262,67,5.0
2620,Hoonah-Angoon Census Area,4,105,2021,August,8,0,1352,1285,67,5.0
2619,Hoonah-Angoon Census Area,4,105,2021,July,7,0,1333,1250,83,6.2
2618,Hoonah-Angoon Census Area,4,105,2021,June,6,0,1308,1184,124,9.5
2617,Hoonah-Angoon Census Area,4,105,2021,May,5,0,1197,1079,118,9.9
2616,Hoonah-Angoon Census Area,4,105,2021,April,4,0,1042,903,139,13.3
2615,Hoonah-Angoon Census Area,4,105,2021,March,3,0,1012,866,146,14.4
2614,Hoonah-Angoon Census Area,4,105,2021,February,2,0,989,849,140,14.2
2613,Hoonah-Angoon Census Area,4,105,2021,January,1,0,975,848,127,13.0
2611,Hoonah-Angoon Census Area,4,105,2020,December,12,0,1007,893,114,11.3
2610,Hoonah-Angoon Census Area,4,105,2020,November,11,0,1002,888,114,11.4
2609,Hoonah-Angoon Census Area,4,105,2020,October,10,0,1030,916,114,11.1
2608,Hoonah-Angoon Census Area,4,105,2020,September,9,0,1130,1005,125,11.1
2607,Hoonah-Angoon Census Area,4,105,2020,August,8,0,1147,1020,127,11.1
2585,Hoonah-Angoon Census Area,4,105,2018,December,12,0,976,824,152,15.6
2502,Hoonah-Angoon Census Area,4,105,2012,July,7,0,1345,1216,129,9.6
2523,Hoonah-Angoon Census Area,4,105,2014,February,2,0,1045,813,232,22.2
2500,Hoonah-Angoon Census Area,4,105,2012,May,5,0,1170,1025,145,12.4
2483,Hoonah-Angoon Census Area,4,105,2011,January,1,0,972,757,215,22.1
2482,Hoonah-Angoon Census Area,4,105,2010,Annual,0,1,1067,912,155,14.5
2481,Hoonah-Angoon Census Area,4,105,2010,December,12,0,992,805,187,18.9
2480,Hoonah-Angoon Census Area,4,105,2010,November,11,0,973,804,169,17.4
2479,Hoonah-Angoon Census Area,4,105,2010,October,10,0,973,838,135,13.9
2477,Hoonah-Angoon Census Area,4,105,2010,August,8,0,1215,1107,108,8.9
2484,Hoonah-Angoon Census Area,4,105,2011,February,2,0,962,740,222,23.1
2476,Hoonah-Angoon Census Area,4,105,2010,July,7,0,1259,1143,116,9.2
2474,Hoonah-Angoon Census Area,4,105,2010,May,5,0,1157,1021,136,11.8
2473,Hoonah-Angoon Census Area,4,105,2010,April,4,0,1026,860,166,16.2
2472,Hoonah-Angoon Census Area,4,105,2010,March,3,0,987,794,193,19.6
2471,Hoonah-Angoon Census Area,4,105,2010,February,2,0,973,765,208,21.4
2470,Hoonah-Angoon Census Area,4,105,2010,January,1,0,961,758,203,21.1
2501,Hoonah-Angoon Census Area,4,105,2012,June,6,0,1321,1180,141,10.7
2475,Hoonah-Angoon Census Area,4,105,2010,June,6,0,1165,1039,126,10.8
2485,Hoonah-Angoon Census Area,4,105,2011,March,3,0,967,759,208,21.5
2478,Hoonah-Angoon Census Area,4,105,2010,September,9,0,1115,1005,110,9.9
2487,Hoonah-Angoon Census Area,4,105,2011,May,5,0,1171,1017,154,13.2
2499,Hoonah-Angoon Census Area,4,105,2012,April,4,0,978,809,169,17.3
2486,Hoonah-Angoon Census Area,4,105,2011,April,4,0,1023,851,172,16.8
2498,Hoonah-Angoon Census Area,4,105,2012,March,3,0,968,768,200,20.7
2497,Hoonah-Angoon Census Area,4,105,2012,February,2,0,964,755,209,21.7
2496,Hoonah-Angoon Census Area,4,105,2012,January,1,0,992,783,209,21.1
2495,Hoonah-Angoon Census Area,4,105,2011,Annual,0,1,1097,928,169,15.4
2493,Hoonah-Angoon Census Area,4,105,2011,November,11,0,1019,852,167,16.4
2494,Hoonah-Angoon Census Area,4,105,2011,December,12,0,997,810,187,18.8
2491,Hoonah-Angoon Census Area,4,105,2011,September,9,0,1225,1091,134,10.9
2490,Hoonah-Angoon Census Area,4,105,2011,August,8,0,1268,1140,128,10.1
2489,Hoonah-Angoon Census Area,4,105,2011,July,7,0,1261,1125,136,10.8
2488,Hoonah-Angoon Census Area,4,105,2011,June,6,0,1193,1040,153,12.8
2492,Hoonah-Angoon Census Area,4,105,2011,October,10,0,1104,950,154,13.9
525,Kenai Peninsula Borough,4,122,2015,June,6,0,28995,26937,2058,7.1
529,Kenai Peninsula Borough,4,122,2015,October,10,0,27012,25004,2008,7.4
526,Kenai Peninsula Borough,4,122,2015,July,7,0,29351,27502,1849,6.3
524,Kenai Peninsula Borough,4,122,2015,May,5,0,27788,25753,2035,7.3
523,Kenai Peninsula Borough,4,122,2015,April,4,0,26695,24608,2087,7.8
527,Kenai Peninsula Borough,4,122,2015,August,8,0,29004,27282,1722,5.9
528,Kenai Peninsula Borough,4,122,2015,September,9,0,27638,25827,1811,6.6
530,Kenai Peninsula Borough,4,122,2015,November,11,0,26546,24426,2120,8.0
536,Kenai Peninsula Borough,4,122,2016,April,4,0,26697,24354,2343,8.8
532,Kenai Peninsula Borough,4,122,2015,Annual,0,1,27557,25470,2087,7.6
533,Kenai Peninsula Borough,4,122,2016,January,1,0,26082,23699,2383,9.1
534,Kenai Peninsula Borough,4,122,2016,February,2,0,26202,23643,2559,9.8
535,Kenai Peninsula Borough,4,122,2016,March,3,0,26310,23782,2528,9.6
539,Kenai Peninsula Borough,4,122,2016,July,7,0,28664,26671,1993,7.0
522,Kenai Peninsula Borough,4,122,2015,March,3,0,26723,24378,2345,8.8
538,Kenai Peninsula Borough,4,122,2016,June,6,0,28658,26478,2180,7.6
537,Kenai Peninsula Borough,4,122,2016,May,5,0,27884,25726,2158,7.7
531,Kenai Peninsula Borough,4,122,2015,December,12,0,26855,24611,2244,8.4
521,Kenai Peninsula Borough,4,122,2015,February,2,0,26793,24377,2416,9.0
209,Kenai Peninsula Borough,4,122,1991,February,2,0,18749,15790,2959,15.8
196,Kenai Peninsula Borough,4,122,1990,February,2,0,17727,15023,2704,15.3
214,Kenai Peninsula Borough,4,122,1991,July,7,0,22458,20334,2124,9.5
213,Kenai Peninsula Borough,4,122,1991,June,6,0,20875,18497,2378,11.4
212,Kenai Peninsula Borough,4,122,1991,May,5,0,19841,17536,2305,11.6
211,Kenai Peninsula Borough,4,122,1991,April,4,0,19566,16992,2574,13.2
210,Kenai Peninsula Borough,4,122,1991,March,3,0,18867,16010,2857,15.1
540,Kenai Peninsula Borough,4,122,2016,August,8,0,28066,26138,1928,6.9
208,Kenai Peninsula Borough,4,122,1991,January,1,0,18375,15604,2771,15.1
207,Kenai Peninsula Borough,4,122,1990,Annual,0,0,18949,16663,2286,12.1
195,Kenai Peninsula Borough,4,122,1990,January,1,0,17368,14634,2734,15.7
206,Kenai Peninsula Borough,4,122,1990,December,12,0,18035,15625,2410,13.4
204,Kenai Peninsula Borough,4,122,1990,October,10,0,18571,16287,2284,12.3
203,Kenai Peninsula Borough,4,122,1990,September,9,0,18724,16652,2072,11.1
202,Kenai Peninsula Borough,4,122,1990,August,8,0,20992,19170,1822,8.7
201,Kenai Peninsula Borough,4,122,1990,July,7,0,21632,19897,1735,8.0
200,Kenai Peninsula Borough,4,122,1990,June,6,0,20366,18343,2023,9.9
199,Kenai Peninsula Borough,4,122,1990,May,5,0,19287,17105,2182,11.3
198,Kenai Peninsula Borough,4,122,1990,April,4,0,18569,16048,2521,13.6
197,Kenai Peninsula Borough,4,122,1990,March,3,0,17920,15383,2537,14.2
205,Kenai Peninsula Borough,4,122,1990,November,11,0,18196,15793,2403,13.2
541,Kenai Peninsula Borough,4,122,2016,September,9,0,27444,25406,2038,7.4
316,Kenai Peninsula Borough,4,122,1999,May,5,0,22038,19813,2225,10.1
543,Kenai Peninsula Borough,4,122,2016,November,11,0,26573,24399,2174,8.2
326,Kenai Peninsula Borough,4,122,2000,February,2,0,23362,20818,2544,10.9
327,Kenai Peninsula Borough,4,122,2000,March,3,0,23396,20960,2436,10.4
328,Kenai Peninsula Borough,4,122,2000,April,4,0,23389,21203,2186,9.3
329,Kenai Peninsula Borough,4,122,2000,May,5,0,24714,22718,1996,8.1
330,Kenai Peninsula Borough,4,122,2000,June,6,0,26791,24949,1842,6.9
331,Kenai Peninsula Borough,4,122,2000,July,7,0,26563,24976,1587,6.0
332,Kenai Peninsula Borough,4,122,2000,August,8,0,26311,24759,1552,5.9
333,Kenai Peninsula Borough,4,122,2000,September,9,0,25269,23656,1613,6.4
325,Kenai Peninsula Borough,4,122,2000,January,1,0,22996,20448,2548,11.1
334,Kenai Peninsula Borough,4,122,2000,October,10,0,24158,22413,1745,7.2
