,year,commname,region,subreg,resource,used,trying,hrvsting,giving,receving,xtotnum,xtotlbs,units,numharv,percap,totlbhrv,mupch,pcttotal,mupc,xupc,commhh
95761,1997,Larsen Bay,Southwest,Kodiak and Afognak Islands,Marine Mammals,0.231,0.231,0.192,0.115,0.077,58.0,265.0,Ind.,37.0,2.13000011444092,168.0,9.22077941894531,5.74164732825011e-05,0.0,34.7959442138672,41.0
95772,1997,Larsen Bay,Southwest,Kodiak and Afognak Islands,Birds and Eggs,0.346,0.269,0.269,0.154,0.115,227.0,177.0,Ind.,144.0,1.41999995708466,112.220001220703,4.10404634475708,3.83498736482579e-05,0.0,21.1261100769043,41.0
96289,1997,Larsen Bay,Southwest,Kodiak and Afognak Islands,Plants/Greens/Mushrooms,0.115,0.115,0.115,0.0,0.0,6.0,22.0,Gal.,3.5,0.180000007152557,14.0,1.5652174949646,4.7666508180555e-06,0.0,2.48542475700378,41.0
96337,2003,Larsen Bay,Southwest,Kodiak and Afognak Islands,Fish,0.96,0.72,0.72,0.6,0.76,15056.2041015625,15056.2041015625,lb.,12142.099609375,238.08039855957,12142.099609375,248.000411987305,0.729496240615845,,400.355560302734,31.0
96532,2003,Larsen Bay,Southwest,Kodiak and Afognak Islands,Land Mammals,0.84,0.28,0.28,0.32,0.72,1193.3759765625,1193.3759765625,lb.,962.400024414062,18.8705883026123,962.400024414062,22.4649868011475,0.0578209012746811,,112.341194152832,31.0
96550,2003,Larsen Bay,Southwest,Kodiak and Afognak Islands,Marine Mammals,0.24,0.04,0.04,0.04,0.2,138.880004882813,138.880004882813,lb.,112.0,2.19607853889465,112.0,9.1503267288208,0.0067289494909346,,15.464864730835,31.0
96559,2003,Larsen Bay,Southwest,Kodiak and Afognak Islands,Birds and Eggs,0.24,0.16,0.12,0.12,0.12,50.2200012207031,50.2200012207031,lb.,40.5,0.794117629528046,40.5,3.30882358551025,0.0024332362227141,,6.29123115539551,31.0
96938,2003,Larsen Bay,Southwest,Kodiak and Afognak Islands,Plants/Greens/Mushrooms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gal.,0.0,0.0,0.0,,0.0,,0.0,31.0
96951,2004,Larsen Bay,Southwest,Kodiak and Afognak Islands,Fish,1.0,0.889,0.889,0.778,1.0,6709.0,29995.0,,1887.0,394.700012207031,8436.2998046875,394.700012207031,,,,32.0
96974,2005,Larsen Bay,Southwest,Kodiak and Afognak Islands,Fish,0.914,0.629,0.629,0.486,0.771,3002.0,12647.0,,2840.0,157.399993896484,11964.0,172.199996948242,,,,37.0
97011,2018,Larsen Bay,Southwest,Kodiak and Afognak Islands,Fish,1.0,0.667,0.667,0.619,0.81,10241.0634765625,10241.0634765625,Lbs.,7075.88818359375,152.526382446289,7075.88818359375,152.526382446289,0.637483358383179,,303.520538330078,30.0
97156,2018,Larsen Bay,Southwest,Kodiak and Afognak Islands,Land Mammals,1.0,0.524,0.524,0.524,0.81,2544.57153320313,2544.57153320313,Lbs.,1781.19995117188,37.8978500366211,1781.19995117188,37.8978500366211,0.158393889665604,,429.481384277344,30.0
97204,2018,Larsen Bay,Southwest,Kodiak and Afognak Islands,Marine Mammals,0.19,0.19,0.19,0.048,0.0,160.0,160.0,Lbs.,56.0,2.38297724723816,56.0,12.510630607605,0.0099596427753567,,34.7959442138672,30.0
97232,2018,Larsen Bay,Southwest,Kodiak and Afognak Islands,Birds and Eggs,0.333,0.238,0.19,0.095,0.143,45.0285720825195,45.0285720825195,Lbs.,31.5200004577637,0.670637845993042,31.5200004577637,2.01191353797913,0.0028029279783368,,22.7727031707764,30.0
97686,2018,Larsen Bay,Southwest,Kodiak and Afognak Islands,Plants/Greens/Mushrooms,0.524,0.476,0.476,0.286,0.238,365.94287109375,365.94287109375,Lbs.,250.559997558594,5.45020914077759,250.559997558594,10.4049453735352,0.0227791257202625,,103.766479492187,30.0
97709,1988,Levelock,Southwest,Bristol Bay,Fish,0.963,0.926,0.852,0.667,0.963,78468.0,78468.0,lb.,64201.0,721.359985351563,64201.0,749.075744628906,0.0057593304663896,,,33.0
97804,1988,Levelock,Southwest,Bristol Bay,Land Mammals,1.0,0.778,0.741,0.889,0.926,559.0,30372.0,Ind.,457.0,279.209991455078,24850.0,279.209991455078,0.002229219302535,,,33.0
97828,1988,Levelock,Southwest,Bristol Bay,Marine Mammals,0.556,0.37,0.37,0.519,0.407,44.0,24253.0,Ind.,36.0,222.960006713867,19843.0,401.007202148438,0.0017801019130274,,,33.0
97835,1988,Levelock,Southwest,Bristol Bay,Birds and Eggs,0.889,0.778,0.63,0.704,0.741,1135.0,1135.0,lb.,928.539978027344,10.4300003051758,928.539978027344,11.7322835922241,8.33058074931614e-05,,,33.0
97901,1988,Levelock,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.296,0.185,0.185,0.222,0.259,39.0,39.0,Quarts,32.0,0.360000014305115,32.0,1.2162162065506,2.86249041892006e-06,,,33.0
97904,1992,Levelock,Southwest,Bristol Bay,Fish,1.0,0.8,0.767,0.733,0.833,58988.0,58988.0,lb.,45375.73828125,533.830017089844,45375.73828125,533.830017089844,0.0060390876606106,,,39.0
98037,1992,Levelock,Southwest,Bristol Bay,Land Mammals,1.0,0.833,0.8,0.733,0.733,380.0,30208.0,Ind.,292.0,273.380004882813,23237.19921875,273.380004882813,0.0030926421750336,,,39.0
98066,1992,Levelock,Southwest,Bristol Bay,Marine Mammals,0.467,0.2,0.1,0.367,0.4,9.0,5548.0,Ind.,7.0,50.2099990844727,4267.4501953125,107.516059875488,0.0005679945461452,,,39.0
98074,1992,Levelock,Southwest,Bristol Bay,Birds and Eggs,0.733,0.6,0.567,0.533,0.567,1901.0,1311.0,Ind.,1462.0,11.8599996566772,1008.63000488281,16.1800804138184,0.0001342178729828,,,39.0
98173,1992,Levelock,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.4,0.4,0.367,0.233,0.2,46.0,182.0,Gal.,35.0,1.64999997615814,140.0,4.125,1.86328397830948e-05,,,39.0
98192,1996,Levelock,Southwest,Bristol Bay,Fish,1.0,0.643,0.643,0.643,1.0,44556.0,44556.0,lb.,23991.900390625,489.630004882813,23991.939453125,489.630004882813,0.0099999997764825,,,26.0
98402,2003,Levelock,Southwest,Bristol Bay,Fish,1.0,1.0,1.0,0.75,0.25,3433.0,1937.0,lb.,2353.19995117188,24.8365364074707,1403.19543457031,24.8365364074707,1.0,,,26.0
98429,2005,Levelock,Southwest,Bristol Bay,Fish,0.929,0.857,0.857,0.643,0.786,1429.0,6504.0,,1053.40002441406,191.699996948242,4792.7998046875,206.5,,,,19.0
98616,2005,Levelock,Southwest,Bristol Bay,Land Mammals,1.0,0.786,0.714,0.643,0.786,103.0,8733.0,,76.0,257.399993896484,6435.0,257.399993896484,,,,19.0
98643,2005,Levelock,Southwest,Bristol Bay,Marine Mammals,0.5,0.214,0.143,0.286,0.429,4.0,1279.0,,3.0,37.7000007629395,943.0,75.4000015258789,,,,19.0
98653,2005,Levelock,Southwest,Bristol Bay,Birds and Eggs,0.857,0.714,0.643,0.643,0.643,1165.0,498.0,,859.0,14.6999998092651,367.600006103516,17.2000007629395,,,,19.0
98748,2005,Levelock,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.357,0.357,0.357,0.286,0.071,32.0,130.0,Gal.,24.0,3.79999995231628,96.0,10.8000001907349,,,,19.0
98773,2007,Lime Village,Interior,Upper Kuskokwim River Basin,Fish,1.0,1.0,0.857,0.857,0.714,4125.0,16180.0,,2625.0,605.674682617188,10296.4697265625,605.674682617188,0.647435426712036,,,11.0
98904,2007,Lime Village,Interior,Upper Kuskokwim River Basin,Land Mammals,1.0,0.857,0.714,0.857,0.857,317.0,6945.0,,202.0,259.970581054688,4419.5,259.970581054688,0.277895331382751,,,11.0
98933,2007,Lime Village,Interior,Upper Kuskokwim River Basin,Marine Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,11.0
98946,2007,Lime Village,Interior,Upper Kuskokwim River Basin,Birds and Eggs,0.857,0.714,0.571,0.286,0.429,647.0,578.0,,412.0,21.6176471710205,367.5,25.220588684082,0.0231081657111645,,,11.0
99029,2007,Lime Village,Interior,Upper Kuskokwim River Basin,Plants/Greens/Mushrooms,0.571,0.571,0.429,0.0,0.0,28.0,113.0,Gal.,18.0,4.23529434204102,72.0,7.41176462173462,0.0045273136347532,,,11.0
99052,2003,Lower Kalskag,Western,Middle Kuskokwim River Basin,Land Mammals,0.74,0.65,0.38,0.35,0.68,78.0,22278.0,Ind.,37.0,73.5199966430664,10520.0,,,,,72.0
99060,2004,Lower Kalskag,Western,Middle Kuskokwim River Basin,Land Mammals,0.39,0.44,0.2,0.1,0.25,24.0,8192.0,Ind.,20.0,30.7000007629395,6621.0,,,,,73.0
99068,2005,Lower Kalskag,Western,Middle Kuskokwim River Basin,Land Mammals,0.5,0.37,0.07,0.07,0.47,5.0,1792.0,Ind.,2.0,5.33333349227905,640.0,,,,,84.0
99077,2009,Lower Kalskag,Western,Middle Kuskokwim River Basin,Fish,0.937,0.937,0.698,0.413,0.825,39087.0,39087.0,lb.,32833.19921875,130.809555053711,32833.19921875,139.678009033203,0.0070057236589491,,,75.0
99107,2009,Lower Kalskag,Western,Middle Kuskokwim River Basin,Land Mammals,0.857,0.857,0.444,0.302,0.667,11544.0,11544.0,lb.,9696.63671875,38.6320190429688,9696.63671875,45.0706901550293,0.0020690022502094,,,75.0
99134,2009,Lower Kalskag,Western,Middle Kuskokwim River Basin,Marine Mammals,0.429,0.429,0.0,0.0,0.429,0.0,0.0,lb.,0.0,0.0,0.0,0.0,0.0,,,75.0
99140,2009,Lower Kalskag,Western,Middle Kuskokwim River Basin,Birds and Eggs,0.81,0.81,0.635,0.27,0.413,1379.0,1379.0,lb.,1158.56323242188,4.61578989028931,1158.56323242188,5.70185804367065,0.0002472063060849,,,75.0
99207,2009,Lower Kalskag,Western,Middle Kuskokwim River Basin,Plants/Greens/Mushrooms,0.667,0.667,0.619,0.143,0.127,1178.0,210.0,Gal.,989.90380859375,0.70169597864151,176.125701904297,1.05254399776459,3.75804993382189e-05,,,75.0
99229,1982,Lower Tonsina,Southcentral,Copper River Basin,Fish,1.0,,0.875,,,3012.0,3012.0,lb.,2677.39990234375,86.370002746582,2677.39990234375,86.370002746582,0.0067247152328491,,,9.0
99258,1982,Lower Tonsina,Southcentral,Copper River Basin,Land Mammals,1.0,,0.875,,,185.0,1129.0,Ind.,164.0,32.3699989318848,1003.75,32.3699989318848,0.0025206517893821,,,9.0
99286,1982,Lower Tonsina,Southcentral,Copper River Basin,Birds and Eggs,0.5,,0.5,,,63.0,32.0,Ind.,56.0,0.920000016689301,28.0,1.8400000333786,7.14445195626468e-05,,,9.0
99302,1982,Lower Tonsina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.75,,0.75,,,68.0,68.0,lb.,60.0,1.95000004768372,60.0,2.60000014305115,0.0001518196077086,,,9.0
99356,2012,Manley Hot Springs,Interior,Tanana River Basin,Fish,0.975,0.463,0.463,0.439,0.902,46915.0,46915.0,lb.,5914.0,381.196655273438,33164.1015625,390.970916748047,0.893999993801117,,,58.0
99461,2012,Manley Hot Springs,Interior,Tanana River Basin,Land Mammals,0.829,0.585,0.341,0.341,0.756,2744.60009765625,2744.60009765625,lb.,256.0,22.3009033203125,1940.09997558594,26.9009685516357,0.0519999973475933,,,58.0
99495,2012,Manley Hot Springs,Interior,Tanana River Basin,Birds and Eggs,0.536,0.439,0.414,0.121,0.292,280.100006103516,280.100006103516,lb.,255.0,2.27655172348022,198.0,4.24729776382446,0.0049999998882412,,,58.0
99683,2012,Manley Hot Springs,Interior,Tanana River Basin,Plants/Greens/Mushrooms,0.536,0.536,0.536,0.195,0.146,453.799987792969,453.799987792969,lb.,278.299987792969,3.68804740905762,311.0,6.88068532943726,0.0080000003799796,,,58.0
99707,1985,Manokotak,Southwest,Bristol Bay,Fish,1.0,1.0,0.944,0.704,0.907,68076.0,68077.0,lb.,62307.30078125,220.949996948242,62307.30078125,220.949996948242,0.0057528079487383,,,59.0
99783,1985,Manokotak,Southwest,Bristol Bay,Land Mammals,0.981,0.907,0.889,0.759,0.889,1453.0,29270.0,Ind.,1329.5,95.0,26790.0,96.839958190918,0.0024734444450587,,,59.0
99804,1985,Manokotak,Southwest,Bristol Bay,Marine Mammals,0.833,0.574,0.5,0.519,0.667,75.0,10052.0,Ind.,68.5,32.6199989318848,9200.0,39.1596603393555,0.0008494384819641,,,59.0
99813,1985,Manokotak,Southwest,Bristol Bay,Birds and Eggs,0.981,0.944,0.944,0.704,0.685,5197.0,5197.0,lb.,4756.97998046875,16.8700008392334,4756.97998046875,17.1967391967773,0.0004391694674268,,,59.0
99839,1985,Manokotak,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.648,0.611,0.611,0.278,0.241,130.0,521.0,Gal.,119.260002136231,1.69000005722046,477.040008544922,2.60802459716797,4.40268049715087e-05,,,59.0
99900,1999,Manokotak,Southwest,Bristol Bay,Fish,0.901,0.852,0.852,0.84,0.778,61093.0,61093.0,lb.,54983.69921875,154.399993896484,54983.69921875,,,,,90.0
99948,1999,Manokotak,Southwest,Bristol Bay,Land Mammals,0.926,0.741,0.679,0.765,0.815,561.0,48141.0,Ind.,505.0,121.699996948242,43327.30078125,,,,,90.0
99980,1999,Manokotak,Southwest,Bristol Bay,Marine Mammals,0.728,0.309,0.235,0.481,0.691,69.0,11027.0,Ind.,62.0,27.8999996185303,9924.0,,,,,90.0
99993,1999,Manokotak,Southwest,Bristol Bay,Birds and Eggs,0.877,0.79,0.778,0.704,0.691,7609.0,6521.0,Ind.,6848.0,16.5,5869.2998046875,,,,,90.0
100085,1999,Manokotak,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.802,0.765,0.765,0.556,0.469,1397.0,1397.0,Gal.,1257.69995117188,3.5,1257.69995117188,,,,,90.0
100195,2008,Manokotak,Southwest,Bristol Bay,Fish,1.0,0.934,0.934,0.754,0.869,38035.0,67789.0,lb.,24168.388671875,178.731430053711,43074.2734375,178.731430053711,0.598866403102875,,,96.0
100334,2008,Manokotak,Southwest,Bristol Bay,Land Mammals,0.885,0.574,0.393,0.361,0.852,279.0,18065.0,lb.,177.266662597656,47.6307067871094,11479.0,53.8050575256348,0.159593805670738,,,96.0
100366,2008,Manokotak,Southwest,Bristol Bay,Marine Mammals,0.754,0.279,0.115,0.328,0.689,38.0,5565.0,lb.,25.0,14.6725883483887,4445.0,19.4571285247803,0.0491627007722855,,,96.0
100379,2008,Manokotak,Southwest,Bristol Bay,Birds and Eggs,0.951,0.754,0.738,0.639,0.738,8865.0,6566.0,lb.,5633.2666015625,17.3111133575439,4171.978515625,18.2065162658691,0.058003481477499,,,96.0
100493,2008,Manokotak,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.672,0.607,0.557,0.279,0.23,957.0,3829.0,Gal.,608.25,10.0954360961914,2433.0,15.0200386047363,0.0338262692093849,,,96.0
100497,2010,Marshall,Western,Lower Yukon River Basin,Fish,0.935,0.848,0.848,0.674,0.761,25989.60546875,98327.0546875,,14012.8271484375,287.634002685547,53095.29296875,307.701477050781,0.731455981731415,844.146911621094,2800.7412109375,85.0
100607,2010,Marshall,Western,Lower Yukon River Basin,Land Mammals,0.935,0.761,0.543,0.478,0.696,412.352661132813,26578.20703125,,223.0,77.748649597168,14383.5,83.1729736328125,0.197715550661087,197.923080444336,310.002685546875,85.0
100639,2010,Marshall,Western,Lower Yukon River Basin,Marine Mammals,0.674,0.13,0.087,0.196,0.609,22.1739139556885,2017.82604980469,,12.0,5.90270280838013,1092.0,8.75884914398193,0.0150106297805905,20.7237796783447,20.7237796783447,85.0
100649,2010,Marshall,Western,Lower Yukon River Basin,Birds and Eggs,0.87,0.696,0.696,0.457,0.435,2627.79345703125,4690.82666015625,,1416.5,13.7219734191895,2531.52490234375,15.7802696228027,0.0348951071500778,50.0357284545899,240.653945922852,85.0
100864,2010,Marshall,Western,Lower Yukon River Basin,Plants/Greens/Mushrooms,0.696,0.63,0.63,0.152,0.283,3325.65576171875,251.016906738281,,1761.5,0.734294295310974,133.75,1.05554807186127,0.0018673173617571,1.31218075752258,15.1556873321533,85.0
100887,2014,Marshall,Western,Lower Yukon River Basin,Fish,0.909,0.623,0.571,0.442,0.74,31820.669921875,31820.669921875,lb.,21257.869140625,76.0929107666016,21257.869140625,83.7022018432617,1.0,,267.804504394531,115.0
100997,2015,Marshall,Western,Lower Yukon River Basin,Fish,0.809,0.662,0.647,0.412,0.662,36100.4375,36100.4375,lb.,21800.19921875,74.8058853149414,21800.19921875,92.4872741699219,1.0,145.959564208984,298.250946044922,112.0
101107,1982,McCarthy Road,Southcentral,Copper River Basin,Fish,0.923,,0.615,,,2754.0,2754.0,lb.,1989.30004882813,52.3400001525879,1989.30004882813,56.7063903808594,0.0039826463907957,,,18.0
101136,1982,McCarthy Road,Southcentral,Copper River Basin,Land Mammals,1.0,,0.615,,,1508.0,3622.0,Ind.,1089.0,68.8399963378906,2615.75,68.8399963378906,0.0052378885447979,,,18.0
101164,1982,McCarthy Road,Southcentral,Copper River Basin,Birds and Eggs,0.385,,0.385,,,158.0,122.0,Ind.,114.0,2.3199999332428,88.0,6.02597379684448,0.0001764280605129,,,18.0
101180,1982,McCarthy Road,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.538,,0.538,,,102.0,102.0,lb.,74.0,1.94000005722046,74.0,3.60594820976257,0.0001475054159527,,,18.0
101182,1987,McCarthy Road,Southcentral,Copper River Basin,Fish,0.941,0.824,0.824,0.353,0.529,5183.0,5183.0,lb.,4637.669921875,136.389999389648,4637.669921875,144.941558837891,0.0059254597872495,,,19.0
101322,1987,McCarthy Road,Southcentral,Copper River Basin,Land Mammals,0.824,0.706,0.647,0.235,0.706,547.0,2765.0,Ind.,489.0,72.7600021362305,2474.0,88.3009719848633,0.0031610836740583,,,19.0
101351,1987,McCarthy Road,Southcentral,Copper River Basin,Birds and Eggs,0.647,0.647,0.588,0.294,0.235,570.0,298.0,Ind.,510.0,7.84000015258789,266.399993896484,12.1174659729004,0.0003406882169656,,,19.0
101381,1987,McCarthy Road,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.588,0.588,0.588,0.059,0.0,74.0,74.0,Quarts,66.0,1.95000004768372,66.0,3.31632661819458,8.46004331833683e-05,,,19.0
101384,1984,McGrath,Interior,Upper Kuskokwim River Basin,Fish,,,,,,9680.0,50933.0,Ind.,9680.0,94.8499984741211,50934.0,,0.0052158194594085,,,181.0
101394,1984,McGrath,Interior,Upper Kuskokwim River Basin,Land Mammals,,,,,,520.0,41501.0,Ind.,520.0,77.2799987792969,41502.0,,0.0042499308474361,,,181.0
101404,1984,McGrath,Interior,Upper Kuskokwim River Basin,Birds and Eggs,,,,,,2046.0,4130.0,Ind.,2046.0,7.69000005722046,4130.0,,0.0004229347396176,,,181.0
101414,2011,McGrath,Interior,Upper Kuskokwim River Basin,Fish,0.963,0.75,0.722,0.482,0.768,7830.06640625,32645.677734375,,5898.0,91.6203231811524,24670.6875,95.1405181884766,0.387499988079071,,,142.0
101538,2011,McGrath,Interior,Upper Kuskokwim River Basin,Land Mammals,0.926,0.778,0.574,0.565,0.667,1539.73413085938,43255.43359375,,1171.0,121.396682739258,32898.5,131.112091064453,0.513400018215179,,,142.0
101576,2011,McGrath,Interior,Upper Kuskokwim River Basin,Marine Mammals,0.111,0.0,0.0,0.028,0.111,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,142.0
101587,2011,McGrath,Interior,Upper Kuskokwim River Basin,Birds and Eggs,0.676,0.657,0.611,0.25,0.213,2363.83935546875,3235.64038085938,,1772.0,9.08084678649902,2435.06005859375,13.4351930618286,0.0383999980986118,,,142.0
101814,2011,McGrath,Interior,Upper Kuskokwim River Basin,Plants/Greens/Mushrooms,0.537,0.528,0.518,0.157,0.074,321.807983398438,662.103271484375,,244.392501831055,1.85819745063782,502.119995117188,3.46033048629761,0.0079000005498528,,,142.0
101840,1987,Denali Park,Interior,Tanana River Basin,Fish,0.833,0.703,0.688,0.276,0.453,32801.0,32801.0,lb.,,178.470001220703,,214.249694824219,0.007373496890068,,,88.0
101894,1987,Denali Park,Interior,Tanana River Basin,Land Mammals,0.552,0.453,0.255,0.109,0.438,231.0,9928.0,Ind.,,54.0200004577637,,97.8623199462891,0.0022317634429782,,,88.0
101924,1987,Denali Park,Interior,Tanana River Basin,Birds and Eggs,0.37,0.37,0.37,0.047,0.047,726.0,517.0,Ind.,,2.80999994277954,,7.59459447860718,0.0001162189510068,,,88.0
101948,1987,Denali Park,Interior,Tanana River Basin,Plants/Greens/Mushrooms,0.161,0.161,0.161,0.016,0.0,37.0,37.0,Quarts,,0.200000002980232,,1.24223601818085,8.31740999274189e-06,,,88.0
101951,2015,Denali Park,Interior,Tanana River Basin,Fish,0.884,0.652,0.623,0.333,0.638,5907.89990234375,5907.89990234375,lb.,1723.19995117188,34.3484611511231,4430.89990234375,38.8531799316406,0.601000010967255,54.9414787292481,393.591857910156,92.0
102111,2015,Denali Park,Interior,Tanana River Basin,Land Mammals,0.725,0.188,0.13,0.217,0.58,1651.30004882813,1651.30004882813,lb.,15.0,9.60077476501465,1238.5,13.2490701675415,0.167999997735024,18.7172908782959,84.5044403076172,92.0
102183,2015,Denali Park,Interior,Tanana River Basin,Marine Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lb.,0.0,0.0,0.0,,0.0,0.0,0.0,92.0
102201,2015,Denali Park,Interior,Tanana River Basin,Birds and Eggs,0.145,0.159,0.13,0.029,0.043,102.099998474121,102.099998474121,lb.,89.0,0.593521595001221,76.5999984741211,4.09529876708984,0.0099999997764825,0.0,12.6756658554077,92.0
102473,2015,Denali Park,Interior,Tanana River Basin,Plants/Greens/Mushrooms,0.406,0.406,0.406,0.087,0.043,107.099998474121,107.099998474121,lb.,51.5999984741211,0.622469067573547,80.0999984741211,1.53394162654877,0.0109999999403954,0.0,15.5339040756226,92.0
102503,2017,Mekoryuk,Western,Central Bering Sea,Fish,0.96,0.82,0.76,0.7,0.7,18514.4609375,18514.4609375,lb.,12019.177734375,94.6643905639649,12019.177734375,98.6087417602539,0.972725749015808,120.292335510254,356.001739501953,77.0
102631,1982,Mentasta Lake,Southcentral,Copper River Basin,Fish,1.0,,0.263,,,2560.0,2560.0,lb.,1737.30004882813,26.7299995422363,1737.30004882813,26.7299995422363,0.0023247366771102,,,28.0
102660,1982,Mentasta Lake,Southcentral,Copper River Basin,Land Mammals,1.0,,0.684,,,345.0,6658.0,Ind.,234.0,69.5100021362305,4517.75,69.5100021362305,0.0060461312532424,,,28.0
102688,1982,Mentasta Lake,Southcentral,Copper River Basin,Birds and Eggs,0.474,,0.474,,,218.0,228.0,Ind.,148.0,2.38000011444092,154.5,5.02109718322754,0.0002070468617603,,,28.0
102704,1982,Mentasta Lake,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.421,,0.421,,,264.0,264.0,lb.,179.0,2.75999999046326,179.0,6.55581951141357,0.0002397384669166,,,28.0
102706,1987,Mentasta Lake,Southcentral,Copper River Basin,Fish,0.875,0.708,0.667,0.5,0.667,4795.0,4795.0,lb.,4603.2998046875,62.2099990844727,4603.2998046875,71.0971450805664,0.0049576093442738,,,25.0
102846,1987,Mentasta Lake,Southcentral,Copper River Basin,Land Mammals,0.792,0.708,0.625,0.417,0.625,214.0,3417.0,Ind.,205.0,44.3300018310547,3280.5,55.972225189209,0.0035328783560544,,,25.0
102875,1987,Mentasta Lake,Southcentral,Copper River Basin,Birds and Eggs,0.708,0.5,0.5,0.25,0.292,235.0,136.0,Ind.,226.0,1.75999999046326,130.600006103516,2.48587560653687,0.0001406120718456,,,25.0
102905,1987,Mentasta Lake,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.667,0.667,0.667,0.292,0.042,426.0,426.0,Quarts,408.5,5.53000020980835,408.5,8.29085540771484,0.0004404466599226,,,25.0
102908,2010,Mentasta Lake,Southcentral,Copper River Basin,Fish,1.0,0.739,0.565,0.652,1.0,2084.80004882813,5716.2001953125,,1331.0,53.706169128418,3647.30004882813,53.706169128418,0.354999989271164,9.81742763519287,1098.88806152344,36.0
103037,2010,Mentasta Lake,Southcentral,Copper River Basin,Land Mammals,0.956,0.739,0.478,0.652,0.913,161.100006103516,7977.7998046875,,98.0,74.9556732177734,5089.89990234375,78.405517578125,0.495999991893768,0.559220552444458,571.647644042969,36.0
103071,2010,Mentasta Lake,Southcentral,Copper River Basin,Birds and Eggs,0.608,0.391,0.347,0.478,0.391,193.300003051758,155.800003051758,,115.0,1.4645721912384,93.0999984741211,2.40883588790894,0.0089999996125698,0.0,54.0579872131348,36.0
103240,2010,Mentasta Lake,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.478,0.478,0.478,0.173,0.0,174.600006103516,173.0,,111.5,1.62591910362244,110.5,3.40150451660156,0.0099999997764825,0.025889839977026,47.2230682373047,36.0
103252,1987,Metlakatla,Southeast,Ketchikan-Wrangell,Fish,0.94,,0.384,0.318,0.898,58572.0,58572.0,lb.,,37.689998626709,,40.0957450866699,0.0053727896884083,,,418.0
103332,1987,Metlakatla,Southeast,Ketchikan-Wrangell,Land Mammals,0.696,,0.165,0.122,0.611,356.0,16736.0,Ind.,,10.7700004577637,,15.474139213562,0.0015351874753832,,,418.0
103339,1987,Metlakatla,Southeast,Ketchikan-Wrangell,Marine Mammals,0.04,,0.037,0.031,0.003,19.0,1298.0,Ind.,,0.839999973773956,,21.0,0.0001190650946227,,,418.0
103343,1987,Metlakatla,Southeast,Ketchikan-Wrangell,Birds and Eggs,0.222,,0.165,0.128,0.151,1415.0,1857.0,Ind.,,1.19000005722046,,5.36036062240601,0.0001703419693512,,,418.0
103398,1987,Metlakatla,Southeast,Ketchikan-Wrangell,Plants/Greens/Mushrooms,0.102,,0.009,0.009,0.097,45.0,45.0,Quarts,,0.0299999993294477,,0.294117659330368,4.12783447245602e-06,,,418.0
103402,1987,Meyers Chuck,Southeast,Ketchikan-Wrangell,Fish,1.0,,1.0,0.6,0.5,8355.0,8355.0,lb.,8354.7001953125,278.5,8354.7001953125,278.5,0.0067292200401425,,,10.0
103482,1987,Meyers Chuck,Southeast,Ketchikan-Wrangell,Land Mammals,0.9,,0.6,0.1,0.7,42.0,1440.0,Ind.,42.0,48.0,1440.0,53.3333320617676,0.0011597938137129,,,10.0
103489,1987,Meyers Chuck,Southeast,Ketchikan-Wrangell,Marine Mammals,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,10.0
103493,1987,Meyers Chuck,Southeast,Ketchikan-Wrangell,Birds and Eggs,0.2,,0.2,0.0,0.1,200.0,277.0,Ind.,200.0,9.22999954223633,276.600006103516,46.1499977111816,0.0002230992395197,,,10.0
103548,1987,Meyers Chuck,Southeast,Ketchikan-Wrangell,Plants/Greens/Mushrooms,0.4,,0.4,0.2,0.0,105.0,105.0,Quarts,105.0,3.5,105.0,8.75,8.45683025545441e-05,,,10.0
103552,1984,Minto,Interior,Tanana River Basin,Fish,,0.889,0.889,,,36219.0,161509.0,Ind.,33955.0,860.309997558594,151415.296875,,0.0084728701040148,,,48.0
103570,1984,Minto,Interior,Tanana River Basin,Land Mammals,,0.933,0.867,,,1538.0,22847.0,Ind.,1442.0,121.699996948242,21419.30078125,,0.0011985688470304,,,48.0
103589,1984,Minto,Interior,Tanana River Basin,Birds and Eggs,,0.844,0.844,,,2428.0,4833.0,Ind.,2276.0,25.7399997711182,4530.5,,0.0002535424137022,,,48.0
