,year,commname,region,subreg,resource,used,trying,hrvsting,giving,receving,xtotnum,xtotlbs,units,numharv,percap,totlbhrv,mupch,pcttotal,mupc,xupc,commhh
27781,1989,Chignik Lagoon,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.267,0.267,0.267,0.067,0.0,18.0,18.0,Quarts,18.0,0.439999997615814,18.0,1.6479400396347,2.07636403501965e-05,0.0,14.9125480651855,15.0
27882,2003,Chignik Lagoon,Southwest,Alaska Peninsula,Fish,1.0,0.938,0.938,0.75,0.625,17353.56640625,17353.56640625,lb.,12577.3056640625,242.707229614258,12577.3056640625,242.707229614258,0.624394953250885,315.044616699219,576.593688964844,22.0
28076,2003,Chignik Lagoon,Southwest,Alaska Peninsula,Land Mammals,0.75,0.625,0.375,0.438,0.625,4950.0,4950.0,lb.,3600.0,69.2307662963867,3600.0,92.3076934814453,0.178104877471924,111.844108581543,111.844108581543,22.0
28095,2003,Chignik Lagoon,Southwest,Alaska Peninsula,Marine Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lb.,0.0,0.0,0.0,,0.0,0.0,0.0,22.0
28103,2003,Chignik Lagoon,Southwest,Alaska Peninsula,Birds and Eggs,0.563,0.563,0.5,0.25,0.188,121.0,121.0,lb.,88.0,1.69230771064758,88.0,3.00854706764221,0.0043536750599741,0.0,5.77861213684082,22.0
28474,2003,Chignik Lagoon,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.125,0.125,0.125,0.063,0.0,9.625,38.5,Gal.,7.0,0.538461565971375,28.0,4.307692527771,0.0013852602569386,0.0,5.96501922607422,22.0
28517,2011,Chignik Lagoon,Southwest,Alaska Peninsula,Fish,0.95,0.8,0.8,0.65,0.7,10000.2001953125,10000.2001953125,lb.,1859.90002441406,164.072387695313,8695.7998046875,172.707778930664,1.0,,,23.0
28550,2011,Chignik Lagoon,Southwest,Alaska Peninsula,Land Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lb.,0.0,0.0,0.0,,0.0,,,23.0
28555,2016,Chignik Lagoon,Southwest,Alaska Peninsula,Fish,1.0,0.85,0.85,0.6,0.75,11602.3349609375,11602.3349609375,lb.,8924.873046875,162.270416259766,8924.873046875,162.270416259766,1.0,246.804214477539,246.804214477539,26.0
28586,2016,Chignik Lagoon,Southwest,Alaska Peninsula,Land Mammals,0.35,0.25,0.0,0.1,0.35,0.0,0.0,lb.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
28607,1984,Chignik Lake,Southwest,Alaska Peninsula,Fish,1.0,1.0,1.0,0.696,0.739,5864.0,24344.0,Ind.,4351.0,155.699996948242,18061.44921875,155.699996948242,0.005581053905189,,,31.0
28699,1984,Chignik Lake,Southwest,Alaska Peninsula,Land Mammals,1.0,0.87,0.87,0.739,0.957,213.0,17627.0,Ind.,158.0,112.73999786377,13078.0,112.73999786377,0.0040411287918686,,,31.0
28725,1984,Chignik Lake,Southwest,Alaska Peninsula,Marine Mammals,0.652,0.261,0.13,0.217,0.565,7.0,571.0,Ind.,5.0,3.65000009536743,424.0,5.59815979003906,0.0001309062499785,,,31.0
28732,1984,Chignik Lake,Southwest,Alaska Peninsula,Birds and Eggs,0.913,0.652,0.652,0.609,0.783,933.0,560.0,Ind.,692.0,3.57999992370605,415.230010986328,3.92113900184631,0.0001283844176214,,,31.0
28797,1984,Chignik Lake,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.435,,0.261,,,,,,,,,,,,,31.0
28799,1989,Chignik Lake,Southwest,Alaska Peninsula,Fish,0.952,0.857,0.857,0.619,0.857,21461.0,21461.0,lb.,16095.5,191.619995117188,16095.5,201.281509399414,0.0042300187051296,259.904235839844,443.615234375,28.0
28935,1989,Chignik Lake,Southwest,Alaska Peninsula,Land Mammals,0.952,0.714,0.667,0.667,0.857,175.0,24231.0,Ind.,131.0,216.350006103516,18173.19921875,227.258422851563,0.0047759930603206,278.650817871094,318.496917724609,28.0
28957,1989,Chignik Lake,Southwest,Alaska Peninsula,Marine Mammals,0.714,0.381,0.286,0.381,0.619,11.0,723.0,Ind.,8.0,6.46000003814697,542.0,9.0476188659668,0.0001425051741534,7.49451112747192,44.7758827209473,28.0
28966,1989,Chignik Lake,Southwest,Alaska Peninsula,Birds and Eggs,0.81,0.619,0.619,0.619,0.619,3150.0,1714.0,Ind.,2362.5,15.3000001907349,1285.68005371094,18.8888893127441,0.0003378338296897,19.8630657196045,39.0302429199219,28.0
29055,1989,Chignik Lake,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.667,0.667,0.667,0.048,0.048,31.0,31.0,Quarts,23.5,0.280000001192093,23.5,0.419790118932724,6.11018049312406e-06,0.310678094625473,2.48542475700378,28.0
29059,1991,Chignik Lake,Southwest,Alaska Peninsula,Fish,1.0,0.958,0.958,0.917,0.875,32042.0,32042.0,lb.,23303.150390625,245.300003051758,23303.150390625,245.300003051758,0.0055452291853725,306.330780029297,635.36474609375,33.0
29220,1991,Chignik Lake,Southwest,Alaska Peninsula,Land Mammals,1.0,0.583,0.583,0.667,0.917,139.0,19929.0,Ind.,101.0,152.570007324219,14494.0,152.570007324219,0.0034489380195736,223.08528137207,259.77490234375,33.0
29244,1991,Chignik Lake,Southwest,Alaska Peninsula,Marine Mammals,0.708,0.25,0.208,0.292,0.625,10.0,539.0,Ind.,7.0,4.13000011444092,392.0,5.8333330154419,9.32800321606919e-05,7.16387128829956,7.16387128829956,33.0
29251,1991,Chignik Lake,Southwest,Alaska Peninsula,Birds and Eggs,0.917,0.708,0.708,0.667,0.625,3117.0,1719.0,Ind.,2267.0,13.1599998474121,1250.5,14.3511457443237,0.0002974923409055,14.0097856521606,39.1594467163086,33.0
29336,1991,Chignik Lake,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.542,0.542,0.542,0.125,0.042,49.0,197.0,Gal.,35.8800010681152,1.50999999046326,143.520004272461,2.78597784042358,3.40930710081011e-05,0.355060666799545,18.226448059082,33.0
29439,2003,Chignik Lake,Southwest,Alaska Peninsula,Fish,1.0,0.81,0.81,0.857,0.952,19073.6953125,19073.6953125,lb.,12883.0234375,163.555572509766,12883.0234375,163.555572509766,0.640038669109345,,233.673980712891,31.0
29633,2003,Chignik Lake,Southwest,Alaska Peninsula,Land Mammals,1.0,0.429,0.381,0.762,1.0,7070.9521484375,7070.9521484375,lb.,4790.0,60.6329116821289,4790.0,60.6329116821289,0.237273544073105,,79.3678970336914,31.0
29652,2003,Chignik Lake,Southwest,Alaska Peninsula,Marine Mammals,0.762,0.238,0.19,0.429,0.714,496.0,496.0,lb.,336.0,4.25316476821899,336.0,5.58227825164795,0.0166438221931458,,7.19916105270386,31.0
29660,2003,Chignik Lake,Southwest,Alaska Peninsula,Birds and Eggs,0.81,0.429,0.429,0.429,0.714,452.86572265625,452.86572265625,lb.,306.779998779297,3.88329124450684,306.779998779297,4.79700660705566,0.0151964044198394,,14.3533277511597,31.0
30043,2003,Chignik Lake,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.476,0.429,0.429,0.095,0.143,38.3809509277344,153.523803710938,Gal.,26.0,1.31645572185516,104.0,2.76455688476563,0.0051516592502594,,6.21356153488159,31.0
30086,2011,Chignik Lake,Southwest,Alaska Peninsula,Fish,1.0,0.863,0.818,0.863,0.863,18292.400390625,18292.400390625,lb.,3090.0,198.732635498047,14904.900390625,198.732635498047,0.980000019073486,,,27.0
30125,2011,Chignik Lake,Southwest,Alaska Peninsula,Land Mammals,0.409,0.09,0.09,0.19,0.318,368.100006103516,368.100006103516,lb.,2.0,4.0,300.0,9.77995109558105,0.0189999993890524,,,27.0
30129,2016,Chignik Lake,Southwest,Alaska Peninsula,Fish,0.964,0.75,0.714,0.571,0.857,8851.373046875,8851.373046875,lb.,7510.25634765625,89.4078140258789,7510.25634765625,92.7192153930664,0.621411681175232,117.864288330078,196.113189697266,33.0
30160,2016,Chignik Lake,Southwest,Alaska Peninsula,Land Mammals,0.929,0.464,0.286,0.571,0.893,5392.60302734375,5392.60302734375,lb.,4530.0,54.4707412719727,4530.0,58.6607971191406,0.378588318824768,70.1985549926758,70.1985549926758,33.0
30179,1982,Chisana,Interior,Tanana River Basin,Fish,1.0,,1.0,,,994.0,994.0,lb.,828.299987792969,75.3000030517578,828.299987792969,75.3000030517578,0.0034346922766417,,,6.0
30208,1982,Chisana,Interior,Tanana River Basin,Land Mammals,1.0,,1.0,,,366.0,1811.0,Ind.,305.0,137.199996948242,1509.0,137.199996948242,0.0062577747739851,,,6.0
30236,1982,Chisana,Interior,Tanana River Basin,Birds and Eggs,0.6,,0.6,,,89.0,52.0,Ind.,74.0,3.94000005722046,43.0,6.56666660308838,0.0001796821015886,,,6.0
30252,1982,Chisana,Interior,Tanana River Basin,Plants/Greens/Mushrooms,0.6,,0.6,,,11.0,11.0,lb.,9.0,0.8299999833107,9.0,1.38333332538605,3.80096753360704e-05,,,6.0
30254,1987,Chisana,Interior,Tanana River Basin,Fish,1.0,1.0,0.833,0.5,0.833,759.0,759.0,lb.,758.97998046875,58.3800010681152,758.97998046875,58.3800010681152,0.0045612980611622,,,6.0
30394,1987,Chisana,Interior,Tanana River Basin,Land Mammals,1.0,0.833,0.833,0.333,0.667,106.0,819.0,Ind.,106.0,63.0,819.5,63.0,0.0049218749627471,,,6.0
30423,1987,Chisana,Interior,Tanana River Basin,Birds and Eggs,0.5,0.667,0.5,0.0,0.0,91.0,47.0,Ind.,91.0,3.61999988555908,47.0,7.23999977111816,0.000282451917883,,,6.0
30453,1987,Chisana,Interior,Tanana River Basin,Plants/Greens/Mushrooms,0.667,0.667,0.667,0.0,0.0,9.0,9.0,Quarts,9.0,0.689999997615814,9.0,1.03448283672333,5.40865403308999e-05,,,6.0
30456,1982,Chistochina,Southcentral,Copper River Basin,Fish,0.864,,0.364,,,4313.0,4312.0,lb.,3060.5,51.8699989318848,3060.5,60.0347213745117,0.0045175482518971,,,31.0
30485,1982,Chistochina,Southcentral,Copper River Basin,Land Mammals,1.0,,0.773,,,379.0,3987.0,Ind.,269.0,47.9599990844727,2829.5,47.9599990844727,0.0041770557872951,,,31.0
30513,1982,Chistochina,Southcentral,Copper River Basin,Birds and Eggs,0.409,,0.409,,,131.0,128.0,Ind.,93.0,1.53999996185303,91.0,3.76528096199036,0.000134101617732,,,31.0
30529,1982,Chistochina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.273,,0.273,,,62.0,62.0,lb.,44.0,0.75,44.0,2.74725294113159,6.49554713163525e-05,,,31.0
30531,1987,Chistochina,Southcentral,Copper River Basin,Fish,0.929,0.75,0.75,0.214,0.75,12396.0,12396.0,lb.,11968.3095703125,157.490005493164,11968.3095703125,169.526382446289,0.0060221529565751,,,29.0
30671,1987,Chistochina,Southcentral,Copper River Basin,Land Mammals,0.821,0.821,0.714,0.393,0.429,252.0,6920.0,Ind.,243.0,87.9199981689453,6681.10009765625,107.088912963867,0.0033618342131376,,,29.0
30700,1987,Chistochina,Southcentral,Copper River Basin,Birds and Eggs,0.393,0.357,0.357,0.107,0.071,234.0,186.0,Ind.,226.0,2.35999989509583,180.100006103516,6.00508880615234,9.03614418348297e-05,,,29.0
30730,1987,Chistochina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.321,0.321,0.321,0.036,0.071,100.0,100.0,Quarts,96.75,1.26999998092651,96.75,3.95638632774353,4.85814234707505e-05,,,29.0
30732,2000,Chistochina,Southcentral,Copper River Basin,Birds and Eggs,0.783,0.696,0.652,0.391,0.652,229.0,202.0,Ind.,211.0,2.79999995231628,186.100006103516,,,,,25.0
30806,2009,Chistochina,Southcentral,Copper River Basin,Fish,0.851,0.666,0.666,0.333,0.592,2382.19995117188,9571.400390625,,1949.09997558594,110.298713684082,7831.2001953125,129.610702514648,0.681999981403351,14.9611530303955,605.847778320313,33.0
30931,2009,Chistochina,Southcentral,Copper River Basin,Land Mammals,0.851,0.814,0.481,0.444,0.592,478.700012207031,3469.19995117188,,390.0,39.978874206543,2838.5,46.9786987304688,0.247000008821487,2.05047535896301,146.018692016602,33.0
30967,2009,Chistochina,Southcentral,Copper River Basin,Birds and Eggs,0.592,0.555,0.518,0.148,0.111,113.400001525879,84.1999969482422,,90.0,0.970801711082458,67.5,1.63986778259277,0.006000000052154,0.217474654316902,5.65434122085571,33.0
31116,2009,Chistochina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.259,0.259,0.259,0.074,0.037,19.3999996185303,56.5,,15.6999998092651,0.652138411998749,46.0999984741211,2.51790881156921,0.0040000001899898,0.0,5.00968408584595,33.0
31125,1982,Chitina,Southcentral,Copper River Basin,Fish,0.957,,0.652,,,5313.0,5313.0,lb.,5091.2001953125,124.190002441406,5091.2001953125,129.770126342773,0.0065062451176345,,,24.0
31154,1982,Chitina,Southcentral,Copper River Basin,Land Mammals,1.0,,0.522,,,280.0,2215.0,Ind.,268.0,51.7700004577637,2122.5,51.7700004577637,0.0027124665211886,,,24.0
31182,1982,Chitina,Southcentral,Copper River Basin,Birds and Eggs,0.391,,0.391,,,117.0,73.0,Ind.,112.0,1.71000003814697,70.0,4.3734016418457,8.93950564204715e-05,,,24.0
31198,1982,Chitina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.391,,0.391,,,133.0,132.0,lb.,127.0,3.08999991416931,127.0,7.90281343460083,0.0001616458466742,,,24.0
31200,1987,Chitina,Southcentral,Copper River Basin,Fish,0.944,0.778,0.778,0.333,0.5,9239.0,9239.0,lb.,8753.0302734375,265.260009765625,8753.0302734375,280.995758056641,0.0077475891448557,,,19.0
31340,1987,Chitina,Southcentral,Copper River Basin,Land Mammals,0.667,0.611,0.5,0.111,0.222,185.0,2115.0,Ind.,175.0,60.7200012207031,2004.0,91.0344924926758,0.0017735849833115,,,19.0
31369,1987,Chitina,Southcentral,Copper River Basin,Birds and Eggs,0.333,0.389,0.333,0.056,0.0,110.0,61.0,Ind.,104.0,1.75,57.7999992370606,5.25525522232056,5.11530415678863e-05,,,19.0
31399,1987,Chitina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.556,0.5,0.5,0.111,0.056,98.0,98.0,Quarts,92.5,2.80999994277954,92.5,5.05395698547363,8.2180296885781e-05,,,19.0
31401,2000,Chitina,Southcentral,Copper River Basin,Birds and Eggs,0.2,0.2,0.15,0.1,0.15,127.0,103.0,Ind.,82.0,1.39999997615814,66.4000015258789,,,,,31.0
31475,2012,Chitina,Southcentral,Copper River Basin,Fish,0.956,0.739,0.695,0.63,0.695,27143.400390625,27143.400390625,lb.,4539.89990234375,202.826187133789,23113.5,212.161285400391,0.824999988079071,106.319007873535,5537.1845703125,54.0
31601,2012,Chitina,Southcentral,Copper River Basin,Land Mammals,0.847,0.652,0.369,0.413,0.652,4270.5,4270.5,lb.,308.0,31.910924911499,3597.30004882813,37.6752395629883,0.128999993205071,0.932034254074097,746.248779296875,54.0
31637,2012,Chitina,Southcentral,Copper River Basin,Birds and Eggs,0.347,0.347,0.304,0.043,0.108,111.900001525879,111.900001525879,lb.,138.0,0.836842119693756,95.4000015258789,2.41164875030518,0.003000000026077,0.0,12.3028516769409,54.0
31801,2012,Chitina,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.456,0.456,0.434,0.195,0.086,233.399993896484,233.399993896484,lb.,180.800003051758,1.74451756477356,198.800003051758,3.82569670677185,0.0069999997504055,0.103559359908104,82.0190124511719,54.0
31820,1983,Chuathbaluk,Western,Middle Kuskokwim River Basin,Land Mammals,,,,,,379.0,14950.0,Ind.,379.0,113.26000213623,14950.0,,,,,29.0
31841,2001,Chuathbaluk,Western,Middle Kuskokwim River Basin,Fish,0.846,0.654,0.654,0.115,0.385,4695.0,20278.0,lb.,3815.0,175.271270751953,16475.5,207.138778686523,1.0,200.745834350586,764.113159179688,32.0
31856,2003,Chuathbaluk,Western,Middle Kuskokwim River Basin,Land Mammals,0.76,0.59,0.53,0.47,0.65,26.0,5506.0,Ind.,15.0,43.939998626709,3120.0,,,,,30.0
31864,2004,Chuathbaluk,Western,Middle Kuskokwim River Basin,Land Mammals,0.71,0.35,0.12,0.18,0.65,6.0,1136.0,Ind.,5.0,14.1999998092651,840.0,,,,,23.0
31872,2005,Chuathbaluk,Western,Middle Kuskokwim River Basin,Land Mammals,0.38,0.38,0.19,0.1,0.24,18.0,3280.0,Ind.,9.0,26.4516124725342,1640.0,,,,,42.0
31881,2009,Chuathbaluk,Western,Middle Kuskokwim River Basin,Fish,0.967,0.967,0.767,0.4,0.667,21909.0,21909.0,lb.,18257.4609375,178.994705200195,18257.4609375,185.166946411133,0.0073339068330824,,,36.0
31911,2009,Chuathbaluk,Western,Middle Kuskokwim River Basin,Land Mammals,0.8,0.8,0.3,0.267,0.7,5980.0,5980.0,lb.,4983.5,48.8578414916992,4983.5,61.0723037719727,0.0020018406212329,,,36.0
31939,2009,Chuathbaluk,Western,Middle Kuskokwim River Basin,Marine Mammals,0.233,0.233,0.0,0.0,0.233,0.0,0.0,lb.,0.0,0.0,0.0,0.0,0.0,,,36.0
31945,2009,Chuathbaluk,Western,Middle Kuskokwim River Basin,Birds and Eggs,0.567,0.567,0.4,0.133,0.267,310.0,310.0,lb.,258.215850830078,2.53152799606323,258.215850830078,4.46740245819092,0.0001037236870615,,,36.0
32010,2009,Chuathbaluk,Western,Middle Kuskokwim River Basin,Plants/Greens/Mushrooms,0.533,0.533,0.533,0.2,0.0,508.0,327.0,Gal.,423.410095214844,2.67105484008789,272.447601318359,5.0082278251648,0.0001094404869945,,,36.0
32032,2000,Circle,Interior,Upper Yukon River Basin,Birds and Eggs,,,0.423,,,353.0,1050.0,Ind.,296.0,11.0,880.900024414063,,,,,
32229,2005,Circle,Interior,Upper Yukon River Basin,Fish,0.423,0.154,0.154,0.077,0.269,178.0,437.0,,136.0,12.8000001907349,334.0,30.3999996185303,,,,34.0
32245,2017,Circle,Interior,Upper Yukon River Basin,Fish,1.0,0.45,0.45,0.5,0.8,24789.912109375,24789.912109375,Lbs.,15493.6953125,303.797943115234,15493.6953125,303.797943115234,0.810311079025269,420.850158691406,420.850158691406,32.0
32369,2017,Circle,Interior,Upper Yukon River Basin,Land Mammals,1.0,0.5,0.45,0.4,0.95,4483.2001953125,4483.2001953125,Lbs.,2802.0,54.9411773681641,2802.0,54.9411773681641,0.146542936563492,66.023078918457,341.745880126953,32.0
32423,2017,Circle,Interior,Upper Yukon River Basin,Marine Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lbs.,0.0,0.0,0.0,,0.0,0.0,0.0,32.0
32441,2017,Circle,Interior,Upper Yukon River Basin,Birds and Eggs,0.8,0.45,0.45,0.15,0.45,761.567993164063,761.567993164063,Lbs.,475.980010986328,9.33294105529785,475.980010986328,11.6661767959595,0.0248934719711542,6.82918214797974,45.800163269043,32.0
32732,2017,Circle,Interior,Upper Yukon River Basin,Plants/Greens/Mushrooms,0.4,0.4,0.4,0.15,0.0,40.0,40.0,Lbs.,25.0,0.490196079015732,25.0,1.22549021244049,0.0013074851594865,0.0,2.48542475700378,32.0
32747,1989,Clarks Point,Southwest,Bristol Bay,Fish,1.0,0.941,0.941,0.882,1.0,11839.0,11839.0,lb.,11838.6904296875,211.410003662109,11838.6904296875,211.410003662109,0.0058248462155461,,,17.0
32853,1989,Clarks Point,Southwest,Bristol Bay,Land Mammals,0.824,0.588,0.588,0.647,0.824,167.0,5279.0,Ind.,167.0,94.2699966430664,5278.60009765625,114.405334472656,0.0025972938165068,,,17.0
32877,1989,Clarks Point,Southwest,Bristol Bay,Marine Mammals,0.765,0.529,0.471,0.647,0.706,24.0,772.0,Ind.,24.0,13.789999961853,772.0,18.02614402771,0.0003798278048634,,,17.0
32886,1989,Clarks Point,Southwest,Bristol Bay,Birds and Eggs,0.882,0.882,0.882,0.706,0.588,815.0,815.0,lb.,814.900024414063,14.5500001907349,814.900024414063,16.4965991973877,0.0004009840195067,,,17.0
32968,1989,Clarks Point,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.412,0.412,0.412,0.294,0.118,247.0,247.0,Quarts,247.0,4.40999984741211,247.0,10.7038831710815,0.0001215252195834,,,17.0
33118,2008,Clarks Point,Southwest,Bristol Bay,Fish,1.0,1.0,1.0,0.909,0.727,5420.0,25251.0,lb.,3312.19995117188,670.925659179688,15431.2900390625,670.925659179688,0.55445408821106,,,18.0
33257,2008,Clarks Point,Southwest,Bristol Bay,Land Mammals,1.0,0.909,0.818,0.818,0.727,118.0,8451.0,lb.,72.0,224.532608032227,5164.25,224.532608032227,0.185554146766663,,,18.0
33290,2008,Clarks Point,Southwest,Bristol Bay,Marine Mammals,0.727,0.455,0.364,0.273,0.545,44.0,4784.0,lb.,28.0,127.108695983887,3893.0,174.774459838867,0.105042845010757,,,18.0
33303,2008,Clarks Point,Southwest,Bristol Bay,Birds and Eggs,1.0,1.0,1.0,0.909,0.909,2829.0,1995.0,lb.,1729.0,53.0200004577637,1219.4599609375,53.0200004577637,0.0438158176839352,,,18.0
33411,2008,Clarks Point,Southwest,Bristol Bay,Plants/Greens/Mushrooms,0.455,0.455,0.455,0.273,0.0,281.0,1026.0,Gal.,171.75,27.2608699798584,627.0,59.9739112854004,0.0225284285843372,,,18.0
33415,2016,Cold Bay,Southwest,Alaska Peninsula,Fish,0.957,1.0,0.957,0.826,0.609,10499.1943359375,10499.1943359375,lb.,7546.29638671875,167.695465087891,7546.29638671875,175.317977905273,0.723682761192322,,543.490295410156,32.0
33562,2016,Cold Bay,Southwest,Alaska Peninsula,Land Mammals,0.565,0.304,0.087,0.261,0.478,1892.17395019531,1892.17395019531,lb.,1360.0,30.2222194671631,1360.0,53.4700813293457,0.130422726273537,,70.4203643798828,32.0
33614,2016,Cold Bay,Southwest,Alaska Peninsula,Marine Mammals,0.13,0.043,0.043,0.0,0.087,54.2608680725098,54.2608680725098,lb.,39.0,0.866666615009308,39.0,6.64444398880005,0.0037400636356324,,12.1164455413818,32.0
33646,2016,Cold Bay,Southwest,Alaska Peninsula,Birds and Eggs,0.652,0.435,0.435,0.261,0.478,1076.56909179688,1076.56909179688,lb.,773.783996582031,17.195198059082,773.783996582031,26.3659706115723,0.0742051601409912,,77.9652862548828,32.0
34096,2016,Cold Bay,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.174,0.174,0.174,0.0,0.043,7.30434799194336,7.30434799194336,lb.,5.25,0.116666659712791,5.25,0.670833289623261,0.000503470073454,,1.24271237850189,32.0
34112,2011,Coldfoot,Interior,Koyukuk River Basin,Fish,0.25,,,,0.25,,,lb.,0.0,,,,,,,5.0
34234,2011,Coldfoot,Interior,Koyukuk River Basin,Land Mammals,1.0,0.5,0.25,0.5,0.75,325.0,325.0,lb.,260.0,32.5,260.0,32.5,0.852459013462067,,,5.0
34272,2011,Coldfoot,Interior,Koyukuk River Basin,Marine Mammals,,,,,,,,lb.,0.0,,,,,,,5.0
34289,2011,Coldfoot,Interior,Koyukuk River Basin,Birds and Eggs,0.25,,,,0.25,,,lb.,0.0,,,,,,,5.0
34455,2011,Coldfoot,Interior,Koyukuk River Basin,Plants/Greens/Mushrooms,0.25,0.25,0.25,,,1.0,1.0,Gal.,1.0,0.125,1.0,0.0049999998882412,0.0032786885276436,,,5.0
34462,1990,Cooper Landing,Southcentral,Kenai Peninsula,Fish,0.913,0.737,0.715,0.526,0.646,13880.0,13880.0,lb.,,53.9000015258789,,59.0361442565918,0.0058905910700559,,,99.0
34632,1990,Cooper Landing,Southcentral,Kenai Peninsula,Land Mammals,0.512,0.384,0.229,0.158,0.429,86.0,7422.0,Ind.,,28.8199996948242,,56.2890625,0.0031498535536229,,,99.0
34662,1990,Cooper Landing,Southcentral,Kenai Peninsula,Marine Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,99.0
34671,1990,Cooper Landing,Southcentral,Kenai Peninsula,Birds and Eggs,0.435,0.311,0.311,0.037,0.145,843.0,630.0,Ind.,,2.45000004768372,,5.63218402862549,0.0002673683338798,,,99.0
34770,1990,Cooper Landing,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.354,0.354,0.354,0.046,0.043,29.0,117.0,Gal.,,0.449999988079071,,1.27118635177612,4.96541179018095e-05,,,99.0
34774,1982,Copper Center,Southcentral,Copper River Basin,Fish,0.889,,0.778,,,40697.0,40697.0,lb.,8518.0,93.5999984741211,8518.0,105.286834716797,0.0082161389291286,,,129.0
34803,1982,Copper Center,Southcentral,Copper River Basin,Land Mammals,1.0,,0.444,,,444.0,6447.0,Ind.,93.0,14.8299999237061,1349.5,14.8299999237061,0.0013015564763918,,,129.0
34831,1982,Copper Center,Southcentral,Copper River Basin,Birds and Eggs,0.185,,0.185,,,162.0,129.0,Ind.,34.0,0.300000011920929,27.0,1.62162172794342,2.60432443610625e-05,,,129.0
34847,1982,Copper Center,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.296,,0.296,,,311.0,311.0,lb.,65.0,0.72000002861023,65.0,2.4324324131012,6.2786421040073e-05,,,129.0
34849,1987,Copper Center,Southcentral,Copper River Basin,Fish,0.906,0.828,0.781,0.299,0.729,54323.0,54323.0,lb.,,110.26000213623,,121.699783325195,0.0063243494369089,,,161.0
34989,1987,Copper Center,Southcentral,Copper River Basin,Land Mammals,0.828,0.806,0.58,0.115,0.579,390.0,28743.0,Ind.,,58.3400001525879,,70.4589385986328,0.0033462948631495,,,161.0
35018,1987,Copper Center,Southcentral,Copper River Basin,Birds and Eggs,0.425,0.394,0.34,0.156,0.101,1007.0,711.0,Ind.,,1.44000005722046,,3.38823533058167,8.27754847705364e-05,,,161.0
35048,1987,Copper Center,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.304,0.288,0.288,0.016,0.063,365.0,365.0,Quarts,,0.740000009536743,,2.43421053886414,4.24937425123062e-05,,,161.0
35050,2000,Copper Center,Southcentral,Copper River Basin,Birds and Eggs,0.106,0.085,0.064,0.021,0.064,45.0,40.0,Ind.,39.0,0.200000002980232,34.7000007629395,,,,,54.0
35124,2010,Copper Center,Southcentral,Copper River Basin,Fish,0.925,0.737,0.712,0.587,0.775,16797.5,63046.6015625,,8460.5,146.432861328125,31728.099609375,158.305801391602,0.693000018596649,57.0018043518066,4131.45166015625,158.0
35263,2010,Copper Center,Southcentral,Copper River Basin,Land Mammals,0.75,0.687,0.412,0.337,0.637,614.200012207031,23574.30078125,,311.0,54.7541275024414,11936.400390625,73.005500793457,0.25900000333786,1.11844110488892,766.442810058594,158.0
35297,2010,Copper Center,Southcentral,Copper River Basin,Birds and Eggs,0.4,0.35,0.325,0.162,0.137,639.900024414063,552.200012207031,,324.0,1.28275227546692,279.600006103516,3.20688056945801,0.006000000052154,0.124271236360073,37.654182434082,158.0
35453,2010,Copper Center,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.3,0.287,0.287,0.1,0.037,128.800003051758,216.199996948242,,65.1999969482422,0.502293586730957,109.5,1.674311876297,0.0020000000949949,0.0,20.8154315948486,158.0
35466,1985,Cordova,Southcentral,Prince William Sound,Fish,0.971,0.85,0.811,0.699,0.796,224414.0,224414.0,lb.,54196.16015625,99.0800018310547,54196.16015625,102.039138793945,0.0060479003004729,88.8854827880859,804.744201660156,853.0
35595,1985,Cordova,Southcentral,Prince William Sound,Land Mammals,0.811,0.621,0.524,0.32,0.65,3965.0,99580.0,Ind.,957.5,43.9599990844727,24048.599609375,54.2046852111816,0.0026836558245122,40.7902030944824,362.374908447266,853.0
35618,1985,Cordova,Southcentral,Prince William Sound,Marine Mammals,0.073,0.01,0.01,0.015,0.063,41.0,2338.0,Ind.,10.0,1.02999997138977,564.599975585938,14.1095886230469,6.30085050943308e-05,0.0,46.9745254516602,853.0
