,year,commname,adj_households_in_community,relying_on_substinence,BoroughCensusArea,sqMiLand,sqMiWater,resource,using,trying,harvesting,giving,receving,units_harvested,pounds_harvested,harv_mes_units,units_harvested_by_sample,lbs_harvested_percapita,lbs_harvested_by_sample,lbs_used_percapita,perc_contribution_to_harvest,labor_force,employed,unemployed,unemployment_rate,median_age,n_families,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_total_population(ACS),p_people_below_poverty,p_households_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female,local_tax_burden,federal_tax_burden,Gini,AGI,pop_density
249,2012,Bethel,1645.0,NO,Bethel Census Area,43.8,5.1,Land Mammals,0.807,0.414,0.3,0.339,0.7,251514.703125,251514.703125,lb.,1376.0,44.3371200561523,71249.796875,54.9497261047363,0.267000019550324,7193.0,6074.0,1119.0,15.6,26.1,3194.0,4368.0,4307.0,5907.0,4307.0,27.086507533434904,17184.0,21.39199255121043,14.02368237752496,81.65153631284916,18.34846368715084,11.679469273743017,0.2851489757914339,1.0533054003724394,1.085183836912996,0.0017568517217146,0.0147040850621772,0.5520703432409537,0.0,392.3287671232877
147,2012,Angoon,122.0,YES,Hoonah-Angoon Census Area,22.5,16.1,Marine Mammals,0.412,0.098,0.098,0.098,0.333,1808.5,1808.5,lb.,9.0,5.30000019073486,756.0,12.8000001907349,0.0290000010281801,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,95.68888888888888
146,2012,Angoon,122.0,YES,Hoonah-Angoon Census Area,22.5,16.1,Land Mammals,0.843,0.49,0.451,0.373,0.569,17451.69921875,17451.69921875,lb.,97.0,51.0,7200.0,60.5,0.280000001192093,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,95.68888888888888
149,2012,Angoon,122.0,YES,Hoonah-Angoon Census Area,22.5,16.1,Plants/Greens/Mushrooms,0.451,0.373,0.353,0.157,0.196,180.800003051758,180.800003051758,lb.,74.3000030517578,0.5,74.3000030517578,1.20000004768372,0.003000000026077,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,95.68888888888888
1352,2012,Kotzebue,815.0,YES,Northwest Arctic Borough,27.0,1.7,Land Mammals,0.853,0.456,0.401,0.516,0.687,1939.11767578125,284824.96875,Ind.,503.0,92.5968627929688,73992.0,108.613624572754,1.0,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,281.51851851851853
845,2012,Golovin,59.0,YES,Nome Census Area,3.7,,Land Mammals,0.939,0.303,0.181,0.242,0.848,11204.599609375,11204.599609375,lb.,6267.0,62.049503326416,6267.0,66.0804061889649,0.196000009775162,4166.0,3673.0,493.0,11.8,28.0,1966.0,9233.0,2772.0,3979.0,2772.0,30.33425483789897,9580.0,25.741127348643005,14.466089466089466,71.8580375782881,28.141962421711906,16.670146137787057,1.315240083507307,0.8663883089770354,1.1596032461677186,0.0024451158810275,0.0125748816738564,0.5170401582852945,8391.0,2589.189189189189
801,2012,Gakona,77.0,YES,Copper River Census Area,,,Land Mammals,0.857,0.571,0.38,0.333,0.738,10366.7001953125,10366.7001953125,lb.,582.0,51.4054527282715,5654.60009765625,59.983024597168,0.29899999499321,,,,,,,,,,,,,,,,,,,,,,,,,
848,2012,Golovin,59.0,YES,Nome Census Area,3.7,,Plants/Greens/Mushrooms,0.606,0.575,0.575,0.303,0.121,192.399993896484,192.399993896484,lb.,103.800003051758,1.06571781635284,103.800003051758,1.75861024856567,0.003000000026077,4166.0,3673.0,493.0,11.8,28.0,1966.0,9233.0,2772.0,3979.0,2772.0,30.33425483789897,9580.0,25.741127348643005,14.466089466089466,71.8580375782881,28.141962421711906,16.670146137787057,1.315240083507307,0.8663883089770354,1.1596032461677186,0.0024451158810275,0.0125748816738564,0.5170401582852945,8391.0,2589.189189189189
847,2012,Golovin,59.0,YES,Nome Census Area,3.7,,Birds and Eggs,0.757,0.363,0.333,0.424,0.636,2465.0,2465.0,lb.,1362.30004882813,13.6509838104248,1362.30004882813,18.0330047607422,0.0430000014603138,4166.0,3673.0,493.0,11.8,28.0,1966.0,9233.0,2772.0,3979.0,2772.0,30.33425483789897,9580.0,25.741127348643005,14.466089466089466,71.8580375782881,28.141962421711906,16.670146137787057,1.315240083507307,0.8663883089770354,1.1596032461677186,0.0024451158810275,0.0125748816738564,0.5170401582852945,8391.0,2589.189189189189
846,2012,Golovin,59.0,YES,Nome Census Area,3.7,,Marine Mammals,0.727,0.151,0.151,0.242,0.696,12258.7998046875,12258.7998046875,lb.,9049.0,67.8873977661133,9049.0,93.3801879882813,0.214000001549721,4166.0,3673.0,493.0,11.8,28.0,1966.0,9233.0,2772.0,3979.0,2772.0,30.33425483789897,9580.0,25.741127348643005,14.466089466089466,71.8580375782881,28.141962421711906,16.670146137787057,1.315240083507307,0.8663883089770354,1.1596032461677186,0.0024451158810275,0.0125748816738564,0.5170401582852945,8391.0,2589.189189189189
1270,2012,Kobuk,36.0,YES,Northwest Arctic Borough,16.1,0.7,Fish,1.0,0.833,0.833,0.7,0.866,28992.099609375,28992.099609375,lb.,23669.0,176.351135253906,23669.0,176.351135253906,0.570999979972839,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,472.111801242236
1271,2012,Kobuk,36.0,YES,Northwest Arctic Borough,16.1,0.7,Land Mammals,0.966,0.766,0.666,0.633,0.8,18984.400390625,18984.400390625,lb.,15670.599609375,115.477027893066,15670.599609375,119.541442871094,0.374000012874603,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,472.111801242236
1272,2012,Kobuk,36.0,YES,Northwest Arctic Borough,16.1,0.7,Marine Mammals,0.633,0.0,0.0,0.233,0.633,0.0,0.0,lb.,0.0,0.0,0.0,0.0,0.0,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,472.111801242236
803,2012,Gakona,77.0,YES,Copper River Census Area,,,Plants/Greens/Mushrooms,0.357,0.38,0.357,0.19,0.119,138.600006103516,138.600006103516,lb.,54.7000007629395,0.687302947044373,73.5,1.92521834373474,0.0040000001899898,,,,,,,,,,,,,,,,,,,,,,,,,
844,2012,Golovin,59.0,YES,Nome Census Area,3.7,,Fish,1.0,0.878,0.818,0.666,0.818,28316.400390625,28316.400390625,lb.,15679.7998046875,156.812026977539,15679.7998046875,156.812026977539,0.495000004768372,4166.0,3673.0,493.0,11.8,28.0,1966.0,9233.0,2772.0,3979.0,2772.0,30.33425483789897,9580.0,25.741127348643005,14.466089466089466,71.8580375782881,28.141962421711906,16.670146137787057,1.315240083507307,0.8663883089770354,1.1596032461677186,0.0024451158810275,0.0125748816738564,0.5170401582852945,8391.0,2589.189189189189
1274,2012,Kobuk,36.0,YES,Northwest Arctic Borough,16.1,0.7,Plants/Greens/Mushrooms,0.2,0.2,0.2,0.1,0.033,75.5999984741211,75.5999984741211,lb.,63.0,0.459854006767273,63.0,2.29926991462708,0.0010000000474974,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,472.111801242236
1489,2012,Manley Hot Springs,58.0,YES,Yukon-Koyukuk Census Area,,,Birds and Eggs,0.536,0.439,0.414,0.121,0.292,280.100006103516,280.100006103516,lb.,255.0,2.27655172348022,198.0,4.24729776382446,0.0049999998882412,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
1490,2012,Manley Hot Springs,58.0,YES,Yukon-Koyukuk Census Area,,,Plants/Greens/Mushrooms,0.536,0.536,0.536,0.195,0.146,453.799987792969,453.799987792969,lb.,278.299987792969,3.68804740905762,311.0,6.88068532943726,0.0080000003799796,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
1488,2012,Manley Hot Springs,58.0,YES,Yukon-Koyukuk Census Area,,,Land Mammals,0.829,0.585,0.341,0.341,0.756,2744.60009765625,2744.60009765625,lb.,256.0,22.3009033203125,1940.09997558594,26.9009685516357,0.0519999973475933,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
1487,2012,Manley Hot Springs,58.0,YES,Yukon-Koyukuk Census Area,,,Fish,0.975,0.463,0.463,0.439,0.902,46915.0,46915.0,lb.,5914.0,381.196655273438,33164.1015625,390.970916748047,0.893999993801117,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
802,2012,Gakona,77.0,YES,Copper River Census Area,,,Birds and Eggs,0.38,0.357,0.357,0.095,0.071,206.0,206.0,lb.,181.0,1.02181816101074,112.400001525879,2.68899512290955,0.0049999998882412,,,,,,,,,,,,,,,,,,,,,,,,,
1566,2012,Minto,61.0,YES,Yukon-Koyukuk Census Area,0.0,0.0,Land Mammals,0.956,0.695,0.5,0.413,0.782,15626.0,15626.0,lb.,93.0,88.5984954833984,11783.599609375,92.6762542724609,0.392000019550324,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
1568,2012,Minto,61.0,YES,Yukon-Koyukuk Census Area,0.0,0.0,Plants/Greens/Mushrooms,0.347,0.347,0.347,0.108,0.021,91.0,91.0,lb.,63.9000015258789,0.516001343727112,65.8000030517578,1.48703551292419,0.0020000000949949,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
1723,2012,Noorvik,135.0,YES,Northwest Arctic Borough,1.0,0.4,Fish,0.987,0.686,0.662,0.53,0.903,196186.296875,196186.296875,lb.,118527.8984375,335.050689697266,118527.8984375,339.463714599609,0.555000007152557,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,7601.0
1567,2012,Minto,61.0,YES,Yukon-Koyukuk Census Area,0.0,0.0,Birds and Eggs,0.782,0.608,0.586,0.391,0.456,1786.69995117188,1786.69995117188,lb.,1043.0,10.1307334899902,1339.09997558594,12.9549026489258,0.0439999997615814,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
800,2012,Gakona,77.0,YES,Copper River Census Area,,,Fish,0.952,0.833,0.833,0.69,0.88,22714.0,22714.0,lb.,3370.0,112.631416320801,12389.400390625,118.310317993164,0.656999945640564,,,,,,,,,,,,,,,,,,,,,,,,,
1565,2012,Minto,61.0,YES,Yukon-Koyukuk Census Area,0.0,0.0,Fish,0.913,0.565,0.565,0.434,0.826,20726.099609375,20726.099609375,lb.,3033.0,117.515510559082,15560.2001953125,128.713592529297,0.52099996805191,2766.0,2280.0,486.0,17.6,35.6,1217.0,5726.0,2061.0,4032.0,2061.0,48.88392857142857,5637.0,22.77807344332092,10.528869480834546,68.99059783572822,31.009402164271776,21.908816746496363,0.1064395955295369,0.3902785169416356,1.181501547987616,0.0004325633705337,0.018708365775586,0.5240116677066825,431867.0,
1726,2012,Noorvik,135.0,YES,Northwest Arctic Borough,1.0,0.4,Birds and Eggs,0.843,0.626,0.59,0.409,0.554,8023.0,8023.0,lb.,4833.7001953125,13.7019624710083,4833.7001953125,16.2538089752197,0.0219999998807907,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,7601.0
1725,2012,Noorvik,135.0,YES,Northwest Arctic Borough,1.0,0.4,Marine Mammals,0.71,0.108,0.096,0.204,0.674,9336.099609375,9336.099609375,lb.,5740.0,15.9444446563721,5740.0,22.4569644927979,0.0259999986737967,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,7601.0
1724,2012,Noorvik,135.0,YES,Northwest Arctic Borough,1.0,0.4,Land Mammals,0.987,0.674,0.662,0.53,0.819,133750.09375,133750.09375,lb.,81374.1015625,228.421005249023,81374.1015625,231.429595947266,0.377999991178513,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,7601.0
1727,2012,Noorvik,135.0,YES,Northwest Arctic Borough,1.0,0.4,Plants/Greens/Mushrooms,0.481,0.421,0.421,0.12,0.156,792.200012207031,792.200012207031,lb.,478.100006103516,1.35299420356751,478.100006103516,2.81287789344788,0.0020000000949949,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,7601.0
945,2012,Hoonah,280.0,YES,Hoonah-Angoon Census Area,6.6,2.1,Land Mammals,0.77,0.59,0.475,0.402,0.516,37783.30078125,37783.30078125,lb.,235.0,51.5999984741211,16417.5,67.0,0.150000005960464,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,326.21212121212125
944,2012,Hoonah,280.0,YES,Hoonah-Angoon Census Area,6.6,2.1,Fish,0.943,0.738,0.689,0.672,0.893,140827.703125,140827.703125,lb.,25014.69921875,192.399993896484,60641.1015625,204.100006103516,0.560000002384186,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,326.21212121212125
1165,2012,Kenny Lake,174.0,YES,Copper River Census Area,,,Plants/Greens/Mushrooms,0.446,0.414,0.414,0.096,0.107,304.0,304.0,lb.,95.4000015258789,0.72891366481781,117.300003051758,1.63433563709259,0.0049999998882412,,,,,,,,,,,,,,,,,,,,,,,,,
1164,2012,Kenny Lake,174.0,YES,Copper River Census Area,,,Birds and Eggs,0.244,0.244,0.207,0.036,0.099,175.5,175.5,lb.,98.0,0.420813828706741,63.4000015258789,1.72464680671692,0.0020000000949949,,,,,,,,,,,,,,,,,,,,,,,,,
1163,2012,Kenny Lake,174.0,YES,Copper River Census Area,,,Land Mammals,0.721,0.449,0.259,0.293,0.606,11606.2998046875,11606.2998046875,lb.,141.0,27.8220291137695,4101.2998046875,38.5881156921387,0.19700001180172,,,,,,,,,,,,,,,,,,,,,,,,,
1162,2012,Kenny Lake,174.0,YES,Copper River Census Area,,,Fish,0.886,0.703,0.68,0.539,0.668,43921.8984375,43921.8984375,lb.,4261.60009765625,105.287330627441,16688.80078125,118.834465026855,0.746999979019165,,,,,,,,,,,,,,,,,,,,,,,,,
995,2012,Hydaburg,119.0,YES,Prince of Wales-Hyder Census Area,0.3,,Plants/Greens/Mushrooms,0.75,0.604,0.604,0.438,0.313,574.900024414063,574.900024414063,lb.,225.300003051758,1.70000004768372,225.300003051758,2.29999995231628,0.003000000026077,2583.0,2236.0,347.0,13.4,39.0,1442.0,5270.0,2291.0,2987.0,2291.0,23.300970873786408,5603.0,12.95734427985008,7.289393278044522,41.24576119935749,58.75423880064251,49.81260039264679,0.2141709798322327,0.7852935927181867,1.2155001977066031,0.0026837146444557,0.0141853488349802,0.4955285705853806,17547.0,18676.666666666668
994,2012,Hydaburg,119.0,YES,Prince of Wales-Hyder Census Area,0.3,,Birds and Eggs,0.271,0.125,0.104,0.125,0.188,137.600006103516,137.600006103516,lb.,201.0,0.400000005960465,55.5,1.5,0.0010000000474974,2583.0,2236.0,347.0,13.4,39.0,1442.0,5270.0,2291.0,2987.0,2291.0,23.300970873786408,5603.0,12.95734427985008,7.289393278044522,41.24576119935749,58.75423880064251,49.81260039264679,0.2141709798322327,0.7852935927181867,1.2155001977066031,0.0026837146444557,0.0141853488349802,0.4955285705853806,17547.0,18676.666666666668
993,2012,Hydaburg,119.0,YES,Prince of Wales-Hyder Census Area,0.3,,Marine Mammals,0.146,0.146,0.146,0.104,0.063,1666.0,1666.0,lb.,34.0,5.0,672.0,34.4000015258789,0.0089999996125698,2583.0,2236.0,347.0,13.4,39.0,1442.0,5270.0,2291.0,2987.0,2291.0,23.300970873786408,5603.0,12.95734427985008,7.289393278044522,41.24576119935749,58.75423880064251,49.81260039264679,0.2141709798322327,0.7852935927181867,1.2155001977066031,0.0026837146444557,0.0141853488349802,0.4955285705853806,17547.0,18676.666666666668
898,2012,Haines,818.0,YES,Haines Borough,,,Plants/Greens/Mushrooms,0.424,0.402,0.402,0.197,0.144,2784.30004882813,2784.30004882813,lb.,416.899993896484,1.39999997615814,446.600006103516,3.40000009536743,0.0109999999403954,1104.0,992.0,112.0,10.1,42.9,718.0,10409.0,1139.0,1590.0,1139.0,28.36477987421384,2500.0,6.36,1.404741000877963,7.32,92.68,82.12,0.32,1.04,1.266545784224841,0.006275039822368,0.0115846889028333,0.4787728860097601,15489.0,
897,2012,Haines,818.0,YES,Haines Borough,,,Birds and Eggs,0.189,0.182,0.174,0.015,0.038,1739.19995117188,1739.19995117188,lb.,235.0,0.899999976158142,280.700012207031,4.80000019073486,0.0069999997504055,1104.0,992.0,112.0,10.1,42.9,718.0,10409.0,1139.0,1590.0,1139.0,28.36477987421384,2500.0,6.36,1.404741000877963,7.32,92.68,82.12,0.32,1.04,1.266545784224841,0.006275039822368,0.0115846889028333,0.4787728860097601,15489.0,
896,2012,Haines,818.0,YES,Haines Borough,,,Marine Mammals,0.038,0.0,0.0,0.0,0.038,0.0,0.0,lb.,0.0,0.0,0.0,0.0,0.0,1104.0,992.0,112.0,10.1,42.9,718.0,10409.0,1139.0,1590.0,1139.0,28.36477987421384,2500.0,6.36,1.404741000877963,7.32,92.68,82.12,0.32,1.04,1.266545784224841,0.006275039822368,0.0115846889028333,0.4787728860097601,15489.0,
895,2012,Haines,818.0,YES,Haines Borough,,,Land Mammals,0.682,0.379,0.242,0.167,0.614,54183.19921875,54183.19921875,lb.,127.0,28.2000007629395,8743.5,41.4000015258789,0.207999989390373,1104.0,992.0,112.0,10.1,42.9,718.0,10409.0,1139.0,1590.0,1139.0,28.36477987421384,2500.0,6.36,1.404741000877963,7.32,92.68,82.12,0.32,1.04,1.266545784224841,0.006275039822368,0.0115846889028333,0.4787728860097601,15489.0,
894,2012,Haines,818.0,YES,Haines Borough,,,Fish,0.955,0.689,0.674,0.523,0.742,162060.5,162060.5,lb.,8567.2001953125,84.4000015258789,26089.099609375,88.4000015258789,0.622999966144562,1104.0,992.0,112.0,10.1,42.9,718.0,10409.0,1139.0,1590.0,1139.0,28.36477987421384,2500.0,6.36,1.404741000877963,7.32,92.68,82.12,0.32,1.04,1.266545784224841,0.006275039822368,0.0115846889028333,0.4787728860097601,15489.0,
1273,2012,Kobuk,36.0,YES,Northwest Arctic Borough,16.1,0.7,Birds and Eggs,0.9,0.566,0.566,0.5,0.666,1779.59997558594,1779.59997558594,lb.,1431.0,10.8252124786377,1431.0,12.0280141830444,0.0350000001490116,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,472.111801242236
946,2012,Hoonah,280.0,YES,Hoonah-Angoon Census Area,6.6,2.1,Marine Mammals,0.344,0.156,0.139,0.213,0.27,9832.099609375,9832.099609375,lb.,59.0,13.3999996185303,4284.0,39.0,0.0390000008046627,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,326.21212121212125
88,2012,Ambler,76.0,YES,Northwest Arctic Borough,9.5,1.3,Birds and Eggs,0.698,0.547,0.509,0.358,0.377,2732.89990234375,2732.89990234375,lb.,1905.90002441406,9.67461967468262,1905.90002441406,13.8604860305786,0.0160000007599592,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,800.1052631578947
87,2012,Ambler,76.0,YES,Northwest Arctic Borough,9.5,1.3,Marine Mammals,0.622,0.018,0.018,0.264,0.603,602.200012207031,602.200012207031,lb.,420.0,2.1319797039032,420.0,3.42762017250061,0.003000000026077,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,800.1052631578947
86,2012,Ambler,76.0,YES,Northwest Arctic Borough,9.5,1.3,Land Mammals,0.943,0.735,0.641,0.641,0.773,104682.1015625,104682.1015625,lb.,72591.5,370.568603515625,72591.5,392.9677734375,0.614000022411346,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,800.1052631578947
85,2012,Ambler,76.0,YES,Northwest Arctic Borough,9.5,1.3,Fish,0.924,0.792,0.735,0.584,0.754,59506.3984375,59506.3984375,lb.,41380.19921875,210.649505615234,41380.19921875,227.975646972656,0.349000006914139,3024.0,2542.0,482.0,15.9,25.7,1441.0,4990.0,1830.0,2694.0,1830.0,32.07126948775056,7601.0,18.852782528614657,12.568306010928962,80.85778187080648,19.142218129193527,11.419550059202736,0.3946849098802789,0.6709643467964741,1.158761715421755,0.0010513036164844,0.0133434689784563,0.5231175259701778,10947.0,800.1052631578947
991,2012,Hydaburg,119.0,YES,Prince of Wales-Hyder Census Area,0.3,,Fish,1.0,0.813,0.792,0.792,0.979,115431.796875,115431.796875,lb.,17535.099609375,347.5,46472.6015625,347.5,0.654999971389771,2583.0,2236.0,347.0,13.4,39.0,1442.0,5270.0,2291.0,2987.0,2291.0,23.300970873786408,5603.0,12.95734427985008,7.289393278044522,41.24576119935749,58.75423880064251,49.81260039264679,0.2141709798322327,0.7852935927181867,1.2155001977066031,0.0026837146444557,0.0141853488349802,0.4955285705853806,17547.0,18676.666666666668
948,2012,Hoonah,280.0,YES,Hoonah-Angoon Census Area,6.6,2.1,Plants/Greens/Mushrooms,0.541,0.402,0.402,0.262,0.361,2661.80004882813,2661.80004882813,lb.,1126.5,3.59999990463257,1137.0,6.69999980926514,0.0109999999403954,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,326.21212121212125
