X,Y,OBJECTID,CommunityName,EntityName,PreKindergarten,Kindergarten,FirstGrade,SecondGrade,ThirdGrade,FourthGrade,FifthGrade,SixthGrade,SeventhGrade,EighthGrade,NinthGrade,TenthGrade,EleventhGrade,TwelfthGrade,TotalEnrollmentK12,TotalEnrollmentPK12,PeriodStartDate,PeriodEndDate,SchoolYear,DataYear,AsOfDate
-16663124.3917569,8682718.77925111,2775,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,0,47,53,38,42,47,41,37,0,0,0,0,0,0,305,305,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16292470.1771552,8657600.96932673,2776,Valdez,Valdez High School,0,0,0,0,0,0,0,0,0,0,49,49,47,31,176,176,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16292470.1771552,8657600.96932673,2777,Valdez,Valdez High School,0,0,0,0,0,0,0,0,0,0,52,37,46,42,177,177,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16292470.1771552,8657600.96932673,2778,Valdez,Valdez High School,0,0,0,0,0,0,0,0,0,0,38,41,41,48,168,168,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16292470.1771552,8657600.96932673,2779,Valdez,Valdez High School,0,0,0,0,0,0,0,0,0,0,44,41,49,50,184,184,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16292470.1771552,8657600.96932673,2780,Valdez,Valdez High School,0,0,0,0,0,0,0,0,0,0,51,47,35,49,182,182,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16292470.1771552,8657600.96932673,2781,Valdez,Valdez High School,0,0,0,0,0,0,0,0,0,0,46,53,51,50,200,200,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16293652.9120132,8656470.55909011,2782,Valdez,Valdez Home School,0,5,2,2,5,4,5,3,2,0,6,1,1,0,36,36,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16293652.9120132,8656470.55909011,2783,Valdez,Valdez Home School,1,1,2,3,2,4,4,2,3,2,2,3,1,4,33,34,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16293652.9120132,8656470.55909011,2784,Valdez,Valdez Home School,0,0,1,3,0,5,1,1,1,0,2,1,4,1,20,20,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16293652.9120132,8656470.55909011,2785,Valdez,Valdez Home School,0,0,0,0,0,1,0,0,2,2,3,3,0,0,11,11,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16605268.6329617,8762960.03238582,2786,Palmer,Valley Pathways,0,0,0,0,0,0,0,0,0,0,14,30,47,77,168,168,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16605268.6329617,8762960.03238582,2787,Palmer,Valley Pathways,0,0,0,0,0,0,0,0,15,20,15,24,47,71,192,192,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16605268.6329617,8762960.03238582,2788,Palmer,Valley Pathways,0,0,0,0,0,0,0,0,0,20,23,29,45,88,205,205,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16605268.6329617,8762960.03238582,2789,Palmer,Valley Pathways,0,0,0,0,0,0,0,0,0,0,16,37,55,71,179,179,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16605268.6329617,8762960.03238582,2790,Palmer,Valley Pathways,0,0,0,0,0,0,0,0,0,9,8,43,47,66,173,173,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16605268.6329617,8762960.03238582,2791,Palmer,Valley Pathways,0,0,0,0,0,0,0,0,0,0,4,22,43,88,157,157,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16819996.9299305,8354079.72890891,2792,Voznesenka Village,Voznesenka School,9,3,8,5,5,4,4,9,13,8,12,10,7,11,99,108,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16819996.9299305,8354079.72890891,2793,Voznesenka Village,Voznesenka School,9,10,6,6,10,5,11,4,10,5,7,11,11,6,102,111,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16819996.9299305,8354079.72890891,2794,Voznesenka Village,Voznesenka School,6,6,13,5,11,4,10,4,7,11,12,8,11,9,111,117,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16819996.9299305,8354079.72890891,2795,Voznesenka Village,Voznesenka School,6,11,3,8,5,7,5,5,11,13,8,11,10,7,104,110,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16819996.9299305,8354079.72890891,2796,Voznesenka Village,Voznesenka School,10,7,6,12,5,12,5,10,5,8,11,11,5,8,105,115,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16819996.9299305,8354079.72890891,2797,Voznesenka Village,Voznesenka School,10,7,9,5,6,9,5,12,5,10,5,5,9,10,97,107,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-18711268.005837,9769612.79861045,2798,Wales,Wales School,7,3,8,5,1,2,4,2,4,5,2,1,3,2,42,49,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-18711268.005837,9769612.79861045,2799,Wales,Wales School,8,4,3,2,3,3,4,5,4,0,2,1,2,1,34,42,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-18711268.005837,9769612.79861045,2800,Wales,Wales School,6,2,3,3,4,5,4,0,3,0,1,2,1,4,32,38,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-18711268.005837,9769612.79861045,2801,Wales,Wales School,5,5,4,4,4,4,5,4,1,4,2,2,2,0,41,46,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-18711268.005837,9769612.79861045,2802,Wales,Wales School,2,7,5,1,2,2,3,4,5,4,1,2,2,3,41,43,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-18711268.005837,9769612.79861045,2803,Wales,Wales School,6,3,3,3,6,4,0,4,0,1,2,1,5,1,33,39,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15795358.0673043,9092360.4218779,2804,Northway Village,Walter Northway School,0,7,3,6,3,4,3,1,4,3,5,2,0,1,42,42,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15795358.0673043,9092360.4218779,2805,Northway Village,Walter Northway School,1,6,4,5,5,5,3,5,3,5,2,1,2,0,46,47,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15795358.0673043,9092360.4218779,2806,Northway Village,Walter Northway School,0,2,6,4,4,5,5,3,6,2,4,2,3,1,47,47,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-15795358.0673043,9092360.4218779,2807,Northway Village,Walter Northway School,1,4,5,5,5,3,6,2,6,4,0,6,0,0,46,47,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-15795358.0673043,9092360.4218779,2808,Northway Village,Walter Northway School,0,4,5,5,3,4,2,5,4,0,7,1,0,1,41,41,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-15795358.0673043,9092360.4218779,2809,Northway Village,Walter Northway School,1,6,5,3,6,3,5,4,1,4,7,1,1,0,46,47,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16634862.370784,8761646.78914962,2810,Wasilla,Wasilla High School,28,0,0,0,0,0,0,0,0,0,331,317,255,269,1172,1200,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16634862.370784,8761646.78914962,2811,Wasilla,Wasilla High School,0,0,0,0,0,0,0,0,0,0,349,311,303,269,1232,1232,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16634862.370784,8761646.78914962,2812,Wasilla,Wasilla High School,0,0,0,0,0,0,0,0,0,0,297,264,286,225,1072,1072,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16634862.370784,8761646.78914962,2813,Wasilla,Wasilla High School,0,0,0,0,0,0,0,0,0,0,256,225,250,204,935,935,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16634862.370784,8761646.78914962,2814,Wasilla,Wasilla High School,0,0,0,0,0,0,0,0,0,0,247,278,239,265,1029,1029,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16634862.370784,8761646.78914962,2815,Wasilla,Wasilla High School,0,0,0,0,0,0,0,0,0,0,323,336,296,287,1242,1242,2016/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16634930.228474,8761575.19566255,2816,Wasilla,Wasilla Middle School,0,0,0,0,0,0,0,211,187,186,0,0,0,0,584,584,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16634930.228474,8761575.19566255,2817,Wasilla,Wasilla Middle School,0,0,0,0,0,0,0,278,283,270,0,0,0,0,831,831,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16634930.228474,8761575.19566255,2818,Wasilla,Wasilla Middle School,0,0,0,0,0,0,0,235,204,210,0,0,0,0,649,649,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16634930.228474,8761575.19566255,2819,Wasilla,Wasilla Middle School,0,0,0,0,0,0,0,179,163,181,0,0,0,0,523,523,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16634930.228474,8761575.19566255,2820,Wasilla,Wasilla Middle School,0,0,0,0,0,0,0,265,263,272,0,0,0,0,800,800,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16634930.228474,8761575.19566255,2821,Wasilla,Wasilla Middle School,0,0,0,0,0,0,0,225,249,249,0,0,0,0,723,723,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16460622.7006292,9563053.42937211,2822,Fairbanks,Watershed Charter School,0,22,22,22,22,23,22,22,22,22,0,0,0,0,199,199,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16460622.7006292,9563053.42937211,2823,Fairbanks,Watershed Charter School,0,22,22,23,23,22,23,22,23,22,0,0,0,0,202,202,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16460622.7006292,9563053.42937211,2824,Fairbanks,Watershed Charter School,0,22,22,22,22,22,23,23,22,22,0,0,0,0,200,200,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16460622.7006292,9563053.42937211,2825,Fairbanks,Watershed Charter School,0,22,22,22,22,22,22,22,20,23,0,0,0,0,197,197,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16460622.7006292,9563053.42937211,2826,Fairbanks,Watershed Charter School,0,22,22,22,22,22,22,22,22,22,0,0,0,0,198,198,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16460622.7006292,9563053.42937211,2827,Fairbanks,Watershed Charter School,0,22,22,22,22,22,22,22,22,20,0,0,0,0,196,196,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16429838.2250794,9578865.37701155,2828,Goldstream,Weller Elementary,1,54,63,65,72,86,64,80,0,0,0,0,0,0,484,485,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16429838.2250794,9578865.37701155,2829,Goldstream,Weller Elementary,13,50,65,52,83,71,65,54,0,0,0,0,0,0,440,453,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16429838.2250794,9578865.37701155,2830,Goldstream,Weller Elementary,19,65,46,65,55,85,61,72,0,0,0,0,0,0,449,468,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16429838.2250794,9578865.37701155,2831,Goldstream,Weller Elementary,6,62,53,83,65,65,59,74,0,0,0,0,0,0,461,467,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16429838.2250794,9578865.37701155,2832,Goldstream,Weller Elementary,8,70,64,60,62,77,81,57,0,0,0,0,0,0,471,479,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16429838.2250794,9578865.37701155,2833,Goldstream,Weller Elementary,8,52,72,63,64,56,72,82,0,0,0,0,0,0,461,469,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16679734.6904613,8670496.87653765,2834,Anchorage,Wendler Middle School,0,0,0,0,0,0,0,2,250,235,0,0,0,0,487,487,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16679734.6904613,8670496.87653765,2835,Anchorage,Wendler Middle School,0,0,0,0,0,0,0,0,229,249,0,0,0,0,478,478,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16679734.6904613,8670496.87653765,2836,Anchorage,Wendler Middle School,0,0,0,0,0,0,0,0,234,222,0,0,0,0,456,456,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16679734.6904613,8670496.87653765,2837,Anchorage,Wendler Middle School,0,0,0,0,0,0,0,0,253,196,0,0,0,0,449,449,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16679734.6904613,8670496.87653765,2838,Anchorage,Wendler Middle School,0,0,0,0,0,0,0,0,194,237,0,0,0,0,431,431,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16679734.6904613,8670496.87653765,2839,Anchorage,Wendler Middle School,0,0,0,0,0,0,0,0,243,254,0,0,0,0,497,497,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16688546.3389326,8671963.48949053,2840,Anchorage,West High School,0,0,0,0,0,0,0,0,0,0,500,497,465,432,1894,1894,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16688546.3389326,8671963.48949053,2841,Anchorage,West High School,0,0,0,0,0,0,0,0,0,0,528,497,434,383,1842,1842,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16688546.3389326,8671963.48949053,2842,Anchorage,West High School,0,0,0,0,0,0,0,0,0,0,527,529,429,416,1901,1901,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16688546.3389326,8671963.48949053,2843,Anchorage,West High School,0,0,0,0,0,0,0,0,0,0,542,475,443,384,1844,1844,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16688546.3389326,8671963.48949053,2844,Anchorage,West High School,0,0,0,0,0,0,0,0,0,0,516,497,469,401,1883,1883,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16688546.3389326,8671963.48949053,2845,Anchorage,West High School,0,0,0,0,0,0,0,0,0,0,470,465,440,432,1807,1807,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16872464.1839483,8320809.30610799,2846,Homer,West Homer Elementary,0,0,0,0,61,54,64,51,0,0,0,0,0,0,230,230,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16872464.1839483,8320809.30610799,2847,Homer,West Homer Elementary,0,0,0,0,65,55,70,66,0,0,0,0,0,0,256,256,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16872464.1839483,8320809.30610799,2848,Homer,West Homer Elementary,0,0,0,0,57,56,57,65,0,0,0,0,0,0,235,235,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16872464.1839483,8320809.30610799,2849,Homer,West Homer Elementary,0,0,0,0,73,63,55,64,0,0,0,0,0,0,255,255,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16872464.1839483,8320809.30610799,2850,Homer,West Homer Elementary,0,0,0,0,56,63,61,65,0,0,0,0,0,0,245,245,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16872464.1839483,8320809.30610799,2851,Homer,West Homer Elementary,0,0,0,0,57,59,58,54,0,0,0,0,0,0,228,228,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16455823.0522472,9569373.53351839,2852,Goldstream,West Valley High School,0,0,0,0,0,0,0,0,0,0,272,274,254,205,1005,1005,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16455823.0522472,9569373.53351839,2853,Goldstream,West Valley High School,0,0,0,0,0,0,0,0,0,0,297,269,259,202,1027,1027,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16455823.0522472,9569373.53351839,2854,Goldstream,West Valley High School,0,0,0,0,0,0,0,0,0,0,281,209,289,197,976,976,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16455823.0522472,9569373.53351839,2855,Goldstream,West Valley High School,0,0,0,0,0,0,0,0,0,0,287,235,248,201,971,971,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16455823.0522472,9569373.53351839,2856,Goldstream,West Valley High School,0,0,0,0,0,0,0,0,0,0,215,283,276,203,977,977,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16455823.0522472,9569373.53351839,2857,Goldstream,West Valley High School,0,0,0,0,0,0,0,0,0,0,245,261,284,234,1024,1024,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-14819082.4175366,7581771.53433135,2858,Whale Pass,Whale Pass School,1,2,0,2,1,0,0,0,0,0,0,1,1,3,10,11,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-14819082.4175366,7581771.53433135,2859,Whale Pass,Whale Pass School,0,3,0,2,1,2,1,4,1,1,0,0,1,0,16,16,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-14819082.4175366,7581771.53433135,2860,Whale Pass,Whale Pass School,0,0,3,1,2,2,2,1,5,1,0,0,0,1,18,18,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-14819082.4175366,7581771.53433135,2861,Whale Pass,Whale Pass School,0,0,0,1,2,0,3,1,1,0,0,1,0,1,10,10,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-14819082.4175366,7581771.53433135,2862,Whale Pass,Whale Pass School,0,0,1,1,0,3,1,2,0,1,1,0,0,1,11,11,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-14819082.4175366,7581771.53433135,2863,Whale Pass,Whale Pass School,0,1,1,0,3,1,2,0,1,1,0,0,1,0,11,11,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16677262.4403068,8672047.80437277,2864,Anchorage,Whaley School,30,0,1,2,5,5,5,10,27,31,35,57,48,181,407,437,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16677262.4403068,8672047.80437277,2865,Anchorage,Whaley School,34,2,15,19,14,11,7,18,19,35,37,57,40,154,428,462,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16677262.4403068,8672047.80437277,2866,Anchorage,Whaley School,42,3,3,8,14,19,11,24,21,29,40,38,26,143,379,421,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16677262.4403068,8672047.80437277,2867,Anchorage,Whaley School,30,4,12,8,11,12,23,16,36,31,46,47,36,144,426,456,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16677262.4403068,8672047.80437277,2868,Anchorage,Whaley School,28,1,7,17,13,15,13,11,32,26,40,55,36,171,437,465,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16677262.4403068,8672047.80437277,2869,Anchorage,Whaley School,35,2,6,13,12,14,18,16,19,32,24,44,31,151,382,417,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-18190925.4272755,9524977.802184,2870,White Mountain,White Mountain School,15,9,3,6,5,7,4,1,3,4,4,3,4,3,56,71,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-18190925.4272755,9524977.802184,2871,White Mountain,White Mountain School,8,5,2,1,2,5,4,5,4,1,5,1,3,5,43,51,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-18190925.4272755,9524977.802184,2872,White Mountain,White Mountain School,9,4,4,4,3,1,2,5,3,4,4,1,5,1,41,50,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-18190925.4272755,9524977.802184,2873,White Mountain,White Mountain School,9,5,5,2,2,2,4,5,5,4,1,5,0,5,45,54,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-18190925.4272755,9524977.802184,2874,White Mountain,White Mountain School,15,4,5,4,5,3,2,2,4,4,4,4,1,6,48,63,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-18190925.4272755,9524977.802184,2875,White Mountain,White Mountain School,5,8,8,2,5,5,6,4,1,3,4,3,3,4,56,61,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16551703.0501974,8573574.06823533,2876,Whittier,Whittier Community School,5,3,4,1,2,2,3,2,1,1,4,2,0,3,28,33,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16551703.0501974,8573574.06823533,2877,Whittier,Whittier Community School,4,0,3,2,3,2,2,5,3,3,3,1,3,4,34,38,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16551703.0501974,8573574.06823533,2878,Whittier,Whittier Community School,6,3,4,4,0,2,4,2,3,2,3,2,1,1,31,37,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16551703.0501974,8573574.06823533,2879,Whittier,Whittier Community School,3,4,3,3,2,1,3,2,5,3,2,3,2,4,37,40,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16551703.0501974,8573574.06823533,2880,Whittier,Whittier Community School,9,4,3,0,3,6,3,3,0,3,1,1,0,3,30,39,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16551703.0501974,8573574.06823533,2881,Whittier,Whittier Community School,4,4,2,3,3,3,2,2,3,3,2,3,5,2,37,41,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-17530220.91752,8256364.43559306,2882,Ekwok,"William ""Sonny"" Nelson School",1,1,2,4,1,2,4,2,0,0,0,0,0,0,16,17,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-17530220.91752,8256364.43559306,2883,Ekwok,"William ""Sonny"" Nelson School",0,1,4,2,0,0,3,0,1,1,0,0,0,0,12,12,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-17530220.91752,8256364.43559306,2884,Ekwok,"William ""Sonny"" Nelson School",0,4,1,1,4,2,0,0,2,1,0,0,0,0,15,15,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-17530220.91752,8256364.43559306,2885,Ekwok,"William ""Sonny"" Nelson School",0,0,1,4,2,0,0,2,0,2,0,0,0,0,11,11,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-17530220.91752,8256364.43559306,2886,Ekwok,"William ""Sonny"" Nelson School",0,3,5,0,2,5,2,0,1,1,0,0,0,0,19,19,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-17530220.91752,8256364.43559306,2887,Ekwok,"William ""Sonny"" Nelson School",1,1,1,2,3,0,1,4,2,0,0,0,0,0,14,15,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16635133.692228,8429309.52199127,2888,Bear Creek,William H. Seward Elementary School,25,52,35,46,46,47,49,0,0,0,0,0,0,0,275,300,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16635133.692228,8429309.52199127,2889,Bear Creek,William H. Seward Elementary School,29,44,50,56,59,47,25,0,0,0,0,0,0,0,281,310,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
