X,Y,OBJECTID,CommunityName,EntityName,PreKindergarten,Kindergarten,FirstGrade,SecondGrade,ThirdGrade,FourthGrade,FifthGrade,SixthGrade,SeventhGrade,EighthGrade,NinthGrade,TenthGrade,EleventhGrade,TwelfthGrade,TotalEnrollmentK12,TotalEnrollmentPK12,PeriodStartDate,PeriodEndDate,SchoolYear,DataYear,AsOfDate
-16683508.9534177,8679668.86111972,1058,Anchorage,Government Hill Elementary,1,82,67,59,55,70,60,48,0,0,0,0,0,0,441,442,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16683508.9534177,8679668.86111972,1059,Anchorage,Government Hill Elementary,0,74,65,66,70,65,61,54,0,0,0,0,0,0,455,455,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16647654.4548142,8696580.98879429,1060,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,299,301,0,0,0,0,600,600,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16647654.4548142,8696580.98879429,1061,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,300,308,0,0,0,0,608,608,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16647654.4548142,8696580.98879429,1062,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,312,293,0,0,0,0,605,605,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16647654.4548142,8696580.98879429,1063,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,318,298,0,0,0,0,616,616,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16647654.4548142,8696580.98879429,1064,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,303,292,0,0,0,0,595,595,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16647654.4548142,8696580.98879429,1065,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,311,292,0,0,0,0,603,603,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15107215.0421014,8055826.72182066,1066,Gustavus,Gustavus School,2,8,5,4,7,3,7,7,7,7,7,2,5,4,73,75,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15107215.0421014,8055826.72182066,1067,Gustavus,Gustavus School,0,7,6,4,8,5,4,3,6,3,2,3,1,1,53,53,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15107215.0421014,8055826.72182066,1068,Gustavus,Gustavus School,0,8,6,6,5,7,6,5,2,5,1,5,3,2,61,61,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-15107215.0421014,8055826.72182066,1069,Gustavus,Gustavus School,0,5,9,5,7,5,7,6,5,3,5,1,4,3,65,65,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-15107215.0421014,8055826.72182066,1070,Gustavus,Gustavus School,1,7,5,8,3,8,7,7,6,7,5,6,3,5,77,78,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-15107215.0421014,8055826.72182066,1071,Gustavus,Gustavus School,1,3,9,5,5,9,3,6,7,5,8,5,2,6,73,74,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-17431324.8201581,8808849.37470017,1072,Stony River,Gusty Michael School,1,2,3,1,4,2,0,0,0,0,1,1,0,0,14,15,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-17431324.8201581,8808849.37470017,1073,Stony River,Gusty Michael School,4,1,4,3,1,0,0,0,1,2,0,1,0,0,13,17,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-17431324.8201581,8808849.37470017,1074,Stony River,Gusty Michael School,0,0,0,0,0,0,0,2,0,2,0,1,0,0,5,5,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-17431324.8201581,8808849.37470017,1075,Stony River,Gusty Michael School,3,4,0,1,1,1,0,3,2,0,2,0,0,0,14,17,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-17431324.8201581,8808849.37470017,1076,Stony River,Gusty Michael School,0,0,0,0,0,0,4,1,2,0,0,1,1,0,9,9,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-17431324.8201581,8808849.37470017,1077,Stony River,Gusty Michael School,4,2,1,5,2,1,0,0,0,2,2,0,1,0,16,20,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1078,Lutak,Haines Elementary,4,22,20,21,18,22,16,14,14,19,0,0,0,0,166,170,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1079,Lutak,Haines Elementary,1,18,15,16,17,21,21,18,22,20,0,0,0,0,168,169,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1080,Lutak,Haines Elementary,0,22,24,22,18,19,23,17,18,14,0,0,0,0,177,177,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1081,Lutak,Haines Elementary,4,24,16,20,25,18,20,14,20,25,0,0,0,0,182,186,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1082,Lutak,Haines Elementary,4,15,22,23,19,19,17,20,26,16,0,0,0,0,177,181,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1083,Lutak,Haines Elementary,2,17,20,18,14,15,22,22,18,22,0,0,0,0,168,170,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1084,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,24,17,24,22,87,87,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1085,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,18,23,20,26,87,87,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1086,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,15,24,18,26,83,83,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1087,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,20,25,13,20,78,78,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1088,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,22,21,26,30,99,99,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1089,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,25,15,21,16,77,77,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1090,Haines,Haines Home School,0,5,2,2,1,1,0,4,0,1,1,2,1,2,22,22,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1091,Haines,Haines Home School,0,1,0,1,1,0,2,3,0,1,0,0,1,0,10,10,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1092,Haines,Haines Home School,0,0,1,0,2,1,0,3,6,0,0,1,0,1,15,15,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1093,Haines,Haines Home School,0,2,1,1,0,3,0,0,1,4,0,0,0,0,12,12,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1094,Haines,Haines Home School,0,1,3,1,1,0,5,3,0,2,2,1,2,0,21,21,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-15078555.3069782,8231245.8233208,1095,Haines,Haines Home School,0,1,4,1,2,0,2,1,3,0,0,2,1,2,19,19,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16679065.5226194,8655822.49018046,1096,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,325,357,0,0,0,0,682,682,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16679065.5226194,8655822.49018046,1097,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,391,380,0,0,0,0,771,771,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16679065.5226194,8655822.49018046,1098,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,354,385,0,0,0,0,739,739,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16679065.5226194,8655822.49018046,1099,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,399,392,0,0,0,0,791,791,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16679065.5226194,8655822.49018046,1100,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,398,393,0,0,0,0,791,791,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16679065.5226194,8655822.49018046,1101,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,341,366,0,0,0,0,707,707,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-14964194.1068337,8031267.65357302,1102,Thane,Harborview Elementary,25,52,59,53,62,70,64,0,0,0,0,0,0,0,360,385,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-14964194.1068337,8031267.65357302,1103,Thane,Harborview Elementary,19,74,88,73,94,70,83,16,0,0,0,0,0,0,498,517,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-14964194.1068337,8031267.65357302,1104,Thane,Harborview Elementary,10,70,86,84,64,92,65,16,0,0,0,0,0,0,477,487,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-14964194.1068337,8031267.65357302,1105,Thane,Harborview Elementary,11,60,81,85,79,78,88,14,0,0,0,0,0,0,485,496,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-14964194.1068337,8031267.65357302,1106,Thane,Harborview Elementary,16,56,60,63,72,60,56,0,0,0,0,0,0,0,367,383,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-14964194.1068337,8031267.65357302,1107,Thane,Harborview Elementary,33,43,48,62,52,57,66,0,0,0,0,0,0,0,328,361,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-15987251.4507826,11110366.6792061,1108,Kaktovik,Harold Kaveolook School,8,8,4,4,3,8,3,4,6,6,2,1,4,6,59,67,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-15987251.4507826,11110366.6792061,1109,Kaktovik,Harold Kaveolook School,10,4,3,7,3,4,5,6,2,1,4,5,2,4,50,60,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-15987251.4507826,11110366.6792061,1110,Kaktovik,Harold Kaveolook School,7,3,8,2,4,6,7,2,2,4,7,3,5,3,56,63,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-15987251.4507826,11110366.6792061,1111,Kaktovik,Harold Kaveolook School,8,8,2,3,5,7,2,2,3,7,2,4,4,3,52,60,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-15987251.4507826,11110366.6792061,1112,Kaktovik,Harold Kaveolook School,12,2,3,6,7,2,2,4,7,3,4,4,3,4,51,63,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-15987251.4507826,11110366.6792061,1113,Kaktovik,Harold Kaveolook School,11,3,5,3,8,3,3,6,6,1,1,4,6,2,51,62,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16294324.3590103,8656358.07605551,1114,Valdez,Hermon Hutchens Elementary,18,45,50,51,49,44,46,0,0,0,0,0,0,0,285,303,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16294324.3590103,8656358.07605551,1115,Valdez,Hermon Hutchens Elementary,11,54,45,52,37,53,49,0,0,0,0,0,0,0,290,301,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16294324.3590103,8656358.07605551,1116,Valdez,Hermon Hutchens Elementary,10,48,49,51,56,54,44,0,0,0,0,0,0,0,302,312,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16294324.3590103,8656358.07605551,1117,Valdez,Hermon Hutchens Elementary,17,54,52,50,50,42,46,0,0,0,0,0,0,0,294,311,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16294324.3590103,8656358.07605551,1118,Valdez,Hermon Hutchens Elementary,10,48,52,42,48,40,45,0,0,0,0,0,0,0,275,285,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16294324.3590103,8656358.07605551,1119,Valdez,Hermon Hutchens Elementary,5,48,48,48,44,43,40,0,0,0,0,0,0,0,271,276,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16672991.4704504,8670522.85720086,1120,Anchorage,Highland Academy Charter,0,0,0,0,0,0,0,18,28,16,30,28,17,24,161,161,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16672991.4704504,8670522.85720086,1121,Anchorage,Highland Academy Charter,0,0,0,0,0,0,0,21,14,29,35,20,34,26,179,179,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-18977383.7985059,9273100.04616697,1122,Savoonga,Hogarth Kingeekuk Sr. Memorial School,21,21,16,11,12,20,20,18,19,17,13,14,15,16,212,233,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-18977383.7985059,9273100.04616697,1123,Savoonga,Hogarth Kingeekuk Sr. Memorial School,20,22,26,24,19,18,16,11,11,22,17,15,15,13,229,249,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-18977383.7985059,9273100.04616697,1124,Savoonga,Hogarth Kingeekuk Sr. Memorial School,17,21,23,26,25,20,18,16,11,10,22,22,17,21,252,269,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-18977383.7985059,9273100.04616697,1125,Savoonga,Hogarth Kingeekuk Sr. Memorial School,22,25,24,20,16,16,11,11,22,18,12,17,14,11,217,239,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-18977383.7985059,9273100.04616697,1126,Savoonga,Hogarth Kingeekuk Sr. Memorial School,20,18,20,16,11,11,20,19,18,18,16,10,13,14,204,224,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-18977383.7985059,9273100.04616697,1127,Savoonga,Hogarth Kingeekuk Sr. Memorial School,21,26,20,17,16,10,12,21,19,17,18,11,10,10,207,228,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-14766535.1305935,7456026.61081976,1128,Hollis,Hollis School,4,0,2,3,2,1,2,1,1,0,1,1,0,0,14,18,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-14766535.1305935,7456026.61081976,1129,Hollis,Hollis School,1,2,0,4,1,2,1,0,0,1,2,0,0,0,13,14,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-14766535.1305935,7456026.61081976,1130,Hollis,Hollis School,4,2,1,3,3,1,2,2,1,1,0,1,1,0,18,22,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-14766535.1305935,7456026.61081976,1131,Hollis,Hollis School,2,0,3,2,0,3,2,2,1,2,3,1,0,1,20,22,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-14766535.1305935,7456026.61081976,1132,Hollis,Hollis School,1,5,2,3,1,3,1,2,2,1,1,0,1,1,23,24,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-14766535.1305935,7456026.61081976,1133,Hollis,Hollis School,0,0,2,0,1,2,0,0,2,2,1,0,0,0,10,10,2016/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-17785337.6831494,8906868.15403167,1134,Holy Cross,Holy Cross School,0,4,10,0,3,3,4,4,4,6,2,0,0,3,43,43,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-17785337.6831494,8906868.15403167,1135,Holy Cross,Holy Cross School,0,1,1,4,2,2,9,0,2,3,1,2,4,1,32,32,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-17785337.6831494,8906868.15403167,1136,Holy Cross,Holy Cross School,0,4,1,1,10,1,1,3,3,3,4,6,2,2,41,41,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-17785337.6831494,8906868.15403167,1137,Holy Cross,Holy Cross School,0,1,2,9,1,2,3,3,3,7,5,3,1,0,40,40,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-17785337.6831494,8906868.15403167,1138,Holy Cross,Holy Cross School,0,1,4,2,1,9,1,2,3,3,4,4,2,2,38,38,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-17785337.6831494,8906868.15403167,1139,Holy Cross,Holy Cross School,0,0,2,2,4,2,1,9,0,2,0,3,2,3,30,30,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-14964307.6727518,8031347.6622752,1140,Juneau,HomeBRIDGE,0,1,0,0,0,0,1,3,2,2,3,9,14,5,40,40,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-14964307.6727518,8031347.6622752,1141,Juneau,HomeBRIDGE,0,6,3,1,2,0,1,1,0,3,1,2,2,20,42,42,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-14964307.6727518,8031347.6622752,1142,Juneau,HomeBRIDGE,0,5,0,0,3,1,1,2,4,1,1,9,20,14,61,61,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-14964307.6727518,8031347.6622752,1143,Juneau,HomeBRIDGE,0,13,0,1,2,0,1,1,2,3,4,4,4,21,56,56,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-14964307.6727518,8031347.6622752,1144,Juneau,HomeBRIDGE,0,0,0,1,0,1,2,0,1,2,6,3,3,16,35,35,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-14964307.6727518,8031347.6622752,1145,Juneau,HomeBRIDGE,0,1,1,2,1,0,2,4,5,2,5,10,7,15,55,55,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16867048.0571318,8322174.56163939,1146,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,7,6,8,15,36,36,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16867048.0571318,8322174.56163939,1147,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,4,5,8,9,26,26,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16867048.0571318,8322174.56163939,1148,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,3,5,7,14,29,29,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16867048.0571318,8322174.56163939,1149,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,4,7,12,12,35,35,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16867048.0571318,8322174.56163939,1150,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,0,5,18,14,37,37,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16867048.0571318,8322174.56163939,1151,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,3,5,5,18,31,31,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16868016.0013663,8322603.36755633,1152,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,104,96,100,107,407,407,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16868016.0013663,8322603.36755633,1153,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,105,109,104,93,411,411,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16868016.0013663,8322603.36755633,1154,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,118,94,80,93,385,385,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16868016.0013663,8322603.36755633,1155,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,112,101,107,84,404,404,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16868016.0013663,8322603.36755633,1156,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,111,127,104,95,437,437,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16868016.0013663,8322603.36755633,1157,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,106,111,96,77,390,390,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16871035.7805551,8320741.24873136,1158,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,98,105,0,0,0,0,203,203,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-16871035.7805551,8320741.24873136,1159,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,91,95,0,0,0,0,186,186,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16871035.7805551,8320741.24873136,1160,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,94,98,0,0,0,0,192,192,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16871035.7805551,8320741.24873136,1161,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,99,93,0,0,0,0,192,192,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16871035.7805551,8320741.24873136,1162,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,95,99,0,0,0,0,194,194,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16871035.7805551,8320741.24873136,1163,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,96,103,0,0,0,0,199,199,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16647456.2093839,8698496.38875563,1164,Eagle River,Homestead Elementary,1,37,33,48,44,53,49,33,0,0,0,0,0,0,297,298,2014/07/01 08:00:00+00,2015/06/30 08:00:00+00,2014/2015,2015,2014/10/01 08:00:00+00
-16647456.2093839,8698496.38875563,1165,Eagle River,Homestead Elementary,2,38,48,43,54,49,48,39,0,0,0,0,0,0,319,321,2013/07/01 08:00:00+00,2014/06/30 08:00:00+00,2013/2014,2014,2013/10/01 08:00:00+00
-16647456.2093839,8698496.38875563,1166,Eagle River,Homestead Elementary,2,65,35,39,52,45,63,30,0,0,0,0,0,0,329,331,2015/07/01 08:00:00+00,2016/06/30 08:00:00+00,2015/2016,2016,2015/10/01 08:00:00+00
-16647456.2093839,8698496.38875563,1167,Eagle River,Homestead Elementary,2,47,40,61,47,48,44,37,0,0,0,0,0,0,324,326,2017/07/01 08:00:00+00,2018/06/30 08:00:00+00,2017/2018,2018,2017/10/01 08:00:00+00
-16647456.2093839,8698496.38875563,1168,Eagle River,Homestead Elementary,1,43,43,46,44,45,53,37,0,0,0,0,0,0,311,312,2012/07/01 08:00:00+00,2013/06/30 08:00:00+00,2012/2013,2013,2012/10/01 08:00:00+00
-16647456.2093839,8698496.38875563,1169,Eagle River,Homestead Elementary,4,36,62,41,42,50,40,50,0,0,0,0,0,0,321,325,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
-15077410.2299454,7990175.63775116,1170,Hoonah,Hoonah Elementary,2,9,14,11,6,9,7,12,0,0,0,0,0,0,68,70,2016/07/01 08:00:00+00,2017/06/30 08:00:00+00,2016/2017,2017,2016/10/01 08:00:00+00
