X,Y,OBJECTID,CommunityName,EntityName,GradCount,DataYear,AsOfDate,SchoolDistrict,Shape
-18064527.3076985,8593131.08468775,624,Atmautluak,Joann A. Alexie Memorial School,3,2014,2015/01/23 09:00:00+00,Lower Kuskokwim Schools,
-18064527.3076985,8593131.08468775,625,Atmautluak,Joann A. Alexie Memorial School,6,2015,2016/03/09 09:00:00+00,Lower Kuskokwim Schools,
-16664823.2435152,8741830.81188134,626,Wasilla,Joe Redington Senior Jr/Sr High School,0,2016,2017/02/21 09:00:00+00,Mat-Su Borough Schools,
-16664823.2435152,8741830.81188134,627,Wasilla,Joe Redington Senior Jr/Sr High School,0,2017,2018/01/17 09:00:00+00,Mat-Su Borough Schools,
-16298755.664667,10160499.7353131,628,Venetie,John Fredson School,4,2017,2018/01/17 09:00:00+00,Yukon Flats Schools,
-16298755.664667,10160499.7353131,629,Venetie,John Fredson School,1,2016,2017/02/21 09:00:00+00,Yukon Flats Schools,
-16298755.664667,10160499.7353131,630,Venetie,John Fredson School,2,2015,2016/03/09 09:00:00+00,Yukon Flats Schools,
-16298755.664667,10160499.7353131,631,Venetie,John Fredson School,0,2014,2015/01/23 09:00:00+00,Yukon Flats Schools,
-16298755.664667,10160499.7353131,632,Venetie,John Fredson School,0,2013,2014/01/22 09:00:00+00,Yukon Flats Schools,
-17600261.5618376,8828483.69667932,633,Crooked Creek,Johnnie John Sr. School,0,2013,2014/01/22 09:00:00+00,Kuspuk Schools,
-17600261.5618376,8828483.69667932,634,Crooked Creek,Johnnie John Sr. School,0,2014,2015/01/23 09:00:00+00,Kuspuk Schools,
-17600261.5618376,8828483.69667932,635,Crooked Creek,Johnnie John Sr. School,3,2015,2016/03/09 09:00:00+00,Kuspuk Schools,
-17600261.5618376,8828483.69667932,636,Crooked Creek,Johnnie John Sr. School,0,2016,2017/02/21 09:00:00+00,Kuspuk Schools,
-17600261.5618376,8828483.69667932,637,Crooked Creek,Johnnie John Sr. School,1,2017,2018/01/17 09:00:00+00,Kuspuk Schools,
-17171654.5394408,9890241.20649447,638,Hughes,Johnny Oldman School,0,2017,2018/01/17 09:00:00+00,Yukon-Koyukuk Schools,
-17171654.5394408,9890241.20649447,639,Hughes,Johnny Oldman School,0,2016,2017/02/21 09:00:00+00,Yukon-Koyukuk Schools,
-17171654.5394408,9890241.20649447,640,Hughes,Johnny Oldman School,2,2015,2016/03/09 09:00:00+00,Yukon-Koyukuk Schools,
-17171654.5394408,9890241.20649447,641,Hughes,Johnny Oldman School,2,2014,2015/01/23 09:00:00+00,Yukon-Koyukuk Schools,
-17171654.5394408,9890241.20649447,642,Hughes,Johnny Oldman School,1,2013,2014/01/22 09:00:00+00,Yukon-Koyukuk Schools,
-14968896.9533451,8036725.91658129,643,Juneau,Johnson Youth Center,8,2013,2014/01/22 09:00:00+00,Juneau Borough Schools,
-14968896.9533451,8036725.91658129,644,Juneau,Johnson Youth Center,4,2014,2015/01/23 09:00:00+00,Juneau Borough Schools,
-14968896.9533451,8036725.91658129,645,Juneau,Johnson Youth Center,8,2015,2016/03/09 09:00:00+00,Juneau Borough Schools,
-14968896.9533451,8036725.91658129,646,Juneau,Johnson Youth Center,8,2016,2017/02/21 09:00:00+00,Juneau Borough Schools,
-14968896.9533451,8036725.91658129,647,Juneau,Johnson Youth Center,6,2017,2018/01/17 09:00:00+00,Juneau Borough Schools,
-14964648.5202309,8031727.9894965,648,Juneau,Juneau-Douglas High School,131,2017,2018/01/17 09:00:00+00,Juneau Borough Schools,
-14964648.5202309,8031727.9894965,649,Juneau,Juneau-Douglas High School,131,2016,2017/02/21 09:00:00+00,Juneau Borough Schools,
-14964648.5202309,8031727.9894965,650,Juneau,Juneau-Douglas High School,139,2015,2016/03/09 09:00:00+00,Juneau Borough Schools,
-14964648.5202309,8031727.9894965,651,Juneau,Juneau-Douglas High School,149,2014,2015/01/23 09:00:00+00,Juneau Borough Schools,
-14964648.5202309,8031727.9894965,652,Juneau,Juneau-Douglas High School,128,2013,2014/01/22 09:00:00+00,Juneau Borough Schools,
-16817491.1605867,8354164.72923499,653,Kachemak,Kachemak Selo School,1,2013,2014/01/22 09:00:00+00,Kenai Peninsula Borough Schools,
-16817491.1605867,8354164.72923499,654,Kachemak,Kachemak Selo School,3,2014,2015/01/23 09:00:00+00,Kenai Peninsula Borough Schools,
-16817491.1605867,8354164.72923499,655,Kachemak,Kachemak Selo School,3,2015,2016/03/09 09:00:00+00,Kenai Peninsula Borough Schools,
-16817491.1605867,8354164.72923499,656,Kachemak,Kachemak Selo School,3,2016,2017/02/21 09:00:00+00,Kenai Peninsula Borough Schools,
-16817491.1605867,8354164.72923499,657,Kachemak,Kachemak Selo School,2,2017,2018/01/17 09:00:00+00,Kenai Peninsula Borough Schools,
-14910930.9978275,7755469.34208389,658,Kake,Kake Elementary & High School,5,2017,2018/01/17 09:00:00+00,Kake City Schools,
-14910930.9978275,7755469.34208389,659,Kake,Kake Elementary & High School,10,2016,2017/02/21 09:00:00+00,Kake City Schools,
-14910930.9978275,7755469.34208389,660,Kake,Kake Elementary & High School,5,2015,2016/03/09 09:00:00+00,Kake City Schools,
-14910930.9978275,7755469.34208389,661,Kake,Kake Elementary & High School,6,2014,2015/01/23 09:00:00+00,Kake City Schools,
-14910930.9978275,7755469.34208389,662,Kake,Kake Elementary & High School,7,2013,2014/01/22 09:00:00+00,Kake City Schools,
-18146097.631387,10985618.2624858,663,Point Lay,Kali School,2,2013,2014/01/22 09:00:00+00,North Slope Borough Schools,
-18146097.631387,10985618.2624858,664,Point Lay,Kali School,5,2014,2015/01/23 09:00:00+00,North Slope Borough Schools,
-18146097.631387,10985618.2624858,665,Point Lay,Kali School,2,2016,2017/02/21 09:00:00+00,North Slope Borough Schools,
-18146097.631387,10985618.2624858,666,Point Lay,Kali School,5,2015,2016/03/09 09:00:00+00,North Slope Borough Schools,
-18146097.631387,10985618.2624858,667,Point Lay,Kali School,1,2017,2018/01/17 09:00:00+00,North Slope Borough Schools,
-17669047.3665459,9432693.28040652,668,Kaltag,Kaltag School,0,2017,2018/01/17 09:00:00+00,Yukon-Koyukuk Schools,
-17669047.3665459,9432693.28040652,669,Kaltag,Kaltag School,0,2015,2016/03/09 09:00:00+00,Yukon-Koyukuk Schools,
-17669047.3665459,9432693.28040652,670,Kaltag,Kaltag School,0,2016,2017/02/21 09:00:00+00,Yukon-Koyukuk Schools,
-17669047.3665459,9432693.28040652,671,Kaltag,Kaltag School,2,2014,2015/01/23 09:00:00+00,Yukon-Koyukuk Schools,
-17669047.3665459,9432693.28040652,672,Kaltag,Kaltag School,1,2013,2014/01/22 09:00:00+00,Yukon-Koyukuk Schools,
-17191832.8611508,7875980.63828163,673,Karluk,Karluk School,3,2013,2014/01/22 09:00:00+00,Kodiak Island Borough Schools,
-17191832.8611508,7875980.63828163,674,Karluk,Karluk School,0,2014,2015/01/23 09:00:00+00,Kodiak Island Borough Schools,
-17191832.8611508,7875980.63828163,675,Karluk,Karluk School,1,2015,2016/03/09 09:00:00+00,Kodiak Island Borough Schools,
-17191832.8611508,7875980.63828163,676,Karluk,Karluk School,0,2016,2017/02/21 09:00:00+00,Kodiak Island Borough Schools,
-17191832.8611508,7875980.63828163,677,Karluk,Karluk School,1,2017,2018/01/17 09:00:00+00,Kodiak Island Borough Schools,
-16837498.7379014,8524104.21992414,678,Kenai,Kenai Alternative High School,27,2017,2018/01/17 09:00:00+00,Kenai Peninsula Borough Schools,
-16837498.7379014,8524104.21992414,679,Kenai,Kenai Alternative High School,33,2016,2017/02/21 09:00:00+00,Kenai Peninsula Borough Schools,
-16837498.7379014,8524104.21992414,680,Kenai,Kenai Alternative High School,36,2015,2016/03/09 09:00:00+00,Kenai Peninsula Borough Schools,
-16837498.7379014,8524104.21992414,681,Kenai,Kenai Alternative High School,33,2013,2014/01/22 09:00:00+00,Kenai Peninsula Borough Schools,
-16837498.7379014,8524104.21992414,682,Kenai,Kenai Alternative High School,43,2014,2015/01/23 09:00:00+00,Kenai Peninsula Borough Schools,
-16832957.8461097,8525782.7378073,683,Kenai,Kenai Central High School,108,2014,2015/01/23 09:00:00+00,Kenai Peninsula Borough Schools,
-16832957.8461097,8525782.7378073,684,Kenai,Kenai Central High School,102,2013,2014/01/22 09:00:00+00,Kenai Peninsula Borough Schools,
-16832957.8461097,8525782.7378073,685,Kenai,Kenai Central High School,107,2015,2016/03/09 09:00:00+00,Kenai Peninsula Borough Schools,
-16832957.8461097,8525782.7378073,686,Kenai,Kenai Central High School,102,2016,2017/02/21 09:00:00+00,Kenai Peninsula Borough Schools,
-16832957.8461097,8525782.7378073,687,Kenai,Kenai Central High School,119,2017,2018/01/17 09:00:00+00,Kenai Peninsula Borough Schools,
-16142183.2036542,8794599.05546619,688,Kenny Lake,Kenny Lake School,8,2017,2018/01/17 09:00:00+00,Copper River Schools,
-16142183.2036542,8794599.05546619,689,Kenny Lake,Kenny Lake School,3,2016,2017/02/21 09:00:00+00,Copper River Schools,
-16142183.2036542,8794599.05546619,690,Kenny Lake,Kenny Lake School,4,2015,2016/03/09 09:00:00+00,Copper River Schools,
-16142183.2036542,8794599.05546619,691,Kenny Lake,Kenny Lake School,6,2013,2014/01/22 09:00:00+00,Copper River Schools,
-16142183.2036542,8794599.05546619,692,Kenny Lake,Kenny Lake School,4,2014,2015/01/23 09:00:00+00,Copper River Schools,
-17970950.7344329,8582829.37044697,693,Kwethluk,Ket'acik/Aapalluk Memorial School,2,2013,2014/01/22 09:00:00+00,Lower Kuskokwim Schools,
-17970950.7344329,8582829.37044697,694,Kwethluk,Ket'acik/Aapalluk Memorial School,3,2015,2016/03/09 09:00:00+00,Lower Kuskokwim Schools,
-17970950.7344329,8582829.37044697,695,Kwethluk,Ket'acik/Aapalluk Memorial School,5,2014,2015/01/23 09:00:00+00,Lower Kuskokwim Schools,
-17970950.7344329,8582829.37044697,696,Kwethluk,Ket'acik/Aapalluk Memorial School,4,2016,2017/02/21 09:00:00+00,Lower Kuskokwim Schools,
-17970950.7344329,8582829.37044697,697,Kwethluk,Ket'acik/Aapalluk Memorial School,2,2017,2018/01/17 09:00:00+00,Lower Kuskokwim Schools,
-14658324.3096062,7430791.72796531,698,Ketchikan,Ketchikan High School,142,2017,2018/01/17 09:00:00+00,Ketchikan Gateway Borough Schools,
-14658324.3096062,7430791.72796531,699,Ketchikan,Ketchikan High School,128,2016,2017/02/21 09:00:00+00,Ketchikan Gateway Borough Schools,
-14658324.3096062,7430791.72796531,700,Ketchikan,Ketchikan High School,94,2014,2015/01/23 09:00:00+00,Ketchikan Gateway Borough Schools,
-14658324.3096062,7430791.72796531,701,Ketchikan,Ketchikan High School,130,2015,2016/03/09 09:00:00+00,Ketchikan Gateway Borough Schools,
-14658324.3096062,7430791.72796531,702,Ketchikan,Ketchikan High School,111,2013,2014/01/22 09:00:00+00,Ketchikan Gateway Borough Schools,
-14659135.8058736,7431050.12320817,703,Ketchikan,Ketchikan Regional Youth Facility,0,2015,2016/03/09 09:00:00+00,Ketchikan Gateway Borough Schools,
-14659135.8058736,7431050.12320817,704,Ketchikan,Ketchikan Regional Youth Facility,1,2014,2015/01/23 09:00:00+00,Ketchikan Gateway Borough Schools,
-14659135.8058736,7431050.12320817,705,Ketchikan,Ketchikan Regional Youth Facility,0,2016,2017/02/21 09:00:00+00,Ketchikan Gateway Borough Schools,
-17859797.6219732,10148010.7284959,706,Kiana,Kiana School,8,2016,2017/02/21 09:00:00+00,Northwest Arctic Borough Schools,
-17859797.6219732,10148010.7284959,707,Kiana,Kiana School,12,2015,2016/03/09 09:00:00+00,Northwest Arctic Borough Schools,
-17859797.6219732,10148010.7284959,708,Kiana,Kiana School,7,2017,2018/01/17 09:00:00+00,Northwest Arctic Borough Schools,
-17859797.6219732,10148010.7284959,709,Kiana,Kiana School,6,2014,2015/01/23 09:00:00+00,Northwest Arctic Borough Schools,
-17859797.6219732,10148010.7284959,710,Kiana,Kiana School,9,2013,2014/01/22 09:00:00+00,Northwest Arctic Borough Schools,
-17450106.3145825,11505732.1805891,711,Utqiagvik,Kiita Learning Community,10,2013,2014/01/22 09:00:00+00,North Slope Borough Schools,
-17450106.3145825,11505732.1805891,712,Utqiagvik,Kiita Learning Community,3,2014,2015/01/23 09:00:00+00,North Slope Borough Schools,
-17450106.3145825,11505732.1805891,713,Utqiagvik,Kiita Learning Community,31,2017,2018/01/17 09:00:00+00,North Slope Borough Schools,
-17450106.3145825,11505732.1805891,714,Utqiagvik,Kiita Learning Community,22,2015,2016/03/09 09:00:00+00,North Slope Borough Schools,
-17450106.3145825,11505732.1805891,715,Utqiagvik,Kiita Learning Community,14,2016,2017/02/21 09:00:00+00,North Slope Borough Schools,
-18068942.4297276,7373654.51247622,716,King Cove,King Cove School,9,2016,2017/02/21 09:00:00+00,Aleutians East Borough Schools,
-18068942.4297276,7373654.51247622,717,King Cove,King Cove School,4,2017,2018/01/17 09:00:00+00,Aleutians East Borough Schools,
-18068942.4297276,7373654.51247622,718,King Cove,King Cove School,5,2015,2016/03/09 09:00:00+00,Aleutians East Borough Schools,
-18068942.4297276,7373654.51247622,719,King Cove,King Cove School,7,2014,2015/01/23 09:00:00+00,Aleutians East Borough Schools,
-18068942.4297276,7373654.51247622,720,King Cove,King Cove School,12,2013,2014/01/22 09:00:00+00,Aleutians East Borough Schools,
-14816520.7933044,7470039.97428131,721,Klawock,Klawock City School,7,2013,2014/01/22 09:00:00+00,Klawock City Schools,
-14816520.7933044,7470039.97428131,722,Klawock,Klawock City School,11,2014,2015/01/23 09:00:00+00,Klawock City Schools,
-14816520.7933044,7470039.97428131,723,Klawock,Klawock City School,12,2015,2016/03/09 09:00:00+00,Klawock City Schools,
-14816520.7933044,7470039.97428131,724,Klawock,Klawock City School,5,2016,2017/02/21 09:00:00+00,Klawock City Schools,
-14816520.7933044,7470039.97428131,725,Klawock,Klawock City School,6,2017,2018/01/17 09:00:00+00,Klawock City Schools,
-15127862.0580521,8267444.94090688,726,Klukwan,Klukwan School,0,2017,2018/01/17 09:00:00+00,Chatham Schools,
-15127862.0580521,8267444.94090688,727,Klukwan,Klukwan School,0,2016,2017/02/21 09:00:00+00,Chatham Schools,
-15127862.0580521,8267444.94090688,728,Klukwan,Klukwan School,1,2015,2016/03/09 09:00:00+00,Chatham Schools,
-15127862.0580521,8267444.94090688,729,Klukwan,Klukwan School,1,2014,2015/01/23 09:00:00+00,Chatham Schools,
-15127862.0580521,8267444.94090688,730,Klukwan,Klukwan School,0,2013,2014/01/22 09:00:00+00,Chatham Schools,
-17464016.5388889,10129908.071337,731,Kobuk,Kobuk School,2,2013,2014/01/22 09:00:00+00,Northwest Arctic Borough Schools,
-17464016.5388889,10129908.071337,732,Kobuk,Kobuk School,3,2014,2015/01/23 09:00:00+00,Northwest Arctic Borough Schools,
-17464016.5388889,10129908.071337,733,Kobuk,Kobuk School,4,2015,2016/03/09 09:00:00+00,Northwest Arctic Borough Schools,
-17464016.5388889,10129908.071337,734,Kobuk,Kobuk School,1,2016,2017/02/21 09:00:00+00,Northwest Arctic Borough Schools,
-17464016.5388889,10129908.071337,735,Kobuk,Kobuk School,0,2017,2018/01/17 09:00:00+00,Northwest Arctic Borough Schools,
-16964482.7389716,7923990.63966483,736,Kodiak,Kodiak High School,157,2017,2018/01/17 09:00:00+00,Kodiak Island Borough Schools,
-16964482.7389716,7923990.63966483,737,Kodiak,Kodiak High School,162,2016,2017/02/21 09:00:00+00,Kodiak Island Borough Schools,
-16964482.7389716,7923990.63966483,738,Kodiak,Kodiak High School,185,2014,2015/01/23 09:00:00+00,Kodiak Island Borough Schools,
-16964482.7389716,7923990.63966483,739,Kodiak,Kodiak High School,182,2015,2016/03/09 09:00:00+00,Kodiak Island Borough Schools,
-16964482.7389716,7923990.63966483,740,Kodiak,Kodiak High School,146,2013,2014/01/22 09:00:00+00,Kodiak Island Borough Schools,
-17226600.5033719,8276103.37930113,741,Kokhanok,Kokhanok School,5,2013,2014/01/22 09:00:00+00,Lake and Peninsula Borough Schools,
-17226600.5033719,8276103.37930113,742,Kokhanok,Kokhanok School,3,2015,2016/03/09 09:00:00+00,Lake and Peninsula Borough Schools,
-17226600.5033719,8276103.37930113,743,Kokhanok,Kokhanok School,0,2014,2015/01/23 09:00:00+00,Lake and Peninsula Borough Schools,
-17226600.5033719,8276103.37930113,744,Kokhanok,Kokhanok School,0,2016,2017/02/21 09:00:00+00,Lake and Peninsula Borough Schools,
-17226600.5033719,8276103.37930113,745,Kokhanok,Kokhanok School,0,2017,2018/01/17 09:00:00+00,Lake and Peninsula Borough Schools,
-17508942.5015364,8339163.38345391,746,Koliganek,Koliganek School,3,2017,2018/01/17 09:00:00+00,Southwest Region Schools,
-17508942.5015364,8339163.38345391,747,Koliganek,Koliganek School,0,2016,2017/02/21 09:00:00+00,Southwest Region Schools,
-17508942.5015364,8339163.38345391,748,Koliganek,Koliganek School,7,2015,2016/03/09 09:00:00+00,Southwest Region Schools,
-17508942.5015364,8339163.38345391,749,Koliganek,Koliganek School,5,2014,2015/01/23 09:00:00+00,Southwest Region Schools,
-17508942.5015364,8339163.38345391,750,Koliganek,Koliganek School,4,2013,2014/01/22 09:00:00+00,Southwest Region Schools,
-18206843.001264,9108002.03228626,751,Kotlik,Kotlik School,6,2013,2014/01/22 09:00:00+00,Lower Yukon Schools,
-18206843.001264,9108002.03228626,752,Kotlik,Kotlik School,8,2014,2015/01/23 09:00:00+00,Lower Yukon Schools,
-18206843.001264,9108002.03228626,753,Kotlik,Kotlik School,11,2015,2016/03/09 09:00:00+00,Lower Yukon Schools,
-18206843.001264,9108002.03228626,754,Kotlik,Kotlik School,7,2016,2017/02/21 09:00:00+00,Lower Yukon Schools,
-18206843.001264,9108002.03228626,755,Kotlik,Kotlik School,6,2017,2018/01/17 09:00:00+00,Lower Yukon Schools,
-18098682.8714993,10128148.3546881,756,Kotzebue,Kotzebue Middle/High School,44,2017,2018/01/17 09:00:00+00,Northwest Arctic Borough Schools,
-18098682.8714993,10128148.3546881,757,Kotzebue,Kotzebue Middle/High School,36,2016,2017/02/21 09:00:00+00,Northwest Arctic Borough Schools,
-18098682.8714993,10128148.3546881,758,Kotzebue,Kotzebue Middle/High School,37,2015,2016/03/09 09:00:00+00,Northwest Arctic Borough Schools,
-18098682.8714993,10128148.3546881,759,Kotzebue,Kotzebue Middle/High School,32,2014,2015/01/23 09:00:00+00,Northwest Arctic Borough Schools,
-18098682.8714993,10128148.3546881,760,Kotzebue,Kotzebue Middle/High School,32,2013,2014/01/22 09:00:00+00,Northwest Arctic Borough Schools,
-17939937.9921446,9590494.88735885,761,Koyuk,Koyuk-Malimiut School,0,2014,2015/01/23 09:00:00+00,Bering Strait Schools,
-17939937.9921446,9590494.88735885,762,Koyuk,Koyuk-Malimiut School,5,2013,2014/01/22 09:00:00+00,Bering Strait Schools,
-17939937.9921446,9590494.88735885,763,Koyuk,Koyuk-Malimiut School,7,2015,2016/03/09 09:00:00+00,Bering Strait Schools,
-17939937.9921446,9590494.88735885,764,Koyuk,Koyuk-Malimiut School,10,2016,2017/02/21 09:00:00+00,Bering Strait Schools,
-17939937.9921446,9590494.88735885,765,Koyuk,Koyuk-Malimiut School,3,2017,2018/01/17 09:00:00+00,Bering Strait Schools,
-18022316.671889,8344637.30557379,766,Quinhagak,Kuinerrarmiut Elitnaurviat,8,2017,2018/01/17 09:00:00+00,Lower Kuskokwim Schools,
-18022316.671889,8344637.30557379,767,Quinhagak,Kuinerrarmiut Elitnaurviat,8,2016,2017/02/21 09:00:00+00,Lower Kuskokwim Schools,
-18022316.671889,8344637.30557379,768,Quinhagak,Kuinerrarmiut Elitnaurviat,4,2015,2016/03/09 09:00:00+00,Lower Kuskokwim Schools,
-18022316.671889,8344637.30557379,769,Quinhagak,Kuinerrarmiut Elitnaurviat,5,2014,2015/01/23 09:00:00+00,Lower Kuskokwim Schools,
-18022316.671889,8344637.30557379,770,Quinhagak,Kuinerrarmiut Elitnaurviat,3,2013,2014/01/22 09:00:00+00,Lower Kuskokwim Schools,
-18008216.1993446,8580524.84134851,771,Bethel,Kuskokwim Learning Academy,7,2013,2014/01/22 09:00:00+00,Lower Kuskokwim Schools,
-18008216.1993446,8580524.84134851,772,Bethel,Kuskokwim Learning Academy,14,2014,2015/01/23 09:00:00+00,Lower Kuskokwim Schools,
-18008216.1993446,8580524.84134851,773,Bethel,Kuskokwim Learning Academy,27,2015,2016/03/09 09:00:00+00,Lower Kuskokwim Schools,
-18008216.1993446,8580524.84134851,774,Bethel,Kuskokwim Learning Academy,21,2016,2017/02/21 09:00:00+00,Lower Kuskokwim Schools,
-18008216.1993446,8580524.84134851,775,Bethel,Kuskokwim Learning Academy,34,2017,2018/01/17 09:00:00+00,Lower Kuskokwim Schools,
-18162622.9627071,8372425.74640045,776,Kwigillingok,Kwigillingok School,7,2017,2018/01/17 09:00:00+00,Lower Kuskokwim Schools,
-18162622.9627071,8372425.74640045,777,Kwigillingok,Kwigillingok School,4,2016,2017/02/21 09:00:00+00,Lower Kuskokwim Schools,
-18162622.9627071,8372425.74640045,778,Kwigillingok,Kwigillingok School,12,2015,2016/03/09 09:00:00+00,Lower Kuskokwim Schools,
-18162622.9627071,8372425.74640045,779,Kwigillingok,Kwigillingok School,1,2014,2015/01/23 09:00:00+00,Lower Kuskokwim Schools,
-18162622.9627071,8372425.74640045,780,Kwigillingok,Kwigillingok School,4,2013,2014/01/22 09:00:00+00,Lower Kuskokwim Schools,
-17440287.3323655,8114433.93974929,781,King Salmon,Lakeview Home School,0,2013,2014/01/22 09:00:00+00,Lake and Peninsula Borough Schools,
-17440287.3323655,8114433.93974929,782,King Salmon,Lakeview Home School,0,2014,2015/01/23 09:00:00+00,Lake and Peninsula Borough Schools,
-17440287.3323655,8114433.93974929,783,King Salmon,Lakeview Home School,0,2015,2016/03/09 09:00:00+00,Lake and Peninsula Borough Schools,
-17440287.3323655,8114433.93974929,784,King Salmon,Lakeview Home School,0,2016,2017/02/21 09:00:00+00,Lake and Peninsula Borough Schools,
-17440287.3323655,8114433.93974929,785,King Salmon,Lakeview Home School,0,2017,2018/01/17 09:00:00+00,Lake and Peninsula Borough Schools,
-17141039.5777606,7870771.7439907,786,Larsen Bay,Larsen Bay School,1,2017,2018/01/17 09:00:00+00,Kodiak Island Borough Schools,
-17141039.5777606,7870771.7439907,787,Larsen Bay,Larsen Bay School,2,2016,2017/02/21 09:00:00+00,Kodiak Island Borough Schools,
-17141039.5777606,7870771.7439907,788,Larsen Bay,Larsen Bay School,1,2015,2016/03/09 09:00:00+00,Kodiak Island Borough Schools,
-17141039.5777606,7870771.7439907,789,Larsen Bay,Larsen Bay School,1,2014,2015/01/23 09:00:00+00,Kodiak Island Borough Schools,
-17141039.5777606,7870771.7439907,790,Larsen Bay,Larsen Bay School,0,2013,2014/01/22 09:00:00+00,Kodiak Island Borough Schools,
-16445478.454015,9565274.40655894,791,Fairbanks,Lathrop High School,196,2013,2014/01/22 09:00:00+00,Fairbanks North Star Borough Schools,
-16445478.454015,9565274.40655894,792,Fairbanks,Lathrop High School,203,2014,2015/01/23 09:00:00+00,Fairbanks North Star Borough Schools,
-16445478.454015,9565274.40655894,793,Fairbanks,Lathrop High School,189,2015,2016/03/09 09:00:00+00,Fairbanks North Star Borough Schools,
-16445478.454015,9565274.40655894,794,Fairbanks,Lathrop High School,200,2016,2017/02/21 09:00:00+00,Fairbanks North Star Borough Schools,
-16445478.454015,9565274.40655894,795,Fairbanks,Lathrop High School,160,2017,2018/01/17 09:00:00+00,Fairbanks North Star Borough Schools,
-15553869.595456,8299463.96712589,796,Yakutat,LEAD Correspondence,1,2017,2018/01/17 09:00:00+00,Yakutat City Schools,
-15553869.595456,8299463.96712589,797,Yakutat,LEAD Correspondence,0,2015,2016/03/09 09:00:00+00,Yakutat City Schools,
-15553869.595456,8299463.96712589,798,Yakutat,LEAD Correspondence,0,2016,2017/02/21 09:00:00+00,Yakutat City Schools,
-17461296.9876988,8204734.30577395,799,Levelock,Levelock School,1,2017,2018/01/17 09:00:00+00,Lake and Peninsula Borough Schools,
-17461296.9876988,8204734.30577395,800,Levelock,Levelock School,3,2016,2017/02/21 09:00:00+00,Lake and Peninsula Borough Schools,
-17461296.9876988,8204734.30577395,801,Levelock,Levelock School,4,2015,2016/03/09 09:00:00+00,Lake and Peninsula Borough Schools,
-17461296.9876988,8204734.30577395,802,Levelock,Levelock School,0,2014,2015/01/23 09:00:00+00,Lake and Peninsula Borough Schools,
-17461296.9876988,8204734.30577395,803,Levelock,Levelock School,2,2013,2014/01/22 09:00:00+00,Lake and Peninsula Borough Schools,
-18109048.9762118,8476454.38837005,804,Tuntutuliak,Lewis Angapak Memorial School,2,2013,2014/01/22 09:00:00+00,Lower Kuskokwim Schools,
-18109048.9762118,8476454.38837005,805,Tuntutuliak,Lewis Angapak Memorial School,6,2014,2015/01/23 09:00:00+00,Lower Kuskokwim Schools,
-18109048.9762118,8476454.38837005,806,Tuntutuliak,Lewis Angapak Memorial School,7,2015,2016/03/09 09:00:00+00,Lower Kuskokwim Schools,
-18109048.9762118,8476454.38837005,807,Tuntutuliak,Lewis Angapak Memorial School,6,2016,2017/02/21 09:00:00+00,Lower Kuskokwim Schools,
-18109048.9762118,8476454.38837005,808,Tuntutuliak,Lewis Angapak Memorial School,9,2017,2018/01/17 09:00:00+00,Lower Kuskokwim Schools,
-17705712.9878287,8176671.59783616,809,Manokotak,Manokotak School,14,2017,2018/01/17 09:00:00+00,Southwest Region Schools,
-17705712.9878287,8176671.59783616,810,Manokotak,Manokotak School,8,2016,2017/02/21 09:00:00+00,Southwest Region Schools,
-17705712.9878287,8176671.59783616,811,Manokotak,Manokotak School,10,2015,2016/03/09 09:00:00+00,Southwest Region Schools,
-17705712.9878287,8176671.59783616,812,Manokotak,Manokotak School,9,2014,2015/01/23 09:00:00+00,Southwest Region Schools,
-17705712.9878287,8176671.59783616,813,Manokotak,Manokotak School,7,2013,2014/01/22 09:00:00+00,Southwest Region Schools,
-16835105.8978396,8527043.80220634,814,Kenai,Marathon School,0,2014,2015/01/23 09:00:00+00,Kenai Peninsula Borough Schools,
-16835105.8978396,8527043.80220634,815,Kenai,Marathon School,1,2013,2014/01/22 09:00:00+00,Kenai Peninsula Borough Schools,
-16835105.8978396,8527043.80220634,816,Kenai,Marathon School,0,2015,2016/03/09 09:00:00+00,Kenai Peninsula Borough Schools,
-16835105.8978396,8527043.80220634,817,Kenai,Marathon School,1,2016,2017/02/21 09:00:00+00,Kenai Peninsula Borough Schools,
-16835105.8978396,8527043.80220634,818,Kenai,Marathon School,0,2017,2018/01/17 09:00:00+00,Kenai Peninsula Borough Schools,
-18043445.4172589,8830542.01670164,819,Marshall,Marshall School,5,2017,2018/01/17 09:00:00+00,Lower Yukon Schools,
-18043445.4172589,8830542.01670164,820,Marshall,Marshall School,10,2016,2017/02/21 09:00:00+00,Lower Yukon Schools,
-18043445.4172589,8830542.01670164,821,Marshall,Marshall School,3,2015,2016/03/09 09:00:00+00,Lower Yukon Schools,
-18043445.4172589,8830542.01670164,822,Marshall,Marshall School,2,2014,2015/01/23 09:00:00+00,Lower Yukon Schools,
-18043445.4172589,8830542.01670164,823,Marshall,Marshall School,2,2013,2014/01/22 09:00:00+00,Lower Yukon Schools,
-18148982.7444935,9488968.34298974,824,Golovin,Martin L. Olson School,3,2013,2014/01/22 09:00:00+00,Bering Strait Schools,
-18148982.7444935,9488968.34298974,825,Golovin,Martin L. Olson School,3,2014,2015/01/23 09:00:00+00,Bering Strait Schools,
-18148982.7444935,9488968.34298974,826,Golovin,Martin L. Olson School,2,2015,2016/03/09 09:00:00+00,Bering Strait Schools,
