X,Y,OBJECTID,Place,Geo_Src,e_Per_Capita_Income,m_Per_Capita_Income,e_median_Household_Income,m_median_Household_Income,e_median_Family_Income,m_median_Family_Income,e_Pop_of_Poverty_Det,m_Pop_of_Poverty_Det,e_Pop_Below_125pct_Poverty,m_Pop_Below_125pct_Poverty,e_Pop_Below_Poverty,m_Pop_Below_Poverty,e_Pop_18_64_of_Poverty_Det,m_Pop_18_64_of_Poverty_Det,e_Pop_18_64_Below_Poverty,m_Pop_18_64_Below_Poverty,e_Pop_65_plus_of_Poverty_Det,m_Pop_65_plus_of_Poverty_Det,e_Pop_65_plus_Below_Poverty,m_Pop_65_plus_Below_Poverty,e_Pop_under_18_of_Poverty_Det,m_Pop_under_18_of_Poverty_Det,e_Pop_under_18_Below_Poverty,m_Pop_under_18_Below_Poverty,e_Households_Below_Poverty,m_Households_Below_Poverty,Start_Year,End_Year,PlaceID
-19391877.4279502,6835970.93964706,4283,Atka,P,26397,11011,60000,47180,69375,64714,60,19,8,10,0,9,47,18,0,9,3,3,0,9,10,6,0,9,0,9,2009,2013,{C80F8014-AF4E-4834-B4A8-DED62C0786C1}
-18064527.563622,8593130.12141586,4284,Atmautluak,P,13606,3861,50500,9554,44306,9340,295,65,93,38,60,36,164,38,31,23,16,8,0,9,115,34,29,17,10,8,2009,2013,{887F3239-34EE-4A3A-9B7A-522E212DA730}
-17524309.1239729,11227484.1041681,4285,Atqasuk,P,18036,3255,60000,22804,44167,17895,276,67,88,34,53,20,147,40,36,15,23,13,1,2,106,34,16,11,7,7,2009,2013,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A}
19277285.2935183,6950872.61663701,4286,Attu Station,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{4B169010-F268-45A8-8444-F0B5873ABDEE}
-16409897.2332955,9557080.87200411,4287,Badger,P,30576,1820,77394,5055,91018,6701,20604,1262,1534,451,1090,365,13576,793,669,206,1129,221,18,29,5899,844,403,234,235,135,2009,2013,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB}
-17450559.5702569,11501957.3747615,4288,Utqiagvik,P,30324,4362,90500,23293,95000,30577,4158,103,733,237,497,221,2652,161,264,101,197,67,0,9,1309,163,233,149,70,41,2009,2013,{2697EF3A-7387-4208-B455-A046543D1AA7}
-16631388.3051022,8437358.45632469,4289,Bear Creek,P,29180,5659,81392,23350,79444,11454,1754,481,186,97,186,97,1189,343,166,85,144,133,0,9,421,189,20,27,7,12,2009,2013,{2B076D8C-6D9B-439C-90F1-92FEAE651E60}
-16408175.5504662,9976173.30142884,4290,Beaver,P,13997,3606,22500,4881,26250,18109,98,36,36,18,34,18,74,23,29,14,4,4,0,9,20,19,5,6,10,8,2009,2013,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1}
-16814033.880103,8665458.63172155,4291,Beluga,P,13714,13987,13125,24654,,,7,5,5,6,3,4,5,6,3,4,2,3,0,9,0,9,0,9,0,9,2009,2013,{D72A5701-11AB-4596-AA0D-A2881CCB42B1}
-18008351.1575292,8578036.2426842,4292,Bethel,P,29968,3082,77500,9366,77857,17958,5916,114,922,343,721,286,3752,157,414,142,243,90,18,22,1921,162,289,181,117,58,2009,2013,{7B1302D1-C2B4-402C-8C43-141B93681692}
-16865833.0263745,10133834.8462918,4293,Bettles,P,43884,12213,76250,69227,,,19,14,0,9,0,9,14,13,0,9,5,4,0,9,0,9,0,9,0,9,2009,2013,{C4674250-987C-40CD-B550-D246607343D4}
-16234228.4764685,9387246.18503888,4294,Big Delta,P,23059,4435,57885,10015,56923,10091,638,218,90,78,83,72,436,155,83,72,84,58,0,9,118,86,0,9,0,9,2009,2013,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E}
-16677792.4607889,8753752.14376509,4295,Big Lake,P,27916,3468,63512,7835,70903,8940,3978,404,607,218,452,160,2335,261,266,97,526,115,6,9,1117,207,180,87,65,33,2009,2013,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D}
-16232379.5305256,9949191.5835814,4296,Birch Creek,P,8792,3770,4583,33207,,,12,10,12,10,9,8,12,10,9,8,0,9,0,9,0,9,0,9,0,9,2009,2013,{6EA0B92C-E267-478F-99A6-DA6EAC948390}
-18533827.0925877,9697033.79061887,4297,Brevig Mission,P,8389,1478,34125,3482,30375,3463,405,57,248,59,230,57,227,36,123,32,6,6,2,3,172,29,105,30,44,21,2009,2013,{01088110-F1CF-4DF6-A7C8-446D20A2B257}
-17936800.4854698,9870732.665245,4298,Buckland,P,11489,1900,48281,13366,48125,7898,576,78,202,53,140,49,295,43,75,24,22,12,6,4,259,49,59,29,24,11,2009,2013,{2FD931D4-12DB-45C2-834A-4B4559E54BA5}
-16587840.1502488,8786318.64725492,4299,Buffalo Soapstone,P,31950,6912,74107,18983,82813,20010,892,171,125,97,40,30,553,84,30,23,47,25,3,5,292,111,7,10,10,11,2009,2013,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97}
-16590548.7890119,8751263.55536645,4300,Butte,P,31695,2509,78750,7719,86250,4556,3492,250,480,125,317,76,2229,192,209,49,423,66,6,7,840,116,102,43,56,20,2009,2013,{9A9D4747-657F-4044-BB90-7E45B94AB987}
-16574958.5798197,9197127.80929988,4301,Cantwell,P,28576,5685,53438,10870,64063,16291,195,56,20,19,20,19,115,41,10,8,41,19,0,9,39,23,10,12,4,5,2009,2013,{E263C114-3707-494D-84BF-BCBDC754E133}
-16121504.109879,9760330.07088335,4302,Central,P,25522,6890,45313,34534,72857,21100,107,41,12,12,8,11,79,30,8,11,11,10,0,9,17,17,0,9,0,9,2009,2013,{5729F5A2-2D55-4611-8C20-838834BEA9AA}
-15999716.2175498,10057166.2574094,4303,Chalkyitsik,P,12628,5997,38750,16617,32500,12609,65,28,37,21,22,17,27,15,7,8,6,7,2,3,32,17,13,11,4,4,2009,2013,{98D5F010-433A-452A-8E40-1DC756B3B809}
-16703629.7221717,8966595.56435427,4304,Chase,P,,,,,,,14,21,0,9,0,9,14,21,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{427130A7-E294-4C77-9945-66799C9AE903}
-18287603.8577055,8435002.51586496,4305,Chefornak,P,10537,2280,51563,15518,53750,9859,493,85,131,53,82,44,277,50,38,18,18,10,0,9,198,45,44,30,12,8,2009,2013,{A446B551-74BE-4F56-B131-523C342C41BA}
-16471851.3428201,9562652.6716704,4306,Chena Ridge,P,45198,11341,90821,17777,106625,16349,6252,709,315,213,179,158,4358,612,166,151,400,164,0,13,1494,319,13,21,57,71,2009,2013,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B}
-16476658.3627789,8414356.69050082,4307,Chenega,P,13187,7784,47813,40416,48438,20865,84,57,38,43,35,43,45,43,27,41,9,8,3,6,30,30,5,7,6,7,2009,2013,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770}
-18433453.2225289,8748225.03058707,4308,Chevak,P,9888,1403,40096,4963,37500,7985,1062,124,490,86,379,78,571,77,183,41,38,14,0,9,453,62,196,43,69,18,2009,2013,{8ECE306F-1205-474A-AF5D-5A82326AFDD3}
-16528585.7995315,8810988.71208775,4309,Chickaloon,P,30560,5194,58750,32255,84107,44802,238,73,44,29,32,24,176,70,23,18,41,22,4,5,21,16,5,8,3,5,2009,2013,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8}
-15799981.5073964,9368230.73085785,4310,Chicken,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{0C46910A-CF22-422A-A69E-499EC6219D46}
-17648342.8318143,7620462.28603756,4311,Chignik Lagoon,P,49068,10762,123750,40815,138750,24827,72,32,0,9,0,9,49,22,0,9,1,2,0,9,22,14,0,9,0,9,2009,2013,{5FBF89C8-6F1F-4610-B81F-18286B0993C8}
-17673425.6845703,7609093.07634509,4312,Chignik Lake,P,23418,5586,68125,38644,81250,46493,60,21,3,3,3,3,35,13,2,3,4,4,1,3,21,13,0,9,0,9,2009,2013,{F821657B-F119-4950-BB18-F827B06C680C}
-17634583.1537608,7618623.8936503,4313,Chignik,P,25960,6366,95625,55784,107500,27985,101,37,6,7,6,7,53,20,3,5,8,7,3,4,40,20,0,9,0,9,2009,2013,{99F023D0-9290-48CE-8E68-5683A57192DC}
-16945366.5635001,7887490.67201661,4314,Chiniak,P,,,,,,,11,18,0,9,0,9,7,12,0,9,4,7,0,9,0,9,0,9,0,9,2009,2013,{9C0DF89A-A248-470E-82A5-F25ED75A098A}
-15811293.2362289,8873304.3872249,4315,Chisana,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222}
-16103943.6835133,8994702.92422141,4316,Chistochina,P,21100,5630,24219,43126,24453,56131,113,63,19,26,18,25,91,60,18,25,14,21,0,9,8,9,0,9,5,8,2009,2013,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48}
-16079111.6919015,8745393.57916078,4317,Chitina,P,22444,11919,33750,17856,46875,11702,61,32,12,12,12,12,36,24,7,10,6,6,0,9,19,16,5,8,1,3,2009,2013,{5CD6634F-015C-4D3A-8F00-755FB6A3D186}
-17726740.7758825,8759043.86328533,4318,Chuathbaluk,P,15424,4412,60893,8579,60417,21248,98,46,40,27,40,27,44,26,13,11,10,13,2,3,44,21,25,18,9,6,2009,2013,{493BC9A8-7869-476D-9319-B88C76EB388A}
-16037437.1538392,9829561.30812307,4319,Circle,P,12747,7364,17361,3444,21250,18672,103,43,68,39,60,39,46,16,23,12,12,8,0,9,45,32,37,31,12,7,2009,2013,{98B27D83-9E27-4EE6-A6AB-CEED07523629}
-16854020.1963051,8450323.80317593,4320,Clam Gulch,P,32322,12564,28750,40408,95500,100779,117,53,28,25,13,15,87,42,9,14,14,16,0,9,16,22,4,7,4,7,2009,2013,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9}
-17649480.0562589,8144709.0209932,4321,Clark's Point,P,8596,3137,21875,18530,26875,40973,84,29,40,24,40,24,53,20,23,13,2,3,2,3,29,16,15,15,5,5,2009,2013,{16FFACBB-CCBD-4A00-829F-F89904105FD5}
-14786374.5823039,7561211.62728565,4322,Coffman Cove,P,26055,5783,31250,20222,76250,21245,119,51,24,20,12,15,93,46,10,14,16,11,2,3,10,11,0,9,0,9,2009,2013,{1F684F46-814E-4675-B09B-A8449105B5E9}
-16844818.5447846,8482380.58204922,4323,Cohoe,P,28249,3074,58958,7005,73563,9368,1435,243,286,95,213,72,1030,177,170,61,166,65,11,17,239,106,32,26,35,18,2009,2013,{9F0FE231-3223-4A37-89B8-9182CD7AB22F}
-18113349.5399095,7402060.39389685,4324,Cold Bay,P,41585,12284,54688,5750,86250,55953,52,27,3,4,3,4,44,22,3,4,0,9,0,9,8,11,0,9,0,9,2009,2013,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C}
-16719029.6188946,10229447.6395967,4325,Coldfoot,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887}
-16453332.4338201,9570778.8919546,4326,College,P,32065,2389,68627,7297,100938,8581,13082,1157,1640,664,1209,442,9393,887,923,359,1123,205,48,74,2566,562,238,157,203,111,2009,2013,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B}
-16676595.5791161,8510749.69663507,4327,Cooper Landing,P,36362,11539,60357,72513,62321,105979,227,108,13,21,13,21,114,75,0,9,98,88,13,21,15,25,0,9,0,9,2009,2013,{CB929A5F-AF01-4DE3-8855-87193B97F75F}
-16175312.0055638,8848480.42628687,4328,Copper Center,P,22786,5031,42917,29096,42917,28369,375,97,97,54,67,38,239,71,33,19,24,16,0,9,112,43,34,25,16,13,2009,2013,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2}
-16225948.4460254,8521876.53212947,4329,Cordova,P,37992,5239,96875,13708,116115,15920,2567,297,56,55,25,23,1599,213,17,18,351,101,8,13,617,158,0,9,0,9,2009,2013,{3921BE55-50DD-4433-8958-D5D2F2D001AE}
-15138316.180303,8265975.50286927,4330,Covenant Life,P,22059,9234,34286,269920,,,127,131,11,16,11,16,79,83,11,16,7,12,0,9,41,51,0,9,0,9,2009,2013,{E4085300-359F-4509-9843-50524D6A0692}
-14822310.7172787,7454810.18503479,4331,Craig,P,27170,2932,59643,10198,62174,10304,1291,127,311,87,227,86,852,85,112,40,97,29,2,3,342,68,113,53,47,19,2009,2013,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B}
-17600258.9864611,8828483.63717886,4332,Crooked Creek,P,11520,3459,35000,10185,39000,20909,120,51,56,35,23,16,60,28,14,13,8,8,2,3,52,28,7,6,4,4,2009,2013,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8}
-16627741.9393352,8493690.12094984,4333,Crown Point,P,23643,3348,56513,22655,,,95,79,5,11,5,11,65,63,0,9,5,11,5,11,25,37,0,9,0,9,2009,2013,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1}
-18114891.8501924,9897862.18415849,4334,Deering,P,18576,5472,47000,10643,57813,15331,96,30,13,13,13,13,64,19,8,7,4,4,0,9,28,18,5,7,3,4,2009,2013,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806}
-16223331.6925964,9361751.89718577,4335,Delta Junction,P,33476,5277,81875,16130,93438,19534,932,176,146,76,85,46,623,127,57,32,95,39,3,5,214,64,25,23,11,10,2009,2013,{763EEB4F-118C-4AEA-A931-D707FE999A12}
-16160672.5513182,9321163.46278051,4336,Deltana,P,23876,4420,51000,14997,58750,17204,1837,253,395,234,352,230,1002,148,102,78,189,77,42,48,646,155,208,158,59,42,2009,2013,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81}
-16871303.7259016,8327977.94967564,4337,Diamond Ridge,P,33469,4202,62361,5185,75208,15271,940,138,100,52,74,38,655,91,48,29,82,29,16,14,203,78,10,11,20,14,2009,2013,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522}
-17640029.2383221,8188902.08219489,4338,Dillingham,P,31870,2794,68036,15353,78125,25045,2137,181,333,104,275,85,1355,117,182,61,173,33,7,8,609,82,86,40,37,16,2009,2013,{08E18522-8DAC-4DFC-975E-26751FE81958}
-18807627.4390229,9811020.63817553,4339,Diomede,P,10465,3133,40833,14681,40417,36321,103,48,73,42,71,41,40,17,25,12,4,4,0,9,59,33,46,31,11,7,2009,2013,{9E47594D-5392-4A49-8FCD-026556C904AE}
-16036561.2555728,9263429.15495555,4340,Dot Lake,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{03A313E3-0987-4B72-8EC9-6C92E01A12A2}
-16035499.1835844,9262839.66483944,4341,Dot Lake Village,P,11394,7441,22500,31260,32500,108067,50,43,27,34,26,34,21,18,11,15,6,7,0,9,23,26,15,21,4,6,2009,2013,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2}
-16097000.0382138,9267756.62343433,4342,Dry Creek,P,16867,4509,48542,40058,,,70,64,14,20,14,20,47,53,14,20,7,11,0,9,16,21,0,9,0,9,2009,2013,{64B2729B-A777-4917-9D20-77822FE68CFE}
-15701145.1188037,9541571.00919845,4343,Eagle Village,P,14458,6042,14500,3381,,,24,12,12,8,9,8,19,12,9,8,5,4,0,9,0,9,0,9,0,9,2009,2013,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA}
-15719157.8167796,9552995.61796396,4344,Eagle,P,15771,4081,37000,20122,38125,10789,107,50,49,33,39,31,80,41,37,30,18,17,0,9,9,11,2,4,3,4,2009,2013,{99E4149C-E691-4714-88EC-9EDCEF72C195}
-14878758.0609857,7549487.03891262,4345,Edna Bay,P,,,,,,,19,26,0,9,0,9,0,9,0,9,19,26,0,9,0,9,0,9,0,9,2009,2013,{85B7409D-F9A3-4D1C-8587-BA31448CD26E}
-18037041.1291412,8448636.97364217,4346,Eek,P,11070,1563,38438,7777,43750,8890,349,43,123,36,80,35,168,25,36,21,36,13,1,2,145,29,43,20,11,9,2009,2013,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767}
-17518988.4125428,8011365.49685887,4347,Egegik,P,32207,12743,80417,45768,80417,100919,55,27,8,8,8,8,41,22,4,4,6,7,0,9,8,10,4,7,2,3,2009,2013,{F7D03E2F-5588-4343-BE94-44E824B7A836}
-16372988.328609,9522017.29511211,4348,Eielson AFB,P,22668,2108,71800,13941,72025,13041,2201,474,138,112,33,27,1264,242,20,19,0,9,0,9,937,255,13,12,10,9,2009,2013,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD}
-17530376.0001536,8256476.2989067,4349,Ekwok,P,19304,4372,31250,15815,55625,72563,139,43,44,22,36,19,84,31,25,14,11,9,0,9,44,16,11,7,8,7,2009,2013,{FAF5958B-8A56-4E28-B3B1-66B772A5A166}
-15177910.0843907,8008163.78366283,4350,Elfin Cove,P,26659,11543,43125,45749,73542,29573,37,23,7,11,7,11,21,18,0,9,11,12,7,11,5,8,0,9,0,9,2009,2013,{4BAA8104-672E-401E-88E8-341E10A478B8}
-18063202.2799259,9508086.85094371,4351,Elim,P,11663,1967,37500,12865,38125,23484,358,60,139,42,106,41,216,38,70,27,11,9,1,3,131,31,35,24,18,9,2009,2013,{962DB38D-BABD-43F0-AF8E-6B3C0964C131}
-18315378.7724165,9045765.64857705,4352,Emmonak,P,14419,1876,55000,14317,49375,12762,856,97,327,72,252,65,499,59,130,32,26,12,4,4,331,52,118,37,47,17,2009,2013,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133}
-16472701.2757039,9570394.18361401,4353,Ester,P,33527,7590,52064,31594,105739,9725,2767,804,522,468,512,474,2071,629,407,368,177,159,0,9,519,309,105,169,79,95,2009,2013,{C975E5F6-90CB-420B-9766-C43941847789}
-16382673.0104282,8844601.11827285,4354,Eureka Roadhouse,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{463333A9-778A-4087-B2B6-C834DF7F1809}
-16865546.7834434,10134617.5060728,4355,Evansville,P,29505,14792,30625,19016,,,19,12,0,9,0,9,15,9,0,9,3,8,0,9,1,3,0,9,0,9,2009,2013,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED}
-15077462.2436435,8055392.88265615,4356,Excursion Inlet,P,63562,39919,,,,,29,33,11,24,5,12,29,33,5,12,0,9,0,9,0,9,0,9,0,9,2009,2013,{E209147C-83F5-4D19-AD3F-CB78B1F679F5}
-16444254.1310858,9566271.87088456,4357,Fairbanks,P,26872,1557,54781,3711,63558,6052,29974,393,5485,752,3834,610,19325,612,2114,301,2309,275,218,108,8340,452,1502,425,671,150,2009,2013,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18}
-18191245.5091054,7333781.24025852,4358,False Pass,P,22760,10088,43750,24591,,,15,11,2,3,2,3,13,10,2,3,0,9,0,9,2,3,0,9,0,9,2009,2013,{223C147A-542C-4057-8AE2-C5C99FC10AB1}
-16602782.7855767,8774282.41258619,4359,Farm Loop,P,31098,6505,80179,17637,89583,19619,1128,251,96,75,77,75,753,158,40,42,82,40,13,20,293,119,24,39,22,20,2009,2013,{803C9DC0-CB68-4FB4-8746-A65C69A5905F}
-16448634.4496328,9579406.8471837,4360,Farmers Loop,P,38230,7101,97696,15279,115850,33676,3636,780,398,261,136,117,2343,467,68,57,204,107,0,9,1089,425,68,65,37,36,2009,2013,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF}
-16599487.2199191,9354104.28255344,4361,Ferry,P,,,,,,,7,11,7,11,7,11,7,11,7,11,0,9,0,9,0,9,0,9,0,9,2009,2013,{6271DC39-C422-443B-AB71-71A2246047FD}
-16614286.7218702,8786763.92855068,4362,Fishhook,P,30241,2466,82284,6171,91250,13159,4785,438,302,110,208,94,2900,254,144,59,378,114,2,4,1507,259,62,54,26,18,2009,2013,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8}
-17589314.4415182,8967508.78411107,4363,Flat,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{3C695476-5C5E-4120-9E30-BF42C37A0EAF}
-16221914.8450569,9347686.74831746,4364,Fort Greely,P,38435,10201,112625,51820,78750,20948,864,202,0,9,0,9,543,135,0,9,8,12,0,9,313,128,0,9,0,9,2009,2013,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739}
-16168185.7498793,10033547.7525708,4365,Fort Yukon,P,23801,3897,32292,6877,44167,17775,507,65,116,43,107,44,318,47,65,24,60,18,19,11,129,40,23,23,20,14,2009,2013,{641D75DC-10FB-4C68-9F27-A8720C97B6C0}
-16599728.6961623,9503867.71164907,4366,Four Mile Road,P,33427,24052,46000,31462,,,30,26,0,9,0,9,18,17,0,9,4,6,0,9,8,10,0,9,0,9,2009,2013,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C}
-16432793.9877687,9597343.51160326,4367,Fox,P,38680,11524,71910,17315,72052,17407,644,321,29,61,29,61,587,329,29,61,38,44,0,9,19,28,0,9,11,23,2009,2013,{DF0AA24E-FAFB-4033-9E30-014BC53D341A}
-16799889.6251575,8367196.72013879,4368,Fox River,P,17336,5530,46250,19136,43750,11168,678,186,280,138,215,129,368,108,93,60,16,13,3,5,294,102,119,81,39,21,2009,2013,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF}
-16842489.7784406,8338861.63035312,4369,Fritz Creek,P,31027,3091,55000,17770,77232,7639,1723,182,238,92,196,90,1213,137,146,71,187,65,14,12,323,80,36,27,37,24,2009,2013,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD}
-16782773.8061664,8512348.26522147,4370,Funny River,P,29789,4172,57287,24787,67944,27240,858,300,135,80,135,80,515,197,111,69,168,87,12,19,175,113,12,14,25,23,2009,2013,{CF70B6E1-31BB-4019-97D8-DD470A6AD914}
-16174930.5308121,8931084.928701,4371,Gakona,P,37491,12199,100625,53481,122708,50716,197,68,13,13,13,13,121,53,13,13,19,14,0,9,57,27,0,9,0,9,2009,2013,{ED284F88-6827-4DC4-B028-5F0BFA6CF129}
-17463481.4673962,9540909.30970136,4372,Galena,P,26551,3119,60313,6997,62917,10242,566,75,86,39,65,37,341,52,39,16,75,35,16,28,150,28,10,10,7,7,2009,2013,{9CB98028-F75A-4D46-A951-AB787D2CF82E}
-19115652.3162477,9293331.31835673,4373,Gambell,P,13436,7948,30000,9332,34375,10223,755,98,416,65,330,59,455,82,179,33,46,18,18,11,254,42,133,33,56,13,2009,2013,{961462BD-8155-4FFF-863B-A652CC389066}
-15084889.2779131,7979062.95814535,4374,Game Creek,P,,,,,,,31,45,31,45,0,9,11,16,0,9,0,9,0,9,20,30,0,9,0,9,2009,2013,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC}
-16613317.4039532,8758849.9036378,4375,Gateway,P,37040,2678,92028,8323,109643,9463,5157,351,466,180,346,140,3409,307,224,108,339,75,21,26,1409,151,101,64,54,33,2009,2013,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66}
-16444783.7969041,8810336.16300173,4376,Glacier View,P,29324,14110,45536,23118,53304,67401,280,112,85,58,39,41,174,76,23,25,43,30,0,9,63,42,16,23,4,6,2009,2013,{723F2211-DF24-4A26-B478-AC2F7B43D3AF}
-16200078.5853976,8885907.89955149,4377,Glennallen,P,21858,6727,47500,45109,83125,77526,416,151,52,56,0,9,288,112,0,9,52,46,0,9,76,47,0,9,0,9,2009,2013,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8}
-16461866.9911581,9589250.74599279,4378,Goldstream,P,42539,6510,88953,20296,105833,18678,3588,768,191,121,187,120,2482,452,177,115,287,219,0,9,819,437,10,17,12,19,2009,2013,{C63A334D-9CE5-410F-9042-CB548BBECC87}
-18149163.7092426,9488854.6563609,4379,Golovin,P,13720,3321,31667,11057,33750,27204,124,41,46,18,34,19,65,20,16,9,9,7,0,9,50,23,18,12,7,5,2009,2013,{D18E8CFB-89C1-437A-ADAA-399023E0587C}
-17987254.5448644,8205983.87575918,4380,Goodnews Bay,P,10140,2590,18750,9603,29792,19423,327,72,183,67,146,62,173,35,73,29,27,12,0,9,127,43,73,36,21,11,2009,2013,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635}
-17818435.347773,9077346.19079628,4381,Grayling,P,10662,3357,23125,6171,25000,5280,169,48,73,35,65,36,95,29,35,21,24,11,4,5,50,22,26,15,10,9,2009,2013,{DD04D244-B150-4D0C-83D9-26AAE567CC97}
-16182723.4384067,8923110.2138984,4382,Gulkana,P,23534,5034,49583,47516,52917,49121,118,54,9,10,3,4,73,32,3,4,22,24,0,9,23,22,0,9,0,9,2009,2013,{5A851423-1D34-45BF-9EE7-8765E762667F}
-15110403.2200725,8054653.85527571,4383,Gustavus,P,37727,8816,52188,5284,67708,29045,538,96,66,35,59,34,426,71,51,29,41,36,0,9,71,32,8,10,11,11,2009,2013,{3D5231FD-4F19-414E-A871-FAFF3941FF8F}
-15077988.5827901,8231204.39941615,4384,Haines,P,31414,4493,54267,6555,64063,18173,1939,184,214,97,146,91,1211,137,105,64,335,106,11,11,393,126,30,33,22,26,2009,2013,{0E1213D7-970C-4532-B874-5742D6D4989B}
-16834155.0181038,8310709.31435036,4385,Halibut Cove,P,40757,11185,,,,,21,19,0,9,0,9,6,12,0,9,15,16,0,9,0,9,0,9,0,9,2009,2013,{74696C73-F1AA-4DBA-8D8F-2D4FFAEFCC7E}
-16891397.2203785,8385282.91736017,4386,Happy Valley,P,27370,8978,43977,12031,63250,19234,571,135,137,51,70,34,387,107,36,18,90,36,3,5,94,44,31,23,6,7,2009,2013,{452DEEAD-0063-4786-BCAF-5835043C441F}
-16319358.7215527,9444737.68062037,4387,Harding-Birch Lakes,P,26908,9844,57667,50928,58417,48563,204,117,9,17,9,17,136,108,9,17,41,50,0,9,27,21,0,9,0,9,2009,2013,{55DEA83C-221E-4084-B00F-536B59BE5069}
-16587254.777931,9316925.80601147,4388,Healy,P,38493,7057,99464,19560,114167,34331,1097,197,115,120,90,118,709,149,90,118,65,43,0,9,323,100,0,9,0,9,2009,2013,{8905A89B-A676-4C0A-BEB5-C17AD570F833}
-16111658.2040413,9349746.071627,4389,Healy Lake,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{093A0B52-9C15-4F33-8872-681E456A939D}
-14844209.8903727,7855606.08949882,4390,Hobart Bay,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2009,2013,{6882E91E-F23E-4649-BC1E-168B1173F2E7}
-14766533.0256532,7456025.7270008,4391,Hollis,P,20170,6193,33500,80643,33500,73082,124,71,34,37,24,35,108,67,24,35,0,9,0,9,16,22,0,9,16,23,2009,2013,{6B0D4814-B112-41E9-8F10-11A29507E7CA}
-17785718.6399316,8906350.75108969,4392,Holy Cross,P,17335,4734,35833,12551,40000,9539,217,39,63,25,49,22,141,27,38,14,17,11,0,9,59,20,11,10,6,5,2009,2013,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF}
-16868465.81571,8321603.53233034,4393,Homer,P,32046,2036,53750,4732,74583,4643,5014,63,743,158,509,133,3123,133,259,59,689,97,29,16,1202,108,221,104,82,23,2009,2013,{74B62695-129C-4E06-A228-C50EFCC9A872}
-15077747.2756412,7990363.35004359,4394,Hoonah,P,24314,3555,50714,12070,66750,19952,713,94,152,65,124,60,421,62,61,32,125,27,8,11,167,50,55,34,20,18,2009,2013,{67C77481-D454-4AD4-8099-C6A3005285DE}
