X,Y,OBJECTID,Place,Geo_Src,e_Per_Capita_Income,m_Per_Capita_Income,e_median_Household_Income,m_median_Household_Income,e_median_Family_Income,m_median_Family_Income,e_Pop_of_Poverty_Det,m_Pop_of_Poverty_Det,e_Pop_Below_125pct_Poverty,m_Pop_Below_125pct_Poverty,e_Pop_Below_Poverty,m_Pop_Below_Poverty,e_Pop_18_64_of_Poverty_Det,m_Pop_18_64_of_Poverty_Det,e_Pop_18_64_Below_Poverty,m_Pop_18_64_Below_Poverty,e_Pop_65_plus_of_Poverty_Det,m_Pop_65_plus_of_Poverty_Det,e_Pop_65_plus_Below_Poverty,m_Pop_65_plus_Below_Poverty,e_Pop_under_18_of_Poverty_Det,m_Pop_under_18_of_Poverty_Det,e_Pop_under_18_Below_Poverty,m_Pop_under_18_Below_Poverty,e_Households_Below_Poverty,m_Households_Below_Poverty,Start_Year,End_Year,PlaceID
-14739137.9815801,7467308.14069165,5953,Kasaan,P,22958,6538,50000,16837,56250,38616,89,36,16,12,12,11,54,28,2,3,11,8,2,4,24,16,8,8,2,4,2013,2017,{559A9BCF-E97B-4506-925E-E21FB8E9FED9}
-18091584.5955234,8601655.73883504,5954,Kasigluk,P,8469,850,43500,4358,43958,3992,647,64,356,63,250,56,368,40,146,31,35,11,10,10,244,37,94,31,31,21,2013,2017,{3816D857-92C5-45BF-B884-7D2529E878D4}
-16837835.1503007,8472439.76775224,5955,Kasilof,P,18524,12111,56359,20388,68750,35831,483,430,225,350,0,9,204,156,0,9,70,82,0,9,209,242,0,9,0,9,2013,2017,{CB8D5160-2521-4803-9207-2BBA48832C17}
-16836940.0550994,8525261.80014671,5956,Kenai,P,36510,5864,58125,5725,76227,9280,7595,41,1212,362,876,280,4629,183,495,186,1051,180,71,55,1915,186,310,130,154,67,2013,2017,{C4939227-7B0D-42C1-9C0D-69118EE45B96}
-16135471.4316221,8797146.85900219,5957,Kenny Lake,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{FF44E793-74FE-4F17-9EB7-78D774DF5F63}
-14654990.9162499,7428611.09414802,5958,Ketchikan,P,30474,1510,56372,2651,68438,5882,8003,92,1173,152,996,138,5124,111,616,108,1174,91,42,24,1705,79,338,70,186,39,2013,2017,{081D88E7-5D78-4E36-AC3C-F753262F026C}
-17859800.6739083,10148712.9875954,5959,Kiana,P,16351,3553,42813,6258,42000,5216,283,43,131,33,106,32,160,26,62,20,15,7,0,9,108,24,44,16,19,11,2013,2017,{A1701483-F114-4FB2-A478-D0F6039C3EA8}
-18068407.5166425,7373424.0257155,5960,King Cove,P,31439,4104,66923,7783,66964,9452,1000,151,188,59,159,55,754,140,121,50,113,41,6,5,133,36,32,16,32,13,2013,2017,{E3FB0AD1-05D8-4D22-919A-F24830556C1F}
-17440162.6519755,8111835.38200596,5961,King Salmon,P,39315,5994,95500,8849,97292,29699,345,58,42,18,27,13,220,42,12,10,27,13,1,2,98,26,14,7,6,5,2013,2017,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF}
-18260619.958368,8385588.62001007,5962,Kipnuk,P,9968,1027,34318,2898,36429,4529,659,69,338,55,258,49,379,47,136,25,45,14,5,4,235,36,117,32,48,12,2013,2017,{6A1D2CBB-7422-4993-9496-87DE4AB29609}
-18316505.1749368,10366459.5653727,5963,Kivalina,P,16907,9236,48750,14199,47500,11499,678,82,264,53,211,46,354,41,115,24,60,51,5,7,264,29,91,27,32,14,2013,2017,{88062838-37F6-4578-9FDD-4DBF5CACD276}
-14816182.7919307,7470236.42532992,5964,Klawock,P,23272,2644,46000,8150,59167,14653,865,110,274,69,210,64,568,91,137,46,122,25,16,7,175,34,57,23,33,16,2013,2017,{F3CDD092-3609-4B82-9B09-D35DB0E7375F}
-15127859.6907318,8267444.07424887,5965,Klukwan,P,23827,3232,42500,9004,54375,15828,62,16,12,7,4,4,40,12,3,3,20,8,0,9,2,2,1,2,1,1,2013,2017,{F28EF005-C4A1-4868-9B6A-826AD9633025}
-16580028.1120657,8740873.84114758,5966,Knik River,P,33622,4948,70000,16853,88125,24237,753,120,83,42,68,39,503,86,48,29,81,37,3,5,169,54,17,23,7,7,2013,2017,{77794617-74AE-484C-B2E5-D017D4597CC2}
-16655714.6823623,8745478.90504789,5967,Knik-Fairview,P,30739,2028,87093,6103,98628,2788,17072,827,1618,377,1181,316,11008,604,873,232,1390,220,106,55,4674,404,202,137,122,61,2013,2017,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2}
-17464065.8494158,10129812.4308815,5968,Kobuk,P,13451,4624,52500,14579,47500,11809,152,30,61,30,60,31,72,17,21,10,6,5,0,9,74,23,39,24,10,8,2013,2017,{319107E2-FB9A-474B-8237-6A8CFF382E09}
-16976634.2280902,7912500.5859791,5969,Kodiak Station,P,20520,2778,75313,30541,80250,29793,1241,221,154,90,93,73,650,112,41,34,0,9,0,9,591,133,52,44,23,22,2013,2017,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6}
-16964810.0032464,7923958.71370175,5970,Kodiak,P,30853,4409,69868,6149,77266,12565,6059,60,793,286,663,251,4011,151,357,155,735,91,78,68,1313,164,228,136,105,65,2013,2017,{98F61372-E8BA-41BD-8291-B2318BB0C9F0}
-17226600.518734,8276102.93550347,5971,Kokhanok,P,13385,5104,41250,24297,40417,28817,148,49,75,34,36,23,96,34,26,17,12,6,0,9,40,16,10,10,8,7,2013,2017,{89EB5E58-676F-4DA4-9449-8BD556A1E98C}
-17508963.5754292,8339075.78973649,5972,Koliganek,P,18507,4300,53750,20943,57500,14858,170,36,27,19,18,14,97,22,6,5,15,8,3,3,58,21,9,9,4,3,2013,2017,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE}
-18132505.0153914,8390712.90338429,5973,Kongiganak,P,8833,1125,41250,9786,38750,12505,431,63,205,58,128,47,252,34,65,25,21,11,0,9,158,39,63,34,21,8,2013,2017,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,5974,Kotlik,P,10794,1715,41667,9046,35000,9767,726,61,393,65,321,59,407,35,194,37,48,16,9,5,271,34,118,30,52,13,2013,2017,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,5975,Kotzebue,P,31368,2450,88047,12532,83036,13873,3204,45,647,146,520,130,1992,81,300,66,274,47,20,19,938,70,200,70,76,22,2013,2017,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,5976,Koyuk,P,11061,1795,36429,3746,35417,15637,248,33,134,40,102,39,128,20,45,19,11,6,1,2,109,21,56,23,22,10,2013,2017,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,5977,Koyukuk,P,17041,5661,15417,5694,,,54,20,25,13,23,11,36,15,17,10,4,4,0,9,14,8,6,5,6,4,2013,2017,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,5978,Kupreanof,P,37950,14017,,,,,12,13,0,9,0,9,9,10,0,9,0,9,0,9,3,5,0,9,0,9,2013,2017,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,5979,Kwethluk,P,12518,1345,44375,5190,48125,9430,705,64,265,60,185,45,392,42,97,25,45,17,5,5,268,34,83,25,29,11,2013,2017,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,5980,Kwigillingok,P,10590,1505,46250,11471,46250,11471,341,47,121,38,87,32,170,25,38,14,35,13,4,5,136,28,45,19,19,9,2013,2017,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,5981,Lake Louise,P,,,,,,,8,12,0,9,0,9,0,9,0,9,8,12,0,9,0,9,0,9,0,9,2013,2017,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,5982,Lake Minchumina,P,24005,11313,,,56875,32492,20,14,4,6,4,6,14,11,4,6,6,6,0,9,0,9,0,9,2,3,2013,2017,{3087F3EA-5475-4180-9982-992F736DFD19}
-16619604.312013,8762834.60561781,5983,Lakes,P,35246,2995,87176,6032,96991,4196,9392,544,1065,270,814,225,5772,393,449,120,1085,184,58,44,2535,267,307,128,168,62,2013,2017,{1A5924D4-515F-4E65-8236-07D030FB3C05}
-17141134.9695474,7870692.35234777,5984,Larsen Bay,P,33814,15789,36250,17633,,,42,22,15,17,15,17,21,15,11,13,14,10,3,4,7,8,1,2,3,4,2013,2017,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,5985,Lazy Mountain,P,29349,2762,72679,9214,97321,8599,1698,163,220,93,189,79,974,126,126,63,240,49,7,7,484,92,56,41,19,9,2013,2017,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,5986,Levelock,P,15068,3241,25000,17803,60625,49790,95,32,30,15,25,14,50,17,14,7,9,5,2,3,36,18,9,9,4,3,2013,2017,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,5987,Lime Village,P,6517,15400,,,,,6,6,5,6,5,6,3,4,3,4,1,3,0,9,2,3,2,3,1,3,2013,2017,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,5988,Livengood,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,5989,Loring,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,5990,Lowell Point,P,36331,27417,,,,,205,202,100,132,89,114,150,199,89,114,55,37,0,9,0,9,0,9,0,9,2013,2017,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,5991,Lower Kalskag,P,10091,2457,32679,3597,33750,4967,327,43,161,41,123,37,196,33,71,21,13,6,3,3,118,21,49,21,25,11,2013,2017,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
-15088934.3864226,8248350.92947506,5992,Lutak,P,7848,1207,,,,,147,187,108,133,108,133,66,91,27,37,0,9,0,9,81,97,81,97,27,37,2013,2017,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B}
-16768852.5220459,9607288.16563892,5993,Manley Hot Springs,P,37049,11267,55833,21429,,,77,20,13,13,12,13,39,14,3,4,24,12,0,9,14,12,9,11,3,4,2013,2017,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4}
-17705913.8131994,8175966.41116261,5994,Manokotak,P,23031,9276,40000,7176,46000,8994,786,153,189,34,121,33,542,144,71,20,47,17,1,2,197,25,49,18,19,8,2013,2017,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD}
-18043572.4903501,8831085.13782125,5995,Marshall,P,11548,2128,30750,5172,33438,6354,336,47,156,42,118,38,187,26,63,18,20,8,4,5,129,26,51,21,22,9,2013,2017,{2F8EE675-06A4-4B7A-9275-369FEB17B896}
-15910193.5326733,8725903.36024418,5996,McCarthy,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6}
-17320016.2456881,9088035.75716921,5997,McGrath,P,28312,4544,51875,6930,66667,10608,319,40,65,21,52,19,190,29,30,13,38,13,1,3,91,21,21,11,12,7,2013,2017,{44BA33DB-984D-44E1-BF2D-7E1A353E586D}
-16653791.2223806,8770592.36336415,5998,Meadow Lakes,P,29642,2512,62639,7799,81847,10826,7623,587,1316,323,901,278,4697,409,445,125,700,115,54,35,2226,325,402,189,124,52,2013,2017,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC}
-18500504.6828178,8486293.83389184,5999,Mekoryuk,P,16965,2199,31250,9066,41875,12585,216,35,46,19,40,17,135,25,21,13,20,10,1,3,61,15,18,12,8,8,2013,2017,{06A5691A-049B-426D-85BC-73439735D4DB}
-16312568.937712,8870865.86834204,6000,Mendeltna,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{E3BABD89-94E5-4656-A111-C38FD33CFD08}
-16007473.5812763,9082960.2236536,6001,Mentasta Lake,P,13487,6959,34583,19003,34583,31745,198,81,99,67,91,67,121,61,72,62,36,33,0,9,41,28,19,18,11,11,2013,2017,{138A74FA-943C-4AC3-B538-9484C09C2AD1}
-18312850.5233261,8584353.38864479,6002,Mertarvik,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{52F580FF-4AE6-48D4-920A-DD72272CB458}
-14646673.5424591,7386373.0340335,6003,Metlakatla,P,22976,2232,54250,14927,65769,9034,1627,123,364,95,218,79,935,89,103,37,200,36,8,9,492,67,107,47,41,17,2013,2017,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3}
-16625372.2633009,9648562.63957605,6004,Minto,P,17886,4187,38125,9943,56875,17213,223,41,71,26,67,26,128,24,41,17,20,8,7,5,75,24,19,13,12,7,2013,2017,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273}
-16380722.0850337,9532036.72492509,6005,Moose Creek,P,42410,14982,53881,15229,,,652,286,20,30,20,30,589,270,20,30,0,9,0,9,63,75,0,9,0,9,2013,2017,{7656A688-D4F7-4599-B494-E946C7AC2CF6}
-16627600.5420972,8508842.83181085,6006,Moose Pass,P,42133,23607,,,,,277,163,57,66,57,66,180,138,26,34,33,51,0,9,64,45,31,37,26,34,2013,2017,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8}
-15142952.2694062,8277526.31402885,6007,Mosquito Lake,P,27723,9467,36765,10055,,,229,98,62,57,25,37,84,62,0,9,101,56,25,37,44,45,0,9,0,9,2013,2017,{4D3AB901-46B6-47E7-B8D1-D6869F97799F}
-18225925.6316089,8880405.82604958,6008,Mountain Village,P,16892,10922,35893,4263,37500,5529,815,203,347,65,311,60,464,206,165,35,29,10,5,4,322,38,141,33,50,28,2013,2017,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3}
-15069876.6494535,8215047.31303803,6009,Mud Bay,P,49809,12012,120568,78589,121705,43948,121,99,0,9,0,9,64,56,0,9,39,55,0,9,18,25,0,9,0,9,2013,2017,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F}
-15919999.1890567,8947883.20778217,6010,Nabesna,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{8DFCE93A-8EBA-43DF-B553-ABE121D98529}
-17479376.8443896,8121874.34956953,6011,Naknek,P,44638,6104,68333,16333,82500,36552,500,64,41,15,29,12,347,59,20,8,54,15,0,9,99,21,9,7,3,4,2013,2017,{BECA4B02-6040-43FA-93A9-D551AD5AB86B}
-16911648.2488555,8257391.34851405,6012,Nanwalek,P,13674,4134,43750,11219,35000,13857,231,57,100,47,97,47,139,36,46,24,4,6,0,9,88,29,51,27,16,9,2013,2017,{69A94C10-7F0D-42A7-93D9-CE014277D75A}
-18030710.251107,8555972.40526561,6013,Napakiak,P,10608,1482,28929,3476,29792,7471,368,60,202,41,139,38,214,32,83,22,34,15,6,6,120,29,50,16,29,11,2013,2017,{16F1264E-DF67-4828-9E72-1AB821AB3F99}
-18006283.530458,8559134.86082334,6014,Napaskiak,P,11117,1660,32000,5370,31607,3466,377,51,175,40,137,34,186,26,64,17,29,13,8,6,162,30,65,22,28,9,2013,2017,{6D864316-582B-4749-A178-D9BAD04003D1}
-14828054.3032904,7532374.78884243,6015,Naukati Bay,P,16069,9296,,,,,62,33,38,28,24,20,35,19,24,20,27,24,0,9,0,9,0,9,0,9,2013,2017,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC}
-16339354.2411854,8856734.61993626,6016,Nelchina,P,21797,12520,,,,,125,87,33,45,33,45,55,45,8,12,7,11,7,11,63,56,18,24,7,11,2013,2017,{53719238-336A-4B67-82E2-32339DE9CD8E}
-17944907.8374528,7558655.74748399,6017,Nelson Lagoon,P,37602,15802,75625,23042,62083,34336,54,23,0,9,0,9,45,19,0,9,9,6,0,9,0,9,0,9,0,9,2013,2017,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4}
-16596705.4106321,9494118.57909316,6018,Nenana,P,24588,4098,38750,9095,63958,23823,368,55,92,31,59,20,189,39,30,12,75,17,9,5,104,26,20,12,5,6,2013,2017,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4}
-17511812.5389782,8278631.08924201,6019,New Stuyahok,P,10515,1194,43750,8798,45750,5625,559,68,232,56,135,35,299,43,67,21,44,14,2,3,216,28,66,20,23,9,2013,2017,{0C233779-E987-4620-A2DB-33C5FF299964}
-17242810.2824521,8337875.4437307,6020,Newhalen,P,16709,3999,36250,18127,40000,21306,113,35,38,18,20,10,67,21,12,6,3,4,1,2,43,17,7,6,4,3,2013,2017,{510DC86B-4E8B-482F-9372-E63914E50E7D}
-18326462.7845401,8611340.58389327,6021,Newtok,P,10042,1842,43750,24266,44063,19775,369,46,199,47,135,41,181,27,66,21,42,13,1,3,146,29,68,27,20,7,2013,2017,{258C640B-3DF8-425C-8445-188CD6A6A660}
-18337655.9794882,8507384.34559754,6022,Nightmute,P,8693,1238,45000,3300,45250,6861,210,39,79,30,65,26,109,23,36,16,20,9,3,3,81,22,26,11,11,6,2013,2017,{A83F4C9F-FA93-4FC6-974A-39BA917BA023}
-16842296.7149326,8565135.78311455,6023,Nikiski,P,29514,4074,56722,7181,73125,26892,4715,502,835,359,620,276,2768,350,393,187,810,175,70,70,1137,270,157,122,92,62,2013,2017,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6}
-16877494.7269881,8357850.89811094,6024,Nikolaevsk,P,21175,7489,35833,11075,41806,9888,279,83,53,24,29,14,209,78,25,14,25,15,4,6,45,24,0,9,0,9,2013,2017,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465}
-17184970.4341065,9103618.82484689,6025,Nikolai,P,15533,2940,35417,6316,53750,18518,119,37,26,16,25,15,90,27,22,12,17,9,0,9,12,10,3,4,2,2,2013,2017,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,6026,Nikolski,P,28056,10283,37500,32441,48750,43912,25,13,7,5,7,5,16,8,6,4,7,5,1,2,2,2,0,9,1,2,2013,2017,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,6027,Ninilchik,P,33746,4699,50972,8813,80938,13999,741,120,119,48,73,38,438,85,47,22,195,48,3,4,108,44,23,21,18,12,2013,2017,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,6028,Noatak,P,15146,2619,50000,12671,51250,13355,424,62,136,38,122,40,245,35,55,20,27,15,9,7,152,30,58,23,21,9,2013,2017,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,6029,Nome,P,30744,2702,81389,5065,78750,9268,3569,87,513,137,422,126,2215,101,261,85,274,50,13,12,1080,78,148,65,73,28,2013,2017,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,6030,Nondalton,P,20384,5281,38750,11951,36250,21008,110,31,41,22,32,18,74,21,21,14,7,5,0,9,29,12,11,8,5,5,2013,2017,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,6031,Noorvik,P,16784,6370,48750,12295,59375,29472,577,78,224,41,186,37,326,62,100,20,30,12,5,4,221,34,81,23,27,8,2013,2017,{E4853413-2729-4F25-AE7D-845D797872A7}
-16403093.5556691,9544105.931038,6032,North Pole,P,31701,4581,73807,12042,90875,26383,2292,412,236,119,197,118,1528,276,125,68,188,94,6,10,576,200,66,66,39,41,2013,2017,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,6033,Northway,P,17773,7298,63750,33322,75625,68109,135,55,50,39,45,37,104,42,30,26,7,6,2,3,24,20,13,17,8,7,2013,2017,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-15785120.1338497,9102841.80007589,6034,Northway Junction,P,26939,15032,52500,17821,,,38,22,15,11,15,11,25,18,7,6,4,6,1,3,9,9,7,9,6,6,2013,2017,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E}
-15801990.9612395,9095887.63704185,6035,Northway Village,P,8801,4140,19375,5434,,,70,35,46,38,45,38,39,26,30,26,21,9,7,5,10,14,8,13,6,5,2013,2017,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8}
-16809133.5953391,11139817.5718352,6036,Nuiqsut,P,22481,2664,82813,12160,73958,11798,389,107,54,21,36,16,229,73,24,11,20,12,0,9,140,34,12,8,6,4,2013,2017,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,6037,Nulato,P,14968,1930,38333,5608,43333,10503,274,33,102,27,86,24,170,24,52,16,33,11,6,5,71,18,28,12,18,8,2013,2017,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,6038,Nunam Iqua,P,9711,3790,38750,16120,35000,15042,131,39,86,34,50,24,68,24,27,15,13,8,3,4,50,19,20,14,11,6,2013,2017,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,6039,Nunapitchuk,P,9267,1020,36964,7337,38750,15298,710,189,423,187,362,162,395,153,203,129,29,9,2,2,286,55,157,53,39,14,2013,2017,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
-17063460.2332565,7803865.32814964,6040,Old Harbor,P,21409,5517,29063,12479,,,276,87,117,44,63,29,196,66,53,25,29,19,0,9,51,28,10,10,9,9,2013,2017,{126AE679-2933-4FD0-B985-FB1844FFBCA3}
-18008305.9955458,8562415.17398092,6041,Oscarville,P,9078,6199,30000,25321,30000,26755,36,20,12,12,11,11,15,10,8,7,5,5,1,2,16,13,2,4,3,3,2013,2017,{EADA3236-1E4C-4F64-8A35-0630C3D630AE}
-16976666.0145915,7951214.90047514,6042,Ouzinkie,P,33122,11756,39375,13791,,,171,61,46,32,25,23,125,48,15,14,21,11,2,4,25,23,8,11,6,8,2013,2017,{758654AC-720A-4314-AC3E-4F1FC39187C4}
-16599712.8974775,8764843.81359529,6043,Palmer,P,25668,1659,58389,3543,72614,5642,6530,99,1138,180,820,156,4039,130,573,129,673,76,46,20,1818,122,201,70,101,26,2013,2017,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9}
-16196540.7094912,9108212.20575538,6044,Paxson,P,,,,,,,10,15,0,9,0,9,0,9,0,9,10,15,0,9,0,9,0,9,0,9,2013,2017,{6A728042-64AA-46F0-A81D-FDE32F20CFCB}
-17154285.2929459,8352742.85902232,6045,Pedro Bay,P,22478,11703,53750,8466,56875,31020,18,11,0,9,0,9,15,10,0,9,3,4,0,9,0,9,0,9,0,9,2013,2017,{EC18C954-9E22-45E3-BD54-DD7AF4302791}
-15165026.1288301,7959059.7915705,6046,Pelican,P,33240,5954,54250,19780,68750,26222,73,28,6,9,6,9,58,23,6,9,9,8,0,9,6,8,0,9,0,9,2013,2017,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B}
-17715761.416882,7540834.94765662,6047,Perryville,P,11944,3213,40417,11521,33333,14161,98,33,53,24,37,19,58,24,23,13,8,6,0,9,32,15,14,12,7,5,2013,2017,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA}
-14800790.4763991,7721578.12677657,6048,Petersburg,P,35610,2943,64201,3420,78750,12121,3078,105,336,83,244,71,1921,139,154,52,462,80,27,18,695,86,63,29,54,27,2013,2017,{BCB15849-7466-46EB-920C-2A9FAE9E93C5}
-16783406.1501886,8977841.72474573,6049,Petersville,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{841E8B3A-9424-4243-B588-EEB808D195AB}
-17541428.4432941,7876342.01149,6050,Pilot Point,P,27109,10388,36250,30257,,,57,33,12,11,12,11,38,29,7,8,8,6,0,9,11,11,5,7,4,6,2013,2017,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,6051,Pilot Station,P,9409,1320,28214,5360,28906,5531,634,50,363,54,304,57,342,37,151,31,23,10,3,3,269,31,150,35,57,14,2013,2017,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,6052,Pitkas Point,P,13990,4397,49375,25348,53750,33769,125,29,43,19,36,18,84,25,24,13,5,4,0,9,36,12,12,9,4,6,2013,2017,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,6053,Platinum,P,21813,8773,,,83750,42764,15,9,3,3,1,3,6,8,1,3,9,5,0,9,0,9,0,9,0,9,2013,2017,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,6054,Pleasant Valley,P,22548,3707,,,,,360,536,20,37,20,37,199,283,20,37,0,9,0,9,161,255,0,9,0,9,2013,2017,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,6055,Point Baker,P,,,,,,,22,28,22,28,22,28,22,28,22,28,0,9,0,9,0,9,0,9,0,9,2013,2017,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,6056,Point Hope,P,18244,2952,60417,7517,55625,12340,629,169,156,49,126,40,329,105,52,17,40,18,4,5,260,61,70,28,25,10,2013,2017,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,6057,Point Lay,P,15801,2275,58750,11188,56250,11634,272,59,71,25,55,21,137,31,32,12,5,5,0,9,130,35,23,14,15,7,2013,2017,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,6058,Point MacKenzie,P,29362,6381,83929,24986,105714,54655,314,210,17,18,12,14,205,119,12,14,16,17,0,9,93,95,0,9,0,9,2013,2017,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,6059,Point Possession,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,6060,Pope-Vannoy Landing,P,,,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,6061,Port Alexander,P,30355,11313,66875,32894,66875,32894,60,31,0,9,0,9,33,22,0,9,14,12,0,9,13,14,0,9,0,9,2013,2017,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,6062,Port Alsworth,P,24030,5218,86667,12567,93333,12515,150,53,9,7,5,5,78,30,2,4,7,5,0,9,65,24,3,3,1,2,2013,2017,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,6063,Port Clarence,P,23556,3554,,,,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2013,2017,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,6064,Port Graham,P,18937,4182,29500,10006,39583,13159,189,46,56,21,47,19,139,38,34,14,15,11,2,5,35,15,11,8,5,4,2013,2017,{21416EC2-769C-45C8-9643-767865EF7130}
