X,Y,CommunityName,HFRetailGal,EntityName,ReportingPeriod,ReportingYear,AsOfDate,OBJECTID,ReportingSeason,ReportingDate
95027.5224326542,866747.9369809,Kodiak,4.09,Thompson Transfer,Jan,2013,,936,Winter,2013/01/15 09:00:00+00
-42350.9527616402,1049908.85482454,Kokhanok,7.86,Kokhanok Tribal Council,Jan,2013,,937,Winter,2013/01/15 09:00:00+00
-480768.456775202,1486120.89410419,Kotlik,6.1,Kotlik Yupik Enterprises,Jan,2013,,938,Winter,2013/01/15 09:00:00+00
-377013.715648148,1906544.48611949,Kotzebue,6.07,Crowley Fuel,Jan,2013,,939,Winter,2013/01/15 09:00:00+00
-338182.669797935,1681583.81082618,Koyuk,5.81,Koyuk Native Corporation,Jan,2013,,940,Winter,2013/01/15 09:00:00+00
-509341.421585239,1133719.63178881,Kwigillingok,6.45,KWIK Marina Inc.,Jan,2013,,941,Winter,2013/01/15 09:00:00+00
1110.1843822052,837018.823366526,Larsen Bay,5.64,City of Larsen Bay,Jan,2013,,942,Winter,2013/01/15 09:00:00+00
-422939.120937902,1348502.57937497,Marshall,5.76,Maserculiq Inc.,Jan,2013,,943,Winter,2013/01/15 09:00:00+00
-80396.1108252345,1443158.11815246,McGrath,7.26,Crowley Fuel,Jan,2013,,944,Winter,2013/01/15 09:00:00+00
218083.07061332,1695656.59737064,Minto,5,North Fork Store,Jan,2013,,945,Winter,2013/01/15 09:00:00+00
-504640.533465355,1383006.48491385,Mountain Village,7.31,Azachorak Fuel,Jan,2013,,946,Winter,2013/01/15 09:00:00+00
-447900.339245922,689960.464606835,Nelson Lagoon,5.5,Nelson Lagoon Enterprises,Jan,2013,,947,Winter,2013/01/15 09:00:00+00
234989.287041507,1630972.24399515,Nenana,4.18,Nenana Heating,Jan,2013,,948,Winter,2013/01/15 09:00:00+00
-187051.232425995,1055625.0881875,New Stuyahok,6.36,New Stuyahok Village Corporation,Jan,2013,,949,Winter,2013/01/15 09:00:00+00
-47715.5850566393,1109006.41072581,Nondalton,6.55,City of Nondalton,Jan,2013,,950,Winter,2013/01/15 09:00:00+00
-310203.95042872,1891560.16964191,Noorvik,6.51,Morris Trading Post,Jan,2013,,951,Winter,2013/01/15 09:00:00+00
115434.355028723,2251263.44261842,Nuiqsut,,Kuukpik Corporation,Jan,2013,,952,Winter,2013/01/15 09:00:00+00
-195453.203694237,1646254.07648895,Nulato,5.75,City of Nulato,Jan,2013,,953,Winter,2013/01/15 09:00:00+00
-456125.054896778,1241722.08129476,Nunapitchuk,7.02,Nunapitchuk Ltd.,Jan,2013,,954,Winter,2013/01/15 09:00:00+00
43179.509619964,801115.998141873,Old Harbor,6,City of Old Harbor,Jan,2013,,955,Winter,2013/01/15 09:00:00+00
88385.3853077032,881147.13012034,Ouzinkie,4.76,Ouzinkie Native Corporation,Jan,2013,,956,Winter,2013/01/15 09:00:00+00
1036362.75188977,1023817.93801456,Pelican,5.24,Pelican Fuel ,Jan,2013,,957,Winter,2013/01/15 09:00:00+00
1261271.08419403,957469.206997323,Petersburg,4.13,Petro Marine,Jan,2013,,958,Winter,2013/01/15 09:00:00+00
-463440.278725839,1359992.70645285,Pilot Station,7.32,Pilot Station Native Corporation,Jan,2013,,959,Winter,2013/01/15 09:00:00+00
1238268.67859453,896185.506006416,Point Baker,5.3,Point Baker Trading Post,Jan,2013,,960,Winter,2013/01/15 09:00:00+00
-526202.60112902,2093518.87211088,Point Hope,1.74,Tigara Corporation,Jan,2013,,961,Winter,2013/01/15 09:00:00+00
66076.0433834472,874380.056336525,Port Lions,5.56,Kizhuyak Oil Sales,Jan,2013,,962,Winter,2013/01/15 09:00:00+00
-441451.852918794,1110782.82189395,Quinhagak,6.5,Qanirtuuq Corporation,Jan,2013,,963,Winter,2013/01/15 09:00:00+00
-70886.7990080763,1642768.92037799,Ruby,5.92,Dineega Fuel Company,Jan,2013,,964,Winter,2013/01/15 09:00:00+00
-384325.307776448,1333013.66724658,Russian Mission,5.75,Russian Mission Corporation,Jan,2013,,965,Winter,2013/01/15 09:00:00+00
-944349.868773236,843619.420781122,Saint George,6.49,Delta Fuel Company,Jan,2013,,966,Winter,2013/01/15 09:00:00+00
-398870.645006686,1525392.61226927,Saint Michael,7.25,Saint Michael Fuel Company,Jan,2013,,967,Winter,2013/01/15 09:00:00+00
-411466.861134354,612219.93928279,Sand Point,5.21,TDX Svcs,Jan,2013,,968,Winter,2013/01/15 09:00:00+00
-805515.136213651,1625678.78277187,Savoonga,6.51,ANICA (Savoonga Native Store),Jan,2013,,969,Winter,2013/01/15 09:00:00+00
-604790.129936927,1371265.24459968,Scammon Bay,7.34,Askinuk Corporation,Jan,2013,,970,Winter,2013/01/15 09:00:00+00
128947.580591873,1051951.17416714,Seldovia,5.06,Seldovia Fuel and Lube,Jan,2013,,971,Winter,2013/01/15 09:00:00+00
-541048.640165177,1860130.42371255,Shishmaref,6.45,Shishmaref Native Store,Jan,2013,,972,Winter,2013/01/15 09:00:00+00
-167084.821254186,1306713.95158893,Sleetmute,7.45,Henry Hill Store,Jan,2013,,973,Winter,2013/01/15 09:00:00+00
-410655.966695141,1531965.84908907,Stebbins,7.01,Tapraq Fuel Company,Jan,2013,,974,Winter,2013/01/15 09:00:00+00
90121.6496562936,1691441.77576932,Tanana,5.5,Tanana Tribal Council,Jan,2013,,975,Winter,2013/01/15 09:00:00+00
-574543.17179758,1754008.50735403,Teller,5.23,Teller Native Fuel Business,Jan,2013,,976,Winter,2013/01/15 09:00:00+00
1326319.36788725,846815.094827237,Thorne Bay,4.13,Petro Marine,Jan,2013,,977,Winter,2013/01/15 09:00:00+00
-364120.520402744,1024741.77608156,Togiak,6.35,Togiak Natives Limited,Jan,2013,,978,Winter,2013/01/15 09:00:00+00
-604707.768126036,1222202.94569942,Toksook Bay,7.67,Nunakauiak Yupik Corporation,Jan,2013,,979,Winter,2013/01/15 09:00:00+00
-475945.642041781,1181762.44420864,Tuntutuliak,6.8,Qinarmiut Corporation,Jan,2013,,980,Winter,2013/01/15 09:00:00+00
-332652.664299918,1562728.30203533,Unalakleet,,Unalakleet Native Corporation,Jan,2013,,981,Winter,2013/01/15 09:00:00+00
-821101.945279297,506511.382085757,Unalaska,4.54,Delta Western,Jan,2013,,982,Winter,2013/01/15 09:00:00+00
-334222.042316608,1300232.52489235,Upper Kalskag,6.75,City of Upper Kalskag,Jan,2013,,983,Winter,2013/01/15 09:00:00+00
-101341.337283207,2367854.79997794,Utqiagvik,,Eskimos Inc.,Jan,2013,,984,Winter,2013/01/15 09:00:00+00
409518.872278663,1262298.70131742,Valdez,4.25,North Pacific,Jan,2013,,985,Winter,2013/01/15 09:00:00+00
-227607.668616794,2305095.9767901,Wainwright,1.5,Olgoonik Corporation,Jan,2013,,986,Winter,2013/01/15 09:00:00+00
-645492.756304416,1807658.53281773,Wales,6.95,Wales Native Store,Jan,2013,,987,Winter,2013/01/15 09:00:00+00
-447479.312091524,1667267.50587921,White Mountain,4.85,White Mountain Native Store,Jan,2013,,988,Winter,2013/01/15 09:00:00+00
1306628.34428561,932518.315928681,Wrangell,4.68,Wrangell Oil,Jan,2013,,989,Winter,2013/01/15 09:00:00+00
-390087.745779022,1235043.28228904,Akiak,6.85,Kokarmiut Corporation,Jan,2012,,990,Winter,2012/01/15 09:00:00+00
-766479.910475392,525927.743350198,Akutan,3.8,City of Akutan,Jan,2012,,991,Winter,2012/01/15 09:00:00+00
57879.5116973947,1844678.29560101,Alatna,7,Alatna Traditional Council,Jan,2012,,992,Winter,2012/01/15 09:00:00+00
94894.1751459759,2021732.21131396,Anaktuvuk Pass,1.55,Nunamiut Corporation,Jan,2012,,993,Winter,2012/01/15 09:00:00+00
231980.126647679,1606209.55215741,Anderson,4.22,Nenana Heating,Jan,2012,,994,Winter,2012/01/15 09:00:00+00
1144736.49530355,1001399.30409643,Angoon,5.2,Angoon Oil and Gas,Jan,2012,,995,Winter,2012/01/15 09:00:00+00
-316464.020166387,1423712.40568258,Anvik,5.25,Deloyges Inc.,Jan,2012,,996,Winter,2012/01/15 09:00:00+00
354055.304168875,2041227.33626006,Arctic Village,,Arctic Village Traditional Council,Jan,2012,,997,Winter,2012/01/15 09:00:00+00
-1366062.6920054,452266.93070329,Atka,7.43,Atka Native Store,Jan,2012,,998,Winter,2012/01/15 09:00:00+00
-446969.846134871,1236061.98697927,Atmautluak,5.4,Atmautluak Limited,Jan,2012,,999,Winter,2012/01/15 09:00:00+00
-130178.283503762,2281005.01007065,Atqasuk,1.4,Atqasuk Corporation,Jan,2012,,1000,Winter,2012/01/15 09:00:00+00
-420708.278583235,1225426.14136511,Bethel,5.78,Crowley Fuel,Jan,2012,,1001,Winter,2012/01/15 09:00:00+00
-578884.171153793,1762943.25312878,Brevig Mission,4.74,Brevig Mission Native Store,Jan,2012,,1002,Winter,2012/01/15 09:00:00+00
331739.412198896,1134592.127647,Chenega,6.63,Chenega Bay Utility,Jan,2012,,1003,Winter,2012/01/15 09:00:00+00
-272640.696692714,708170.914671806,Chignik,4.22,City of Chignik,Jan,2012,,1004,Winter,2012/01/15 09:00:00+00
505210.692464188,1318323.26146793,Chitina,4.07,Chitina Services,Jan,2012,,1005,Winter,2012/01/15 09:00:00+00
453138.587430948,1797102.49217214,Circle,5.5,Central Corner,Jan,2012,,1006,Winter,2012/01/15 09:00:00+00
-261536.801805181,990939.243875891,Clark's Point,8,City of Clark's Point,Jan,2012,,1007,Winter,2012/01/15 09:00:00+00
449342.259478468,1201051.13508385,Cordova,4.37,Hovers Mover,Jan,2012,,1008,Winter,2012/01/15 09:00:00+00
1296030.65760968,812250.477347349,Craig,4.03,Petro Marine,Jan,2012,,1009,Winter,2012/01/15 09:00:00+00
-394885.190734183,1816964.93492238,Deering,6.25,Deering IRA,Jan,2012,,1010,Winter,2012/01/15 09:00:00+00
402016.95373835,1589787.53174982,Delta Junction,3.96,Delta Fuel Company,Jan,2012,,1011,Winter,2012/01/15 09:00:00+00
-255124.356889429,1013454.33727143,Dillingham,5.16,Delta Western,Jan,2012,,1012,Winter,2012/01/15 09:00:00+00
604270.153138677,1705897.93684688,Eagle,4.75,Telegraph Hill Services,Jan,2012,,1013,Winter,2012/01/15 09:00:00+00
-533862.500488994,1465251.0985118,Emmonak,6.74,Emmonak Corp. Tank Farm,Jan,2012,,1014,Winter,2012/01/15 09:00:00+00
297451.122482249,1667250.52584127,Fairbanks,3.93,Alaska Petroleum,Jan,2012,,1015,Winter,2012/01/15 09:00:00+00
-136929.048131091,1645322.79517116,Galena,5.23,Crowley Marine,Jan,2012,,1016,Winter,2012/01/15 09:00:00+00
-861997.814284141,1650244.02734943,Gambell,6.75,ANICA (Gambell Native Store),Jan,2012,,1017,Winter,2012/01/15 09:00:00+00
439627.705608474,1376652.70899664,Glennallen,4.07,Service Oil and Gas,Jan,2012,,1018,Winter,2012/01/15 09:00:00+00
-431919.643857906,1649447.6365716,Golovin,5,Golovin Public Utilities,Jan,2012,,1019,Winter,2012/01/15 09:00:00+00
-431808.216810717,1038370.39728577,Goodnews Bay,5.31,Mumtram Pikkai Village Corporation,Jan,2012,,1020,Winter,2012/01/15 09:00:00+00
-307074.484708072,1451345.5736835,Grayling,5,HYL Grayling Fuel Company,Jan,2012,,1021,Winter,2012/01/15 09:00:00+00
1050532.36181576,1080255.03184299,Gustavus,4.85,Gustavus Dray ,Jan,2012,,1022,Winter,2012/01/15 09:00:00+00
244851.204268498,1554216.24330167,Healy,4.24,Fisher Fuel,Jan,2012,,1023,Winter,2012/01/15 09:00:00+00
-299104.583730028,1371169.35640814,Holy Cross,6.87,Holy Cross Oil Company,Jan,2012,,1024,Winter,2012/01/15 09:00:00+00
138629.431092521,1075412.72159425,Homer,3.83,Home Run Oil,Jan,2012,,1025,Winter,2012/01/15 09:00:00+00
1076331.88668661,1052302.38252826,Hoonah,4.5,Hoonah Trading ,Jan,2012,,1026,Winter,2012/01/15 09:00:00+00
-637703.69598663,1341749.41966851,Hooper Bay,7.09,Crowley Marine,Jan,2012,,1027,Winter,2012/01/15 09:00:00+00
-11727.409237893,1787572.07370767,Hughes,9,City of Hughes,Jan,2012,,1028,Winter,2012/01/15 09:00:00+00
-110126.419518891,1751240.80768989,Huslia,6,Huslia Gas and Oil,Jan,2012,,1029,Winter,2012/01/15 09:00:00+00
1128714.87957736,1089944.96465042,Juneau,4.31,Delta Western,Jan,2012,,1030,Winter,2012/01/15 09:00:00+00
1198537.96643152,956568.247197351,Kake,5.48,Kake Tribal Fuel,Jan,2012,,1031,Winter,2012/01/15 09:00:00+00
399600.549366245,2270028.55604022,Kaktovik,2.6,Kaktovik Inupiat Corporation,Jan,2012,,1032,Winter,2012/01/15 09:00:00+00
-228052.174361995,1604048.17941984,Kaltag,5.75,Kaltag Cooperative,Jan,2012,,1033,Winter,2012/01/15 09:00:00+00
-281947.629636162,1904401.94665282,Kiana,7,City of Kiana,Jan,2012,,1034,Winter,2012/01/15 09:00:00+00
-529656.810844552,593924.882474006,King Cove,5.3,Peter Pan Seafood,Jan,2012,,1035,Winter,2012/01/15 09:00:00+00
95027.5224326542,866747.9369809,Kodiak,4.02,Petro Marine,Jan,2012,,1036,Winter,2012/01/15 09:00:00+00
-42350.9527616402,1049908.85482454,Kokhanok,7.86,Kokhanok Tribal Council,Jan,2012,,1037,Winter,2012/01/15 09:00:00+00
-480768.456775202,1486120.89410419,Kotlik,6.65,Kotlik Yupik Enterprises,Jan,2012,,1038,Winter,2012/01/15 09:00:00+00
-377013.715648148,1906544.48611949,Kotzebue,5.92,Crowley Fuel,Jan,2012,,1039,Winter,2012/01/15 09:00:00+00
-338182.669797935,1681583.81082618,Koyuk,6.5,Koyuk Native Corporation,Jan,2012,,1040,Winter,2012/01/15 09:00:00+00
-509341.421585239,1133719.63178881,Kwigillingok,6.45,KWIK Marina Inc.,Jan,2012,,1041,Winter,2012/01/15 09:00:00+00
1110.1843822052,837018.823366526,Larsen Bay,5.57,City of Larsen Bay,Jan,2012,,1042,Winter,2012/01/15 09:00:00+00
-422939.120937902,1348502.57937497,Marshall,6.47,Maserculiq Inc.,Jan,2012,,1043,Winter,2012/01/15 09:00:00+00
-80396.1108252345,1443158.11815246,McGrath,7.47,Crowley Fuel,Jan,2012,,1044,Winter,2012/01/15 09:00:00+00
218083.07061332,1695656.59737064,Minto,5.05,North Fork Store,Jan,2012,,1045,Winter,2012/01/15 09:00:00+00
-504640.533465355,1383006.48491385,Mountain Village,7.53,Azachorak Fuel,Jan,2012,,1046,Winter,2012/01/15 09:00:00+00
-447900.339245922,689960.464606835,Nelson Lagoon,5.98,Crowley Fuel,Jan,2012,,1047,Winter,2012/01/15 09:00:00+00
234989.287041507,1630972.24399515,Nenana,4.12,Nenana Heating,Jan,2012,,1048,Winter,2012/01/15 09:00:00+00
-187051.232425995,1055625.0881875,New Stuyahok,6.55,New Stuyahok Village Corporation,Jan,2012,,1049,Winter,2012/01/15 09:00:00+00
-47715.5850566393,1109006.41072581,Nondalton,6.67,City of Nondalton,Jan,2012,,1050,Winter,2012/01/15 09:00:00+00
-310203.95042872,1891560.16964191,Noorvik,5.77,Morris Trading Post,Jan,2012,,1051,Winter,2012/01/15 09:00:00+00
115434.355028723,2251263.44261842,Nuiqsut,,Kuukpik Corporation,Jan,2012,,1052,Winter,2012/01/15 09:00:00+00
-195453.203694237,1646254.07648895,Nulato,5.7,City of Nulato,Jan,2012,,1053,Winter,2012/01/15 09:00:00+00
-456125.054896778,1241722.08129476,Nunapitchuk,6.85,Nunapitchuk Ltd.,Jan,2012,,1054,Winter,2012/01/15 09:00:00+00
43179.509619964,801115.998141873,Old Harbor,5.75,City of Old Harbor,Jan,2012,,1055,Winter,2012/01/15 09:00:00+00
88385.3853077032,881147.13012034,Ouzinkie,4.72,Ouzinkie Native Corporation,Jan,2012,,1056,Winter,2012/01/15 09:00:00+00
1036362.75188977,1023817.93801456,Pelican,4.95,Pelican Fuel ,Jan,2012,,1057,Winter,2012/01/15 09:00:00+00
1261271.08419403,957469.206997323,Petersburg,4.03,Petro Marine,Jan,2012,,1058,Winter,2012/01/15 09:00:00+00
-463440.278725839,1359992.70645285,Pilot Station,7.04,Pilot Station Native Corporation,Jan,2012,,1059,Winter,2012/01/15 09:00:00+00
1238268.67859453,896185.506006416,Point Baker,5.3,Point Baker Trading Post,Jan,2012,,1060,Winter,2012/01/15 09:00:00+00
-526202.60112902,2093518.87211088,Point Hope,1.64,Tigara Corporation,Jan,2012,,1061,Winter,2012/01/15 09:00:00+00
66076.0433834472,874380.056336525,Port Lions,5.13,Kizhuyak Oil Sales,Jan,2012,,1062,Winter,2012/01/15 09:00:00+00
-441451.852918794,1110782.82189395,Quinhagak,6,Qanirtuuq Corporation,Jan,2012,,1063,Winter,2012/01/15 09:00:00+00
-70886.7990080763,1642768.92037799,Ruby,5.3,Dineega Fuel Company,Jan,2012,,1064,Winter,2012/01/15 09:00:00+00
-384325.307776448,1333013.66724658,Russian Mission,5.75,Russian Mission Corporation,Jan,2012,,1065,Winter,2012/01/15 09:00:00+00
-944349.868773236,843619.420781122,Saint George,6.34,Delta Fuel Company,Jan,2012,,1066,Winter,2012/01/15 09:00:00+00
-398870.645006686,1525392.61226927,Saint Michael,6.75,Saint Michael Fuel Company,Jan,2012,,1067,Winter,2012/01/15 09:00:00+00
-411466.861134354,612219.93928279,Sand Point,5.15,TDX Svcs,Jan,2012,,1068,Winter,2012/01/15 09:00:00+00
-805515.136213651,1625678.78277187,Savoonga,5.61,ANICA (Savoonga Native Store),Jan,2012,,1069,Winter,2012/01/15 09:00:00+00
-604790.129936927,1371265.24459968,Scammon Bay,7.33,Askinuk Corporation,Jan,2012,,1070,Winter,2012/01/15 09:00:00+00
128947.580591873,1051951.17416714,Seldovia,5.2,Seldovia Fuel and Lube,Jan,2012,,1071,Winter,2012/01/15 09:00:00+00
-541048.640165177,1860130.42371255,Shishmaref,6.45,Shishmaref Native Store,Jan,2012,,1072,Winter,2012/01/15 09:00:00+00
-167084.821254186,1306713.95158893,Sleetmute,7.35,Henry Hill Store,Jan,2012,,1073,Winter,2012/01/15 09:00:00+00
-410655.966695141,1531965.84908907,Stebbins,6.99,Tapraq Fuel Company,Jan,2012,,1074,Winter,2012/01/15 09:00:00+00
90121.6496562936,1691441.77576932,Tanana,5.5,Tanana Tribal Council,Jan,2012,,1075,Winter,2012/01/15 09:00:00+00
-574543.17179758,1754008.50735403,Teller,5.56,City of Teller,Jan,2012,,1076,Winter,2012/01/15 09:00:00+00
1326319.36788725,846815.094827237,Thorne Bay,4.13,Petro Marine,Jan,2012,,1077,Winter,2012/01/15 09:00:00+00
-364120.520402744,1024741.77608156,Togiak,5.85,Togiak Natives Limited,Jan,2012,,1078,Winter,2012/01/15 09:00:00+00
-604707.768126036,1222202.94569942,Toksook Bay,7.3,Nunakauiak Yupik Corporation,Jan,2012,,1079,Winter,2012/01/15 09:00:00+00
-475945.642041781,1181762.44420864,Tuntutuliak,6.8,Qinarmiut Corporation,Jan,2012,,1080,Winter,2012/01/15 09:00:00+00
-332652.664299918,1562728.30203533,Unalakleet,6.3,Unalakleet Native Corporation,Jan,2012,,1081,Winter,2012/01/15 09:00:00+00
-821101.945279297,506511.382085757,Unalaska,4.53,Delta Western,Jan,2012,,1082,Winter,2012/01/15 09:00:00+00
-334222.042316608,1300232.52489235,Upper Kalskag,6.5,City of Upper Kalskag,Jan,2012,,1083,Winter,2012/01/15 09:00:00+00
-101341.337283207,2367854.79997794,Utqiagvik,,Eskimos Inc.,Jan,2012,,1084,Winter,2012/01/15 09:00:00+00
409518.872278663,1262298.70131742,Valdez,4.3,North Pacific,Jan,2012,,1085,Winter,2012/01/15 09:00:00+00
-227607.668616794,2305095.9767901,Wainwright,1.5,Olgoonik Corporation,Jan,2012,,1086,Winter,2012/01/15 09:00:00+00
-645492.756304416,1807658.53281773,Wales,7.75,Wales Native Store,Jan,2012,,1087,Winter,2012/01/15 09:00:00+00
-447479.312091524,1667267.50587921,White Mountain,5.25,White Mountain Native Store,Jan,2012,,1088,Winter,2012/01/15 09:00:00+00
1306628.34428561,932518.315928681,Wrangell,4.47,Wrangell Oil,Jan,2012,,1089,Winter,2012/01/15 09:00:00+00
-390087.745779022,1235043.28228904,Akiak,5,Kokarmiut Corporation,Jan,2011,,1090,Winter,2011/01/15 09:00:00+00
-766479.910475392,525927.743350198,Akutan,3.16,City of Akutan,Jan,2011,,1091,Winter,2011/01/15 09:00:00+00
57879.5116973947,1844678.29560101,Alatna,6.5,Alatna Traditional Council,Jan,2011,,1092,Winter,2011/01/15 09:00:00+00
94894.1751459759,2021732.21131396,Anaktuvuk Pass,1.55,Nunamiut Corporation,Jan,2011,,1093,Winter,2011/01/15 09:00:00+00
231980.126647679,1606209.55215741,Anderson,3.79,Nenana Heating,Jan,2011,,1094,Winter,2011/01/15 09:00:00+00
1144736.49530355,1001399.30409643,Angoon,4.6,Angoon Oil and Gas,Jan,2011,,1095,Winter,2011/01/15 09:00:00+00
-316464.020166387,1423712.40568258,Anvik,4.5,Deloyges Inc.,Jan,2011,,1096,Winter,2011/01/15 09:00:00+00
354055.304168875,2041227.33626006,Arctic Village,10,Arctic Village Traditional Council,Jan,2011,,1097,Winter,2011/01/15 09:00:00+00
-1366062.6920054,452266.93070329,Atka,6.8,Atka Native Store,Jan,2011,,1098,Winter,2011/01/15 09:00:00+00
-446969.846134871,1236061.98697927,Atmautluak,5.56,Atmautluak Limited,Jan,2011,,1099,Winter,2011/01/15 09:00:00+00
-130178.283503762,2281005.01007065,Atqasuk,1.4,Atqasuk Corporation,Jan,2011,,1100,Winter,2011/01/15 09:00:00+00
-420708.278583235,1225426.14136511,Bethel,4.82,Crowley Fuel,Jan,2011,,1101,Winter,2011/01/15 09:00:00+00
-578884.171153793,1762943.25312878,Brevig Mission,4.79,Brevig Mission Native Store,Jan,2011,,1102,Winter,2011/01/15 09:00:00+00
331739.412198896,1134592.127647,Chenega,6.16,Chenega Bay Utility,Jan,2011,,1103,Winter,2011/01/15 09:00:00+00
-272640.696692714,708170.914671806,Chignik,3.65,City of Chignik,Jan,2011,,1104,Winter,2011/01/15 09:00:00+00
505210.692464188,1318323.26146793,Chitina,3.57,Chitina Services,Jan,2011,,1105,Winter,2011/01/15 09:00:00+00
453138.587430948,1797102.49217214,Circle,,Central Corner,Jan,2011,,1106,Winter,2011/01/15 09:00:00+00
-261536.801805181,990939.243875891,Clark's Point,6,City of Clark's Point,Jan,2011,,1107,Winter,2011/01/15 09:00:00+00
449342.259478468,1201051.13508385,Cordova,3.68,Shoreside Petroleum,Jan,2011,,1108,Winter,2011/01/15 09:00:00+00
1296030.65760968,812250.477347349,Craig,3.59,Petro Marine,Jan,2011,,1109,Winter,2011/01/15 09:00:00+00
-394885.190734183,1816964.93492238,Deering,5.2,Deering IRA,Jan,2011,,1110,Winter,2011/01/15 09:00:00+00
402016.95373835,1589787.53174982,Delta Junction,3.49,Delta Fuel Company,Jan,2011,,1111,Winter,2011/01/15 09:00:00+00
-255124.356889429,1013454.33727143,Dillingham,4.67,Delta Western,Jan,2011,,1112,Winter,2011/01/15 09:00:00+00
604270.153138677,1705897.93684688,Eagle,3.75,Telegraph Hill Services,Jan,2011,,1113,Winter,2011/01/15 09:00:00+00
-533862.500488994,1465251.0985118,Emmonak,5.15,Emmonak Corp. Tank Farm,Jan,2011,,1114,Winter,2011/01/15 09:00:00+00
297451.122482249,1667250.52584127,Fairbanks,3.45,Petro Star - Flint Hill,Jan,2011,,1115,Winter,2011/01/15 09:00:00+00
-136929.048131091,1645322.79517116,Galena,5.35,Crowley Marine,Jan,2011,,1116,Winter,2011/01/15 09:00:00+00
-861997.814284141,1650244.02734943,Gambell,7.2,ANICA (Gambell Native Store),Jan,2011,,1117,Winter,2011/01/15 09:00:00+00
439627.705608474,1376652.70899664,Glennallen,3.57,Crowley Fuel,Jan,2011,,1118,Winter,2011/01/15 09:00:00+00
-431919.643857906,1649447.6365716,Golovin,4.55,Golovin Public Utilities,Jan,2011,,1119,Winter,2011/01/15 09:00:00+00
-431808.216810717,1038370.39728577,Goodnews Bay,4.27,Mumtram Pikkai Village Corporation,Jan,2011,,1120,Winter,2011/01/15 09:00:00+00
-307074.484708072,1451345.5736835,Grayling,4.75,HYL Grayling Fuel Company,Jan,2011,,1121,Winter,2011/01/15 09:00:00+00
1050532.36181576,1080255.03184299,Gustavus,3.97,Gustavus Dray ,Jan,2011,,1122,Winter,2011/01/15 09:00:00+00
244851.204268498,1554216.24330167,Healy,3.45,Fisher Fuel,Jan,2011,,1123,Winter,2011/01/15 09:00:00+00
-299104.583730028,1371169.35640814,Holy Cross,4.47,Holy Cross Oil Company,Jan,2011,,1124,Winter,2011/01/15 09:00:00+00
138629.431092521,1075412.72159425,Homer,3.56,Home Run Oil,Jan,2011,,1125,Winter,2011/01/15 09:00:00+00
1076331.88668661,1052302.38252826,Hoonah,4.39,Hoonah Trading ,Jan,2011,,1126,Winter,2011/01/15 09:00:00+00
-637703.69598663,1341749.41966851,Hooper Bay,6.26,Crowley Marine,Jan,2011,,1127,Winter,2011/01/15 09:00:00+00
-11727.409237893,1787572.07370767,Hughes,8.55,City of Hughes,Jan,2011,,1128,Winter,2011/01/15 09:00:00+00
-110126.419518891,1751240.80768989,Huslia,5,Huslia Gas and Oil,Jan,2011,,1129,Winter,2011/01/15 09:00:00+00
1128714.87957736,1089944.96465042,Juneau,3.69,Delta Western,Jan,2011,,1130,Winter,2011/01/15 09:00:00+00
1198537.96643152,956568.247197351,Kake,4.89,Kake Tribal Fuel,Jan,2011,,1131,Winter,2011/01/15 09:00:00+00
399600.549366245,2270028.55604022,Kaktovik,2.6,Kaktovik Inupiat Corporation,Jan,2011,,1132,Winter,2011/01/15 09:00:00+00
-228052.174361995,1604048.17941984,Kaltag,4.75,Kaltag Cooperative,Jan,2011,,1133,Winter,2011/01/15 09:00:00+00
-281947.629636162,1904401.94665282,Kiana,6.18,City of Kiana,Jan,2011,,1134,Winter,2011/01/15 09:00:00+00
-529656.810844552,593924.882474006,King Cove,3.57,Peter Pan Seafood,Jan,2011,,1135,Winter,2011/01/15 09:00:00+00
95027.5224326542,866747.9369809,Kodiak,3.3,Thompson Transfer,Jan,2011,,1136,Winter,2011/01/15 09:00:00+00
-42350.9527616402,1049908.85482454,Kokhanok,6.75,Kokhanok Tribal Council,Jan,2011,,1137,Winter,2011/01/15 09:00:00+00
-480768.456775202,1486120.89410419,Kotlik,5.6,Kotlik Yupik Enterprises,Jan,2011,,1138,Winter,2011/01/15 09:00:00+00
-377013.715648148,1906544.48611949,Kotzebue,5.13,Crowley Fuel,Jan,2011,,1139,Winter,2011/01/15 09:00:00+00
-338182.669797935,1681583.81082618,Koyuk,5.17,Koyuk Native Corporation,Jan,2011,,1140,Winter,2011/01/15 09:00:00+00
-509341.421585239,1133719.63178881,Kwigillingok,4.8,KWIK Marina Inc.,Jan,2011,,1141,Winter,2011/01/15 09:00:00+00
1110.1843822052,837018.823366526,Larsen Bay,5.74,City of Larsen Bay,Jan,2011,,1142,Winter,2011/01/15 09:00:00+00
-422939.120937902,1348502.57937497,Marshall,5.5,Maserculiq Inc.,Jan,2011,,1143,Winter,2011/01/15 09:00:00+00
-80396.1108252345,1443158.11815246,McGrath,6.49,Crowley Fuel,Jan,2011,,1144,Winter,2011/01/15 09:00:00+00
218083.07061332,1695656.59737064,Minto,4.15,North Fork Store,Jan,2011,,1145,Winter,2011/01/15 09:00:00+00
-504640.533465355,1383006.48491385,Mountain Village,6.12,Azachorak Fuel,Jan,2011,,1146,Winter,2011/01/15 09:00:00+00
-447900.339245922,689960.464606835,Nelson Lagoon,4.48,Nelson Lagoon Enterprises,Jan,2011,,1147,Winter,2011/01/15 09:00:00+00
