X,Y,CommunityName,HFRetailGal,EntityName,ReportingPeriod,ReportingYear,AsOfDate,OBJECTID,ReportingSeason,ReportingDate
1128714.87957736,1089944.96465042,Juneau,3.43,Reliable Oil,Jul,2015,,2052,Summer,2015/07/15 08:00:00+00
1198537.96643152,956568.247197351,Kake,4.59,Kake Tribal Fuel,Jul,2015,,2053,Summer,2015/07/15 08:00:00+00
399600.549366245,2270028.55604022,Kaktovik,3,Kaktovik Inupiat Corporation,Jul,2015,,2054,Summer,2015/07/15 08:00:00+00
-228052.174361995,1604048.17941984,Kaltag,5.75,Kaltag Cooperative,Jul,2015,,2055,Summer,2015/07/15 08:00:00+00
-281947.629636162,1904401.94665282,Kiana,5,City of Kiana,Jul,2015,,2056,Summer,2015/07/15 08:00:00+00
-529656.810844552,593924.882474006,King Cove,3.32,Peter Pan Seafood,Jul,2015,,2057,Summer,2015/07/15 08:00:00+00
95027.5224326542,866747.9369809,Kodiak,3.45,Petro Marine,Jul,2015,,2058,Summer,2015/07/15 08:00:00+00
-42350.9527616402,1049908.85482454,Kokhanok,8.21,Kokhanok Tribal Council,Jul,2015,,2059,Summer,2015/07/15 08:00:00+00
-480768.456775202,1486120.89410419,Kotlik,5.82,Kotlik Yupik Enterprises,Jul,2015,,2060,Summer,2015/07/15 08:00:00+00
-377013.715648148,1906544.48611949,Kotzebue,6.53,Kikiktagruk Inupiat Corporation,Jul,2015,,2061,Summer,2015/07/15 08:00:00+00
-338182.669797935,1681583.81082618,Koyuk,6.5,Koyuk Native Corporation,Jul,2015,,2062,Summer,2015/07/15 08:00:00+00
-509341.421585239,1133719.63178881,Kwigillingok,4.65,KWIK Marina Inc.,Jul,2015,,2063,Summer,2015/07/15 08:00:00+00
1110.1843822052,837018.823366526,Larsen Bay,5.26,City of Larsen Bay,Jul,2015,,2064,Summer,2015/07/15 08:00:00+00
-422939.120937902,1348502.57937497,Marshall,6.66,Maserculiq Inc.,Jul,2015,,2065,Summer,2015/07/15 08:00:00+00
-80396.1108252345,1443158.11815246,McGrath,7.64,Crowley Fuel,Jul,2015,,2066,Summer,2015/07/15 08:00:00+00
218083.07061332,1695656.59737064,Minto,3.8,North Fork Store,Jul,2015,,2067,Summer,2015/07/15 08:00:00+00
-504640.533465355,1383006.48491385,Mountain Village,6.55,Azachorak Fuel,Jul,2015,,2068,Summer,2015/07/15 08:00:00+00
-447900.339245922,689960.464606835,Nelson Lagoon,5.52,Nelson Lagoon Enterprises,Jul,2015,,2069,Summer,2015/07/15 08:00:00+00
234989.287041507,1630972.24399515,Nenana,3.83,Nenana Heating,Jul,2015,,2070,Summer,2015/07/15 08:00:00+00
-187051.232425995,1055625.0881875,New Stuyahok,6.58,New Stuyahok Village Corporation,Jul,2015,,2071,Summer,2015/07/15 08:00:00+00
-47715.5850566393,1109006.41072581,Nondalton,5.09,City of Nondalton,Jul,2015,,2072,Summer,2015/07/15 08:00:00+00
-310203.95042872,1891560.16964191,Noorvik,6.56,Morris Trading Post,Jul,2015,,2073,Summer,2015/07/15 08:00:00+00
115434.355028723,2251263.44261842,Nuiqsut,,Kuukpik Corporation,Jul,2015,,2074,Summer,2015/07/15 08:00:00+00
-195453.203694237,1646254.07648895,Nulato,5.4,City of Nulato,Jul,2015,,2075,Summer,2015/07/15 08:00:00+00
-456125.054896778,1241722.08129476,Nunapitchuk,7.3,Nunapitchuk Ltd.,Jul,2015,,2076,Summer,2015/07/15 08:00:00+00
43179.509619964,801115.998141873,Old Harbor,4.69,City of Old Harbor,Jul,2015,,2077,Summer,2015/07/15 08:00:00+00
88385.3853077032,881147.13012034,Ouzinkie,2.94,Ouzinkie Native Corporation,Jul,2015,,2078,Summer,2015/07/15 08:00:00+00
1036362.75188977,1023817.93801456,Pelican,5.27,Pelican Fuel ,Jul,2015,,2079,Summer,2015/07/15 08:00:00+00
1261271.08419403,957469.206997323,Petersburg,3.51,Petro Marine,Jul,2015,,2080,Summer,2015/07/15 08:00:00+00
-463440.278725839,1359992.70645285,Pilot Station,7.02,Pilot Station Native Corporation,Jul,2015,,2081,Summer,2015/07/15 08:00:00+00
1238268.67859453,896185.506006416,Point Baker,4.65,Point Baker Trading Post,Jul,2015,,2082,Summer,2015/07/15 08:00:00+00
-526202.60112902,2093518.87211088,Point Hope,1.74,Tigara Corporation,Jul,2015,,2083,Summer,2015/07/15 08:00:00+00
66076.0433834472,874380.056336525,Port Lions,3.3,Kizhuyak Oil Sales,Jul,2015,,2084,Summer,2015/07/15 08:00:00+00
-441451.852918794,1110782.82189395,Quinhagak,6.7,Qanirtuuq Corporation,Jul,2015,,2085,Summer,2015/07/15 08:00:00+00
-70886.7990080763,1642768.92037799,Ruby,5.8,Dineega Fuel Company,Jul,2015,,2086,Summer,2015/07/15 08:00:00+00
-384325.307776448,1333013.66724658,Russian Mission,6.03,Russian Mission Corporation,Jul,2015,,2087,Summer,2015/07/15 08:00:00+00
-944349.868773236,843619.420781122,Saint George,7.35,Delta Fuel Company,Jul,2015,,2088,Summer,2015/07/15 08:00:00+00
-398870.645006686,1525392.61226927,Saint Michael,6.76,Saint Michael Fuel Company,Jul,2015,,2089,Summer,2015/07/15 08:00:00+00
-411466.861134354,612219.93928279,Sand Point,5.52,TDX Svcs,Jul,2015,,2090,Summer,2015/07/15 08:00:00+00
-805515.136213651,1625678.78277187,Savoonga,5.25,ANICA (Savoonga Native Store),Jul,2015,,2091,Summer,2015/07/15 08:00:00+00
-604790.129936927,1371265.24459968,Scammon Bay,6.72,Askinuk Corporation,Jul,2015,,2092,Summer,2015/07/15 08:00:00+00
128947.580591873,1051951.17416714,Seldovia,4.1,Seldovia Fuel and Lube,Jul,2015,,2093,Summer,2015/07/15 08:00:00+00
-541048.640165177,1860130.42371255,Shishmaref,5.91,Shishmaref Native Store,Jul,2015,,2094,Summer,2015/07/15 08:00:00+00
-167084.821254186,1306713.95158893,Sleetmute,5.7,Henry Hill Store,Jul,2015,,2095,Summer,2015/07/15 08:00:00+00
-410655.966695141,1531965.84908907,Stebbins,7.22,Tapraq Fuel Company,Jul,2015,,2096,Summer,2015/07/15 08:00:00+00
90121.6496562936,1691441.77576932,Tanana,5.87,Tanacon Fuel,Jul,2015,,2097,Summer,2015/07/15 08:00:00+00
-574543.17179758,1754008.50735403,Teller,6.28,Teller Native Fuel Business,Jul,2015,,2098,Summer,2015/07/15 08:00:00+00
1326319.36788725,846815.094827237,Thorne Bay,3.63,Petro Marine,Jul,2015,,2099,Summer,2015/07/15 08:00:00+00
-364120.520402744,1024741.77608156,Togiak,4.93,Togiak Natives Limited,Jul,2015,,2100,Summer,2015/07/15 08:00:00+00
-604707.768126036,1222202.94569942,Toksook Bay,7,Nunakauiak Yupik Corporation,Jul,2015,,2101,Summer,2015/07/15 08:00:00+00
-475945.642041781,1181762.44420864,Tuntutuliak,5.58,Qinarmiut Corporation,Jul,2015,,2102,Summer,2015/07/15 08:00:00+00
-332652.664299918,1562728.30203533,Unalakleet,4.57,Unalakleet Native Corporation,Jul,2015,,2103,Summer,2015/07/15 08:00:00+00
-821101.945279297,506511.382085757,Unalaska,4.16,Delta Western,Jul,2015,,2104,Summer,2015/07/15 08:00:00+00
-334222.042316608,1300232.52489235,Upper Kalskag,6.25,City of Upper Kalskag,Jul,2015,,2105,Summer,2015/07/15 08:00:00+00
-101341.337283207,2367854.79997794,Utqiagvik,,Eskimos Inc.,Jul,2015,,2106,Summer,2015/07/15 08:00:00+00
409518.872278663,1262298.70131742,Valdez,2.95,North Pacific,Jul,2015,,2107,Summer,2015/07/15 08:00:00+00
-227607.668616794,2305095.9767901,Wainwright,1.5,Olgoonik Corporation,Jul,2015,,2108,Summer,2015/07/15 08:00:00+00
-645492.756304416,1807658.53281773,Wales,6.49,Wales Native Store,Jul,2015,,2109,Summer,2015/07/15 08:00:00+00
-447479.312091524,1667267.50587921,White Mountain,4.9,White Mountain Native Store,Jul,2015,,2110,Summer,2015/07/15 08:00:00+00
1306628.34428561,932518.315928681,Wrangell,3.31,Wrangell Oil,Jul,2015,,2111,Summer,2015/07/15 08:00:00+00
-390087.745779022,1235043.28228904,Akiak,6.85,Kokarmiut Corporation,Jul,2014,,2112,Summer,2014/07/15 08:00:00+00
-766479.910475392,525927.743350198,Akutan,4,City of Akutan,Jul,2014,,2113,Summer,2014/07/15 08:00:00+00
57879.5116973947,1844678.29560101,Alatna,,Alatna Traditional Council,Jul,2014,,2114,Summer,2014/07/15 08:00:00+00
94894.1751459759,2021732.21131396,Anaktuvuk Pass,1.55,Nunamiut Corporation,Jul,2014,,2115,Summer,2014/07/15 08:00:00+00
231980.126647679,1606209.55215741,Anderson,4.5,Nenana Heating,Jul,2014,,2116,Summer,2014/07/15 08:00:00+00
1144736.49530355,1001399.30409643,Angoon,5.2,Angoon Oil and Gas,Jul,2014,,2117,Summer,2014/07/15 08:00:00+00
-316464.020166387,1423712.40568258,Anvik,6,Deloyges Inc.,Jul,2014,,2118,Summer,2014/07/15 08:00:00+00
354055.304168875,2041227.33626006,Arctic Village,,Arctic Village Traditional Council,Jul,2014,,2119,Summer,2014/07/15 08:00:00+00
-1366062.6920054,452266.93070329,Atka,7.65,Atka Native Store,Jul,2014,,2120,Summer,2014/07/15 08:00:00+00
-446969.846134871,1236061.98697927,Atmautluak,6.72,Atmautluak Limited,Jul,2014,,2121,Summer,2014/07/15 08:00:00+00
-130178.283503762,2281005.01007065,Atqasuk,1.4,North Slope Borough,Jul,2014,,2122,Summer,2014/07/15 08:00:00+00
-420708.278583235,1225426.14136511,Bethel,7.21,Crowley Fuel,Jul,2014,,2123,Summer,2014/07/15 08:00:00+00
-578884.171153793,1762943.25312878,Brevig Mission,5.35,Brevig Mission Native Store,Jul,2014,,2124,Summer,2014/07/15 08:00:00+00
331739.412198896,1134592.127647,Chenega,7.22,Chenega Bay Utility,Jul,2014,,2125,Summer,2014/07/15 08:00:00+00
-272640.696692714,708170.914671806,Chignik,4.51,City of Chignik,Jul,2014,,2126,Summer,2014/07/15 08:00:00+00
505210.692464188,1318323.26146793,Chitina,4.06,Chitina Services,Jul,2014,,2127,Summer,2014/07/15 08:00:00+00
453138.587430948,1797102.49217214,Circle,,Central Corner,Jul,2014,,2128,Summer,2014/07/15 08:00:00+00
-261536.801805181,990939.243875891,Clark's Point,,City of Clark’s Point,Jul,2014,,2129,Summer,2014/07/15 08:00:00+00
449342.259478468,1201051.13508385,Cordova,4.36,Hovers Mover,Jul,2014,,2130,Summer,2014/07/15 08:00:00+00
1296030.65760968,812250.477347349,Craig,4.09,Petro Marine,Jul,2014,,2131,Summer,2014/07/15 08:00:00+00
-394885.190734183,1816964.93492238,Deering,6.7,Deering IRA,Jul,2014,,2132,Summer,2014/07/15 08:00:00+00
402016.95373835,1589787.53174982,Delta Junction,4.18,Delta Fuel Company,Jul,2014,,2133,Summer,2014/07/15 08:00:00+00
-255124.356889429,1013454.33727143,Dillingham,5.86,Delta Western,Jul,2014,,2134,Summer,2014/07/15 08:00:00+00
604270.153138677,1705897.93684688,Eagle,4.55,Eagle Trading,Jul,2014,,2135,Summer,2014/07/15 08:00:00+00
-533862.500488994,1465251.0985118,Emmonak,6.14,Emmonak Corp. Tank Farm,Jul,2014,,2136,Summer,2014/07/15 08:00:00+00
297451.122482249,1667250.52584127,Fairbanks,3.95,Alaska Petroleum,Jul,2014,,2137,Summer,2014/07/15 08:00:00+00
-136929.048131091,1645322.79517116,Galena,6.37,Crowley Marine,Jul,2014,,2138,Summer,2014/07/15 08:00:00+00
-861997.814284141,1650244.02734943,Gambell,6.44,ANICA (Gambell Native Store),Jul,2014,,2139,Summer,2014/07/15 08:00:00+00
439627.705608474,1376652.70899664,Glennallen,4.06,Crowley Fuel,Jul,2014,,2140,Summer,2014/07/15 08:00:00+00
-431919.643857906,1649447.6365716,Golovin,6,Golovin Public Utilities,Jul,2014,,2141,Summer,2014/07/15 08:00:00+00
-431808.216810717,1038370.39728577,Goodnews Bay,5.44,Mumtram Pikkai Village Corporation,Jul,2014,,2142,Summer,2014/07/15 08:00:00+00
-307074.484708072,1451345.5736835,Grayling,5.75,HYL Grayling Fuel Company,Jul,2014,,2143,Summer,2014/07/15 08:00:00+00
1050532.36181576,1080255.03184299,Gustavus,5.38,Gustavus Dray ,Jul,2014,,2144,Summer,2014/07/15 08:00:00+00
244851.204268498,1554216.24330167,Healy,4.19,Fisher Fuel,Jul,2014,,2145,Summer,2014/07/15 08:00:00+00
-299104.583730028,1371169.35640814,Holy Cross,7.15,Holy Cross Oil Company,Jul,2014,,2146,Summer,2014/07/15 08:00:00+00
138629.431092521,1075412.72159425,Homer,4.07,Home Run Oil,Jul,2014,,2147,Summer,2014/07/15 08:00:00+00
1076331.88668661,1052302.38252826,Hoonah,4.43,Hoonah Trading,Jul,2014,,2148,Summer,2014/07/15 08:00:00+00
-637703.69598663,1341749.41966851,Hooper Bay,6.9,Crowley Marine,Jul,2014,,2149,Summer,2014/07/15 08:00:00+00
-11727.409237893,1787572.07370767,Hughes,9,City of Hughes,Jul,2014,,2150,Summer,2014/07/15 08:00:00+00
-110126.419518891,1751240.80768989,Huslia,7,Huslia Gas and Oil,Jul,2014,,2151,Summer,2014/07/15 08:00:00+00
1128714.87957736,1089944.96465042,Juneau,4.1,Delta Western,Jul,2014,,2152,Summer,2014/07/15 08:00:00+00
1198537.96643152,956568.247197351,Kake,5.25,Kake Tribal Fuel,Jul,2014,,2153,Summer,2014/07/15 08:00:00+00
399600.549366245,2270028.55604022,Kaktovik,1.5,Kaktovik Inupiat Corporation,Jul,2014,,2154,Summer,2014/07/15 08:00:00+00
-228052.174361995,1604048.17941984,Kaltag,5.75,Kaltag Cooperative,Jul,2014,,2155,Summer,2014/07/15 08:00:00+00
-281947.629636162,1904401.94665282,Kiana,6.7,City of Kiana,Jul,2014,,2156,Summer,2014/07/15 08:00:00+00
-529656.810844552,593924.882474006,King Cove,4.29,Peter Pan Seafood,Jul,2014,,2157,Summer,2014/07/15 08:00:00+00
95027.5224326542,866747.9369809,Kodiak,4.2,Petro Marine,Jul,2014,,2158,Summer,2014/07/15 08:00:00+00
-42350.9527616402,1049908.85482454,Kokhanok,8.21,Kokhanok Tribal Council,Jul,2014,,2159,Summer,2014/07/15 08:00:00+00
-480768.456775202,1486120.89410419,Kotlik,5.4,Kotlik Yupik Enterprises,Jul,2014,,2160,Summer,2014/07/15 08:00:00+00
-377013.715648148,1906544.48611949,Kotzebue,6.15,Crowley Fuel,Jul,2014,,2161,Summer,2014/07/15 08:00:00+00
-338182.669797935,1681583.81082618,Koyuk,6.39,Koyuk Native Corporation,Jul,2014,,2162,Summer,2014/07/15 08:00:00+00
-509341.421585239,1133719.63178881,Kwigillingok,6.02,KWIK Marina Inc.,Jul,2014,,2163,Summer,2014/07/15 08:00:00+00
1110.1843822052,837018.823366526,Larsen Bay,5.64,City of Larsen Bay,Jul,2014,,2164,Summer,2014/07/15 08:00:00+00
-422939.120937902,1348502.57937497,Marshall,6.65,Maserculiq Inc.,Jul,2014,,2165,Summer,2014/07/15 08:00:00+00
-80396.1108252345,1443158.11815246,McGrath,7.46,Crowley Fuel,Jul,2014,,2166,Summer,2014/07/15 08:00:00+00
218083.07061332,1695656.59737064,Minto,5.1,North Fork Store,Jul,2014,,2167,Summer,2014/07/15 08:00:00+00
-504640.533465355,1383006.48491385,Mountain Village,6.85,Azachorak Fuel,Jul,2014,,2168,Summer,2014/07/15 08:00:00+00
-447900.339245922,689960.464606835,Nelson Lagoon,6.25,Nelson Lagoon Enterprises,Jul,2014,,2169,Summer,2014/07/15 08:00:00+00
234989.287041507,1630972.24399515,Nenana,4.5,Nenana Heating,Jul,2014,,2170,Summer,2014/07/15 08:00:00+00
-187051.232425995,1055625.0881875,New Stuyahok,6.77,New Stuyahok Village Corporation,Jul,2014,,2171,Summer,2014/07/15 08:00:00+00
-47715.5850566393,1109006.41072581,Nondalton,6.08,City of Nondalton,Jul,2014,,2172,Summer,2014/07/15 08:00:00+00
-310203.95042872,1891560.16964191,Noorvik,6.56,Morris Trading Post,Jul,2014,,2173,Summer,2014/07/15 08:00:00+00
115434.355028723,2251263.44261842,Nuiqsut,,Kuukpik Corporation,Jul,2014,,2174,Summer,2014/07/15 08:00:00+00
-195453.203694237,1646254.07648895,Nulato,5.65,City of Nulato,Jul,2014,,2175,Summer,2014/07/15 08:00:00+00
-456125.054896778,1241722.08129476,Nunapitchuk,7.3,Nunapitchuk Ltd.,Jul,2014,,2176,Summer,2014/07/15 08:00:00+00
43179.509619964,801115.998141873,Old Harbor,5.7,City of Old Harbor,Jul,2014,,2177,Summer,2014/07/15 08:00:00+00
88385.3853077032,881147.13012034,Ouzinkie,4.62,Ouzinkie Native Corporation,Jul,2014,,2178,Summer,2014/07/15 08:00:00+00
1036362.75188977,1023817.93801456,Pelican,5.14,Pelican Fuel,Jul,2014,,2179,Summer,2014/07/15 08:00:00+00
1261271.08419403,957469.206997323,Petersburg,4.02,Petro Marine,Jul,2014,,2180,Summer,2014/07/15 08:00:00+00
-463440.278725839,1359992.70645285,Pilot Station,7.32,Pilot Station Native Corporation,Jul,2014,,2181,Summer,2014/07/15 08:00:00+00
1238268.67859453,896185.506006416,Point Baker,5.5,Point Baker Trading Post,Jul,2014,,2182,Summer,2014/07/15 08:00:00+00
-526202.60112902,2093518.87211088,Point Hope,1.99,Tigara Corporation,Jul,2014,,2183,Summer,2014/07/15 08:00:00+00
66076.0433834472,874380.056336525,Port Lions,4.95,Kizhuyak Oil Sales,Jul,2014,,2184,Summer,2014/07/15 08:00:00+00
-441451.852918794,1110782.82189395,Quinhagak,6.7,Qanirtuuq Corporation,Jul,2014,,2185,Summer,2014/07/15 08:00:00+00
-70886.7990080763,1642768.92037799,Ruby,6,Dineega Fuel Company,Jul,2014,,2186,Summer,2014/07/15 08:00:00+00
-384325.307776448,1333013.66724658,Russian Mission,5.8,Russian Mission Corporation,Jul,2014,,2187,Summer,2014/07/15 08:00:00+00
-944349.868773236,843619.420781122,Saint George,7.74,Delta Fuel Company,Jul,2014,,2188,Summer,2014/07/15 08:00:00+00
-398870.645006686,1525392.61226927,Saint Michael,6.76,Saint Michael Fuel Company,Jul,2014,,2189,Summer,2014/07/15 08:00:00+00
-411466.861134354,612219.93928279,Sand Point,5.15,TDX Svcs,Jul,2014,,2190,Summer,2014/07/15 08:00:00+00
-805515.136213651,1625678.78277187,Savoonga,6,ANICA (Savoonga Native Store),Jul,2014,,2191,Summer,2014/07/15 08:00:00+00
-604790.129936927,1371265.24459968,Scammon Bay,7.4,Askinuk Corporation,Jul,2014,,2192,Summer,2014/07/15 08:00:00+00
128947.580591873,1051951.17416714,Seldovia,5.99,Seldovia Fuel and Lube,Jul,2014,,2193,Summer,2014/07/15 08:00:00+00
-541048.640165177,1860130.42371255,Shishmaref,6.47,Shishmaref Native Store,Jul,2014,,2194,Summer,2014/07/15 08:00:00+00
-167084.821254186,1306713.95158893,Sleetmute,6.75,Henry Hill Store,Jul,2014,,2195,Summer,2014/07/15 08:00:00+00
-410655.966695141,1531965.84908907,Stebbins,7.22,Tapraq Fuel Company,Jul,2014,,2196,Summer,2014/07/15 08:00:00+00
90121.6496562936,1691441.77576932,Tanana,5.75,Tanacon Fuel,Jul,2014,,2197,Summer,2014/07/15 08:00:00+00
-574543.17179758,1754008.50735403,Teller,5.57,Teller Native Fuel Business,Jul,2014,,2198,Summer,2014/07/15 08:00:00+00
1326319.36788725,846815.094827237,Thorne Bay,4.44,Petro Marine,Jul,2014,,2199,Summer,2014/07/15 08:00:00+00
-364120.520402744,1024741.77608156,Togiak,6.42,Togiak Natives Limited,Jul,2014,,2200,Summer,2014/07/15 08:00:00+00
-604707.768126036,1222202.94569942,Toksook Bay,7.15,Nunakauiak Yupik Corporation,Jul,2014,,2201,Summer,2014/07/15 08:00:00+00
-475945.642041781,1181762.44420864,Tuntutuliak,5.97,Qinarmiut Corporation,Jul,2014,,2202,Summer,2014/07/15 08:00:00+00
-332652.664299918,1562728.30203533,Unalakleet,6.45,Unalakleet Native Corporation,Jul,2014,,2203,Summer,2014/07/15 08:00:00+00
-821101.945279297,506511.382085757,Unalaska,4.5,Delta Western,Jul,2014,,2204,Summer,2014/07/15 08:00:00+00
-334222.042316608,1300232.52489235,Upper Kalskag,6.25,City of Upper Kalskag,Jul,2014,,2205,Summer,2014/07/15 08:00:00+00
-101341.337283207,2367854.79997794,Utqiagvik,,Eskimos Inc.,Jul,2014,,2206,Summer,2014/07/15 08:00:00+00
409518.872278663,1262298.70131742,Valdez,4.13,North Pacific,Jul,2014,,2207,Summer,2014/07/15 08:00:00+00
-227607.668616794,2305095.9767901,Wainwright,1.5,Olgoonik Corporation,Jul,2014,,2208,Summer,2014/07/15 08:00:00+00
-645492.756304416,1807658.53281773,Wales,6.49,Wales Native Store,Jul,2014,,2209,Summer,2014/07/15 08:00:00+00
-447479.312091524,1667267.50587921,White Mountain,4.85,White Mountain Native Store,Jul,2014,,2210,Summer,2014/07/15 08:00:00+00
1306628.34428561,932518.315928681,Wrangell,4,Petro Marine,Jul,2014,,2211,Summer,2014/07/15 08:00:00+00
-390087.745779022,1235043.28228904,Akiak,6.85,Kokarmiut Corporation,Jul,2013,,2212,Summer,2013/07/15 08:00:00+00
-766479.910475392,525927.743350198,Akutan,4,City of Akutan,Jul,2013,,2213,Summer,2013/07/15 08:00:00+00
57879.5116973947,1844678.29560101,Alatna,7,City of Allakaket,Jul,2013,,2214,Summer,2013/07/15 08:00:00+00
94894.1751459759,2021732.21131396,Anaktuvuk Pass,1.55,Nunamiut Corporation,Jul,2013,,2215,Summer,2013/07/15 08:00:00+00
231980.126647679,1606209.55215741,Anderson,4.06,Nenana Heating,Jul,2013,,2216,Summer,2013/07/15 08:00:00+00
1144736.49530355,1001399.30409643,Angoon,5.33,Angoon Oil and Gas,Jul,2013,,2217,Summer,2013/07/15 08:00:00+00
-316464.020166387,1423712.40568258,Anvik,6,Deloyges Inc.,Jul,2013,,2218,Summer,2013/07/15 08:00:00+00
354055.304168875,2041227.33626006,Arctic Village,10,Arctic Village Traditional Council,Jul,2013,,2219,Summer,2013/07/15 08:00:00+00
-1366062.6920054,452266.93070329,Atka,7.65,Atka Native Store,Jul,2013,,2220,Summer,2013/07/15 08:00:00+00
-446969.846134871,1236061.98697927,Atmautluak,6.83,Atmautluak Limited,Jul,2013,,2221,Summer,2013/07/15 08:00:00+00
-130178.283503762,2281005.01007065,Atqasuk,1.4,North Slope Borough,Jul,2013,,2222,Summer,2013/07/15 08:00:00+00
-420708.278583235,1225426.14136511,Bethel,6.02,Crowley Fuel,Jul,2013,,2223,Summer,2013/07/15 08:00:00+00
-578884.171153793,1762943.25312878,Brevig Mission,5.29,Brevig Mission Native Store,Jul,2013,,2224,Summer,2013/07/15 08:00:00+00
331739.412198896,1134592.127647,Chenega,7.29,Chenega Bay Utility,Jul,2013,,2225,Summer,2013/07/15 08:00:00+00
-272640.696692714,708170.914671806,Chignik,4.51,City of Chignik,Jul,2013,,2226,Summer,2013/07/15 08:00:00+00
505210.692464188,1318323.26146793,Chitina,4.3,Chitina Services,Jul,2013,,2227,Summer,2013/07/15 08:00:00+00
453138.587430948,1797102.49217214,Circle,4.23,Steve's,Jul,2013,,2228,Summer,2013/07/15 08:00:00+00
-261536.801805181,990939.243875891,Clark's Point,6,City of Clark's Point,Jul,2013,,2229,Summer,2013/07/15 08:00:00+00
449342.259478468,1201051.13508385,Cordova,4.12,Hovers Mover,Jul,2013,,2230,Summer,2013/07/15 08:00:00+00
1296030.65760968,812250.477347349,Craig,3.8,Petro Marine,Jul,2013,,2231,Summer,2013/07/15 08:00:00+00
-394885.190734183,1816964.93492238,Deering,6.5,Deering IRA,Jul,2013,,2232,Summer,2013/07/15 08:00:00+00
402016.95373835,1589787.53174982,Delta Junction,3.9,Delta Fuel Company,Jul,2013,,2233,Summer,2013/07/15 08:00:00+00
-255124.356889429,1013454.33727143,Dillingham,5.23,Delta Western,Jul,2013,,2234,Summer,2013/07/15 08:00:00+00
604270.153138677,1705897.93684688,Eagle,4.75,Telegraph Hill Services,Jul,2013,,2235,Summer,2013/07/15 08:00:00+00
-533862.500488994,1465251.0985118,Emmonak,5.77,Emmonak Corp. Tank Farm,Jul,2013,,2236,Summer,2013/07/15 08:00:00+00
297451.122482249,1667250.52584127,Fairbanks,3.85,Alaska Petroleum,Jul,2013,,2237,Summer,2013/07/15 08:00:00+00
-136929.048131091,1645322.79517116,Galena,6.02,Crowley Marine,Jul,2013,,2238,Summer,2013/07/15 08:00:00+00
-861997.814284141,1650244.02734943,Gambell,5.91,ANICA (Gambell Native Store),Jul,2013,,2239,Summer,2013/07/15 08:00:00+00
439627.705608474,1376652.70899664,Glennallen,4.3,Crowley Fuel,Jul,2013,,2240,Summer,2013/07/15 08:00:00+00
-431919.643857906,1649447.6365716,Golovin,6,Golovin Public Utilities,Jul,2013,,2241,Summer,2013/07/15 08:00:00+00
-431808.216810717,1038370.39728577,Goodnews Bay,5.49,Mumtram Pikkai Village Corporation,Jul,2013,,2242,Summer,2013/07/15 08:00:00+00
-307074.484708072,1451345.5736835,Grayling,5,HYL Grayling Fuel Company,Jul,2013,,2243,Summer,2013/07/15 08:00:00+00
1050532.36181576,1080255.03184299,Gustavus,5.08,Gustavus Dray ,Jul,2013,,2244,Summer,2013/07/15 08:00:00+00
244851.204268498,1554216.24330167,Healy,4.06,Keith's Healy Service,Jul,2013,,2245,Summer,2013/07/15 08:00:00+00
-299104.583730028,1371169.35640814,Holy Cross,7.15,Holy Cross Oil Company,Jul,2013,,2246,Summer,2013/07/15 08:00:00+00
138629.431092521,1075412.72159425,Homer,3.97,Home Run Oil,Jul,2013,,2247,Summer,2013/07/15 08:00:00+00
1076331.88668661,1052302.38252826,Hoonah,4.69,Hoonah Trading ,Jul,2013,,2248,Summer,2013/07/15 08:00:00+00
-637703.69598663,1341749.41966851,Hooper Bay,7.09,Crowley Marine,Jul,2013,,2249,Summer,2013/07/15 08:00:00+00
-11727.409237893,1787572.07370767,Hughes,9,City of Hughes,Jul,2013,,2250,Summer,2013/07/15 08:00:00+00
-110126.419518891,1751240.80768989,Huslia,7,Huslia Gas and Oil,Jul,2013,,2251,Summer,2013/07/15 08:00:00+00
1128714.87957736,1089944.96465042,Juneau,4.12,Delta Western,Jul,2013,,2252,Summer,2013/07/15 08:00:00+00
1198537.96643152,956568.247197351,Kake,5.85,Kake Tribal Fuel,Jul,2013,,2253,Summer,2013/07/15 08:00:00+00
399600.549366245,2270028.55604022,Kaktovik,2.5,Kaktovik Inupiat Corporation,Jul,2013,,2254,Summer,2013/07/15 08:00:00+00
-228052.174361995,1604048.17941984,Kaltag,5.74,Kaltag Cooperative,Jul,2013,,2255,Summer,2013/07/15 08:00:00+00
-281947.629636162,1904401.94665282,Kiana,6.5,City of Kiana,Jul,2013,,2256,Summer,2013/07/15 08:00:00+00
-529656.810844552,593924.882474006,King Cove,4.12,Peter Pan Seafood,Jul,2013,,2257,Summer,2013/07/15 08:00:00+00
95027.5224326542,866747.9369809,Kodiak,4.12,Thompson Transfer,Jul,2013,,2258,Summer,2013/07/15 08:00:00+00
-42350.9527616402,1049908.85482454,Kokhanok,8.21,Kokhanok Tribal Council,Jul,2013,,2259,Summer,2013/07/15 08:00:00+00
-480768.456775202,1486120.89410419,Kotlik,6.1,Kotlik Yupik Enterprises,Jul,2013,,2260,Summer,2013/07/15 08:00:00+00
-377013.715648148,1906544.48611949,Kotzebue,6.07,Crowley Fuel,Jul,2013,,2261,Summer,2013/07/15 08:00:00+00
-338182.669797935,1681583.81082618,Koyuk,5.5,Koyuk Native Corporation,Jul,2013,,2262,Summer,2013/07/15 08:00:00+00
