X,Y,OBJECTID,Place,Geo_Src,e_Pop_Total,m_Pop_Total,e_Pop_Male,m_Pop_Male,e_Pop_Female,m_Pop_Female,Start_Year,End_Year,PlaceID,IsMostRecent
-14962078.6937559,8030570.02206249,1167,Juneau,C,32200,,16585,105,15615,105,2010,2014,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},
-16817185.4041281,8509544.53082017,1168,Kenai Peninsula Borough,C,56687,,29664,108,27023,108,2010,2014,{3D00FF95-7311-402B-9DD4-1CE3321F245E},
-14657139.8094437,7429930.42392975,1169,Ketchikan Gateway Borough,C,13676,,7086,76,6590,76,2010,2014,{E60C34A3-5913-4148-9A40-D84C112C6316},
-16964836.6934302,7923993.22957199,1170,Kodiak Island Borough,C,13924,,7332,100,6592,100,2010,2014,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852},
-17461200.9527081,7980415.41283284,1171,Lake and Peninsula Borough,C,1490,126,733,69,757,74,2010,2014,{08965FEC-CECD-4B69-9010-FEC9535D56A9},
-16598667.700856,8764845.10272645,1172,Matanuska-Susitna Borough,C,93843,,48911,117,44932,117,2010,2014,{851E4746-8FE8-4393-9369-E3F9F1633855},
-18284961.2940734,9564519.04249024,1173,Nome Census Area,C,9792,,5227,42,4565,42,2010,2014,{6825185D-29C7-42DB-A603-4F37EDDF219C},
-17452941.2456418,11502979.9634856,1174,North Slope Borough,C,9618,,6112,112,3506,112,2010,2014,{2DA35656-FC1D-4370-A191-64BB54EB5787},
-18100557.8568522,10126255.5868285,1175,Northwest Arctic Borough,C,7672,,4109,27,3563,27,2010,2014,{351F5989-A7A7-4518-A5E4-E67316B8C2DD},
-14800790.4763991,7721578.12677657,1176,Petersburg Borough,C,3212,,1665,87,1547,87,2010,2014,{3D32B916-2AAC-4B36-A357-1CCB20E08A73},
-14791655.2627998,7442966.61866863,1177,Prince of Wales-Hyder Census Area,C,6356,,3463,16,2893,16,2010,2014,{7ED5387A-A8FC-42E5-B364-246EE5926A4D},
-15065826.601253,7770144.80039453,1178,Sitka,C,8957,,4568,71,4389,71,2010,2014,{99E9981F-255D-4678-9D2E-704DC07798D6},
-15062828.5556362,8279546.78541121,1179,Skagway,C,996,140,506,71,490,87,2010,2014,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},
-15943021.6241255,9315564.93027635,1180,Southeast Fairbanks Census Area,C,7044,,3909,42,3135,42,2010,2014,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57},
-18166327.890096,8926584.6256831,1182,Kusilvak Census Area,C,7778,,4109,23,3669,23,2010,2014,{EF9C5E4E-265E-4453-B87F-401952925FE6},
-14736875.9211032,7652635.44015356,1183,Wrangell,C,2383,,1207,60,1176,60,2010,2014,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1},
-15556902.4498982,8302149.31659159,1184,Yakutat,C,635,83,369,76,266,41,2010,2014,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B},
-16812037.2290032,9668260.5175691,1185,Yukon-Koyukuk Census Area,C,5651,,3032,17,2619,17,2010,2014,{1F2FC561-C032-423A-85B7-32591979EA75},
-19663507.7911574,6776337.60629079,1186,Adak,P,114,37,50,20,64,21,2010,2014,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86},
-17162487.1875705,7749255.80747254,1187,Akhiok,P,103,49,58,29,45,27,2010,2014,{68670103-A544-40F0-AD9E-7215DEC2434C},
-17972431.0159371,8606059.10759937,1188,Akiachak,P,590,76,292,35,298,46,2010,2014,{D381614D-1B3D-4C01-A916-B139441D4A88},
-17948041.6926256,8604612.88598838,1189,Akiak,P,407,50,213,32,194,31,2010,2014,{B9E3D976-5DA3-4850-884A-E7818D521898},
-18453825.976754,7195635.68739133,1190,Akutan,P,879,216,680,205,199,60,2010,2014,{D57C95FC-45D5-44E0-B99B-5325C15EBE66},
-18330707.5476733,9023905.19268546,1191,Alakanuk,P,733,71,379,39,354,40,2010,2014,{8142710A-7405-430F-9A0B-C44338B4B31A},
-16998632.6281501,10030290.617505,1192,Alatna,P,2,3,0,9,2,3,2010,2014,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB},
-15697227.7428421,9008184.66778997,1193,Alcan Border,P,0,9,0,9,0,9,2010,2014,{3A2BEA63-41B6-445E-BF20-B04461C94803},
-17657678.5273638,8240980.59809748,1194,Aleknagik,P,231,64,124,38,107,35,2010,2014,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9},
-17018639.3674516,7968179.28755084,1195,Aleneva,P,63,87,31,45,32,44,2010,2014,{29D4602C-A471-4961-BBEC-AB22938F5F26},
-16992862.437114,10031835.3089084,1196,Allakaket,P,72,17,46,14,26,12,2010,2014,{D9E1C7EB-2990-486A-BEC6-DF457C95E944},
-17572508.2979883,10180738.1984948,1197,Ambler,P,329,71,164,45,165,34,2010,2014,{E98663F6-E635-4427-85F1-48E3042D196E},
-16891159.3456548,10489279.941021,1198,Anaktuvuk Pass,P,233,59,128,40,105,30,2010,2014,{C8F22DE3-2D24-49CD-A867-3855226D712F},
-16902085.2269946,8350131.34239944,1199,Anchor Point,P,2189,213,1156,125,1033,120,2010,2014,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83},
-16686218.0875525,8675653.72291914,1200,Anchorage,P,298178,,151865,183,146313,183,2010,2014,{41989645-CCA3-466B-9817-909C7EBD3FF1},
-16607841.8425473,9437496.73630837,1201,Anderson,P,257,68,164,50,93,35,2010,2014,{3999FA6E-F8E0-4528-9406-C991F8BB8C52},
-14981471.2754118,7862919.3185571,1202,Angoon,P,416,104,255,99,161,34,2010,2014,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1},
-17758530.6291833,8759944.08337012,1203,Aniak,P,519,62,265,34,254,43,2010,2014,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060},
-17833307.7073289,9015553.00610678,1204,Anvik,P,86,24,44,15,42,20,2010,2014,{AED9D55C-5519-4DA0-A4A7-28349D8498CD},
-16200942.2921759,10485277.8122488,1205,Arctic Village,P,118,31,65,19,53,18,2010,2014,{3FD9E5F5-DE1E-47BC-A8FC-ECEFCA7C2EA8},
-19391877.4279502,6835970.93964706,1206,Atka,P,66,20,43,15,23,9,2010,2014,{C80F8014-AF4E-4834-B4A8-DED62C0786C1},
-18064527.563622,8593130.12141586,1207,Atmautluak,P,288,53,143,29,145,30,2010,2014,{887F3239-34EE-4A3A-9B7A-522E212DA730},
-17524309.1239729,11227484.1041681,1208,Atqasuk,P,219,60,116,35,103,31,2010,2014,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A},
19277285.2935183,6950872.61663701,1209,Attu Station,P,11,9,11,9,0,9,2010,2014,{4B169010-F268-45A8-8444-F0B5873ABDEE},
-16409897.2332955,9557080.87200411,1210,Badger,P,21175,1366,11054,854,10121,763,2010,2014,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB},
-17450559.5702569,11501957.3747615,1211,Utqiagvik,P,4296,122,2265,196,2031,163,2010,2014,{2697EF3A-7387-4208-B455-A046543D1AA7},
-16631388.3051022,8437358.45632469,1212,Bear Creek,P,2399,525,1372,323,1027,281,2010,2014,{2B076D8C-6D9B-439C-90F1-92FEAE651E60},
-16408175.5504662,9976173.30142884,1213,Beaver,P,86,30,37,13,49,23,2010,2014,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1},
-16814033.880103,8665458.63172155,1214,Beluga,P,5,5,3,3,2,3,2010,2014,{D72A5701-11AB-4596-AA0D-A2881CCB42B1},
-18008351.1575292,8578036.2426842,1215,Bethel,P,6295,19,3198,151,3097,148,2010,2014,{7B1302D1-C2B4-402C-8C43-141B93681692},
-16865833.0263745,10133834.8462918,1216,Bettles,P,11,6,9,5,2,2,2010,2014,{C4674250-987C-40CD-B550-D246607343D4},
-16234228.4764685,9387246.18503888,1217,Big Delta,P,590,197,357,120,233,92,2010,2014,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E},
-16677792.4607889,8753752.14376509,1218,Big Lake,P,3959,376,2025,227,1934,218,2010,2014,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D},
-16232379.5305256,9949191.5835814,1219,Birch Creek,P,11,9,9,7,2,4,2010,2014,{6EA0B92C-E267-478F-99A6-DA6EAC948390},
-18533827.0925877,9697033.79061887,1220,Brevig Mission,P,439,48,226,27,213,28,2010,2014,{01088110-F1CF-4DF6-A7C8-446D20A2B257},
-17936800.4854698,9870732.665245,1221,Buckland,P,582,64,292,39,290,33,2010,2014,{2FD931D4-12DB-45C2-834A-4B4559E54BA5},
-16587840.1502488,8786318.64725492,1222,Buffalo Soapstone,P,878,152,451,92,427,84,2010,2014,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97},
-16590548.7890119,8751263.55536645,1223,Butte,P,3544,284,1792,165,1752,158,2010,2014,{9A9D4747-657F-4044-BB90-7E45B94AB987},
-16574958.5798197,9197127.80929988,1224,Cantwell,P,197,47,117,32,80,23,2010,2014,{E263C114-3707-494D-84BF-BCBDC754E133},
-16121504.109879,9760330.07088335,1225,Central,P,91,35,45,17,46,23,2010,2014,{5729F5A2-2D55-4611-8C20-838834BEA9AA},
-15999716.2175498,10057166.2574094,1226,Chalkyitsik,P,85,25,45,15,40,16,2010,2014,{98D5F010-433A-452A-8E40-1DC756B3B809},
-16703629.7221717,8966595.56435427,1227,Chase,P,22,26,22,26,0,9,2010,2014,{427130A7-E294-4C77-9945-66799C9AE903},
-18287603.8577055,8435002.51586496,1228,Chefornak,P,474,73,251,42,223,42,2010,2014,{A446B551-74BE-4F56-B131-523C342C41BA},
-16471851.3428201,9562652.6716704,1229,Chena Ridge,P,5671,706,3021,562,2650,297,2010,2014,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B},
-16476658.3627789,8414356.69050082,1230,Chenega,P,72,43,36,24,36,26,2010,2014,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770},
-18433453.2225289,8748225.03058707,1231,Chevak,P,986,100,548,56,438,54,2010,2014,{8ECE306F-1205-474A-AF5D-5A82326AFDD3},
-16528585.7995315,8810988.71208775,1232,Chickaloon,P,234,73,116,42,118,41,2010,2014,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8},
-15799981.5073964,9368230.73085785,1233,Chicken,P,0,9,0,9,0,9,2010,2014,{0C46910A-CF22-422A-A69E-499EC6219D46},
-17648342.8318143,7620462.28603756,1234,Chignik Lagoon,P,60,21,24,11,36,12,2010,2014,{5FBF89C8-6F1F-4610-B81F-18286B0993C8},
-17673425.6845703,7609093.07634509,1235,Chignik Lake,P,58,18,33,14,25,9,2010,2014,{F821657B-F119-4950-BB18-F827B06C680C},
-17634583.1537608,7618623.8936503,1236,Chignik,P,86,30,47,20,39,13,2010,2014,{99F023D0-9290-48CE-8E68-5683A57192DC},
-16945366.5635001,7887490.67201661,1237,Chiniak,P,14,20,6,9,8,11,2010,2014,{9C0DF89A-A248-470E-82A5-F25ED75A098A},
-15811293.2362289,8873304.3872249,1238,Chisana,P,0,9,0,9,0,9,2010,2014,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222},
-16103943.6835133,8994702.92422141,1239,Chistochina,P,105,51,38,21,67,40,2010,2014,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48},
-16079111.6919015,8745393.57916078,1240,Chitina,P,78,44,34,24,44,26,2010,2014,{5CD6634F-015C-4D3A-8F00-755FB6A3D186},
-17726740.7758825,8759043.86328533,1241,Chuathbaluk,P,104,30,47,17,57,16,2010,2014,{493BC9A8-7869-476D-9319-B88C76EB388A},
-16037437.1538392,9829561.30812307,1242,Circle,P,103,46,49,21,54,30,2010,2014,{98B27D83-9E27-4EE6-A6AB-CEED07523629},
-16854020.1963051,8450323.80317593,1243,Clam Gulch,P,163,95,83,44,80,52,2010,2014,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9},
-17649480.0562589,8144709.0209932,1244,Clark's Point,P,75,23,31,14,44,14,2010,2014,{16FFACBB-CCBD-4A00-829F-F89904105FD5},
-14786374.5823039,7561211.62728565,1245,Coffman Cove,P,131,53,82,33,49,26,2010,2014,{1F684F46-814E-4675-B09B-A8449105B5E9},
-16844818.5447846,8482380.58204922,1246,Cohoe,P,1485,254,793,156,692,128,2010,2014,{9F0FE231-3223-4A37-89B8-9182CD7AB22F},
-18113349.5399095,7402060.39389685,1247,Cold Bay,P,44,19,25,12,19,9,2010,2014,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C},
-16719029.6188946,10229447.6395967,1248,Coldfoot,P,11,23,7,16,4,8,2010,2014,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887},
-16453332.4338201,9570778.8919546,1249,College,P,14568,1143,7839,711,6729,581,2010,2014,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B},
-16676595.5791161,8510749.69663507,1250,Cooper Landing,P,323,121,126,56,197,88,2010,2014,{CB929A5F-AF01-4DE3-8855-87193B97F75F},
-16175312.0055638,8848480.42628687,1251,Copper Center,P,378,92,210,62,168,49,2010,2014,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2},
-16225948.4460254,8521876.53212947,1252,Cordova,P,2637,324,1475,225,1162,177,2010,2014,{3921BE55-50DD-4433-8958-D5D2F2D001AE},
-15138316.180303,8265975.50286927,1253,Covenant Life,P,151,141,91,93,60,56,2010,2014,{E4085300-359F-4509-9843-50524D6A0692},
-14822310.7172787,7454810.18503479,1254,Craig,P,1295,125,679,79,616,69,2010,2014,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B},
-17600258.9864611,8828483.63717886,1255,Crooked Creek,P,104,35,55,21,49,27,2010,2014,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8},
-16627741.9393352,8493690.12094984,1256,Crown Point,P,84,76,38,37,46,43,2010,2014,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1},
-18114891.8501924,9897862.18415849,1257,Deering,P,128,34,66,21,62,17,2010,2014,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806},
-16223331.6925964,9361751.89718577,1258,Delta Junction,P,1070,195,607,128,463,107,2010,2014,{763EEB4F-118C-4AEA-A931-D707FE999A12},
-16160672.5513182,9321163.46278051,1259,Deltana,P,2122,326,1124,193,998,172,2010,2014,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81},
-16871303.7259016,8327977.94967564,1260,Diamond Ridge,P,1144,170,605,120,539,77,2010,2014,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522},
-17640029.2383221,8188902.08219489,1261,Dillingham,P,2255,125,1112,80,1143,79,2010,2014,{08E18522-8DAC-4DFC-975E-26751FE81958},
-18807627.4390229,9811020.63817553,1262,Diomede,P,65,27,33,18,32,18,2010,2014,{9E47594D-5392-4A49-8FCD-026556C904AE},
-16036561.2555728,9263429.15495555,1263,Dot Lake,P,0,9,0,9,0,9,2010,2014,{03A313E3-0987-4B72-8EC9-6C92E01A12A2},
-16035499.1835844,9262839.66483944,1264,Dot Lake Village,P,38,22,21,18,17,16,2010,2014,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2},
-16097000.0382138,9267756.62343433,1265,Dry Creek,P,88,64,65,58,23,20,2010,2014,{64B2729B-A777-4917-9D20-77822FE68CFE},
-15701145.1188037,9541571.00919845,1266,Eagle Village,P,11,7,7,5,4,4,2010,2014,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA},
-15719157.8167796,9552995.61796396,1267,Eagle,P,74,35,47,23,27,18,2010,2014,{99E4149C-E691-4714-88EC-9EDCEF72C195},
-14878758.0609857,7549487.03891262,1268,Edna Bay,P,21,27,11,14,10,13,2010,2014,{85B7409D-F9A3-4D1C-8587-BA31448CD26E},
-18037041.1291412,8448636.97364217,1269,Eek,P,425,50,214,34,211,31,2010,2014,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767},
-17518988.4125428,8011365.49685887,1270,Egegik,P,74,26,51,21,23,14,2010,2014,{F7D03E2F-5588-4343-BE94-44E824B7A836},
-16372988.328609,9522017.29511211,1271,Eielson AFB,P,2647,451,1420,293,1227,257,2010,2014,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD},
-17530376.0001536,8256476.2989067,1272,Ekwok,P,100,35,57,16,43,22,2010,2014,{FAF5958B-8A56-4E28-B3B1-66B772A5A166},
-15177910.0843907,8008163.78366283,1273,Elfin Cove,P,42,27,14,10,28,18,2010,2014,{4BAA8104-672E-401E-88E8-341E10A478B8},
-18063202.2799259,9508086.85094371,1274,Elim,P,319,48,190,34,129,23,2010,2014,{962DB38D-BABD-43F0-AF8E-6B3C0964C131},
-18315378.7724165,9045765.64857705,1275,Emmonak,P,819,74,443,43,376,46,2010,2014,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133},
-16472701.2757039,9570394.18361401,1276,Ester,P,2653,765,1354,439,1299,476,2010,2014,{C975E5F6-90CB-420B-9766-C43941847789},
-16382673.0104282,8844601.11827285,1277,Eureka Roadhouse,P,0,9,0,9,0,9,2010,2014,{463333A9-778A-4087-B2B6-C834DF7F1809},
-16865546.7834434,10134617.5060728,1278,Evansville,P,21,11,6,4,15,9,2010,2014,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED},
-15077462.2436435,8055392.88265615,1279,Excursion Inlet,P,36,25,31,26,5,11,2010,2014,{E209147C-83F5-4D19-AD3F-CB78B1F679F5},
-16444254.1310858,9566271.87088456,1280,Fairbanks,P,32100,57,17081,491,15019,482,2010,2014,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18},
-18191245.5091054,7333781.24025852,1281,False Pass,P,31,16,24,13,7,6,2010,2014,{223C147A-542C-4057-8AE2-C5C99FC10AB1},
-16602782.7855767,8774282.41258619,1282,Farm Loop,P,1018,156,490,93,528,84,2010,2014,{803C9DC0-CB68-4FB4-8746-A65C69A5905F},
-16448634.4496328,9579406.8471837,1283,Farmers Loop,P,4062,737,2311,449,1751,392,2010,2014,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF},
-16599487.2199191,9354104.28255344,1284,Ferry,P,7,10,7,10,0,9,2010,2014,{6271DC39-C422-443B-AB71-71A2246047FD},
-16614286.7218702,8786763.92855068,1285,Fishhook,P,5015,492,2734,316,2281,256,2010,2014,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8},
-17589314.4415182,8967508.78411107,1286,Flat,P,0,9,0,9,0,9,2010,2014,{3C695476-5C5E-4120-9E30-BF42C37A0EAF},
-16221914.8450569,9347686.74831746,1287,Fort Greely,P,560,172,293,93,267,96,2010,2014,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},
-16168185.7498793,10033547.7525708,1288,Fort Yukon,P,514,69,276,40,238,40,2010,2014,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},
-16599728.6961623,9503867.71164907,1289,Four Mile Road,P,29,26,22,20,7,7,2010,2014,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C},
-16432793.9877687,9597343.51160326,1290,Fox,P,510,340,273,193,237,157,2010,2014,{DF0AA24E-FAFB-4033-9E30-014BC53D341A},
-16799889.6251575,8367196.72013879,1291,Fox River,P,685,186,363,112,322,90,2010,2014,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF},
-16842489.7784406,8338861.63035312,1292,Fritz Creek,P,1774,192,901,109,873,104,2010,2014,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD},
-16782773.8061664,8512348.26522147,1293,Funny River,P,935,314,564,196,371,137,2010,2014,{CF70B6E1-31BB-4019-97D8-DD470A6AD914},
-16174930.5308121,8931084.928701,1294,Gakona,P,163,62,76,36,87,34,2010,2014,{ED284F88-6827-4DC4-B028-5F0BFA6CF129},
-17463481.4673962,9540909.30970136,1295,Galena,P,539,58,277,41,262,32,2010,2014,{9CB98028-F75A-4D46-A951-AB787D2CF82E},
-19115652.3162477,9293331.31835673,1296,Gambell,P,702,87,385,57,317,41,2010,2014,{961462BD-8155-4FFF-863B-A652CC389066},
-15084889.2779131,7979062.95814535,1297,Game Creek,P,38,51,22,30,16,21,2010,2014,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC},
-16613317.4039532,8758849.9036378,1298,Gateway,P,5367,300,2645,162,2722,202,2010,2014,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66},
-16444783.7969041,8810336.16300173,1299,Glacier View,P,278,121,164,76,114,52,2010,2014,{723F2211-DF24-4A26-B478-AC2F7B43D3AF},
-16200078.5853976,8885907.89955149,1300,Glennallen,P,389,145,241,96,148,63,2010,2014,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8},
-16461866.9911581,9589250.74599279,1301,Goldstream,P,3910,938,2174,562,1736,501,2010,2014,{C63A334D-9CE5-410F-9042-CB548BBECC87},
-18149163.7092426,9488854.6563609,1302,Golovin,P,122,43,54,20,68,27,2010,2014,{D18E8CFB-89C1-437A-ADAA-399023E0587C},
-17987254.5448644,8205983.87575918,1303,Goodnews Bay,P,237,55,139,34,98,26,2010,2014,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635},
-17818435.347773,9077346.19079628,1304,Grayling,P,151,33,86,21,65,17,2010,2014,{DD04D244-B150-4D0C-83D9-26AAE567CC97},
-16182723.4384067,8923110.2138984,1305,Gulkana,P,104,49,64,33,40,23,2010,2014,{5A851423-1D34-45BF-9EE7-8765E762667F},
-15110403.2200725,8054653.85527571,1306,Gustavus,P,529,100,288,61,241,55,2010,2014,{3D5231FD-4F19-414E-A871-FAFF3941FF8F},
-15077988.5827901,8231204.39941615,1307,Haines,P,1951,212,1067,134,884,121,2010,2014,{0E1213D7-970C-4532-B874-5742D6D4989B},
-16834155.0181038,8310709.31435036,1308,Halibut Cove,P,21,18,12,10,9,10,2010,2014,{74696C73-F1AA-4DBA-8D8F-2D4FFAEFCC7E},
-16891397.2203785,8385282.91736017,1309,Happy Valley,P,585,96,333,56,252,62,2010,2014,{452DEEAD-0063-4786-BCAF-5835043C441F},
-16319358.7215527,9444737.68062037,1310,Harding-Birch Lakes,P,155,84,85,49,70,41,2010,2014,{55DEA83C-221E-4084-B00F-536B59BE5069},
-16587254.777931,9316925.80601147,1311,Healy,P,1146,188,556,90,590,138,2010,2014,{8905A89B-A676-4C0A-BEB5-C17AD570F833},
-16111658.2040413,9349746.071627,1312,Healy Lake,P,0,9,0,9,0,9,2010,2014,{093A0B52-9C15-4F33-8872-681E456A939D},
-14844209.8903727,7855606.08949882,1313,Hobart Bay,P,0,9,0,9,0,9,2010,2014,{6882E91E-F23E-4649-BC1E-168B1173F2E7},
-14766533.0256532,7456025.7270008,1314,Hollis,P,129,69,65,36,64,35,2010,2014,{6B0D4814-B112-41E9-8F10-11A29507E7CA},
-17785718.6399316,8906350.75108969,1315,Holy Cross,P,209,39,118,29,91,21,2010,2014,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF},
-16868465.81571,8321603.53233034,1316,Homer,P,5229,34,2539,107,2690,106,2010,2014,{74B62695-129C-4E06-A228-C50EFCC9A872},
-15077747.2756412,7990363.35004359,1317,Hoonah,P,772,90,385,48,387,54,2010,2014,{67C77481-D454-4AD4-8099-C6A3005285DE},
-18489770.3696312,8748753.13931634,1318,Hooper Bay,P,1259,129,658,74,601,74,2010,2014,{8D01840C-135C-49A1-A1FE-5C63881EEF8A},
-16655870.3446364,8607003.67067398,1319,Hope,P,57,65,38,42,19,25,2010,2014,{B94A5304-F56C-49FE-A615-8E72E73F6255},
-16675818.5394593,8772227.92788698,1320,Houston,P,2058,191,1023,122,1035,116,2010,2014,{15846556-C6AB-448D-B51D-2DE0E8727969},
-17171946.3984402,9889412.09162593,1321,Hughes,P,63,19,27,10,36,13,2010,2014,{9D089209-6790-456D-85A0-4D3282C8B989},
-17409778.5580137,9795714.29290359,1322,Huslia,P,379,45,195,34,184,27,2010,2014,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3},
-14785845.8993254,7401935.14035916,1323,Hydaburg,P,356,77,193,44,163,45,2010,2014,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082},
-14474374.0343285,7541662.57032641,1324,Hyder,P,12,11,0,9,12,11,2010,2014,{BC2CDE0E-83BC-4AC5-8095-1EB202D71049},
-17355102.7045931,8251041.6914682,1325,Igiugig,P,37,15,17,9,20,10,2010,2014,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1},
-17244068.1727719,8345325.87716697,1326,Iliamna,P,71,20,35,14,36,12,2010,2014,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06},
-17753695.8436945,7539216.10761165,1327,Ivanof Bay,P,0,9,0,9,0,9,2010,2014,{1D96F2EA-F1A3-4CC9-868D-090FD22E1CD6},
-14962078.6937559,8030570.02206249,1328,Juneau,P,32200,,16585,105,15615,105,2010,2014,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},
-16859641.2601891,8325962.6009038,1329,Kachemak,P,594,82,263,37,331,56,2010,2014,{3D257994-65F8-4489-A35E-C42F284CB327},
-14910666.7973801,7754898.24217148,1330,Kake,P,592,95,326,55,266,54,2010,2014,{2F5F6904-B47C-439D-9AC1-64135C4403A6},
-15986909.7903373,11110050.6733152,1331,Kaktovik,P,176,52,102,32,74,26,2010,2014,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299},
-16825114.5363892,8508889.41408404,1332,Kalifornsky,P,7806,723,4004,424,3802,424,2010,2014,{644B47A1-3B29-48C4-8EF0-4585B2204F2E},
-17669178.6093313,9433180.26880334,1333,Kaltag,P,200,44,133,26,67,23,2010,2014,{5790AC9E-408E-42C0-BDC7-490DB0451EAD},
-17191812.8544779,7875966.31581525,1334,Karluk,P,30,27,13,13,17,16,2010,2014,{BF30433A-BCB7-443D-A9C4-767CA6C76820},
-14739137.9815801,7467308.14069165,1335,Kasaan,P,67,30,35,15,32,20,2010,2014,{559A9BCF-E97B-4506-925E-E21FB8E9FED9},
-18091584.5955234,8601655.73883504,1336,Kasigluk,P,537,52,289,36,248,32,2010,2014,{3816D857-92C5-45BF-B884-7D2529E878D4},
-16837835.1503007,8472439.76775224,1337,Kasilof,P,396,203,188,110,208,121,2010,2014,{CB8D5160-2521-4803-9207-2BBA48832C17},
-16836940.0550994,8525261.80014671,1338,Kenai,P,7348,33,3723,192,3625,191,2010,2014,{C4939227-7B0D-42C1-9C0D-69118EE45B96},
-16135471.4316221,8797146.85900219,1339,Kenny Lake,P,131,98,61,56,70,50,2010,2014,{FF44E793-74FE-4F17-9EB7-78D774DF5F63},
-14654990.9162499,7428611.09414802,1340,Ketchikan,P,8173,30,4323,100,3850,105,2010,2014,{081D88E7-5D78-4E36-AC3C-F753262F026C},
-17859800.6739083,10148712.9875954,1341,Kiana,P,371,54,188,35,183,27,2010,2014,{A1701483-F114-4FB2-A478-D0F6039C3EA8},
-18068407.5166425,7373424.0257155,1342,King Cove,P,900,186,587,139,313,75,2010,2014,{E3FB0AD1-05D8-4D22-919A-F24830556C1F},
-17440162.6519755,8111835.38200596,1343,King Salmon,P,335,58,210,36,125,31,2010,2014,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF},
-18260619.958368,8385588.62001007,1344,Kipnuk,P,700,86,385,51,315,46,2010,2014,{6A1D2CBB-7422-4993-9496-87DE4AB29609},
-18316505.1749368,10366459.5653727,1345,Kivalina,P,532,66,283,44,249,35,2010,2014,{88062838-37F6-4578-9FDD-4DBF5CACD276},
-14816182.7919307,7470236.42532992,1346,Klawock,P,697,95,382,58,315,60,2010,2014,{F3CDD092-3609-4B82-9B09-D35DB0E7375F},
-15127859.6907318,8267444.07424887,1347,Klukwan,P,66,22,39,15,27,14,2010,2014,{F28EF005-C4A1-4868-9B6A-826AD9633025},
-16580028.1120657,8740873.84114758,1348,Knik River,P,690,105,364,62,326,62,2010,2014,{77794617-74AE-484C-B2E5-D017D4597CC2},
