X,Y,OBJECTID,Place,Geo_Src,e_Pop_Total,m_Pop_Total,e_Pop_Male,m_Pop_Male,e_Pop_Female,m_Pop_Female,Start_Year,End_Year,PlaceID,IsMostRecent
-16717050.1891427,9742232.5129247,2993,Rampart,P,60,26,25,11,35,16,2014,2018,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2},
-17514413.7748041,8807696.69847597,2994,Red Devil,P,21,15,8,7,13,9,2014,2018,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B},
-18128841.6338836,10468340.5094955,2995,Red Dog Mine,P,82,38,64,35,18,38,2014,2018,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D},
-16818268.2429901,8518988.99464746,2996,Ridgeway,P,2617,377,1333,243,1284,181,2014,2018,{43789012-2A4F-4391-8762-748A33755153},
-17308950.6609477,9540015.86793776,2997,Ruby,P,207,36,94,18,113,31,2014,2018,{E0D07527-6185-42A6-87A3-465F20FDF512},
-17958449.4341672,8808069.09365902,2998,Russian Mission,P,318,60,158,37,160,31,2014,2018,{8DA86262-15AB-46C9-B997-7983A9FF34AB},
-16846360.4237045,8538573.48551882,2999,Salamatof,P,1015,141,688,114,327,60,2014,2018,{2606EF00-243D-41F4-890F-E340AD1ACFA5},
-16361428.1365655,9473341.78828841,3000,Salcha,P,995,187,529,124,466,82,2014,2018,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D},
-17866565.6586608,7428311.42002969,3001,Sand Point,P,1372,160,710,105,662,92,2014,2018,{BCCD0BE5-1002-4368-A664-108C425C91DD},
-18978195.0516515,9272224.04900901,3002,Savoonga,P,921,81,496,49,425,44,2014,2018,{72DFDB08-C634-4DC3-BA13-8C7F1E889436},
-14649379.7994303,7424010.4608575,3003,Saxman,P,360,58,200,38,160,34,2014,2018,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD},
-18432456.2977122,8821966.22863412,3004,Scammon Bay,P,585,70,305,44,280,40,2014,2018,{95BD0825-5CB3-4695-B177-4D026DA5894C},
-17812243.9906867,10044255.6550047,3005,Selawik,P,839,94,466,54,373,52,2014,2018,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD},
-16881595.6604411,8283625.15742751,3006,Seldovia Village,P,164,39,92,23,72,21,2014,2018,{87E87454-91AC-49AF-B812-E5B5DF65D0C8},
-16889234.3859769,8276232.43753431,3007,Seldovia,P,229,41,118,24,111,25,2014,2018,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514},
-16635498.343599,8422734.06749095,3008,Seward,P,2770,16,1657,137,1113,136,2014,2018,{86E9E60C-762A-4D26-A7CC-57DC74916D5B},
-17758864.8987936,9016241.33130953,3009,Shageluk,P,75,22,52,16,23,12,2014,2018,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9},
-17944073.6571674,9440376.2922384,3010,Shaktoolik,P,294,40,145,25,149,23,2014,2018,{CEDC63C2-3647-4702-B72B-D9E842E711FE},
-18486912.9341124,9947017.19873905,3011,Shishmaref,P,525,57,276,34,249,32,2014,2018,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628},
-17492543.3497459,10124235.6567402,3012,Shungnak,P,288,44,148,22,140,27,2014,2018,{9177B2E0-91EE-4644-A900-570CEA299846},
-16178300.9077316,8861767.02927969,3013,Silver Springs,P,120,50,57,25,63,33,2014,2018,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4},
-15065826.601253,7770144.80039453,3014,Sitka,P,8738,,4471,52,4267,52,2014,2018,{99E9981F-255D-4678-9D2E-704DC07798D6},
-15062828.5556362,8279546.78541121,3015,Skagway,P,1005,126,527,76,478,173,2014,2018,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},
-16831655.677238,8851493.4549969,3016,Skwentna,P,42,31,24,20,18,14,2014,2018,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71},
-16026660.3157166,9028660.18236215,3017,Slana,P,0,9,0,9,0,9,2014,2018,{92647992-DE7B-4457-BD55-CB46CE9A4C4E},
-17496129.9813628,8788985.34345363,3018,Sleetmute,P,83,23,38,14,45,18,2014,2018,{0250F433-FD97-4CC6-8D40-1385C394201D},
-16816573.7192222,8509749.46241112,3019,Soldotna,P,4589,27,2013,198,2576,200,2014,2018,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC},
-17477930.8702166,8118669.23946321,3020,South Naknek,P,41,20,26,16,15,7,2014,2018,{8C659093-914F-41E2-BE61-E3576613F3BC},
-16448483.2921245,9558782.70932766,3021,South Van Horn,P,552,149,339,135,213,92,2014,2018,{06C11331-3BBB-4E38-B7C8-8E9706C868E8},
-18873694.235669,7679086.13284621,3022,Saint George,P,78,25,44,16,34,17,2014,2018,{55AFA1A4-5677-44A5-A22C-9F9D370747CE},
-18164575.8369719,8871357.89380939,3023,Saint Mary's,P,640,78,344,51,296,36,2014,2018,{8AB67F75-EAB7-4DEB-8885-83230D155E9C},
-18038200.3079044,9218516.75661929,3024,Saint Michael,P,468,57,250,36,218,29,2014,2018,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9},
-18955737.62556,7784767.20005179,3025,Saint Paul,P,425,84,259,56,166,35,2014,2018,{B7D914E8-D125-49F0-B374-8AE610E5DBC7},
-18066206.884487,9229858.29627611,3026,Stebbins,P,473,64,267,38,206,44,2014,2018,{28ACD99B-0BF6-4373-A5BA-4F063E34485C},
-16418305.3284638,9580072.56957883,3027,Steele Creek,P,7380,1342,4008,888,3372,548,2014,2018,{70C8E48C-BFDB-49A3-ABA9-0B244839932A},
-16786649.3061846,8520284.43898784,3028,Sterling,P,5321,633,2771,362,2550,348,2014,2018,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF},
-16596003.7469611,9878084.30819833,3029,Stevens Village,P,11,6,7,4,4,5,2014,2018,{169CE60B-858B-4A5D-801B-CB9E3179349B},
-17431324.8567822,8808850.30175766,3030,Stony River,P,41,20,28,13,13,9,2014,2018,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3},
-16634040.7618088,8599247.16217456,3031,Sunrise,P,40,61,0,9,40,61,2014,2018,{C94A527A-FE5F-481B-BCAA-88435D1E5189},
-16768487.3163038,8741164.29201236,3032,Susitna,P,0,9,0,9,0,9,2014,2018,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56},
-16702776.4610578,8890322.91977757,3033,Susitna North,P,882,196,490,132,392,117,2014,2018,{3366F161-F33D-48D6-A9DD-79C2B203D73C},
-16572949.7240962,8790607.99952188,3034,Sutton-Alpine,P,1586,204,1055,156,531,89,2014,2018,{126A149F-F9BD-42EC-8D66-E4883B8016E2},
-17372737.0858399,9097299.16392271,3035,Takotna,P,23,15,15,14,8,6,2014,2018,{85E095CB-FA7C-489E-81CF-7471581BE04A},
-16710391.3289343,8936181.57566601,3036,Talkeetna,P,965,270,436,118,529,168,2014,2018,{3EC46053-F188-4C9A-B758-A0D57EF8F834},
-15958316.6300582,9193115.8464888,3037,Tanacross,P,141,50,76,37,65,23,2014,2018,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},
-16629445.237862,8767312.9648586,3038,Tanaina,P,10520,518,5658,359,4862,313,2014,2018,{929B664D-4B19-44FF-A034-299BEAC5D45E},
-16929212.5031645,9653607.03557419,3039,Tanana,P,242,38,137,28,105,19,2014,2018,{52BCEDDA-9254-47D3-9A2A-3B00217A0661},
-16328534.5245761,8595687.733204,3040,Tatitlek,P,78,46,34,27,44,29,2014,2018,{A47812B1-7D27-455A-A423-CE6015545162},
-16187196.9424994,8870386.41137708,3041,Tazlina,P,354,139,206,84,148,74,2014,2018,{A3685B4F-070E-4C85-9820-DEE25ABC695E},
-18519689.6135483,9677978.83564969,3042,Teller,P,182,30,105,19,77,16,2014,2018,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A},
-15053544.5411622,7921459.04939632,3043,Tenakee Springs,P,155,55,73,25,82,38,2014,2018,{E49E42CA-BF94-44E1-9650-6B93C551222E},
-15865220.3482979,9134177.09345036,3044,Tetlin,P,144,55,99,39,45,21,2014,2018,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53},
-14752373.097814,7496057.95152267,3045,Thorne Bay,P,614,108,318,50,296,67,2014,2018,{3F597174-5CB5-4C16-8F4A-786886325C42},
-17853285.3608513,8193477.2525473,3046,Togiak,P,705,75,385,48,320,41,2014,2018,{5992D3C6-F615-45B1-BE46-B0FF54252CF2},
-15917324.8423741,9183091.43721711,3047,Tok,P,1160,175,533,84,627,123,2014,2018,{E7AB4B30-0C1D-4536-8571-A8835525D851},
-18379653.2461127,8518590.89616114,3048,Toksook Bay,P,527,63,271,40,256,38,2014,2018,{976DFE6D-5070-41D4-B270-90EB077F8A48},
-16265215.1204587,8882214.49976839,3049,Tolsona,P,0,9,0,9,0,9,2014,2018,{93A518D2-76B0-46E5-863A-02EDDEB80C98},
-16161325.5298553,8779266.76854602,3050,Tonsina,P,28,30,10,14,18,26,2014,2018,{793D84BA-F572-4A23-A265-0090CCDE0F70},
-16723946.420688,8934519.32735454,3051,Trapper Creek,P,382,73,222,54,160,35,2014,2018,{68659E20-597A-4214-97E4-BE2A722B888B},
-17917591.2190741,8648518.00957927,3052,Tuluksak,P,415,58,238,52,177,39,2014,2018,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E},
-18109049.0672711,8476453.63268147,3053,Tuntutuliak,P,566,65,315,36,251,38,2014,2018,{E53D762F-9715-4E78-AE62-1FFB0D35EC03},
-18395700.7877218,8531414.38513811,3054,Tununak,P,339,60,190,32,149,33,2014,2018,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197},
-17842355.5861123,8196642.74751999,3055,Twin Hills,P,63,22,33,14,30,12,2014,2018,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA},
-16368238.5102819,9576121.96361816,3056,Two Rivers,P,399,302,209,134,190,204,2014,2018,{2416B7D2-6E1E-47A0-8550-530D41B50117},
-16825205.8154774,8641473.78364105,3057,Tyonek,P,344,84,176,53,168,46,2014,2018,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD},
-17521637.0889508,7865554.71115681,3058,Ugashik,P,8,8,5,5,3,6,2014,2018,{A3F13BA5-7501-4638-B3B8-55A7131B5C17},
-17899279.685261,9318504.75151891,3059,Unalakleet,P,693,169,375,86,318,88,2014,2018,{C3143A12-95C5-434E-A174-05E3A93C6CB4},
-18538889.9333079,7146158.06822584,3060,Unalaska,P,4781,132,2801,129,1980,123,2014,2018,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0},
-17846269.0949462,8750459.42220165,3061,Upper Kalskag,P,222,34,111,24,111,18,2014,2018,{50BD3072-1166-4F66-BB42-2E68C28DE654},
-17450559.5702569,11501957.3747615,3062,Utqiagvik,P,4408,123,2312,133,2096,111,2014,2018,{2697EF3A-7387-4208-B455-A046543D1AA7},
-16292173.0672154,8655789.26258689,3063,Valdez,P,3870,21,2077,171,1793,168,2014,2018,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444},
-16299601.2523058,10160823.0619457,3064,Venetie,P,141,29,67,14,74,21,2014,2018,{A3641C8B-440A-4FFF-AFC3-1602263D4212},
-17814706.4118869,11279797.9826226,3065,Wainwright,P,508,139,288,82,220,65,2014,2018,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3},
-18711833.4971617,9770649.64422587,3066,Wales,P,170,35,108,24,62,17,2014,2018,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746},
-16636052.6106908,8760724.04599611,3067,Wasilla,P,9675,27,4873,209,4802,208,2014,2018,{8805779A-5590-497A-82CB-9053953A6555},
-14819080.2747477,7581770.65035956,3068,Whale Pass,P,48,38,37,28,11,15,2014,2018,{4999C06C-E2C7-48C4-9BD9-E95833F9D114},
-18190772.5383038,9524915.03552746,3069,White Mountain,P,186,28,96,20,90,19,2014,2018,{7B4ACF01-3330-4839-B43B-E98C4902C151},
-16241007.0976359,9388310.4942788,3070,Whitestone,P,80,61,37,27,43,35,2014,2018,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73},
-15077357.902549,7986050.26291035,3071,Whitestone Logging Camp,P,0,9,0,9,0,9,2014,2018,{1026755E-5B75-45B6-98C8-6284B2D3C08B},
-16551646.7565988,8573723.60971377,3072,Whittier,P,311,84,156,51,155,48,2014,2018,{52F6D695-370B-4814-8DA9-00DCC073CA83},
-16702990.3514406,8798697.77507172,3073,Willow,P,2126,265,1179,161,947,141,2014,2018,{60E92328-3CA2-4968-A065-270130CCEE76},
-16161929.7217349,8811864.2712632,3074,Willow Creek,P,0,9,0,9,0,9,2014,2018,{4957115F-806A-43E5-BBCE-B3E79864940B},
-16709890.4642513,10273864.7421366,3075,Wiseman,P,13,15,3,4,10,11,2014,2018,{7DC57B05-77B0-4489-8056-CFFC5747990D},
-16985380.8557374,7905712.35927335,3076,Womens Bay,P,967,214,468,117,499,117,2014,2018,{8BB6EEE9-AF35-4E67-98F1-D901D6743094},
-14736875.9211032,7652635.44015356,3077,Wrangell,P,2484,,1302,76,1182,76,2014,2018,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1},
-15556902.4498982,8302149.31659159,3078,Yakutat,P,665,80,345,51,320,45,2014,2018,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B},
-16911618.9820708,9826137.26375013,3079,Alaska,S,737068,,384915,401,352153,401,2015,2019,{FBDAD97E-3A9C-4408-A295-197720B2C16C},
-17864787.2224834,7429017.81475925,3080,Aleutians East Borough,C,3385,,2033,78,1352,78,2015,2019,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C},
-19852584.4046835,6792787.78010287,3081,Aleutians West Census Area,C,5698,,3380,85,2318,85,2015,2019,{62DAD683-3FFC-4453-9FD2-D2EE794E9231},
-16686218.0875525,8675653.72291914,3082,Anchorage,C,293531,,149670,90,143861,90,2015,2019,{41989645-CCA3-466B-9817-909C7EBD3FF1},
-17828194.9368115,8609515.82662756,3083,Bethel Census Area,C,18134,,9477,136,8657,136,2015,2019,{5F365A90-E7FE-4110-A895-042798D82840},
-17479082.6841936,8121685.35202224,3084,Bristol Bay Borough,C,875,80,524,53,351,43,2015,2019,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A},
-16587254.777931,9316925.80601147,3085,Denali Borough,C,2246,367,1201,142,1045,302,2015,2019,{E39576F3-5473-4050-AD4E-430B55770A08},
-17649411.3818178,8181381.18887475,3086,Dillingham Census Area,C,4961,,2542,41,2419,41,2015,2019,{B7761367-B709-408C-BD0F-D9C9E2C5943F},
-16444751.118177,9567696.47175318,3087,Fairbanks North Star Borough,C,99072,,53417,155,45655,155,2015,2019,{B5ACCECA-F853-4F79-AD96-1CCA33463183},
-15077988.5827901,8231204.39941615,3088,Haines Borough,C,2518,,1297,117,1221,116,2015,2019,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518},
-15048736.4948378,7983383.94265552,3089,Hoonah-Angoon Census Area,C,2139,,1142,48,997,48,2015,2019,{967B027B-54A6-488D-841D-F748CE107A1A},
-14962078.6937559,8030570.02206249,3090,Juneau,C,32227,,16504,189,15723,189,2015,2019,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},
-16817185.4041281,8509544.53082017,3091,Kenai Peninsula Borough,C,58464,,30480,91,27984,91,2015,2019,{3D00FF95-7311-402B-9DD4-1CE3321F245E},
-14657139.8094437,7429930.42392975,3092,Ketchikan Gateway Borough,C,13800,,7083,54,6717,54,2015,2019,{E60C34A3-5913-4148-9A40-D84C112C6316},
-16964836.6934302,7923993.22957199,3093,Kodiak Island Borough,C,13451,,7221,105,6230,105,2015,2019,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852},
-18166327.890096,8926584.6256831,3094,Kusilvak Census Area,C,8250,,4463,122,3787,122,2015,2019,{EF9C5E4E-265E-4453-B87F-401952925FE6},
-17461200.9527081,7980415.41283284,3095,Lake and Peninsula Borough,C,1393,367,749,198,644,181,2015,2019,{08965FEC-CECD-4B69-9010-FEC9535D56A9},
-16598667.700856,8764845.10272645,3096,Matanuska-Susitna Borough,C,105369,,54838,53,50531,53,2015,2019,{851E4746-8FE8-4393-9369-E3F9F1633855},
-18284961.2940734,9564519.04249024,3097,Nome Census Area,C,9988,,5262,48,4726,48,2015,2019,{6825185D-29C7-42DB-A603-4F37EDDF219C},
-17452941.2456418,11502979.9634856,3098,North Slope Borough,C,9792,,5985,173,3807,173,2015,2019,{2DA35656-FC1D-4370-A191-64BB54EB5787},
-18100557.8568522,10126255.5868285,3099,Northwest Arctic Borough,C,7715,,4189,34,3526,34,2015,2019,{351F5989-A7A7-4518-A5E4-E67316B8C2DD},
-14800790.4763991,7721578.12677657,3100,Petersburg Borough,C,3257,,1723,94,1534,94,2015,2019,{3D32B916-2AAC-4B36-A357-1CCB20E08A73},
-14791655.2627998,7442966.61866863,3101,Prince of Wales-Hyder Census Area,C,6407,,3478,27,2929,27,2015,2019,{7ED5387A-A8FC-42E5-B364-246EE5926A4D},
-15065826.601253,7770144.80039453,3102,Sitka,C,8640,,4444,56,4196,56,2015,2019,{99E9981F-255D-4678-9D2E-704DC07798D6},
-15062828.5556362,8279546.78541121,3103,Skagway,C,1107,102,606,128,501,138,2015,2019,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},
-15943021.6241255,9315564.93027635,3104,Southeast Fairbanks Census Area,C,6878,,3770,54,3108,54,2015,2019,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57},
-14736875.9211032,7652635.44015356,3106,Wrangell,C,2502,,1357,70,1145,70,2015,2019,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1},
-15556902.4498982,8302149.31659159,3107,Yakutat,C,649,89,356,56,293,50,2015,2019,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B},
-16812037.2290032,9668260.5175691,3108,Yukon-Koyukuk Census Area,C,5377,,2879,24,2498,24,2015,2019,{1F2FC561-C032-423A-85B7-32591979EA75},
-19663507.7911574,6776337.60629079,3109,Adak,P,226,68,135,45,91,33,2015,2019,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86},
-17162487.1875705,7749255.80747254,3110,Akhiok,P,59,39,28,22,31,23,2015,2019,{68670103-A544-40F0-AD9E-7215DEC2434C},
-17972431.0159371,8606059.10759937,3111,Akiachak,P,573,66,289,37,284,42,2015,2019,{D381614D-1B3D-4C01-A916-B139441D4A88},
-17948041.6926256,8604612.88598838,3112,Akiak,P,381,59,215,36,166,30,2015,2019,{B9E3D976-5DA3-4850-884A-E7818D521898},
-18453825.976754,7195635.68739133,3113,Akutan,P,731,230,484,168,247,99,2015,2019,{D57C95FC-45D5-44E0-B99B-5325C15EBE66},
-18330707.5476733,9023905.19268546,3114,Alakanuk,P,813,95,429,51,384,53,2015,2019,{8142710A-7405-430F-9A0B-C44338B4B31A},
-16998632.6281501,10030290.617505,3115,Alatna,P,13,9,7,6,6,5,2015,2019,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB},
-15697227.7428421,9008184.66778997,3116,Alcan Border,P,176,104,102,60,74,45,2015,2019,{3A2BEA63-41B6-445E-BF20-B04461C94803},
-17657678.5273638,8240980.59809748,3117,Aleknagik,P,179,39,99,22,80,25,2015,2019,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9},
-17018639.3674516,7968179.28755084,3118,Aleneva,P,27,39,4,6,23,33,2015,2019,{29D4602C-A471-4961-BBEC-AB22938F5F26},
-16992862.437114,10031835.3089084,3119,Allakaket,P,213,47,125,31,88,25,2015,2019,{D9E1C7EB-2990-486A-BEC6-DF457C95E944},
-17572508.2979883,10180738.1984948,3120,Ambler,P,260,89,115,30,145,81,2015,2019,{E98663F6-E635-4427-85F1-48E3042D196E},
-16891159.3456548,10489279.941021,3121,Anaktuvuk Pass,P,315,108,195,92,120,33,2015,2019,{C8F22DE3-2D24-49CD-A867-3855226D712F},
-16902085.2269946,8350131.34239944,3122,Anchor Point,P,2129,202,1192,136,937,101,2015,2019,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83},
-16686218.0875525,8675653.72291914,3123,Anchorage,P,293531,,149670,90,143861,90,2015,2019,{41989645-CCA3-466B-9817-909C7EBD3FF1},
-16607841.8425473,9437496.73630837,3124,Anderson,P,172,59,115,46,57,28,2015,2019,{3999FA6E-F8E0-4528-9406-C991F8BB8C52},
-14981471.2754118,7862919.3185571,3125,Angoon,P,506,132,284,89,222,57,2015,2019,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1},
-17758530.6291833,8759944.08337012,3126,Aniak,P,526,66,305,53,221,33,2015,2019,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060},
-17833307.7073289,9015553.00610678,3127,Anvik,P,105,25,63,16,42,13,2015,2019,{AED9D55C-5519-4DA0-A4A7-28349D8498CD},
-16200942.2921759,10485277.8122488,3128,Arctic Village,P,185,40,93,24,92,23,2015,2019,{3FD9E5F5-DE1E-47BC-A8FC-ECEFCA7C2EA8},
-19391877.4279502,6835970.93964706,3129,Atka,P,43,18,18,9,25,11,2015,2019,{C80F8014-AF4E-4834-B4A8-DED62C0786C1},
-18064527.563622,8593130.12141586,3130,Atmautluak,P,189,39,83,20,106,26,2015,2019,{887F3239-34EE-4A3A-9B7A-522E212DA730},
-17524309.1239729,11227484.1041681,3131,Atqasuk,P,162,57,90,34,72,26,2015,2019,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A},
19277285.2935183,6950872.61663701,3132,Attu Station,P,17,18,17,18,0,9,2015,2019,{4B169010-F268-45A8-8444-F0B5873ABDEE},
-16409897.2332955,9557080.87200411,3133,Badger,P,18911,1292,10054,823,8857,658,2015,2019,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB},
-16631388.3051022,8437358.45632469,3134,Bear Creek,P,1178,302,561,154,617,170,2015,2019,{2B076D8C-6D9B-439C-90F1-92FEAE651E60},
-16408175.5504662,9976173.30142884,3135,Beaver,P,70,31,35,18,35,21,2015,2019,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1},
-16814033.880103,8665458.63172155,3136,Beluga,P,5,5,5,5,0,9,2015,2019,{D72A5701-11AB-4596-AA0D-A2881CCB42B1},
-18008351.1575292,8578036.2426842,3137,Bethel,P,6472,19,3420,164,3052,162,2015,2019,{7B1302D1-C2B4-402C-8C43-141B93681692},
-16865833.0263745,10133834.8462918,3138,Bettles,P,84,180,56,120,28,60,2015,2019,{C4674250-987C-40CD-B550-D246607343D4},
-16234228.4764685,9387246.18503888,3139,Big Delta,P,556,187,396,143,160,68,2015,2019,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E},
-16677792.4607889,8753752.14376509,3140,Big Lake,P,2678,240,1440,180,1238,129,2015,2019,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D},
-16232379.5305256,9949191.5835814,3141,Birch Creek,P,4,4,2,3,2,3,2015,2019,{6EA0B92C-E267-478F-99A6-DA6EAC948390},
-18533827.0925877,9697033.79061887,3142,Brevig Mission,P,384,66,201,30,183,44,2015,2019,{01088110-F1CF-4DF6-A7C8-446D20A2B257},
-17936800.4854698,9870732.665245,3143,Buckland,P,675,68,372,46,303,35,2015,2019,{2FD931D4-12DB-45C2-834A-4B4559E54BA5},
-16587840.1502488,8786318.64725492,3144,Buffalo Soapstone,P,975,189,533,108,442,99,2015,2019,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97},
-16590548.7890119,8751263.55536645,3145,Butte,P,4015,312,2058,178,1957,179,2015,2019,{9A9D4747-657F-4044-BB90-7E45B94AB987},
-16574958.5798197,9197127.80929988,3146,Cantwell,P,178,68,109,41,69,32,2015,2019,{E263C114-3707-494D-84BF-BCBDC754E133},
-16121504.109879,9760330.07088335,3147,Central,P,40,29,20,24,20,11,2015,2019,{5729F5A2-2D55-4611-8C20-838834BEA9AA},
-15999716.2175498,10057166.2574094,3148,Chalkyitsik,P,109,29,64,26,45,24,2015,2019,{98D5F010-433A-452A-8E40-1DC756B3B809},
-16703629.7221717,8966595.56435427,3149,Chase,P,0,9,0,9,0,9,2015,2019,{427130A7-E294-4C77-9945-66799C9AE903},
-18287603.8577055,8435002.51586496,3150,Chefornak,P,483,74,250,43,233,38,2015,2019,{A446B551-74BE-4F56-B131-523C342C41BA},
-16471851.3428201,9562652.6716704,3151,Chena Ridge,P,6111,672,3173,397,2938,355,2015,2019,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B},
-16476658.3627789,8414356.69050082,3152,Chenega,P,68,48,37,28,31,23,2015,2019,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770},
-18433453.2225289,8748225.03058707,3153,Chevak,P,1037,230,608,223,429,81,2015,2019,{8ECE306F-1205-474A-AF5D-5A82326AFDD3},
-16528585.7995315,8810988.71208775,3154,Chickaloon,P,210,61,102,26,108,41,2015,2019,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8},
-15799981.5073964,9368230.73085785,3155,Chicken,P,12,16,5,7,7,10,2015,2019,{0C46910A-CF22-422A-A69E-499EC6219D46},
-17648342.8318143,7620462.28603756,3156,Chignik Lagoon,P,69,30,41,19,28,19,2015,2019,{5FBF89C8-6F1F-4610-B81F-18286B0993C8},
-17673425.6845703,7609093.07634509,3157,Chignik Lake,P,49,21,23,13,26,11,2015,2019,{F821657B-F119-4950-BB18-F827B06C680C},
-17634583.1537608,7618623.8936503,3158,Chignik,P,57,26,27,13,30,17,2015,2019,{99F023D0-9290-48CE-8E68-5683A57192DC},
-16945366.5635001,7887490.67201661,3159,Chiniak,P,0,9,0,9,0,9,2015,2019,{9C0DF89A-A248-470E-82A5-F25ED75A098A},
-15811293.2362289,8873304.3872249,3160,Chisana,P,0,9,0,9,0,9,2015,2019,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222},
-16103943.6835133,8994702.92422141,3161,Chistochina,P,80,59,28,29,52,44,2015,2019,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48},
-16079111.6919015,8745393.57916078,3162,Chitina,P,61,44,40,31,21,16,2015,2019,{5CD6634F-015C-4D3A-8F00-755FB6A3D186},
-17726740.7758825,8759043.86328533,3163,Chuathbaluk,P,111,30,63,20,48,14,2015,2019,{493BC9A8-7869-476D-9319-B88C76EB388A},
-16037437.1538392,9829561.30812307,3164,Circle,P,64,29,35,19,29,14,2015,2019,{98B27D83-9E27-4EE6-A6AB-CEED07523629},
-16854020.1963051,8450323.80317593,3165,Clam Gulch,P,227,132,135,77,92,64,2015,2019,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9},
-17649480.0562589,8144709.0209932,3166,Clark's Point,P,44,24,20,11,24,15,2015,2019,{16FFACBB-CCBD-4A00-829F-F89904105FD5},
-14786374.5823039,7561211.62728565,3167,Coffman Cove,P,152,64,68,28,84,43,2015,2019,{1F684F46-814E-4675-B09B-A8449105B5E9},
-16844818.5447846,8482380.58204922,3168,Cohoe,P,1223,222,691,135,532,106,2015,2019,{9F0FE231-3223-4A37-89B8-9182CD7AB22F},
-18113349.5399095,7402060.39389685,3169,Cold Bay,P,56,22,41,17,15,8,2015,2019,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C},
-16719029.6188946,10229447.6395967,3170,Coldfoot,P,156,142,153,145,3,9,2015,2019,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887},
-16453332.4338201,9570778.8919546,3171,College,P,12791,904,6830,522,5961,565,2015,2019,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B},
-16676595.5791161,8510749.69663507,3172,Cooper Landing,P,478,199,226,91,252,128,2015,2019,{CB929A5F-AF01-4DE3-8855-87193B97F75F},
-16175312.0055638,8848480.42628687,3173,Copper Center,P,245,93,99,45,146,63,2015,2019,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2},
