X,Y,OBJECTID,Place,Geo_Src,e_Total_Pop,m_Total_Pop,e_One_Race,m_One_Race,e_AmInd_AKNat,m_AmInd_AKNat,e_Asian,m_Asian,e_Black_AfricanAm,m_Black_AfricanAm,e_NatHI_PacIslander,m_NatHI_PacIslander,e_Other_Race,m_Other_Race,e_White,m_White,e_Two_or_More,m_Two_or_More,e_Black_AfrAm_and_AmInd_AKNat,m_Black_AfrAm_and_AmInd_AKNat,e_White_and_AmInd_AKNat,m_White_and_AmInd_AKNat,e_White_and_Asian,m_White_and_Asian,e_White_and_Black_AfricanAm,m_White_and_Black_AfricanAm,Start_Year,End_Year,IsMostRecent,PlaceID
-18114891.8501924,9897862.18415849,102,Deering,P,68,22,60,19,48,17,0,78,0,78,0,78,0,78,12,11,8,12,0,78,0,78,0,78,0,78,2007,2011,,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806}
-16223331.6925964,9361751.89718577,103,Delta Junction,P,900,177,867,178,20,22,0,78,7,15,0,78,0,78,840,187,33,26,0,78,33,26,0,78,0,78,2007,2011,,{763EEB4F-118C-4AEA-A931-D707FE999A12}
-16160672.5513182,9321163.46278051,104,Deltana,P,1777,296,1719,290,33,34,12,18,0,78,32,43,0,78,1642,282,58,55,0,78,39,55,10,14,0,78,2007,2011,,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81}
-16871303.7259016,8327977.94967564,105,Diamond Ridge,P,1054,175,1002,169,19,16,0,78,0,78,0,78,0,78,983,170,52,57,0,78,52,57,0,78,0,78,2007,2011,,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522}
-17640029.2383221,8188902.08219489,106,Dillingham,P,2207,196,1847,181,1076,171,44,16,10,15,0,78,33,25,684,66,360,127,0,78,314,123,11,14,6,8,2007,2011,,{08E18522-8DAC-4DFC-975E-26751FE81958}
-18807627.4390229,9811020.63817553,107,Diomede,P,128,57,128,57,115,56,0,78,0,78,0,78,0,78,13,18,0,78,0,78,0,78,0,78,0,78,2007,2011,,{9E47594D-5392-4A49-8FCD-026556C904AE}
-16036561.2555728,9263429.15495555,108,Dot Lake,P,12,17,12,17,0,78,0,78,0,78,0,78,0,78,12,17,0,78,0,78,0,78,0,78,0,78,2007,2011,,{03A313E3-0987-4B72-8EC9-6C92E01A12A2}
-16035499.1835844,9262839.66483944,109,Dot Lake Village,P,69,47,60,43,44,35,0,78,0,78,0,78,0,78,16,16,9,10,0,78,9,10,0,78,0,78,2007,2011,,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2}
-16097000.0382138,9267756.62343433,110,Dry Creek,P,7,11,7,11,0,78,0,78,0,78,0,78,0,78,7,11,0,78,0,78,0,78,0,78,0,78,2007,2011,,{64B2729B-A777-4917-9D20-77822FE68CFE}
-15701145.1188037,9541571.00919845,111,Eagle Village,P,41,26,27,15,7,7,0,78,0,78,0,78,0,78,20,13,14,18,0,78,13,18,0,78,0,78,2007,2011,,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA}
-15719157.8167796,9552995.61796396,112,Eagle,P,71,35,68,35,0,78,0,78,0,78,0,78,0,78,68,35,3,5,0,78,3,5,0,78,0,78,2007,2011,,{99E4149C-E691-4714-88EC-9EDCEF72C195}
-14878758.0609857,7549487.03891262,113,Edna Bay,P,19,27,19,27,0,78,0,78,0,78,0,78,0,78,19,27,0,78,0,78,0,78,0,78,0,78,2007,2011,,{85B7409D-F9A3-4D1C-8587-BA31448CD26E}
-18037041.1291412,8448636.97364217,114,Eek,P,204,52,201,50,195,49,0,78,0,78,0,78,0,78,6,7,3,4,3,4,0,78,0,78,0,78,2007,2011,,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767}
-17518988.4125428,8011365.49685887,115,Egegik,P,25,17,23,16,17,14,0,78,0,78,0,78,0,78,6,6,2,5,0,78,2,5,0,78,0,78,2007,2011,,{F7D03E2F-5588-4343-BE94-44E824B7A836}
-16372988.328609,9522017.29511211,116,Eielson AFB,P,2814,446,2610,440,11,14,42,42,288,188,0,78,43,61,2226,434,204,145,0,78,38,50,73,96,93,106,2007,2011,,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD}
-17530376.0001536,8256476.2989067,117,Ekwok,P,161,64,129,55,105,52,0,78,0,78,0,78,0,78,24,22,32,32,4,5,26,30,2,3,0,78,2007,2011,,{FAF5958B-8A56-4E28-B3B1-66B772A5A166}
-15177910.0843907,8008163.78366283,118,Elfin Cove,P,20,20,14,16,4,7,0,78,0,78,0,78,0,78,10,14,6,8,0,78,6,8,0,78,0,78,2007,2011,,{4BAA8104-672E-401E-88E8-341E10A478B8}
-18063202.2799259,9508086.85094371,119,Elim,P,363,78,349,75,341,75,1,4,0,78,0,78,0,78,7,7,14,15,0,78,11,14,0,78,0,78,2007,2011,,{962DB38D-BABD-43F0-AF8E-6B3C0964C131}
-18315378.7724165,9045765.64857705,120,Emmonak,P,823,107,797,104,743,105,3,4,0,78,20,25,0,78,31,17,26,20,0,78,16,17,0,78,7,9,2007,2011,,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133}
-16472701.2757039,9570394.18361401,121,Ester,P,2301,593,2219,581,201,144,21,30,64,71,0,78,0,78,1933,522,82,74,4,8,70,72,8,14,0,78,2007,2011,,{C975E5F6-90CB-420B-9766-C43941847789}
-16382673.0104282,8844601.11827285,122,Eureka Roadhouse,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{463333A9-778A-4087-B2B6-C834DF7F1809}
-16865546.7834434,10134617.5060728,123,Evansville,P,21,14,20,13,16,11,0,78,0,78,0,78,0,78,4,6,1,3,0,78,0,78,0,78,0,78,2007,2011,,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED}
-15077462.2436435,8055392.88265615,124,Excursion Inlet,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{E209147C-83F5-4D19-AD3F-CB78B1F679F5}
-16444254.1310858,9566271.87088456,125,Fairbanks,P,31467,60,29500,366,2890,473,1168,259,2924,388,303,111,527,190,21688,730,1967,365,72,78,784,216,230,133,490,208,2007,2011,,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18}
-18191245.5091054,7333781.24025852,126,False Pass,P,15,17,11,15,1,5,0,78,0,78,0,78,3,4,7,10,4,6,0,78,4,6,0,78,0,78,2007,2011,,{223C147A-542C-4057-8AE2-C5C99FC10AB1}
-16602782.7855767,8774282.41258619,127,Farm Loop,P,968,260,941,255,14,15,9,11,0,78,0,78,0,78,918,251,27,24,0,78,21,22,6,11,0,78,2007,2011,,{803C9DC0-CB68-4FB4-8746-A65C69A5905F}
-16448634.4496328,9579406.8471837,128,Farmers Loop,P,4016,682,3823,677,299,223,33,42,0,78,0,78,27,105,3464,611,193,127,0,78,159,113,0,78,0,78,2007,2011,,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF}
-16599487.2199191,9354104.28255344,129,Ferry,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{6271DC39-C422-443B-AB71-71A2246047FD}
-16614286.7218702,8786763.92855068,130,Fishhook,P,4690,424,4439,408,252,134,49,47,111,82,0,78,4,8,4023,428,251,108,13,20,142,90,16,28,0,78,2007,2011,,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8}
-17589314.4415182,8967508.78411107,131,Flat,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{3C695476-5C5E-4120-9E30-BF42C37A0EAF}
-16221914.8450569,9347686.74831746,132,Fort Greely,P,1089,230,1049,218,14,16,18,23,36,61,0,78,5,9,976,210,40,37,5,10,35,30,0,78,0,78,2007,2011,,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739}
-16168185.7498793,10033547.7525708,133,Fort Yukon,P,540,83,515,75,476,76,0,78,0,78,20,27,0,78,19,11,25,20,0,78,16,16,0,78,0,78,2007,2011,,{641D75DC-10FB-4C68-9F27-A8720C97B6C0}
-16599728.6961623,9503867.71164907,134,Four Mile Road,P,38,24,22,25,5,7,0,78,0,78,0,78,0,78,17,24,16,22,0,78,16,22,0,78,0,78,2007,2011,,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C}
-16432793.9877687,9597343.51160326,135,Fox,P,696,324,590,261,87,76,0,78,0,78,0,78,99,126,404,233,106,145,0,78,106,145,0,78,0,78,2007,2011,,{DF0AA24E-FAFB-4033-9E30-014BC53D341A}
-16799889.6251575,8367196.72013879,136,Fox River,P,679,193,679,193,10,15,0,78,0,78,0,78,0,78,669,193,0,78,0,78,0,78,0,78,0,78,2007,2011,,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF}
-16842489.7784406,8338861.63035312,137,Fritz Creek,P,1586,194,1535,189,16,15,45,45,0,78,0,78,0,78,1474,194,51,35,0,78,34,32,2,3,0,78,2007,2011,,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD}
-16782773.8061664,8512348.26522147,138,Funny River,P,675,188,636,175,16,19,46,60,0,78,0,78,0,78,574,160,39,49,0,78,33,47,6,10,0,78,2007,2011,,{CF70B6E1-31BB-4019-97D8-DD470A6AD914}
-16174930.5308121,8931084.928701,139,Gakona,P,233,108,215,105,20,17,0,78,0,78,0,78,0,78,195,104,18,24,0,78,18,24,0,78,0,78,2007,2011,,{ED284F88-6827-4DC4-B028-5F0BFA6CF129}
-17463481.4673962,9540909.30970136,140,Galena,P,526,80,486,81,309,65,28,36,0,78,5,11,0,78,144,50,40,24,0,78,39,23,1,5,0,78,2007,2011,,{9CB98028-F75A-4D46-A951-AB787D2CF82E}
-19115652.3162477,9293331.31835673,141,Gambell,P,747,120,711,116,678,114,10,22,0,78,0,78,0,78,23,17,36,34,0,78,18,22,18,26,0,78,2007,2011,,{961462BD-8155-4FFF-863B-A652CC389066}
-15084889.2779131,7979062.95814535,142,Game Creek,P,34,47,34,47,0,78,0,78,0,78,0,78,0,78,34,47,0,78,0,78,0,78,0,78,0,78,2007,2011,,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC}
-16613317.4039532,8758849.9036378,143,Gateway,P,5437,426,5124,444,161,115,73,72,0,78,0,78,52,44,4838,446,313,177,0,78,279,171,29,38,0,78,2007,2011,,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66}
-16444783.7969041,8810336.16300173,144,Glacier View,P,242,112,242,112,0,78,0,78,0,78,0,78,5,7,237,111,0,78,0,78,0,78,0,78,0,78,2007,2011,,{723F2211-DF24-4A26-B478-AC2F7B43D3AF}
-16200078.5853976,8885907.89955149,145,Glennallen,P,610,206,585,190,38,51,0,78,0,78,0,78,0,78,547,190,25,40,0,78,25,40,0,78,0,78,2007,2011,,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8}
-16461866.9911581,9589250.74599279,146,Goldstream,P,3781,798,3617,769,61,63,202,168,0,78,0,78,0,78,3354,740,164,186,0,78,121,173,43,72,0,78,2007,2011,,{C63A334D-9CE5-410F-9042-CB548BBECC87}
-18149163.7092426,9488854.6563609,147,Golovin,P,104,45,91,44,91,44,0,78,0,78,0,78,0,78,0,78,13,12,0,78,13,12,0,78,0,78,2007,2011,,{D18E8CFB-89C1-437A-ADAA-399023E0587C}
-17987254.5448644,8205983.87575918,148,Goodnews Bay,P,372,87,365,87,343,87,0,78,0,78,0,78,0,78,22,21,7,8,0,78,7,8,0,78,0,78,2007,2011,,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635}
-17818435.347773,9077346.19079628,149,Grayling,P,215,75,196,72,188,71,0,78,0,78,0,78,0,78,8,11,19,20,0,78,19,20,0,78,0,78,2007,2011,,{DD04D244-B150-4D0C-83D9-26AAE567CC97}
-16182723.4384067,8923110.2138984,150,Gulkana,P,119,68,112,67,67,51,0,78,0,78,0,78,0,78,45,45,7,11,0,78,7,11,0,78,0,78,2007,2011,,{5A851423-1D34-45BF-9EE7-8765E762667F}
-15110403.2200725,8054653.85527571,151,Gustavus,P,454,101,435,92,5,8,12,19,0,78,3,7,0,78,415,86,19,27,0,78,19,27,0,78,0,78,2007,2011,,{3D5231FD-4F19-414E-A871-FAFF3941FF8F}
-15077988.5827901,8231204.39941615,152,Haines,P,2038,297,1902,303,177,65,22,26,5,36,0,78,0,78,1698,309,136,90,0,78,128,90,0,78,0,78,2007,2011,,{0E1213D7-970C-4532-B874-5742D6D4989B}
-16834155.0181038,8310709.31435036,153,Halibut Cove,P,8,17,7,15,0,78,0,78,0,78,0,78,0,78,7,15,1,3,0,78,0,78,1,3,0,78,2007,2011,,{74696C73-F1AA-4DBA-8D8F-2D4FFAEFCC7E}
-16891397.2203785,8385282.91736017,154,Happy Valley,P,470,132,463,132,20,18,7,8,0,78,0,78,0,78,436,130,7,11,0,78,7,11,0,78,0,78,2007,2011,,{452DEEAD-0063-4786-BCAF-5835043C441F}
-16319358.7215527,9444737.68062037,155,Harding-Birch Lakes,P,361,168,249,135,0,78,0,78,0,78,0,78,0,78,249,135,112,145,0,78,112,145,0,78,0,78,2007,2011,,{55DEA83C-221E-4084-B00F-536B59BE5069}
-16587254.777931,9316925.80601147,156,Healy,P,874,212,816,212,16,19,66,122,5,50,0,78,0,78,729,196,58,43,0,78,19,29,39,50,0,78,2007,2011,,{8905A89B-A676-4C0A-BEB5-C17AD570F833}
-16111658.2040413,9349746.071627,157,Healy Lake,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{093A0B52-9C15-4F33-8872-681E456A939D}
-14844209.8903727,7855606.08949882,158,Hobart Bay,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{6882E91E-F23E-4649-BC1E-168B1173F2E7}
-14766533.0256532,7456025.7270008,159,Hollis,P,118,61,111,58,8,9,0,78,0,78,0,78,0,78,103,56,7,9,0,78,7,9,0,78,0,78,2007,2011,,{6B0D4814-B112-41E9-8F10-11A29507E7CA}
-17785718.6399316,8906350.75108969,160,Holy Cross,P,202,66,202,66,196,66,0,78,0,78,0,78,0,78,6,7,0,78,0,78,0,78,0,78,0,78,2007,2011,,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF}
-16868465.81571,8321603.53233034,161,Homer,P,4987,34,4880,69,256,90,57,48,16,13,5,6,36,37,4510,151,107,60,2,5,50,31,11,18,0,78,2007,2011,,{74B62695-129C-4E06-A228-C50EFCC9A872}
-15077747.2756412,7990363.35004359,162,Hoonah,P,726,129,636,121,289,80,12,25,9,7,0,78,23,24,303,75,90,45,10,14,74,43,1,3,0,78,2007,2011,,{67C77481-D454-4AD4-8099-C6A3005285DE}
-18489770.3696312,8748753.13931634,163,Hooper Bay,P,1270,183,1259,184,1230,180,0,78,8,11,0,78,0,78,21,19,11,10,0,78,11,10,0,78,0,78,2007,2011,,{8D01840C-135C-49A1-A1FE-5C63881EEF8A}
-16655870.3446364,8607003.67067398,164,Hope,P,114,79,114,79,0,78,0,78,0,78,0,78,0,78,114,79,0,78,0,78,0,78,0,78,0,78,2007,2011,,{B94A5304-F56C-49FE-A615-8E72E73F6255}
-16675818.5394593,8772227.92788698,165,Houston,P,1910,222,1796,222,65,39,0,78,0,78,0,78,0,78,1731,226,114,52,0,78,109,49,0,78,0,78,2007,2011,,{15846556-C6AB-448D-B51D-2DE0E8727969}
-17171946.3984402,9889412.09162593,166,Hughes,P,80,35,80,35,80,35,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{9D089209-6790-456D-85A0-4D3282C8B989}
-17409778.5580137,9795714.29290359,167,Huslia,P,273,57,235,55,230,55,0,78,0,78,0,78,0,78,5,6,38,34,0,78,38,34,0,78,0,78,2007,2011,,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3}
-14785845.8993254,7401935.14035916,168,Hydaburg,P,420,74,406,75,357,77,5,7,0,78,0,78,0,78,44,21,14,12,0,78,14,12,0,78,0,78,2007,2011,,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082}
-14474374.0343285,7541662.57032641,169,Hyder,P,116,66,116,66,0,78,0,78,0,78,0,78,0,78,116,66,0,78,0,78,0,78,0,78,0,78,2007,2011,,{BC2CDE0E-83BC-4AC5-8095-1EB202D71049}
-17355102.7045931,8251041.6914682,170,Igiugig,P,37,29,31,26,25,22,0,78,0,78,0,78,0,78,6,6,6,5,3,4,3,4,0,78,0,78,2007,2011,,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1}
-17244068.1727719,8345325.87716697,171,Iliamna,P,55,32,55,32,41,28,0,78,0,78,0,78,0,78,14,12,0,78,0,78,0,78,0,78,0,78,2007,2011,,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06}
-17753695.8436945,7539216.10761165,172,Ivanof Bay,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{1D96F2EA-F1A3-4CC9-868D-090FD22E1CD6}
-14962078.6937559,8030570.02206249,173,Juneau,P,31244,,27970,412,3538,357,1687,215,240,96,215,60,448,201,21842,245,3274,412,57,52,1989,366,496,200,171,94,2007,2011,,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF}
-16859641.2601891,8325962.6009038,174,Kachemak,P,687,129,645,120,23,20,16,18,0,78,0,78,1,2,605,115,42,49,0,78,42,49,0,78,0,78,2007,2011,,{3D257994-65F8-4489-A35E-C42F284CB327}
-14910666.7973801,7754898.24217148,175,Kake,P,470,139,439,139,253,86,0,78,0,78,0,78,0,78,186,106,31,24,0,78,31,24,0,78,0,78,2007,2011,,{2F5F6904-B47C-439D-9AC1-64135C4403A6}
-15986909.7903373,11110050.6733152,176,Kaktovik,P,393,114,353,108,334,101,0,78,0,78,0,78,0,78,19,19,40,40,0,78,40,40,0,78,0,78,2007,2011,,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299}
-16825114.5363892,8508889.41408404,177,Kalifornsky,P,7866,761,7501,766,499,167,152,113,12,17,0,78,13,17,6825,734,365,144,0,78,293,125,12,19,32,51,2007,2011,,{644B47A1-3B29-48C4-8EF0-4585B2204F2E}
-17669178.6093313,9433180.26880334,178,Kaltag,P,187,44,180,43,168,43,0,78,0,78,0,78,0,78,12,9,7,5,0,78,7,5,0,78,0,78,2007,2011,,{5790AC9E-408E-42C0-BDC7-490DB0451EAD}
-17191812.8544779,7875966.31581525,179,Karluk,P,44,36,44,36,44,36,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{BF30433A-BCB7-443D-A9C4-767CA6C76820}
-14739137.9815801,7467308.14069165,180,Kasaan,P,34,20,20,14,6,9,0,78,0,78,0,78,0,78,14,12,14,15,0,78,14,15,0,78,0,78,2007,2011,,{559A9BCF-E97B-4506-925E-E21FB8E9FED9}
-18091584.5955234,8601655.73883504,181,Kasigluk,P,555,102,533,103,528,104,0,78,0,78,0,78,0,78,5,9,22,27,0,78,22,27,0,78,0,78,2007,2011,,{3816D857-92C5-45BF-B884-7D2529E878D4}
-16837835.1503007,8472439.76775224,182,Kasilof,P,519,241,487,232,24,35,11,14,0,78,0,78,0,78,452,227,32,44,0,78,10,13,0,78,0,78,2007,2011,,{CB8D5160-2521-4803-9207-2BBA48832C17}
-16836940.0550994,8525261.80014671,183,Kenai,P,7074,27,6358,266,584,165,37,33,135,69,41,56,43,48,5518,272,716,265,5,7,577,230,22,20,31,22,2007,2011,,{C4939227-7B0D-42C1-9C0D-69118EE45B96}
-16135471.4316221,8797146.85900219,184,Kenny Lake,P,181,110,181,110,55,67,0,78,0,78,0,78,0,78,126,86,0,78,0,78,0,78,0,78,0,78,2007,2011,,{FF44E793-74FE-4F17-9EB7-78D774DF5F63}
-14654990.9162499,7428611.09414802,185,Ketchikan,P,8008,23,7098,242,1382,300,672,141,54,59,0,78,106,91,4884,208,910,245,48,74,523,188,204,140,16,28,2007,2011,,{081D88E7-5D78-4E36-AC3C-F753262F026C}
-17859800.6739083,10148712.9875954,186,Kiana,P,347,77,328,76,319,75,0,78,0,78,0,78,0,78,9,11,19,15,0,78,8,7,0,78,8,12,2007,2011,,{A1701483-F114-4FB2-A478-D0F6039C3EA8}
-18068407.5166425,7373424.0257155,187,King Cove,P,844,290,814,268,192,112,385,208,27,37,3,6,8,17,199,89,30,30,0,78,19,31,2,8,0,78,2007,2011,,{E3FB0AD1-05D8-4D22-919A-F24830556C1F}
-17440162.6519755,8111835.38200596,188,King Salmon,P,381,84,310,72,114,46,0,78,0,78,4,5,0,78,192,57,71,40,0,78,53,33,0,78,1,8,2007,2011,,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF}
-18260619.958368,8385588.62001007,189,Kipnuk,P,553,117,552,116,496,104,0,78,0,78,0,78,0,78,56,62,1,3,0,78,1,3,0,78,0,78,2007,2011,,{6A1D2CBB-7422-4993-9496-87DE4AB29609}
-18316505.1749368,10366459.5653727,190,Kivalina,P,377,111,371,111,371,111,0,78,0,78,0,78,0,78,0,78,6,8,3,5,3,6,0,78,0,78,2007,2011,,{88062838-37F6-4578-9FDD-4DBF5CACD276}
-14816182.7919307,7470236.42532992,191,Klawock,P,627,108,569,106,321,86,15,15,0,78,0,78,0,78,233,65,58,37,0,78,33,29,0,78,0,78,2007,2011,,{F3CDD092-3609-4B82-9B09-D35DB0E7375F}
-15127859.6907318,8267444.07424887,192,Klukwan,P,113,48,74,28,49,22,0,78,0,78,0,78,0,78,25,15,39,28,0,78,39,28,0,78,0,78,2007,2011,,{F28EF005-C4A1-4868-9B6A-826AD9633025}
-16580028.1120657,8740873.84114758,193,Knik River,P,668,142,662,142,2,4,0,78,44,60,0,78,0,78,616,142,6,8,6,8,0,78,0,78,0,78,2007,2011,,{77794617-74AE-484C-B2E5-D017D4597CC2}
-16655714.6823623,8745478.90504789,194,Knik-Fairview,P,13620,891,12582,815,800,239,419,294,179,102,15,25,0,78,11169,801,1038,358,0,78,742,331,116,94,98,83,2007,2011,,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2}
-17464065.8494158,10129812.4308815,195,Kobuk,P,95,44,95,44,88,43,0,78,0,78,0,78,0,78,7,11,0,78,0,78,0,78,0,78,0,78,2007,2011,,{319107E2-FB9A-474B-8237-6A8CFF382E09}
-16976634.2280902,7912500.5859791,196,Kodiak Station,P,1778,242,1565,256,127,156,6,10,45,44,9,16,21,28,1357,247,213,81,0,78,142,36,14,27,42,64,2007,2011,,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6}
-16964810.0032464,7923958.71370175,197,Kodiak,P,6087,17,5937,98,446,140,2476,208,94,48,2,4,189,227,2730,264,150,95,0,78,55,43,14,14,10,18,2007,2011,,{98F61372-E8BA-41BD-8291-B2318BB0C9F0}
-17226600.518734,8276102.93550347,198,Kokhanok,P,125,46,119,44,103,41,0,78,2,24,0,78,0,78,14,14,6,6,0,78,6,6,0,78,0,78,2007,2011,,{89EB5E58-676F-4DA4-9449-8BD556A1E98C}
-17508963.5754292,8339075.78973649,199,Koliganek,P,263,85,251,85,223,83,0,78,0,78,0,78,0,78,28,30,12,12,0,78,5,6,7,10,0,78,2007,2011,,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE}
-18132505.0153914,8390712.90338429,200,Kongiganak,P,345,79,340,79,329,79,0,78,0,78,0,78,0,78,11,13,5,5,0,78,5,5,0,78,0,78,2007,2011,,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,201,Kotlik,P,565,102,561,102,552,102,0,78,0,78,0,78,0,78,9,7,4,5,0,78,4,5,0,78,0,78,2007,2011,,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,202,Kotzebue,P,3202,25,2803,117,2199,134,52,38,24,23,9,12,7,15,512,88,399,111,25,20,313,100,19,21,6,9,2007,2011,,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,203,Koyuk,P,329,71,309,71,298,70,0,78,0,78,0,78,0,78,11,11,20,19,0,78,7,8,0,78,0,78,2007,2011,,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,204,Koyukuk,P,110,40,107,39,94,36,0,78,0,78,0,78,0,78,13,16,3,4,0,78,3,4,0,78,0,78,2007,2011,,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,205,Kupreanof,P,53,36,35,26,0,78,0,78,0,78,0,78,0,78,35,26,18,27,0,78,4,7,0,78,0,78,2007,2011,,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,206,Kwethluk,P,672,105,638,106,624,108,4,7,0,78,0,78,0,78,10,13,34,26,8,10,9,9,0,78,0,78,2007,2011,,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,207,Kwigillingok,P,275,67,273,66,272,66,0,78,0,78,0,78,0,78,1,2,2,3,0,78,2,3,0,78,0,78,2007,2011,,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,208,Lake Louise,P,29,45,23,36,0,78,0,78,0,78,0,78,0,78,23,36,6,10,0,78,6,10,0,78,0,78,2007,2011,,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,209,Lake Minchumina,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{3087F3EA-5475-4180-9982-992F736DFD19}
-16619604.312013,8762834.60561781,210,Lakes,P,9336,698,8673,722,481,185,52,53,37,45,0,78,71,67,8032,697,663,219,9,16,382,179,84,68,64,59,2007,2011,,{1A5924D4-515F-4E65-8236-07D030FB3C05}
-17141134.9695474,7870692.35234777,211,Larsen Bay,P,83,45,83,45,52,30,0,78,3,5,0,78,0,78,28,26,0,78,0,78,0,78,0,78,0,78,2007,2011,,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,212,Lazy Mountain,P,1281,209,1210,209,29,25,12,19,20,31,0,78,0,78,1149,211,71,43,0,78,50,39,0,78,21,22,2007,2011,,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,213,Levelock,P,89,46,82,42,73,38,0,78,0,78,0,78,0,78,9,7,7,7,0,78,7,7,0,78,0,78,2007,2011,,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,214,Lime Village,P,22,21,22,21,22,21,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,215,Livengood,P,51,32,51,32,0,78,0,78,0,78,0,78,0,78,51,32,0,78,0,78,0,78,0,78,0,78,2007,2011,,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,216,Loring,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,217,Lowell Point,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,2007,2011,,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,218,Lower Kalskag,P,292,63,263,65,235,66,0,78,0,78,0,78,0,78,28,27,29,25,3,5,15,19,0,78,0,78,2007,2011,,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
