X,Y,OBJECTID,CommunityName,EntityName,LocalTaxableFullValue,StateTaxableOilandGasFullValue,TotalFVD,Population,PerCapitaFullValue,FVDYear,TaxableDatabaseLink,PeriodStartDate,PeriodEndDate,DataYear,AsOfDate
-149.89484742,61.21627757,262,Municipality of Anchorage,Municipality of Anchorage,35070559500,229005560,35299565060,290588,121476,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-157.01727128,58.7273345300001,263,Bristol Bay Borough,Bristol Bay Borough,235364400,,235364400,967,243396,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.00584489,63.8703844300001,264,Denali Borough,Denali Borough,230324500,,230324500,1838,125312,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.19078163,64.34335795,265,Anderson,City of Anderson,7643800,,7643800,275,27795,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-147.72571273,64.8451325500001,266,Fairbanks North Star Borough,Fairbanks North Star Borough,8923746800,763390990,9687137790,93779,103297,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-147.72124822,64.83969225,267,Fairbanks,City of Fairbanks,3309628500,28178670,3337807170,32506,102682,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-147.35149648,64.7549026500001,268,North Pole,City of North Pole,478471600,,478471600,2200,217487,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-135.44794697,59.2343054,269,Haines Borough,Haines Borough,328944700,,328944700,2286,143895,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-134.40663973,58.2998397100001,270,City and Borough of Juneau,City and Borough of Juneau,4386519800,,4386519800,30661,143065,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.07134684,60.4895404100001,271,Kenai Peninsula Borough,Kenai Peninsula Borough,7273056100,713953900,7987010000,53578,149072,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.53200662,59.64718757,272,Homer,City of Homer,827408200,,827408200,5551,149055,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.45273429,59.66696928,273,Kachemak,City of Kachemak,69650400,,69650400,430,161977,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.24880589,60.5590139000001,274,Kenai,City of Kenai,781606300,22469620,804075920,7115,113011,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.71857386,59.44059723,275,Seldovia,City of Seldovia,46707900,,46707900,241,193808,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.43922421,60.10312795,276,Seward,City of Seward,350973400,980130,351953530,2609,134899,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.06585198,60.4904472100001,277,Soldotna,City of Soldotna,658912900,,658912900,4021,163867,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-131.66732712,55.3491724900001,278,Ketchikan Gateway Borough,Ketchikan Gateway Borough,1554570100,,1554570100,12984,119729,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-131.64802329,55.3424333300001,279,Ketchikan,City of Ketchikan,886979300,,886979300,7503,118216,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-131.59761777,55.3189242300001,280,Saxman,City of Saxman,24142600,,24142600,434,55628,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-152.39772094,57.7931666200001,281,Kodiak Island Borough,Kodiak Island Borough,1309976000,,1309976000,13860,94514,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-154.17324554,56.9468146400001,282,Akhiok,City of Akhiok,1285400,,1285400,51,25203,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-152.39748118,57.7930013600001,283,Kodiak,City of Kodiak,686263200,,686263200,6626,103571,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-153.9814353,57.5370683300001,284,Larsen Bay,City of Larsen Bay,9494000,,9494000,79,120177,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-153.28367127,57.21341891,285,Old Harbor,City of Old Harbor,7478100,,7478100,193,38746,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-152.50398554,57.9232638,286,Ouzinkie,City of Ouzinkie,4763900,,4763900,170,28022,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-152.88344189,57.86662239,287,Port Lions,City of Port Lions,10516900,,10516900,200,52584,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-156.66764668,58.6813712700001,288,Lake and Peninsula Borough,Lake and Peninsula Borough,73321200,,73321200,1547,47395,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-158.41415576,56.3012632000001,289,Chignik,City of Chignik,9086200,,9086200,62,146551,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-157.37575053,58.2090702300001,290,Egegik,City of Egegik,7418800,,7418800,73,101627,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-154.89480018,59.72097095,291,Newhalen,City of Newhalen,4344000,,4344000,162,26814,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-154.8575714,59.9678738700001,292,Nondalton,City of Nondalton,4771100,,4771100,186,25651,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-157.57733276,57.5642993500001,293,Pilot Point,City of Pilot Point,2648000,,2648000,66,40121,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-158.61901559,56.93007699,294,Port Heiden,City of Port Heiden,2556400,,2556400,83,30800,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.10836892,61.5997112700001,295,Matanuska-Susitna Borough,Matanuska Susitna Borough,9096091300,7726390,9103817690,84314,107975,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.80142669,61.6312394,296,Houston,City of Houston,140822300,,140822300,1664,84628,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.11775808,61.5997057600001,297,Palmer,City of Palmer,592374800,,592374800,5532,107081,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.44420328,61.58209845,298,Wasilla,City of Wasilla,1337446700,,1337446700,7245,184602,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-156.78243874,71.29234396,299,North Slope Borough,North Slope Borough,404795900,16113479700,16518275600,6798,2429872,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-151.73586607,68.1418507700001,300,Anaktuvuk Pass,City of Anaktuvuk Pass,4905300,,4905300,287,17091,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-157.4235473,70.48213652,301,Atqasuk,City of Atqasuk,4934100,,4934100,201,24547,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-156.76100969,71.2893977300001,302,Utqiagvik,City of Utqiagvik,174438100,,174438100,4119,42349,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-143.6128541,70.1266124700001,303,Kaktovik,City of Kaktovik,6834400,,6834400,286,23896,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-150.99901621,70.21731414,304,Nuiqsut,City of Nuiqsut,7787000,,7787000,402,19370,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-166.73427192,68.34808223,305,Point Hope,City of Point Hope,8258700,,8258700,705,11714,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-160.03223052,70.63853949,306,Wainwright,City of Wainwright,11286200,,11286200,551,20483,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-162.60007774,66.8951658300001,307,Northwest Arctic Borough,Northwest Arctic Borough,679045900,,679045900,7366,92186,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-157.85652784,67.0864707800001,308,Ambler,City of Ambler,4889600,,4889600,261,18734,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-161.12902024,65.9776538400001,309,Buckland,City of Buckland,6175200,,6175200,432,14294,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-162.72884219,66.07667336,310,Deering,City of Deering,4247500,,4247500,118,35995,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-160.43731917,66.9742028200001,311,Kiana,City of Kiana,6278400,,6278400,374,16787,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-164.5399655,67.7273868300001,312,Kivalina,City of Kivalina,3337200,,3337200,410,8139,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-156.88237275,66.9077009200001,313,Kobuk,City of Kobuk,2921200,,2921200,122,23944,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-162.59298933,66.8966754200001,314,Kotzebue,City of Kotzebue,135425200,,135425200,3154,42937,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-161.04682576,66.83334504,315,Noorvik,City of Noorvik,11694400,,11694400,628,18621,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-160.01011021,66.60439151,316,Selawik,City of Selawik,16115900,,16115900,849,18982,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-157.13819049,66.8880443,317,Shungnak,City of Shungnak,4104900,,4104900,270,15203,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-132.97770415,56.81669536,318,Kupreanof,City of Kupreanof,,,,,,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-132.95776302,56.8109592000001,319,Petersburg,City of Petersburg,344038100,,344038100,2973,115720,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-135.33862304,57.0490212600001,320,City and Borough of Sitka,City and Borough of Sitka,1194784900,,1194784900,8627,138493,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-135.31169114,59.45573152,321,Municipality of Skagway,Municipality of Skagway,342053200,,342053200,865,395437,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-132.3836088,56.470404,322,Wrangell,City and Borough of Wrangell,190870300,,190870300,2058,92745,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-139.75003244,59.5587609,323,City and Borough of Yakutat,City and Borough of Yakutat,69662700,,69662700,628,110927,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-145.76017488,60.54406292,324,Cordova,City of Cordova,256566100,10051320,266617420,2126,125408,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-133.15108263,55.4760442100001,325,Craig,City of Craig,123462200,,123462200,1101,112136,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-158.46307877,59.0393744300001,326,Dillingham,City of Dillingham,158824500,,158824500,2264,70152,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-141.2075972,64.7889396800001,327,Eagle,City of Eagle,11112500,,11112500,146,76113,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-156.87712316,64.7426528600001,328,Galena,City of Galena,29614400,,29614400,564,52507,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-135.44570828,58.10953807,329,Hoonah,City of Hoonah,70739300,,70739300,764,92590,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-132.8235136,55.2059259000001,330,Hydaburg,City of Hydaburg,14035800,,14035800,340,41281,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-133.9447988,56.9744498800001,331,Kake,City of Kake,27570100,,27570100,497,55473,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-133.09603454,55.55450419,332,Klawock,City of Klawock,53604400,,53604400,782,68547,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-149.09074136,64.56270921,333,Nenana,City of Nenana,29862800,,29862800,353,84597,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-165.40855986,64.49808969,334,Nome,City of Nome,302947600,,302947600,3468,87355,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-136.22974756,57.9606687,335,Pelican,City of Pelican,13630200,,13630200,122,111722,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-163.17516104,62.0514716000001,336,Saint Mary's,City of Saint Mary's,12916500,,12916500,553,23357,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-152.0777034,65.17118315,337,Tanana,City of Tanana,9703600,,9703600,251,38659,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-166.53768178,53.8730924600001,338,Unalaska,City of Unalaska,512792700,,512792700,3662,140030,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-146.35508078,61.13023788,339,Valdez,City of Valdez,330773900,2151164860,2481938760,3475,714226,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-148.68597259,60.7722882300001,340,Whittier,City of Whittier,122091200,1694250,123785450,159,778524,2010,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2010/01/01 00:00:00+00,2010/12/31 00:00:00+00,2010,2018/08/01 00:00:00+00
-160.48211409,55.3445109900001,341,Aleutians East Borough,Aleutians East Borough,96072577,,96072577,2629,36543,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-165.77353925,54.13431811,342,Akutan,City of Akutan,9313400,,9313400,771,12079,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-162.71498738,55.2065679500001,343,Cold Bay,City of Cold Bay,5077900,,5077900,89,57055,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-163.41473878,54.8550308600001,344,False Pass,City of False Pass,1750900,,1750900,62,28240,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-162.31126632,55.0595082400001,345,King Cove,City of King Cove,29263800,,29263800,723,40475,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-160.49809006,55.34090243,346,Sand Point,City of Sand Point,42179600,,42179600,908,46453,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-149.89484742,61.21627757,347,Municipality of Anchorage,Municipality of Anchorage,24999863200,77632690,25077495890,277498,90370,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-157.01727128,58.7273345300001,348,Bristol Bay Borough,Bristol Bay Borough,132182200,,132182200,1096,120604,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-149.00584489,63.8703844300001,349,Denali Borough,Denali Borough,159351900,,159351900,1842,86510,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-149.19078163,64.34335795,350,Anderson,City of Anderson,7391500,,7391500,344,21486,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-147.72571273,64.8451325500001,351,Fairbanks North Star Borough,Fairbanks North Star Borough,6183658600,275302600,6458961200,84979,76006,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-147.72124822,64.83969225,352,Fairbanks,City of Fairbanks,1920537100,,1920537100,29954,64116,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-147.35149648,64.7549026500001,353,North Pole,City of North Pole,298463100,,298463100,1532,194819,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-135.44794697,59.2343054,354,Haines Borough,Haines Borough,245183300,,245183300,2245,109213,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
-134.40663973,58.2998397100001,355,City and Borough of Juneau,City and Borough of Juneau,3522159000,,3522159000,30966,113742,2005,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2005/01/01 00:00:00+00,2005/12/31 00:00:00+00,2005,2018/08/01 00:00:00+00
