X,Y,OBJECTID,CommunityName,EntityName,LocalTaxableFullValue,StateTaxableOilandGasFullValue,TotalFVD,Population,PerCapitaFullValue,FVDYear,TaxableDatabaseLink,PeriodStartDate,PeriodEndDate,DataYear,AsOfDate
-164.52984686,62.7769473800001,507,Emmonak,City of Emmonak,6216300,,6216300,818,7599,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-156.87712316,64.7426528600001,508,Galena,City of Galena,18043700,,18043700,563,32049,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-135.44570828,58.10953807,509,Hoonah,City of Hoonah,25060000,,25060000,877,28574,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-166.09643323,61.5308796900001,510,Hooper Bay,City of Hooper Bay,7690000,,7690000,1028,7480,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-132.8235136,55.2059259000001,511,Hydaburg,City of Hydaburg,8141600,,8141600,369,22063,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-133.9447988,56.9744498800001,512,Kake,City of Kake,17642900,,17642900,745,23681,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-133.09603454,55.55450419,513,Klawock,City of Klawock,31525500,,31525500,673,46843,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-149.09074136,64.56270921,514,Nenana,City of Nenana,16800100,,16800100,435,38620,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-165.40855986,64.49808969,515,Nome,City of Nome,211123500,,211123500,3615,58402,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-136.22974756,57.9606687,516,Pelican,City of Pelican,12621800,,12621800,137,92129,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-163.17516104,62.0514716000001,517,Saint Mary's,City of Saint Mary's,4535700,,4535700,475,9548,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-170.28228831,57.1203994800001,518,Saint Paul,City of Saint Paul,56104000,,56104000,673,83364,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-152.0777034,65.17118315,519,Tanana,City of Tanana,5771200,,5771200,301,19173,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-160.37879111,59.0605115000001,520,Togiak,City of Togiak,11585300,,11585300,841,13775,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-160.79196516,63.87663037,521,Unalakleet,City of Unalakleet,17545000,,17545000,805,21795,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-166.53768178,53.8730924600001,522,Unalaska,City of Unalaska,383163500,,383163500,4178,91709,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-146.35508078,61.13023788,523,Valdez,City of Valdez,362808500,623410970,986219470,4164,236844,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-148.68597259,60.7722882300001,524,Whittier,City of Whittier,41256400,468220,41724620,280,149016,2000,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,2000/01/01 00:00:00+00,2000/12/31 00:00:00+00,2000,2018/08/01 00:00:00+00
-160.48211409,55.3445109900001,525,Aleutians East Borough,Aleutians East Borough,88795200,,88795200,2718,32669,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-165.77353925,54.13431811,526,Akutan,City of Akutan,8732600,,8732600,436,20029,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-162.71498738,55.2065679500001,527,Cold Bay,City of Cold Bay,4358800,,4358800,220,19813,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-163.41473878,54.8550308600001,528,False Pass,City of False Pass,1727300,,1727300,87,19854,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-162.31126632,55.0595082400001,529,King Cove,City of King Cove,28029800,,28029800,879,31888,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-160.49809006,55.34090243,530,Sand Point,City of Sand Point,39467400,,39467400,989,39906,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.89484742,61.21627757,531,Municipality of Anchorage,Municipality of Anchorage,12866422800,49932650,12916355450,257780,49912,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-157.01727128,58.7273345300001,532,Bristol Bay Borough,Bristol Bay Borough,170492500,,170492500,1305,130646,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.00584489,63.8703844300001,533,Denali Borough,Denali Borough,75475300,,75475300,1972,38273,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.19078163,64.34335795,534,Anderson,City of Anderson,10194600,,10194600,626,16285,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-147.72571273,64.8451325500001,535,Fairbanks North Star Borough,Fairbanks North Star Borough,3325447800,317707660,3643155460,84380,39410,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-147.72124822,64.83969225,536,Fairbanks,City of Fairbanks,1255695500,,1255695500,32655,38453,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-147.35149648,64.7549026500001,537,North Pole,City of North Pole,193671300,,193671300,1649,117448,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-135.44794697,59.2343054,538,Haines Borough,Haines Borough,136317300,,136317300,2341,58230,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-135.44794697,59.2343054,539,Haines,City of Haines,72333300,,72333300,1394,51889,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-134.40663973,58.2998397100001,540,City and Borough of Juneau,City and Borough of Juneau,1920444800,,1920444800,29755,64542,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.07134684,60.4895404100001,541,Kenai Peninsula Borough,Kenai Peninsula Borough,3133568600,505183080,3638751680,47101,66529,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.53200662,59.64718757,542,Homer,City of Homer,244646900,,244646900,4133,59194,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.45273429,59.66696928,543,Kachemak,City of Kachemak,23557500,,23557500,404,58311,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.24880589,60.5590139000001,544,Kenai,City of Kenai,360392900,6091370,366484270,7006,51441,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.71857386,59.44059723,545,Seldovia,City of Seldovia,20232700,,20232700,334,60577,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.43922421,60.10312795,546,Seward,City of Seward,191300300,,191300300,3034,63052,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.06585198,60.4904472100001,547,Soldotna,City of Soldotna,254243300,953800,255197100,3990,63720,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-131.66732712,55.3491724900001,548,Ketchikan Gateway Borough,Ketchikan Gateway Borough,1032732700,,1032732700,15082,68475,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-131.64802329,55.3424333300001,549,Ketchikan,City of Ketchikan,529634000,,529634000,8557,61895,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-131.59761777,55.3189242300001,550,Saxman,City of Saxman,14518500,,14518500,402,36116,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-152.39772094,57.7931666200001,551,Kodiak Island Borough,Kodiak Island Borough,879201500,,879201500,15400,57091,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-154.17324554,56.9468146400001,552,Akhiok,City of Akhiok,647900,,647900,80,8099,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-152.39748118,57.7930013600001,553,Kodiak,City of Kodiak,543881000,,543881000,4620,71375,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-153.9814353,57.5370683300001,554,Larsen Bay,City of Larsen Bay,6113000,,6113000,130,47023,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-153.28367127,57.21341891,555,Old Harbor,City of Old Harbor,5511900,,5511900,310,17780,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-152.50398554,57.9232638,556,Ouzinkie,City of Ouzinkie,2811200,,2811200,259,10854,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-152.88344189,57.86662239,557,Port Lions,City of Port Lions,7484100,,7484100,263,28457,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-156.66764668,58.6813712700001,558,Lake and Peninsula Borough,Lake and Peninsula Borough,68357600,,68357600,1839,37171,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-158.41415576,56.3012632000001,559,Chignik,City of Chignik,12978700,,12978700,141,92048,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-154.89480018,59.72097095,560,Newhalen,City of Newhalen,3480600,,3480600,170,20474,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-154.8575714,59.9678738700001,561,Nondalton,City of Nondalton,3687000,,3687000,237,15557,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-157.57733276,57.5642993500001,562,Pilot Point,City of Pilot Point,1915800,,1915800,94,20381,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-158.61901559,56.93007699,563,Port Heiden,City of Port Heiden,2834200,,2834200,126,22494,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.10836892,61.5997112700001,564,Matanuska-Susitna Borough,Matanuska Susitna Borough,2213686400,7108440,2220794840,50601,43748,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.80142669,61.6312394,565,Houston,City of Houston,37209300,,37209300,956,38922,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.11775808,61.5997057600001,566,Palmer,City of Palmer,127602600,,127602600,4141,30814,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-149.44420328,61.58209845,567,Wasilla,City of Wasilla,272626900,,272626900,4635,58819,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-156.78243874,71.29234396,568,North Slope Borough,North Slope Borough,202773100,12088395460,12291168560,9215,22005,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-151.73586607,68.1418507700001,569,Anaktuvuk Pass,City of Anaktuvuk Pass,2448000,,2448000,292,8384,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-157.4235473,70.48213652,570,Atqasuk,City of Atqasuk,1771100,,1771100,233,7601,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-156.76100969,71.2893977300001,571,Utqiagvik,City of Utqiagvik,97008100,,97008100,4234,22912,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-143.6128541,70.1266124700001,572,Kaktovik,City of Kaktovik,3514600,,3514600,210,16736,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-150.99901621,70.21731414,573,Nuiqsut,City of Nuiqsut,3168300,,3168300,410,7728,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-166.73427192,68.34808223,574,Point Hope,City of Point Hope,3033800,,303800,723,4196,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-160.03223052,70.63853949,575,Wainwright,City of Wainwright,4037900,,4037900,543,7436,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-162.60007774,66.8951658300001,576,Northwest Arctic Borough,Northwest Arctic Borough,276828500,,276828500,6694,41355,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-157.85652784,67.0864707800001,577,Ambler,City of Ambler,3469100,,3469100,309,11227,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-161.12902024,65.9776538400001,578,Buckland,City of Buckland,3145300,,3145300,415,7579,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-162.72884219,66.07667336,579,Deering,City of Deering,1867700,,1867700,153,12207,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-160.43731917,66.9742028200001,580,Kiana,City of Kiana,5055900,,5055900,417,12124,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-164.5399655,67.7273868300001,581,Kivalina,City of Kivalina,3388600,,3388600,349,9709,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-156.88237275,66.9077009200001,582,Kobuk,City of Kobuk,1102900,,1102900,80,13786,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-162.59298933,66.8966754200001,583,Kotzebue,City of Kotzebue,79650100,,79650100,2947,27028,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-161.04682576,66.83334504,584,Noorvik,City of Noorvik,6457500,,6457500,586,11020,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-160.01011021,66.60439151,585,Selawik,City of Selawik,7930700,,7930700,648,12239,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-157.13819049,66.8880443,586,Shungnak,City of Shungnak,2963300,,2963300,242,12245,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-132.95776302,56.8109592000001,587,Petersburg,City of Petersburg,205306900,,205306900,3350,61286,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-135.33862304,57.0490212600001,588,City and Borough of Sitka,City and Borough of Sitka,522397400,,522397400,9194,56819,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-135.31169114,59.45573152,589,Municipality of Skagway,City of Skagway,93216800,,93216800,811,114941,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-132.3836088,56.470404,590,Wrangell,City of Wrangell,135929800,,135929800,2758,49286,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-139.75003244,59.5587609,591,City and Borough of Yakutat,City of Yakutat,29824000,,29824000,801,37233,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-161.77177087,60.7911992000001,592,Bethel,City of Bethel,181259300,,181259300,5195,34891,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-145.76017488,60.54406292,593,Cordova,City of Cordova,178846800,3352490,182199290,2568,70950,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-133.15108263,55.4760442100001,594,Craig,City of Craig,70778400,,70778400,1946,36371,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-145.73666819,64.04716726,595,Delta Junction,City of Delta Junction,45937900,,45937900,828,55481,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-158.46307877,59.0393744300001,596,Dillingham,City of Dillingham,132166500,,132166500,2243,58924,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-141.2075972,64.7889396800001,597,Eagle,City of Eagle,9517800,,9517800,146,65190,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-164.52984686,62.7769473800001,598,Emmonak,City of Emmonak,6188000,,6188000,762,8121,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-156.87712316,64.7426528600001,599,Galena,City of Galena,18136000,,18136000,527,34414,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
-135.44570828,58.10953807,600,Hoonah,City of Hoonah,24106000,,24106000,903,26695,1995,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1995/01/01 00:00:00+00,1995/12/31 00:00:00+00,1995,2018/08/01 00:00:00+00
