X,Y,OBJECTID,Community,Region,RUBA_Region,Operator_Certification,Preventive_Maintenance_Plan,Compliance,Utility_Management_Training,Meetings_of_the_Governing_Body,Budget,Revenue,Workers_Compensation_Insurance,Payroll_Liability_Compliance,TOTAL_SCORE,Season,DataYear,IsMostRecent,AsOfDate,Shape,Date_,Communityname
-147.397148815,66.360348462,704755,Beaver,TCC,Fairbanks,5,15,5,5,0,0,0,0,0,30,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.771770866,60.7911991970001,704756,Bethel,YKHC,Bethel,7,25,0,5,2,0,5,5,0,49,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-145.817946299,66.262969297,704757,Birch Creek,TCC,Fairbanks,10,15,10,5,0,0,0,5,0,45,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-166.492201505,65.334488047,704758,Brevig Mission,NSHC,Nome,5,15,0,0,0,0,0,0,0,20,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.129020243,65.9776538350001,704759,Buckland,MHC,Kotzebue,5,25,0,5,0,0,0,0,0,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-148.895386259,63.392425266,704760,Cantwell,DEC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-143.727896198,66.6504009810001,704761,Chalkyitsik,TCC,Fairbanks,0,15,0,0,0,0,0,2,0,17,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.280340553,60.1580149530001,704762,Chefornak,YKHC,Bethel,5,25,5,5,5,15,5,0,0,65,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-148.012340385,60.065596322,704763,Chenega,DEC,Anchorage,3,25,0,5,5,10,5,5,5,63,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-165.590527689,61.5286181760001,704764,Chevak,YKHC,Bethel,10,15,5,5,0,10,20,5,0,70,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.414155761,56.301263195,704765,Chignik,BBAHC,Dillingham,3,25,5,5,2,0,5,5,0,50,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.537761052,56.3104248050001,704766,Chignik Lagoon,BBAHC,Dillingham,10,25,0,5,2,10,15,5,0,72,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.763084152,56.2537312330001,704767,Chignik Lake,BBAHC,Dillingham,0,15,0,5,0,10,20,0,5,55,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-144.664187455,62.5663622590001,704768,Chistochina,DEC,Anchorage,10,15,10,5,0,0,0,5,0,45,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-159.242021766,61.5749147170001,704769,Chuathbaluk,YKHC,Bethel,10,15,0,5,0,0,0,5,5,40,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-144.066749134,65.8266465390001,704770,Circle,TCC,Fairbanks,5,25,0,5,0,0,5,5,5,50,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.547976913,58.8345343030001,704771,Clark's Point,BBAHC,Dillingham,5,15,5,0,2,10,0,5,0,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-132.82826284,56.014042493,704772,Coffman Cove,DEC,Juneau,5,25,5,5,5,15,20,5,5,90,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.714987383,55.206567948,704773,Cold Bay,DEC,Anchorage,5,15,10,5,5,13,15,5,5,78,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-133.151082633,55.4760442050001,704774,Craig,DEC,Juneau,10,15,10,0,5,10,5,5,0,60,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.10581652,61.870425374,704775,Crooked Creek,YKHC,Anchorage,3,15,0,5,0,0,0,5,5,33,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.728842192,66.076673359,704776,Deering,MHC,Kotzebue,3,25,0,5,0,10,20,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.463078771,59.0393744300001,704777,Dillingham,BBAHC,Dillingham,0,0,5,5,2,10,15,5,0,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-168.951791865,65.7583525100001,704778,Diomede,NSHC,Nome,5,15,0,5,2,0,0,5,0,32,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-144.049340051,63.65559219,704779,Dot Lake Village,TCC,Fairbanks,10,15,10,0,0,0,0,2,5,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-141.207597203,64.788939682,704780,Eagle City,TCC,Fairbanks,5,15,10,0,2,0,0,5,5,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-141.045786384,64.7451890140001,704781,Eagle Village,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.029497266,60.218905916,704782,Eek,YKHC,Bethel,0,15,0,0,0,10,0,0,0,25,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.375750533,58.2090702340001,704783,Egegik,BBAHC,Dillingham,0,15,5,5,0,0,0,5,5,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.478046973,59.3502442720001,704784,Ekwok,BBAHC,Dillingham,10,15,10,0,0,10,0,5,5,55,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-136.345486098,58.1939148430001,704785,Elfin Cove,DEC,Juneau,10,15,10,0,5,0,0,5,5,50,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.264506882,64.6165521090001,704786,Elim,NSHC,Nome,10,15,5,5,0,0,0,0,0,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.529846857,62.776947383,704787,Emmonak,YKHC,Bethel,3,15,0,5,5,13,5,5,0,51,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.41473878,54.8550308580001,704788,False Pass,DEC,Anchorage,0,25,5,5,5,15,15,5,5,80,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-145.241283756,66.5661668960001,704789,Fort Yukon,TCC,Fairbanks,7,25,5,5,2,0,20,5,5,74,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-156.877123161,64.7426528560001,704790,Galena,TCC,Fairbanks,3,15,0,5,5,10,15,5,5,63,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-171.718826416,63.7768845370001,704791,Gambell,NSHC,Nome,3,15,0,5,5,10,5,5,0,48,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.03671154,64.5423909510001,704792,Golovin,NSHC,Nome,0,15,0,5,0,10,20,5,5,60,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.58225677,59.118225167,704793,Goodnews Bay,BBAHC,Dillingham,10,25,0,5,0,10,20,0,5,75,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-160.06572812,62.9064389100001,704794,Grayling,YKHC,Bethel,0,15,0,5,0,10,0,5,5,40,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-145.371878034,62.2685800840001,704795,Gulkana,DEC,Anchorage,3,25,0,5,5,10,15,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-135.739061618,58.4133428700001,704796,Gustavus,DEC,Juneau,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-144.733488172,63.999928713,704797,Healy Lake,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-159.771828933,62.1984422020001,704798,Holy Cross,YKHC,Bethel,10,15,5,5,0,10,20,5,0,70,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-135.445708278,58.109538071,704799,Hoonah,DEC,Juneau,7,25,10,5,5,15,20,5,5,97,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-166.096433229,61.5308796910001,704800,Hooper Bay,YKHC,Bethel,5,15,0,5,5,15,5,5,0,55,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.258219078,66.045872783,704801,Hughes,TCC,Fairbanks,0,15,0,5,0,10,0,5,0,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-156.394701718,65.7018354530001,704802,Huslia,TCC,Fairbanks,10,15,5,5,2,10,20,5,5,77,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-132.8235136,55.205925898,704803,Hydaburg,DEC,Juneau,3,25,0,0,0,0,0,5,0,33,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-155.90354017,59.325347311,704804,Igiugig,DEC,Dillingham,3,25,10,5,0,0,0,5,0,48,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.9061,59.7547000000001,704805,Iliamna,DEC,Anchorage,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-159.48416326,55.9034342160001,704806,Ivanof Bay,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-151.074071419,59.7946689340001,704807,Kachemak Selo,DEC,Anchorage,5,15,5,0,0,0,15,5,5,50,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-133.944798805,56.9744498800001,704808,Kake,DEC,Juneau,3,25,5,5,0,10,0,5,5,58,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-143.612854105,70.1266124680001,704809,Kaktovik,NS Communities,Fairbanks,10,0,10,5,2,10,0,5,0,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.724932026,64.326563933,704810,Kaltag,TCC,Fairbanks,5,25,5,5,2,10,15,5,5,77,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.436682489,57.562489154,704811,Karluk,DEC,Anchorage,10,25,10,0,5,10,0,5,5,70,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-132.403929236,55.5396225580001,704812,Kasaan,DEC,Juneau,3,25,0,5,5,15,20,5,5,83,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.519469561,60.8945732940001,704813,Kasigluk,YKHC,Bethel,3,15,0,5,0,0,0,5,0,28,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-160.437319167,66.974202818,704814,Kiana,MHC,Kotzebue,7,25,5,5,5,15,20,5,5,92,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.311266319,55.059508243,704815,King Cove,DEC,Anchorage,7,15,5,5,2,10,0,5,5,54,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.037940061,59.9363863990001,704816,Kipnuk,YKHC,Bethel,0,25,0,5,2,0,0,2,0,34,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.539965503,67.7273868280001,704817,Kivalina,MHC,Kotzebue,10,15,5,5,0,10,15,5,0,65,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-133.096034543,55.554504191,704818,Klawock,DEC,Juneau,3,25,5,5,5,15,15,5,5,83,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-135.895875762,59.4004341660001,704819,Klukwan,DEC,Juneau,0,15,0,0,0,0,0,5,5,25,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-156.882372754,66.907700923,704820,Kobuk,MHC,Kotzebue,0,25,5,5,0,10,20,0,0,65,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.749185394,59.4400057440001,704821,Kokhanok,DEC,Anchorage,5,25,0,5,5,0,5,5,5,55,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.285695889,59.7264073690001,704822,Koliganek,BBAHC,Dillingham,10,25,5,5,0,0,0,5,5,55,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.887063947,59.9594387400001,704823,Kongiganak,YKHC,Bethel,3,25,0,5,0,0,0,2,5,40,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.55653659,63.0331139910001,704824,Kotlik,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.592989329,66.896675418,704825,Kotzebue,MHC,Kotzebue,7,25,5,5,5,10,0,5,0,62,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.164873629,64.930661306,704826,Koyuk,NSHC,Nome,10,15,0,5,0,0,0,2,0,32,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.702701847,64.881788779,704827,Koyukuk,TCC,Fairbanks,0,15,0,5,0,0,0,5,0,25,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.437546735,60.8112283680001,704828,Kwethluk,YKHC,Bethel,3,25,0,5,5,0,0,5,0,43,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.157618386,59.877096668,704829,Kwigillingok,YKHC,Bethel,3,15,0,5,2,0,0,2,5,32,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-153.981435303,57.537068333,704830,Larsen Bay,DEC,Anchorage,5,25,0,5,0,0,0,5,0,40,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-156.857501853,59.1124631860001,704831,Levelock,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-155.437022581,61.3553888810001,704832,Lime Village,YKHC,Anchorage,10,15,10,0,0,0,0,0,0,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-160.364401669,61.5123629730001,704833,Lower Kalskag,YKHC,Bethel,3,25,0,5,0,10,20,0,5,68,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-150.637165177,64.995886827,704834,Manley,TCC,Fairbanks,10,15,10,0,0,0,0,5,0,40,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-159.054929977,58.979541865,704835,Manokotak,BBAHC,Dillingham,10,15,0,5,2,10,5,5,0,52,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.088169482,61.8814414280001,704836,Marshall,YKHC,Bethel,3,15,0,5,2,0,0,5,0,30,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-155.588353147,62.9501408470001,704837,McGrath,TCC,Anchorage,0,25,0,5,5,15,20,5,5,80,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-166.192861205,60.3864940780001,704838,Mekoryuk,YKHC,Bethel,3,25,0,5,0,10,15,5,0,63,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.507135209,60.818879843,704839,Mertarvik,YKHC,Bethel,5,15,0,5,0,0,0,5,5,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-131.573307047,55.126073906,704840,Metlakatla,DEC,Juneau,0,15,10,0,0,0,0,5,0,30,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-149.348260083,65.1521483380001,704841,Minto,TCC,Fairbanks,10,15,0,0,2,0,0,5,0,32,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.726275621,62.0895414130001,704842,Mountain Village,YKHC,Bethel,3,25,0,5,5,15,15,5,5,78,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-151.919921016,59.3544344920001,704843,Nanwalek,DEC,Anchorage,0,15,0,5,0,0,0,0,0,20,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.972626021,60.6943313370001,704844,Napakiak,YKHC,Bethel,3,15,5,5,5,13,5,5,5,61,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.753197056,60.708233561,704845,Napaskiak,YKHC,Bethel,3,15,0,5,0,0,0,2,0,25,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.201849825,56.001206036,704846,Nelson Lagoon,DEC,Anchorage,0,15,0,5,0,0,0,0,5,25,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-149.090741364,64.5627092120001,704847,Nenana,TCC,Fairbanks,7,15,10,5,5,10,15,5,0,72,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.311288564,59.4515508550001,704848,New Stuyahok,BBAHC,Dillingham,0,15,0,5,0,10,20,5,5,60,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.894800179,59.7209709520001,704849,Newhalen,DEC,Anchorage,10,25,5,5,5,10,20,5,5,90,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.629416232,60.9368638240001,704850,Newtok,YKHC,Bethel,3,15,0,5,0,0,0,5,5,33,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.729966413,60.4799803010001,704851,Nightmute,YKHC,Bethel,5,15,0,0,0,0,0,2,0,22,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-151.613114709,59.8113256880001,704852,Nikolaevsk,DEC,Anchorage,3,25,10,5,5,15,20,5,5,93,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.375215981,63.013732034,704853,Nikolai,TCC,Anchorage,10,15,10,5,2,10,0,5,5,62,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-168.860183477,52.940108953,704854,Nikolski,DEC,Anchorage,10,0,10,0,0,0,0,0,0,20,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-151.675101158,60.04305213,704855,Ninilchik,DEC,Anchorage,10,15,10,5,5,10,15,5,5,80,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.988500031,67.571816799,704856,Noatak,MHC,Kotzebue,7,25,5,0,0,0,0,5,0,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-165.408559864,64.4980896880001,704857,Nome,NSHC,Nome,10,15,5,0,2,0,0,5,0,37,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.857571399,59.9678738710001,704858,Nondalton,DEC,Anchorage,5,25,0,5,5,15,15,2,5,77,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.046825761,66.833345041,704859,Noorvik,MHC,Kotzebue,0,25,0,5,0,10,20,0,0,60,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-141.9517,62.9822,704860,Northway Village,TCC,Fairbanks,10,25,10,5,5,10,20,5,5,95,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-150.999016215,70.2173141370001,704861,Nuiqsut,NS Communities,Fairbanks,10,0,10,5,2,10,0,5,0,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.105354664,64.7234193790001,704862,Nulato,TCC,Fairbanks,5,25,10,5,2,10,0,5,0,62,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-164.852003888,62.531065132,704863,Nunam Iqua,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.457405012,60.897217283,704864,Nunapitchuk,YKHC,Bethel,3,25,5,5,5,10,5,5,0,63,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-153.283671275,57.2134189120001,704865,Old Harbor,DEC,Anchorage,0,25,0,5,0,10,0,5,0,45,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.771365169,60.722647539,704866,Oscarville,YKHC,Bethel,0,15,0,0,0,0,0,0,0,15,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-152.503985543,57.9232637970001,704867,Ouzinkie,DEC,Anchorage,7,25,5,5,5,10,0,5,5,67,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-154.099566668,59.7882438180001,704868,Pedro Bay,DEC,Anchorage,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-136.229747556,57.960668701,704869,Pelican,DEC,Juneau,5,25,0,5,5,13,15,5,0,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-159.143392506,55.9115856110001,704870,Perryville,BBAHC,Dillingham,5,15,0,0,0,0,0,0,0,20,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.577332759,57.5642993530001,704871,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.883135849,61.937202509,704872,Pilot Station,YKHC,Bethel,3,15,5,5,0,0,0,5,0,33,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.287019434,62.0318125680001,704873,Pitkas Point,YKHC,Bethel,10,15,0,5,0,10,20,0,5,65,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.814750333,59.0084827490001,704874,Platinum,BBAHC,Dillingham,0,15,0,0,0,0,0,5,0,20,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-166.734271922,68.34808223,704875,Point Hope,NS Communities,Kotzebue,10,0,10,5,2,10,0,5,0,42,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.00913774,69.7431228890001,704876,Point Lay,NS Communities,Kotzebue,10,0,5,5,2,10,0,5,0,37,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-134.646995581,56.2492376800001,704877,Port Alexander,DEC,Juneau,10,25,0,5,5,10,0,5,5,65,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-151.831724369,59.3515619250001,704878,Port Graham,DEC,Anchorage,7,25,5,5,0,0,20,5,5,72,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-158.619015588,56.930076985,704879,Port Heiden,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-152.883441886,57.8666223910001,704880,Port Lions,DEC,Anchorage,3,25,5,5,5,10,0,5,0,58,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-133.607216709,56.322351073,704881,Port Protection,DEC,Juneau,5,25,10,0,0,0,0,5,5,50,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-157.719813749,58.905191028,704882,Portage Creek,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.900612498,59.7514267440001,704883,Quinhagak,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-150.171816903,65.5033866270001,704884,Rampart,TCC,Fairbanks,10,15,0,5,0,0,0,5,0,35,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-155.488949308,64.7392281,704885,Ruby,TCC,Fairbanks,0,15,0,0,0,10,5,2,0,32,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.323496058,61.7838423380001,704886,Russian Mission,YKHC,Bethel,0,15,5,5,2,10,20,5,0,62,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-169.545279997,56.601425702,704887,Saint George,DEC,Anchorage,10,25,0,5,0,0,0,5,0,45,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-163.175161039,62.0514716000001,704888,Saint Mary's,YKHC,Bethel,7,15,0,5,5,15,5,5,0,57,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-162.039910346,63.4783515770001,704889,Saint Michael,NSHC,Nome,10,15,0,5,0,10,20,5,5,70,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-170.282288308,57.1203994790001,704890,Saint Paul,DEC,Anchorage,3,25,0,0,5,0,5,5,5,48,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-160.498090059,55.3409024270001,704891,Sand Point,DEC,Anchorage,7,25,5,5,5,0,15,5,5,72,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-170.484026799,63.692977602,704892,Savoonga,NSHC,Nome,10,25,0,5,0,10,20,5,0,75,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-131.597617767,55.318924232,704893,Saxman,DEC,Juneau,3,25,0,5,5,10,5,5,5,63,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-165.581572161,61.842810005,704894,Scammon Bay,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-160.010110213,66.6043915110001,704895,Selawik,MHC,Kotzebue,3,15,0,5,0,10,15,2,0,50,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-151.71857386,59.4405972260001,704896,Seldovia,DEC,Anchorage,7,25,5,5,5,15,5,5,0,72,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-159.530597672,62.6553703480001,704897,Shageluk,YKHC,Bethel,10,15,0,5,2,10,5,5,0,52,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-161.194356256,64.3545557040001,704898,Shaktoolik,NSHC,Nome,3,15,0,5,5,15,20,5,5,73,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
-166.070764449,66.2551053340001,704899,Shishmaref,NSHC,Nome,3,25,0,5,0,10,0,5,5,53,Spring,2023,0,2023/03/16 08:00:00+00,,2023/01/01 09:00:00+00,
