X,Y,OBJECTID,Community,Region,RUBA_Region,Operator_Certification,Preventive_Maintenance_Plan,Compliance,Utility_Management_Training,Meetings_of_the_Governing_Body,Budget,Revenue,Workers_Compensation_Insurance,Payroll_Liability_Compliance,TOTAL_SCORE,Season,DataYear,IsMostRecent,AsOfDate,Shape,Date_,Communityname
-161.58225677,59.118225167,739,Goodnews Bay,YKHC,Dillingham,7,15,0,0,0,15,20,0,0,57,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Goodnews Bay
-160.06572812,62.9064389100001,740,Grayling,YKHC,Bethel,3,15,0,5,0,0,5,5,0,33,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Grayling
-160.06572812,62.9064389100001,741,Grayling,YKHC,Bethel,3,15,0,5,0,10,0,5,5,43,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Grayling
-145.371878034,62.2685800840001,742,Gulkana,DEC,Anchorage,3,15,0,5,5,15,20,5,5,73,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Gulkana
-145.371878034,62.2685800840001,743,Gulkana,DEC,Anchorage,3,15,0,5,5,15,20,5,5,73,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Gulkana
-135.739061618,58.4133428700001,744,Gustavus,DEC,Juneau,10,25,10,5,5,15,20,5,5,100,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Gustavus
-135.739061618,58.4133428700001,745,Gustavus,DEC,Juneau,10,25,10,5,5,15,20,5,5,100,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Gustavus
-144.733488172,63.999928713,746,Healy Lake,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Healy Lake
-144.733488172,63.999928713,747,Healy Lake,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Healy Lake
-159.771828933,62.1984422020001,748,Holy Cross,YKHC,Bethel,10,15,5,5,0,10,20,5,0,70,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Holy Cross
-159.771828933,62.1984422020001,749,Holy Cross,YKHC,Bethel,10,15,5,0,0,13,20,5,0,68,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Holy Cross
-135.445708278,58.109538071,750,Hoonah,DEC,Juneau,7,15,5,5,5,15,15,5,5,77,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Hoonah
-135.445708278,58.109538071,751,Hoonah,DEC,Juneau,7,15,5,5,5,15,15,5,5,77,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Hoonah
-166.096433229,61.5308796910001,752,Hooper Bay,YKHC,Bethel,5,15,5,5,2,13,5,0,5,55,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Hooper Bay
-166.096433229,61.5308796910001,753,Hooper Bay,YKHC,Bethel,5,15,5,5,2,10,15,2,5,64,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Hooper Bay
-154.258219078,66.045872783,754,Hughes,TCC,Fairbanks,10,15,5,5,5,15,15,5,5,80,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Hughes
-154.258219078,66.045872783,755,Hughes,TCC,Fairbanks,10,15,5,5,5,15,15,5,0,75,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Hughes
-156.394701718,65.7018354530001,756,Huslia,TCC,Fairbanks,7,15,10,5,5,15,15,5,5,82,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Huslia
-156.394701718,65.7018354530001,757,Huslia,TCC,Fairbanks,5,15,10,5,5,15,5,5,5,70,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Huslia
-132.8235136,55.205925898,758,Hydaburg,DEC,Juneau,0,15,0,5,2,10,5,5,5,47,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Hydaburg
-132.8235136,55.205925898,759,Hydaburg,DEC,Juneau,0,15,0,5,5,15,20,5,5,70,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Hydaburg
-155.90354017,59.325347311,760,Igiugig,DEC,Dillingham,3,25,5,5,2,0,5,5,5,55,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Igiugig
-155.90354017,59.325347311,761,Igiugig,DEC,Dillingham,3,25,5,5,2,0,5,5,5,55,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Igiugig
-154.9061,59.7547000000001,762,Iliamna,DEC,Anchorage,10,0,10,5,5,15,20,5,5,75,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Iliamna
-154.9061,59.7547000000001,763,Iliamna,DEC,Anchorage,10,25,10,5,2,0,5,5,5,67,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Iliamna
-159.48416326,55.9034342160001,764,Ivanof Bay,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Ivanof Bay
-159.48416326,55.9034342160001,765,Ivanof Bay,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Ivanof Bay
-133.944798805,56.9744498800001,766,Kake,DEC,Juneau,3,15,0,5,5,10,15,5,5,63,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kake
-133.944798805,56.9744498800001,767,Kake,DEC,Juneau,3,15,0,5,5,10,15,5,0,58,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kake
-158.724932026,64.326563933,768,Kaltag,TCC,Fairbanks,0,15,0,5,0,0,0,5,0,25,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kaltag
-158.724932026,64.326563933,769,Kaltag,TCC,Fairbanks,0,15,0,5,0,0,0,5,0,25,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kaltag
-154.436682489,57.562489154,770,Karluk,DEC,Anchorage,5,15,10,5,5,10,5,5,5,65,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Karluk
-154.436682489,57.562489154,771,Karluk,DEC,Anchorage,5,15,10,5,5,10,5,5,5,65,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Karluk
-132.403929236,55.5396225580001,772,Kasaan,DEC,Juneau,5,15,0,5,5,15,20,5,5,75,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kasaan
-132.403929236,55.5396225580001,773,Kasaan,DEC,Juneau,5,15,0,5,5,15,20,5,5,75,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kasaan
-162.519469561,60.8945732940001,774,Kasigluk,YKHC,Bethel,3,15,5,5,0,0,0,0,0,28,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kasigluk
-162.519469561,60.8945732940001,775,Kasigluk,YKHC,Bethel,3,15,5,5,0,0,0,0,0,28,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kasigluk
-160.437319167,66.974202818,776,Kiana,MHC,Kotzebue,3,25,5,5,5,15,20,5,5,88,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kiana
-160.437319167,66.974202818,777,Kiana,MHC,Kotzebue,0,15,5,5,5,15,20,5,5,75,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kiana
-162.311266319,55.059508243,778,King Cove,DEC,Anchorage,7,15,10,5,0,10,5,5,0,57,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,King Cove
-162.311266319,55.059508243,779,King Cove,DEC,Anchorage,7,15,10,5,5,15,20,5,5,87,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,King Cove
-164.037940061,59.9363863990001,780,Kipnuk,YKHC,Bethel,3,15,0,5,0,0,5,5,5,38,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kipnuk
-164.037940061,59.9363863990001,781,Kipnuk,YKHC,Bethel,3,15,0,5,2,0,5,2,5,37,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kipnuk
-164.539965503,67.7273868280001,782,Kivalina,MHC,Kotzebue,10,15,0,5,5,15,15,0,5,70,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kivalina
-164.539965503,67.7273868280001,783,Kivalina,MHC,Kotzebue,10,15,0,5,5,15,15,0,5,70,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kivalina
-133.096034543,55.554504191,784,Klawock,DEC,Juneau,7,15,0,5,5,15,20,5,5,77,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Klawock
-133.096034543,55.554504191,785,Klawock,DEC,Juneau,7,15,0,5,5,15,20,5,5,77,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Klawock
-135.895875762,59.4004341660001,786,Klukwan,DEC,Juneau,7,15,0,5,5,0,5,5,5,47,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Klukwan
-135.895875762,59.4004341660001,787,Klukwan,DEC,Juneau,7,15,0,5,5,0,5,5,5,47,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Klukwan
-156.882372754,66.907700923,788,Kobuk,MHC,Kotzebue,0,15,5,5,5,15,20,5,5,75,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kobuk
-156.882372754,66.907700923,789,Kobuk,MHC,Kotzebue,0,15,5,5,5,15,20,5,5,75,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kobuk
-154.749185394,59.4400057440001,790,Kokhanok,DEC,Anchorage,10,15,0,0,5,0,5,0,5,40,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kokhanok
-154.749185394,59.4400057440001,791,Kokhanok,DEC,Anchorage,10,15,0,0,0,0,0,5,0,30,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kokhanok
-157.285695889,59.7264073690001,792,Koliganek,BBAHC,Dillingham,10,15,5,5,2,0,0,5,5,47,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Koliganek
-157.285695889,59.7264073690001,793,Koliganek,BBAHC,Dillingham,10,15,5,5,0,0,0,5,5,45,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Koliganek
-162.887063947,59.9594387400001,794,Kongiganak,YKHC,Bethel,0,15,0,5,0,0,5,5,0,30,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kongiganak
-162.887063947,59.9594387400001,795,Kongiganak,YKHC,Bethel,0,25,0,5,0,0,5,5,2,42,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kongiganak
-163.55653659,63.0331139910001,796,Kotlik,YKHC,Bethel,3,15,0,5,0,0,20,5,0,48,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kotlik
-163.55653659,63.0331139910001,797,Kotlik,YKHC,Bethel,3,15,0,5,0,13,20,5,0,61,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kotlik
-162.592989329,66.896675418,798,Kotzebue,MHC,Kotzebue,10,15,10,5,5,15,20,5,5,90,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kotzebue
-162.592989329,66.896675418,799,Kotzebue,MHC,Kotzebue,10,15,10,5,5,15,20,5,5,90,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kotzebue
-161.164873629,64.930661306,800,Koyuk,NSHC,Nome,0,0,0,5,5,10,5,5,0,30,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Koyuk
-161.164873629,64.930661306,801,Koyuk,NSHC,Nome,0,15,0,5,2,10,5,5,0,42,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Koyuk
-157.702701847,64.881788779,802,Koyukuk,TCC,Fairbanks,3,0,0,5,0,0,0,5,0,13,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Koyukuk
-157.702701847,64.881788779,803,Koyukuk,TCC,Fairbanks,3,0,0,5,0,10,5,5,0,28,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Koyukuk
-161.437546735,60.8112283680001,804,Kwethluk,YKHC,Bethel,0,15,0,5,5,15,15,5,2,62,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kwethluk
-161.437546735,60.8112283680001,805,Kwethluk,YKHC,Bethel,0,15,0,5,5,15,15,5,5,65,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kwethluk
-163.157618386,59.877096668,806,Kwigillingok,YKHC,Bethel,3,15,0,5,0,0,15,5,5,48,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Kwigillingok
-163.157618386,59.877096668,807,Kwigillingok,YKHC,Bethel,3,15,0,5,0,0,5,5,5,38,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Kwigillingok
-153.981435303,57.537068333,808,Larsen Bay,DEC,Anchorage,10,15,5,5,5,15,20,2,5,82,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Larsen Bay
-153.981435303,57.537068333,809,Larsen Bay,DEC,Anchorage,10,15,5,5,5,10,5,5,2,62,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Larsen Bay
-156.857501853,59.1124631860001,810,Levelock,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Levelock
-156.857501853,59.1124631860001,811,Levelock,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Levelock
-155.437022581,61.3553888810001,812,Lime Village,YKHC,Anchorage,10,15,10,0,0,0,0,0,0,35,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Lime Village
-155.437022581,61.3553888810001,813,Lime Village,YKHC,Anchorage,10,25,10,0,0,0,0,0,0,45,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Lime Village
-160.364401669,61.5123629730001,814,Lower Kalskag,YKHC,Bethel,10,15,0,5,2,13,15,5,5,70,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Lower Kalskag
-160.364401669,61.5123629730001,815,Lower Kalskag,YKHC,Bethel,10,15,0,5,0,10,20,5,5,70,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Lower Kalskag
-150.637165177,64.995886827,816,Manley,TCC,Fairbanks,5,0,5,0,0,0,0,0,0,10,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Manley
-150.637165177,64.995886827,817,Manley,TCC,Fairbanks,5,0,5,0,0,0,0,0,0,10,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Manley
-159.054929977,58.979541865,818,Manokotak,BBAHC,Dillingham,5,15,5,5,5,15,5,5,5,65,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Manokotak
-159.054929977,58.979541865,819,Manokotak,BBAHC,Dillingham,5,15,5,5,5,15,5,5,5,65,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Manokotak
-162.088169482,61.8814414280001,820,Marshall,YKHC,Bethel,7,15,5,5,5,13,5,5,0,60,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Marshall
-162.088169482,61.8814414280001,821,Marshall,YKHC,Bethel,7,15,5,5,5,15,15,5,5,77,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Marshall
-155.588353147,62.9501408470001,822,McGrath,TCC,Anchorage,3,15,5,5,5,15,20,5,5,78,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,McGrath
-155.588353147,62.9501408470001,823,McGrath,TCC,Anchorage,3,15,5,5,5,15,20,5,5,78,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,McGrath
-166.192861205,60.3864940780001,824,Mekoryuk,YKHC,Bethel,3,15,0,5,0,0,5,5,5,38,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Mekoryuk
-166.192861205,60.3864940780001,825,Mekoryuk,YKHC,Bethel,3,15,0,5,5,15,15,5,5,68,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Mekoryuk
-131.573307047,55.126073906,826,Metlakatla,DEC,Juneau,0,15,10,0,5,0,5,5,0,40,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Metlakatla
-131.573307047,55.126073906,827,Metlakatla,DEC,Juneau,0,0,10,0,5,0,15,5,0,35,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Metlakatla
-149.348260083,65.1521483380001,828,Minto,TCC,Fairbanks,5,15,5,5,0,0,0,5,0,35,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Minto
-149.348260083,65.1521483380001,829,Minto,TCC,Fairbanks,5,15,5,5,2,0,5,5,0,42,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Minto
-163.726275621,62.0895414130001,830,Mountain Village,YKHC,Bethel,3,15,0,5,5,0,15,5,0,48,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Mountain Village
-163.726275621,62.0895414130001,831,Mountain Village,YKHC,Bethel,3,15,0,5,0,10,5,5,0,43,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Mountain Village
-151.919921016,59.3544344920001,832,Nanwalek,DEC,Anchorage,3,15,0,5,0,0,5,5,5,38,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nanwalek
-151.919921016,59.3544344920001,833,Nanwalek,DEC,Anchorage,3,15,0,5,5,10,0,5,5,48,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nanwalek
-161.972626021,60.6943313370001,834,Napakiak,YKHC,Bethel,3,15,0,5,2,10,5,5,0,45,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Napakiak
-161.972626021,60.6943313370001,835,Napakiak,YKHC,Bethel,3,15,0,5,5,10,5,0,0,43,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Napakiak
-161.753197056,60.708233561,836,Napaskiak,YKHC,Bethel,3,15,0,0,0,0,0,5,0,23,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Napaskiak
-161.753197056,60.708233561,837,Napaskiak,YKHC,Bethel,3,15,0,0,2,0,0,0,0,20,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Napaskiak
-161.201849825,56.001206036,838,Nelson Lagoon,DEC,Anchorage,5,15,0,5,0,0,5,5,5,40,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nelson Lagoon
-161.201849825,56.001206036,839,Nelson Lagoon,DEC,Anchorage,5,15,0,5,0,0,0,5,0,30,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nelson Lagoon
-149.090741364,64.5627092120001,840,Nenana,TCC,Fairbanks,5,15,5,0,5,15,15,5,0,65,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nenana
-149.090741364,64.5627092120001,841,Nenana,TCC,Fairbanks,10,15,5,0,5,10,5,5,0,55,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nenana
-157.311288564,59.4515508550001,842,New Stuyahok,BBAHC,Dillingham,3,15,10,5,5,13,20,5,5,81,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,New Stuyahok
-157.311288564,59.4515508550001,843,New Stuyahok,BBAHC,Dillingham,3,15,10,5,5,13,20,5,5,81,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,New Stuyahok
-154.894800179,59.7209709520001,844,Newhalen,DEC,Anchorage,10,15,0,5,5,15,20,5,0,75,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Newhalen
-154.894800179,59.7209709520001,845,Newhalen,DEC,Anchorage,10,15,0,5,5,15,20,5,5,80,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Newhalen
-164.629416232,60.9368638240001,846,Newtok,YKHC,Bethel,3,15,0,5,0,0,0,0,0,23,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Newtok
-164.629416232,60.9368638240001,847,Newtok,YKHC,Bethel,3,15,0,5,0,13,0,2,0,38,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Newtok
-164.729966413,60.4799803010001,848,Nightmute,YKHC,Bethel,5,15,0,0,0,0,0,5,0,25,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nightmute
-164.729966413,60.4799803010001,849,Nightmute,YKHC,Bethel,5,15,0,0,0,10,0,5,0,35,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nightmute
-151.613114709,59.8113256880001,850,Nikolaevsk,DEC,Anchorage,7,15,5,5,5,15,20,5,5,82,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nikolaevsk
-151.613114709,59.8113256880001,851,Nikolaevsk,DEC,Anchorage,7,15,5,5,5,15,20,5,5,82,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nikolaevsk
-154.375215981,63.013732034,852,Nikolai,TCC,Anchorage,10,0,10,5,5,0,0,5,0,35,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nikolai
-154.375215981,63.013732034,853,Nikolai,TCC,Anchorage,10,0,10,5,0,15,5,5,5,55,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nikolai
-168.860183477,52.940108953,854,Nikolski,DEC,Anchorage,0,0,10,0,0,0,0,0,0,10,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nikolski
-168.860183477,52.940108953,855,Nikolski,DEC,Anchorage,0,0,10,0,0,0,0,0,0,10,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nikolski
-151.675101158,60.04305213,856,Ninilchik,DEC,Anchorage,10,15,10,0,5,15,20,5,5,85,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Ninilchik
-151.675101158,60.04305213,857,Ninilchik,DEC,Anchorage,10,15,10,5,5,15,20,5,5,90,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Ninilchik
-162.988500031,67.571816799,858,Noatak,MHC,Kotzebue,7,15,5,5,5,10,5,2,0,54,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Noatak
-162.988500031,67.571816799,859,Noatak,MHC,Kotzebue,7,15,5,5,5,10,5,0,5,57,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Noatak
-165.408559864,64.4980896880001,860,Nome,NSHC,Nome,10,0,5,0,5,15,20,5,5,65,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nome
-165.408559864,64.4980896880001,861,Nome,NSHC,Nome,10,15,5,0,5,10,5,5,5,60,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nome
-154.857571399,59.9678738710001,862,Nondalton,DEC,Anchorage,10,15,0,5,5,15,20,5,5,80,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nondalton
-154.857571399,59.9678738710001,863,Nondalton,DEC,Anchorage,10,15,0,5,5,10,5,5,5,60,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nondalton
-161.046825761,66.833345041,864,Noorvik,MHC,Kotzebue,7,15,5,5,5,15,20,5,5,82,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Noorvik
-161.046825761,66.833345041,865,Noorvik,MHC,Kotzebue,7,15,5,5,5,15,20,5,2,79,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Noorvik
-141.9517,62.9822,866,Northway Village,TCC,Fairbanks,5,15,10,5,5,15,20,5,5,85,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Northway Village
-141.9517,62.9822,867,Northway Village,TCC,Fairbanks,5,15,10,5,5,15,20,5,5,85,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Northway Village
-158.105354664,64.7234193790001,868,Nulato,TCC,Fairbanks,10,15,10,5,0,0,0,0,0,40,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nulato
-158.105354664,64.7234193790001,869,Nulato,TCC,Fairbanks,10,15,10,5,5,15,15,5,5,85,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nulato
-164.852003888,62.531065132,870,Nunam Iqua,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nunam Iqua
-164.852003888,62.531065132,871,Nunam Iqua,YKHC,Bethel,3,15,0,0,5,15,20,5,5,68,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nunam Iqua
-162.457405012,60.897217283,872,Nunapitchuk,YKHC,Bethel,3,25,5,5,2,15,20,5,5,85,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Nunapitchuk
-162.457405012,60.897217283,873,Nunapitchuk,YKHC,Bethel,3,25,5,5,5,15,15,5,5,83,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Nunapitchuk
-153.283671275,57.2134189120001,874,Old Harbor,DEC,Anchorage,5,15,0,5,5,10,5,5,5,55,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Old Harbor
-153.283671275,57.2134189120001,875,Old Harbor,DEC,Anchorage,5,15,0,5,5,15,5,5,5,60,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Old Harbor
-161.771365169,60.722647539,876,Oscarville,YKHC,Bethel,10,15,10,5,5,15,20,5,5,90,Fall,2016,0,2020/12/07 09:00:00+00,,2016/08/01 08:00:00+00,Oscarville
-161.771365169,60.722647539,877,Oscarville,YKHC,Bethel,10,15,10,5,5,15,20,5,5,90,Spring,2016,0,2020/12/07 09:00:00+00,,2016/03/01 09:00:00+00,Oscarville
