X,Y,OBJECTID,Place,Geo_Src,e_Households_Total,m_Households_Total,e_Household_Inc_under_10000,m_Household_Inc_under_10000,e_Household_Inc_10000_14999,m_Household_Inc_10000_14999,e_Household_Inc_25000_34999,m_Household_Inc_25000_34999,e_Household_Inc_35000_49999,m_Household_Inc_35000_49999,e_Household_Inc_50000_74999,m_Household_Inc_50000_74999,e_Household_Inc_75000_99999,m_Household_Inc_75000_99999,e_Household_Inc_100000_149999,m_Household_Inc_100000_149999,e_Household_Inc_15000_24999,m_Household_Inc_15000_24999,e_Household_Inc_150000_199999,m_Household_Inc_150000_199999,e_Household_Inc_200000_Plus,m_Household_Inc_200000_Plus,e_Household_Median_Income,m_Household_Median_Income,e_Household_Mean_Income,m_Household_Mean_Income,e_Household_With_Earnings,m_Household_With_Earnings,e_Household_Mean_Earnings,m_Household_Mean_Earnings,e_Household_With_SS,m_Household_With_SS,e_Household_Mean_SS_Income,m_Household_Mean_SS_Income,e_Household_Mean_Retire_Inc,m_Household_Mean_Retire_Inc,e_Household_Mean_Sup_SS_Inc,m_Household_Mean_Sup_SS_Inc,e_Household_Mean_Assist_Inc,m_Household_Mean_Assist_Inc,Start_Year,End_Year,IsMostRecent,PlaceID
-17669178.6093313,9433180.26880334,3642,Kaltag,P,71,17,12,8,2,2,16,10,10,5,7,5,6,16,8,5,7,5,3,4,0,10,28750,14965,48111,11434,53,15,43796,9495,18,16,15978,17558,22123,19190,11192,3278,4707,1594,2016,2020,,{5790AC9E-408E-42C0-BDC7-490DB0451EAD}
-17191812.8544779,7875966.31581525,3643,Karluk,P,15,10,0,10,0,10,5,8,3,6,0,10,0,10,0,10,4,6,3,5,0,10,,,72467,51725,10,8,92250,48737,5,8,,,,,,,,,2016,2020,,{BF30433A-BCB7-443D-A9C4-767CA6C76820}
-14739137.9815801,7467308.14069165,3644,Kasaan,P,33,10,3,5,6,6,4,5,2,3,3,4,4,5,6,5,2,6,2,3,1,3,,,59706,38776,22,9,68436,42198,10,6,12560,10731,21800,21433,,,,,2016,2020,,{559A9BCF-E97B-4506-925E-E21FB8E9FED9}
-18091584.5955234,8601655.73883504,3645,Kasigluk,P,72,15,11,8,0,10,18,9,6,5,10,8,13,7,4,4,10,7,0,10,0,10,38750,11560,46217,7846,64,13,35595,6551,17,8,10418,3216,20744,25056,7989,2081,3488,825,2016,2020,,{3816D857-92C5-45BF-B884-7D2529E878D4}
-16837835.1503007,8472439.76775224,3646,Kasilof,P,175,82,31,48,0,10,0,10,0,10,31,47,25,40,16,21,28,43,0,10,44,54,80078,68207,99282,67994,144,72,100692,67451,75,67,19759,13944,,,,,,,2016,2020,,{CB8D5160-2521-4803-9207-2BBA48832C17}
-16836940.0550994,8525261.80014671,3647,Kenai,P,2945,229,121,74,38,45,354,126,214,84,291,102,654,140,412,117,445,128,288,121,128,72,66612,7894,86573,12891,2217,200,93228,16251,960,187,15658,2507,33606,6442,10523,2235,5267,2925,2016,2020,,{C4939227-7B0D-42C1-9C0D-69118EE45B96}
-16135471.4316221,8797146.85900219,3648,Kenny Lake,P,86,51,0,10,9,13,30,37,14,20,0,10,0,10,0,10,0,10,20,29,13,19,,,90957,67703,27,27,,,59,51,15159,3575,,,,,,,2016,2020,,{FF44E793-74FE-4F17-9EB7-78D774DF5F63}
-14654990.9162499,7428611.09414802,3649,Ketchikan,P,3216,130,117,54,163,53,286,70,318,67,407,90,576,78,405,81,511,101,248,54,185,62,65809,8964,85295,7321,2549,129,87000,8688,890,106,17489,1357,26653,4034,9708,1638,3678,898,2016,2020,,{081D88E7-5D78-4E36-AC3C-F753262F026C}
-17859800.6739083,10148712.9875954,3650,Kiana,P,77,16,8,6,6,5,3,3,6,5,13,8,17,10,2,4,13,9,6,5,3,4,54063,7662,72822,17733,62,17,60479,14560,25,11,16732,5570,25457,8676,,,5675,2993,2016,2020,,{A1701483-F114-4FB2-A478-D0F6039C3EA8}
-18068407.5166425,7373424.0257155,3651,King Cove,P,335,58,13,8,8,5,30,13,20,9,31,14,69,33,61,21,88,24,11,7,4,5,71875,11375,75635,6248,300,55,74646,7038,92,30,17963,2185,11183,4104,,,,,2016,2020,,{E3FB0AD1-05D8-4D22-919A-F24830556C1F}
-17440162.6519755,8111835.38200596,3652,King Salmon,P,134,31,4,4,0,10,5,5,3,8,10,7,22,14,29,13,37,17,9,8,15,10,90938,15920,104260,13778,120,30,99052,16706,18,9,22450,5910,20422,4434,,,,,2016,2020,,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF}
-18260619.958368,8385588.62001007,3653,Kipnuk,P,96,19,21,9,2,3,11,7,9,10,25,8,17,9,6,5,2,2,3,4,0,10,36563,7582,39739,6775,80,17,33185,6615,30,11,12837,2695,9145,4912,6000,2116,6395,2325,2016,2020,,{6A1D2CBB-7422-4993-9496-87DE4AB29609}
-18316505.1749368,10366459.5653727,3654,Kivalina,P,137,23,14,8,3,5,9,7,20,12,15,8,26,14,19,15,13,11,15,8,3,4,55938,13082,69440,11286,119,21,58648,9511,30,9,15843,6806,12274,7558,13092,6978,9520,2552,2016,2020,,{88062838-37F6-4578-9FDD-4DBF5CACD276}
-14816182.7919307,7470236.42532992,3655,Klawock,P,302,35,33,20,7,5,68,20,24,10,29,11,37,14,48,15,35,13,17,10,4,5,43929,12949,59592,7594,199,27,57330,7338,108,22,19888,2594,21476,5989,10185,4657,2300,820,2016,2020,,{F3CDD092-3609-4B82-9B09-D35DB0E7375F}
-15127859.6907318,8267444.07424887,3656,Klukwan,P,29,9,3,4,3,5,9,7,0,10,5,5,2,4,3,4,4,4,0,10,0,10,,,46638,21784,13,7,69185,25139,15,8,16527,3527,,,,,1400,1141,2016,2020,,{F28EF005-C4A1-4868-9B6A-826AD9633025}
-16580028.1120657,8740873.84114758,3657,Knik River,P,283,47,32,18,14,14,22,12,43,31,31,17,33,17,15,10,44,18,27,13,22,11,49861,23442,75988,10917,226,45,74985,11721,79,26,14747,4082,68332,24212,9247,5813,3409,1247,2016,2020,,{77794617-74AE-484C-B2E5-D017D4597CC2}
-16655714.6823623,8745478.90504789,3658,Knik-Fairview,P,5000,260,276,89,115,58,181,61,331,95,306,84,841,160,732,126,1216,191,580,109,422,115,89401,5720,100402,5156,4147,251,97292,5832,1212,153,17457,1253,31769,4314,8952,1498,3489,1510,2016,2020,,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2}
-17464065.8494158,10129812.4308815,3659,Kobuk,P,32,10,4,5,0,10,9,8,2,5,4,4,8,6,3,3,2,6,0,10,0,10,38125,20978,44513,17869,30,10,34120,13484,1,2,,,20400,28469,,,,,2016,2020,,{319107E2-FB9A-474B-8237-6A8CFF382E09}
-16976634.2280902,7912500.5859791,3660,Kodiak Station,P,497,83,21,23,0,10,48,45,31,27,50,44,56,33,132,60,143,54,16,19,0,10,87050,9095,77271,9627,471,82,78293,9374,14,21,,,,,,,,,2016,2020,,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6}
-16964810.0032464,7923958.71370175,3661,Kodiak,P,1680,174,92,57,80,47,88,64,90,51,182,94,377,115,191,90,359,100,118,49,103,72,69259,4308,92427,16233,1364,165,91827,18900,450,110,16157,2236,34397,7546,6944,1039,2845,965,2016,2020,,{98F61372-E8BA-41BD-8291-B2318BB0C9F0}
-17226600.518734,8276102.93550347,3662,Kokhanok,P,47,22,4,5,4,5,10,8,7,6,3,3,6,6,9,7,3,4,0,10,1,3,33125,15339,47234,12556,40,18,42805,13797,15,9,8580,2415,,,,,3615,1829,2016,2020,,{89EB5E58-676F-4DA4-9449-8BD556A1E98C}
-17508963.5754292,8339075.78973649,3663,Koliganek,P,61,15,4,6,0,10,5,5,8,6,6,5,19,11,1,2,12,9,3,4,3,4,58750,16397,74305,18777,51,16,71606,18355,14,7,15371,7130,,,14600,10671,6892,2338,2016,2020,,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE}
-18132505.0153914,8390712.90338429,3664,Kongiganak,P,91,20,4,4,3,3,15,8,13,7,13,7,28,13,12,6,3,4,0,10,0,10,48958,7108,49553,5722,76,18,38359,5571,25,12,12816,1672,15427,5767,8954,4344,6714,2284,2016,2020,,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,3665,Kotlik,P,245,44,24,10,14,12,44,24,19,12,56,41,56,25,18,10,10,9,0,10,4,8,47844,11444,46484,8915,213,45,40035,9148,50,17,11024,2848,9785,5704,5836,3510,7743,3355,2016,2020,,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,3666,Kotzebue,P,922,97,47,25,16,14,60,25,50,19,80,33,145,55,109,41,181,50,134,54,100,39,87000,15004,104297,9077,807,90,102634,8412,152,34,16351,3263,25324,7137,7478,1592,2840,849,2016,2020,,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,3667,Koyuk,P,82,19,10,6,0,10,29,13,9,6,10,6,12,6,10,7,0,10,2,2,0,10,29167,9170,39737,7780,57,16,36461,8504,30,14,14827,2508,22878,15209,11338,2609,2425,1393,2016,2020,,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,3668,Koyukuk,P,36,11,10,7,1,3,13,9,0,10,4,4,4,4,0,10,4,3,0,10,0,10,18889,2254,32722,10749,20,8,38395,14354,6,5,10383,3278,,,,,,,2016,2020,,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,3669,Kupreanof,P,3,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,3,5,0,10,,,,,3,5,,,3,5,,,,,,,,,2016,2020,,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,3670,Kwethluk,P,99,21,21,9,7,6,6,5,7,10,16,7,15,7,14,7,11,7,2,3,0,10,43250,9113,50981,9193,82,19,45488,9492,21,14,12595,1995,18675,5240,12544,4876,4989,1050,2016,2020,,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,3671,Kwigillingok,P,82,19,4,5,2,3,6,5,7,7,17,8,24,12,15,8,5,4,0,10,2,3,55000,7596,58560,10027,80,19,43553,10672,29,11,13386,2920,13310,6573,,,7386,2278,2016,2020,,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,3672,Lake Louise,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,,,0,10,,,0,10,,,,,,,,,2016,2020,,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,3673,Lake Minchumina,P,16,25,5,6,0,10,3,6,1,6,0,10,4,5,0,10,0,10,0,10,3,21,,,64713,315070,10,23,89060,741638,10,25,8590,49827,,,,,,,2016,2020,,{3087F3EA-5475-4180-9982-992F736DFD19}
-17141134.9695474,7870692.35234777,3674,Larsen Bay,P,21,12,0,10,4,5,0,10,0,10,4,6,0,10,9,9,4,5,0,10,0,10,84583,78204,70305,25352,16,11,55800,20670,9,8,22722,13002,,,13171,6048,,,2016,2020,,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,3675,Lazy Mountain,P,563,67,57,24,4,6,55,31,49,20,78,27,70,25,51,20,100,22,48,22,51,20,63906,18592,92975,12649,405,57,96442,15242,168,41,16115,2740,38938,9173,20071,4523,2757,1498,2016,2020,,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,3676,Levelock,P,26,13,3,3,4,5,11,7,2,4,0,10,4,4,1,3,0,10,1,2,0,10,22917,2782,33046,15890,19,12,30700,15768,14,9,9150,3433,,,,,1875,2054,2016,2020,,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,3677,Lime Village,P,4,4,1,3,0,10,1,3,0,10,2,3,0,10,0,10,0,10,0,10,0,10,,,26950,22170,4,4,14025,7458,0,10,,,,,,,,,2016,2020,,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,3678,Livengood,P,6,6,0,10,3,4,0,10,0,10,0,10,0,10,3,4,0,10,0,10,0,10,,,,,3,4,,,3,4,,,,,,,,,2016,2020,,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,3679,Loring,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,,,0,10,,,0,10,,,,,,,,,2016,2020,,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,3680,Lowell Point,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,,,0,10,,,0,10,,,,,,,,,2016,2020,,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,3681,Lower Kalskag,P,65,20,10,5,8,6,3,4,15,8,6,5,14,8,5,4,2,3,2,3,0,10,33250,8553,43931,8900,54,21,39850,9120,16,9,11606,2897,13114,5103,7050,3705,3294,1116,2016,2020,,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
-15088934.3864226,8248350.92947506,3682,Lutak,P,43,58,0,10,0,10,0,10,0,10,43,58,0,10,0,10,0,10,0,10,0,10,,,,,43,58,,,0,10,,,,,,,,,2016,2020,,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B}
-16768852.5220459,9607288.16563892,3683,Manley Hot Springs,P,22,12,0,10,0,10,0,10,6,8,4,5,2,3,0,10,5,5,2,4,3,4,,,102018,51503,20,10,94230,45992,6,8,22733,7781,26067,46615,,,,,2016,2020,,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4}
-17705913.8131994,8175966.41116261,3684,Manokotak,P,158,24,13,7,6,5,20,10,24,8,27,10,32,11,13,7,18,9,4,4,1,3,42143,8125,54285,6351,140,20,42938,6853,37,10,13719,2526,19344,6741,8925,1927,9471,3501,2016,2020,,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD}
-18043572.4903501,8831085.13782125,3685,Marshall,P,41,15,6,6,7,9,8,7,5,6,10,7,2,3,0,10,3,4,0,10,0,10,22188,10206,32634,10058,38,12,25395,11664,8,12,8163,2319,,,,,6014,3653,2016,2020,,{2F8EE675-06A4-4B7A-9275-369FEB17B896}
-15910193.5326733,8725903.36024418,3686,McCarthy,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,,,0,10,,,0,10,,,,,,,,,2016,2020,,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6}
-17320016.2456881,9088035.75716921,3687,McGrath,P,99,28,4,4,7,7,9,7,7,6,23,14,28,12,5,5,9,7,6,5,1,3,49583,6973,59121,10872,71,23,56656,13557,36,17,18086,8247,38833,27062,,,1838,1162,2016,2020,,{44BA33DB-984D-44E1-BF2D-7E1A353E586D}
-16653791.2223806,8770592.36336415,3688,Meadow Lakes,P,2467,165,182,68,52,40,212,74,186,60,258,72,371,96,338,103,509,101,199,64,160,69,70069,13501,85984,7898,1875,159,88477,8726,698,116,18871,2259,29073,5183,12008,2526,4907,1292,2016,2020,,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC}
-18500504.6828178,8486293.83389184,3689,Mekoryuk,P,92,26,7,6,4,4,26,16,16,9,11,8,9,6,8,6,11,8,0,10,0,10,28750,7714,43988,8035,72,22,38440,7116,19,12,15084,5119,23382,12243,9219,1419,3579,1239,2016,2020,,{06A5691A-049B-426D-85BC-73439735D4DB}
-16312568.937712,8870865.86834204,3690,Mendeltna,P,25,28,0,10,0,10,0,10,0,10,11,17,14,21,0,10,0,10,0,10,0,10,,,,,14,21,,,11,17,,,,,,,,,2016,2020,,{E3BABD89-94E5-4656-A111-C38FD33CFD08}
-16007473.5812763,9082960.2236536,3691,Mentasta Lake,P,82,34,11,14,13,10,10,9,2,4,5,9,15,14,8,9,14,22,4,7,0,10,50000,35103,55018,21887,64,31,56939,26642,20,14,10275,1359,12119,7078,5010,2214,3117,1366,2016,2020,,{138A74FA-943C-4AC3-B538-9484C09C2AD1}
-18312850.5233261,8584353.38864479,3692,Mertarvik,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,,,0,10,,,0,10,,,,,,,,,2016,2020,,{52F580FF-4AE6-48D4-920A-DD72272CB458}
-14646673.5424591,7386373.0340335,3693,Metlakatla,P,440,42,14,8,21,15,45,21,60,22,56,19,62,28,56,27,97,34,25,18,4,6,58000,12697,69587,7380,329,43,70669,8167,154,30,17668,2136,19298,7446,16119,5624,7002,1422,2016,2020,,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3}
-16961477.2111266,7928659.53235301,3694,Mill Bay,P,1364,191,24,41,0,10,78,90,28,44,27,31,325,184,184,110,476,160,131,84,91,57,102904,19560,102393,10989,1234,201,90634,11267,214,100,22684,7211,38421,8614,,,,,2016,2020,,{F4E131A4-D045-4C7B-BE4E-02795735ED5A}
-16625372.2633009,9648562.63957605,3695,Minto,P,51,15,9,6,4,5,4,5,7,6,3,5,12,9,2,3,6,5,4,4,0,10,,,55516,12101,45,14,52513,13214,9,6,7300,2586,,,,,3929,669,2016,2020,,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273}
-16380722.0850337,9532036.72492509,3696,Moose Creek,P,251,128,0,10,0,10,22,37,0,10,20,34,136,118,0,10,40,45,0,10,33,42,59869,27528,96056,50604,183,117,88346,51644,40,45,,,23619,5735,,,,,2016,2020,,{7656A688-D4F7-4599-B494-E946C7AC2CF6}
-16627600.5420972,8508842.83181085,3697,Moose Pass,P,86,59,0,10,0,10,0,10,0,10,15,24,0,10,50,44,21,28,0,10,0,10,79063,26132,89084,21654,86,59,60222,26237,18,27,,,34796,18578,,,,,2016,2020,,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8}
-15142952.2694062,8277526.31402885,3698,Mosquito Lake,P,131,80,0,10,0,10,0,10,19,28,33,39,0,10,25,40,37,35,17,27,0,10,83850,57528,88439,27750,54,43,126669,25453,102,71,19244,7625,34547,10793,,,,,2016,2020,,{4D3AB901-46B6-47E7-B8D1-D6869F97799F}
-18225925.6316089,8880405.82604958,3699,Mountain Village,P,236,47,40,35,13,7,24,13,54,21,22,11,34,16,22,10,25,23,2,3,0,10,31339,3954,43692,8814,178,34,42807,8774,46,16,13474,4686,26196,5059,7033,2899,6688,3125,2016,2020,,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3}
-15069876.6494535,8215047.31303803,3700,Mud Bay,P,109,117,0,10,0,10,20,32,0,10,0,10,89,126,0,10,0,10,0,10,0,10,,,,,89,126,,,109,117,,,,,,,,,2016,2020,,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F}
-15919999.1890567,8947883.20778217,3701,Nabesna,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,,,0,10,,,0,10,,,,,,,,,2016,2020,,{8DFCE93A-8EBA-43DF-B553-ABE121D98529}
-17479376.8443896,8121874.34956953,3702,Naknek,P,133,29,2,3,2,4,15,8,10,6,9,8,31,14,18,8,25,13,10,6,11,8,69583,19671,91162,12083,110,26,88757,13147,33,12,18348,3924,37732,21351,15100,5968,2314,1329,2016,2020,,{BECA4B02-6040-43FA-93A9-D551AD5AB86B}
-16911648.2488555,8257391.34851405,3703,Nanwalek,P,50,21,3,5,3,4,6,8,3,5,7,6,21,13,0,10,7,9,0,10,0,10,51875,8870,53212,13027,40,21,45823,12144,12,11,9033,4858,19460,10868,,,6571,2648,2016,2020,,{69A94C10-7F0D-42A7-93D9-CE014277D75A}
-18030710.251107,8555972.40526561,3704,Napakiak,P,163,35,45,30,18,7,22,9,25,13,22,12,12,9,14,10,5,5,0,10,0,10,23542,7310,31086,7530,130,36,23898,7282,40,14,11195,3281,16700,5680,9848,3096,7416,2924,2016,2020,,{16F1264E-DF67-4828-9E72-1AB821AB3F99}
-18006283.530458,8559134.86082334,3705,Napaskiak,P,116,30,22,11,6,4,12,8,34,25,8,8,16,11,4,4,12,11,2,3,0,10,31210,1028,42846,10614,77,21,42835,9838,43,23,16335,4278,17638,18198,,,,,2016,2020,,{6D864316-582B-4749-A178-D9BAD04003D1}
-14828054.3032904,7532374.78884243,3706,Naukati Bay,P,58,27,31,25,0,10,0,10,0,10,0,10,18,18,9,13,0,10,0,10,0,10,,,32593,18777,38,23,25726,30338,18,18,,,,,,,,,2016,2020,,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC}
-16339354.2411854,8856734.61993626,3707,Nelchina,P,72,45,0,10,0,10,0,10,0,10,0,10,0,10,8,13,50,35,14,21,0,10,121400,744,132556,22708,72,45,125156,26776,0,10,,,,,,,,,2016,2020,,{53719238-336A-4B67-82E2-32339DE9CD8E}
-17944907.8374528,7558655.74748399,3708,Nelson Lagoon,P,41,12,4,5,0,10,4,3,1,3,14,7,6,9,5,5,7,6,0,10,0,10,42917,31437,54198,11728,41,12,45002,10231,10,6,19670,3981,,,,,,,2016,2020,,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4}
-16596705.4106321,9494118.57909316,3709,Nenana,P,158,31,12,6,16,16,19,10,15,13,19,11,27,13,22,11,13,7,12,13,3,4,47000,13740,62678,12434,119,31,57111,16665,60,18,16123,2678,25953,12153,4067,1833,2191,1645,2016,2020,,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4}
-17511812.5389782,8278631.08924201,3710,New Stuyahok,P,148,36,8,5,6,4,22,10,18,11,32,15,26,12,17,12,18,8,1,3,0,10,42857,5505,51880,6075,120,35,42600,8594,47,16,14687,2855,16835,6254,6167,4633,4251,828,2016,2020,,{0C233779-E987-4620-A2DB-33C5FF299964}
-17242810.2824521,8337875.4437307,3711,Newhalen,P,33,16,3,3,0,10,3,4,4,4,10,7,6,6,2,3,3,4,2,3,0,10,41607,11788,55264,15558,30,15,39417,14760,6,6,14067,6568,44567,49160,,,2860,2009,2016,2020,,{510DC86B-4E8B-482F-9372-E63914E50E7D}
-18326462.7845401,8611340.58389327,3712,Newtok,P,41,11,2,3,6,5,11,6,4,4,6,6,5,7,1,3,4,4,2,3,0,10,31875,13967,46839,11823,37,12,26281,7125,17,8,18012,5205,37100,29004,6620,1388,4080,1320,2016,2020,,{258C640B-3DF8-425C-8445-188CD6A6A660}
-18337655.9794882,8507384.34559754,3713,Nightmute,P,30,10,4,4,0,10,5,5,2,4,6,5,9,7,2,3,2,3,0,10,0,10,48333,4655,45697,9958,28,10,33693,8622,10,6,5770,2483,,,7044,1596,,,2016,2020,,{A83F4C9F-FA93-4FC6-974A-39BA917BA023}
-16842296.7149326,8565135.78311455,3714,Nikiski,P,1376,159,89,66,42,41,110,68,119,70,213,93,294,100,146,81,173,80,100,70,90,52,58804,6736,79239,10817,850,151,89288,14278,603,138,21754,2645,26291,5474,7918,515,6339,4039,2016,2020,,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6}
-16877494.7269881,8357850.89811094,3715,Nikolaevsk,P,65,26,0,10,8,8,8,9,4,6,10,15,13,10,0,10,18,14,0,10,4,7,51250,32010,76337,35014,42,21,96836,46598,29,18,11197,2318,29100,6989,,,,,2016,2020,,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465}
-17184970.4341065,9103618.82484689,3716,Nikolai,P,57,18,21,13,1,3,3,4,6,5,8,6,10,7,1,3,0,10,7,9,0,10,32083,19243,43949,20885,48,19,41927,23014,9,6,17544,11066,19700,13771,,,2529,1390,2016,2020,,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,3717,Nikolski,P,6,5,0,10,0,10,0,10,3,4,2,3,0,10,0,10,1,3,0,10,0,10,35000,10632,46683,29578,3,3,50167,66631,4,4,,,,,,,,,2016,2020,,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,3718,Ninilchik,P,362,57,32,18,9,10,66,31,23,16,42,22,61,35,38,25,32,17,36,19,23,25,51324,5688,73930,15390,220,42,88079,24043,146,43,16018,2593,31297,6163,10854,2948,2724,1209,2016,2020,,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,3719,Noatak,P,90,18,2,3,5,5,11,6,7,6,13,8,26,10,7,5,14,7,2,3,3,3,55000,9628,70957,12746,72,15,61360,15153,28,11,15568,3489,8129,4633,9257,2631,7538,6301,2016,2020,,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,3720,Nome,P,1251,88,11,10,6,7,87,35,85,35,119,33,216,54,215,56,255,53,106,38,151,42,85268,5959,105257,7199,1141,88,99489,7376,201,35,17931,3531,31882,10144,11571,3207,3685,887,2016,2020,,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,3721,Nondalton,P,41,19,0,10,1,3,2,3,7,5,8,8,13,11,3,6,3,5,4,5,0,10,60208,27444,67395,23246,38,18,61826,28596,5,6,8460,3640,,,6967,3425,6771,6725,2016,2020,,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,3722,Noorvik,P,96,20,7,9,4,4,11,6,7,8,11,7,21,11,12,7,12,8,10,8,1,3,65000,29199,69005,14716,79,18,59700,10969,29,9,15545,2955,21760,11298,7033,3310,4822,1859,2016,2020,,{E4853413-2729-4F25-AE7D-845D797872A7}
-16621193.7990509,8769215.24278473,3723,North Lakes,P,2756,187,179,60,102,55,183,58,140,58,220,62,523,126,372,84,521,101,272,96,244,66,80000,10808,98240,8203,2064,189,97111,7821,744,124,19284,2039,51687,17800,11175,2943,4001,1586,2016,2020,,{DCAD0CFE-6A84-4C8F-9B32-597927D02D3A}
-16403093.5556691,9544105.931038,3724,North Pole,P,1111,208,20,20,12,18,24,20,103,62,90,72,169,90,317,144,271,122,89,67,16,15,81491,7305,89563,8369,1042,205,86232,8380,105,47,16545,3913,31719,8958,7170,4472,1227,565,2016,2020,,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,3725,Northway,P,62,21,9,9,6,6,9,8,0,10,6,6,18,11,1,4,13,14,0,10,0,10,51250,25067,58447,23802,42,20,55238,18626,31,16,12977,2967,37193,8882,4300,3113,,,2016,2020,,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-16809133.5953391,11139817.5718352,3726,Nuiqsut,P,109,36,6,5,2,3,5,5,6,8,13,15,30,15,11,12,20,11,9,9,7,9,67361,5766,86952,14267,93,32,66857,13953,19,12,16000,3142,19421,16811,,,,,2016,2020,,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,3727,Nulato,P,86,15,3,4,4,4,10,6,9,6,27,14,17,8,8,6,7,5,0,10,1,2,48077,3130,54735,8844,67,16,46639,9868,34,11,12671,3049,18196,4146,5638,1301,,,2016,2020,,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,3728,Nunam Iqua,P,28,11,1,4,5,5,3,4,10,7,7,6,2,3,0,10,0,10,0,10,0,10,31667,7792,31043,6242,25,11,23544,7811,14,8,8271,2237,,,,,,,2016,2020,,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,3729,Nunapitchuk,P,143,26,20,8,4,4,11,7,17,7,35,23,21,11,15,8,13,11,5,5,2,3,38705,6757,52114,8810,122,26,38949,9512,63,25,13198,1299,17167,10439,6550,1128,9026,3522,2016,2020,,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
